,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000000_RGB.png,"[975, 434, 0.77568245]","[999, 412, 0.91064996]","[952, 412, 0.89552206]","[1031, 430, 0.89095616]","[919, 429, 0.86522084]","[1093, 583, 0.94773966]","[851, 583, 0.95527196]","[1145, 773, 0.96716464]","[805, 769, 0.9569563]","[1192, 899, 0.9017325]","[787, 873, 0.9590918]","[1067, 908, 0.9556991]","[901, 911, 0.9576381]","[1224, 1070, 0.33804023]","[730, 1068, 0.14718235]","[1142, 1090, 0.1]","[705, 1086, 0.1]","[0.003651113084300465, -0.09636021189678833, -0.007324923926857824]","[-2.923231586952656, -13.254091650805986, 5.825275542569157]"
1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000001_RGB.png,"[975, 433, 0.78629494]","[999, 412, 0.91018575]","[952, 411, 0.8937959]","[1031, 430, 0.8888387]","[919, 429, 0.86445946]","[1093, 583, 0.949648]","[851, 583, 0.9543466]","[1146, 773, 0.9685867]","[805, 768, 0.95479745]","[1190, 898, 0.9032716]","[787, 873, 0.95904535]","[1068, 910, 0.9555608]","[900, 913, 0.9537908]","[1230, 1070, 0.37113962]","[730, 1068, 0.13113332]","[1144, 1091, 0.1]","[704, 1086, 0.1]","[-0.18454865960380099, -0.09026550883000871, 0.01944863358723283]","[-2.9800475328666716, -13.277127179329717, 5.840415246431466]"
2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000002_RGB.png,"[975, 433, 0.77692497]","[999, 412, 0.91429645]","[952, 411, 0.8947769]","[1032, 430, 0.8889744]","[919, 429, 0.86842924]","[1093, 583, 0.94899535]","[851, 583, 0.9530694]","[1145, 773, 0.96746176]","[805, 767, 0.95415777]","[1190, 897, 0.89603066]","[787, 872, 0.9577841]","[1068, 908, 0.9544828]","[901, 911, 0.9557704]","[1229, 1070, 0.36101475]","[729, 1068, 0.1580241]","[1140, 1091, 0.1]","[704, 1086, 0.1]","[-0.2437422657217937, -0.10810589301875292, 0.025603767486464413]","[-2.9909067204530735, -13.278265623893121, 5.834359885475197]"
3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000003_RGB.png,"[975, 433, 0.7848911]","[999, 413, 0.91168296]","[953, 411, 0.8944009]","[1032, 430, 0.8900332]","[918, 429, 0.87362367]","[1093, 583, 0.9494862]","[851, 583, 0.9527344]","[1145, 773, 0.96786374]","[805, 767, 0.9503535]","[1192, 899, 0.89555305]","[788, 873, 0.95635605]","[1068, 910, 0.9568947]","[900, 912, 0.95537424]","[1230, 1070, 0.351913]","[727, 1071, 0.11858917]","[1144, 1091, 0.1]","[701, 1086, 0.1]","[-0.2438888704555713, -0.07290178049463061, 0.0311441346370236]","[-2.977200411669199, -13.2628339634521, 5.815982949948002]"
4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000004_RGB.png,"[975, 433, 0.7775286]","[999, 412, 0.91214615]","[952, 411, 0.89343995]","[1031, 430, 0.89099616]","[918, 428, 0.8690161]","[1093, 583, 0.9488341]","[850, 583, 0.9533959]","[1145, 771, 0.9679715]","[805, 768, 0.95475614]","[1191, 898, 0.90048134]","[788, 873, 0.95843333]","[1067, 909, 0.95500296]","[901, 912, 0.95844954]","[1225, 1070, 0.3512384]","[730, 1068, 0.14330883]","[1140, 1090, 0.1]","[703, 1086, 0.1]","[-0.2263391296637429, -0.1122222271237454, -0.07981547553640808]","[-2.9900501992122996, -13.258013325690149, 5.823127499925822]"
5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000005_RGB.png,"[975, 433, 0.7808164]","[999, 412, 0.91155446]","[952, 412, 0.8950489]","[1031, 430, 0.8909313]","[919, 429, 0.8619258]","[1093, 583, 0.94982946]","[851, 583, 0.95447093]","[1145, 772, 0.96888703]","[805, 769, 0.9576172]","[1190, 898, 0.90154123]","[787, 873, 0.9586801]","[1067, 909, 0.955357]","[900, 912, 0.95685977]","[1229, 1069, 0.32600245]","[728, 1070, 0.13209338]","[1141, 1087, 0.1]","[705, 1083, 0.1]","[-0.20068126212859735, -0.09414063626058211, -0.15149471381226037]","[-2.982337477999098, -13.297034232380579, 5.827488917593341]"
6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000006_RGB.png,"[975, 434, 0.7770822]","[999, 412, 0.91310465]","[952, 411, 0.89454067]","[1031, 431, 0.8895166]","[918, 428, 0.86783016]","[1093, 583, 0.95056784]","[850, 583, 0.9539233]","[1145, 771, 0.96794665]","[805, 765, 0.9473684]","[1190, 897, 0.9034322]","[787, 873, 0.9578978]","[1068, 909, 0.9560596]","[901, 912, 0.95572627]","[1229, 1069, 0.34874862]","[729, 1068, 0.14403911]","[1140, 1088, 0.1]","[703, 1083, 0.1]","[-0.18170628245975828, -0.040425843220302696, -0.29787956686711337]","[-3.0121424977054154, -13.303722993979353, 5.833597978545236]"
7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000007_RGB.png,"[975, 434, 0.7840772]","[999, 412, 0.91525674]","[952, 412, 0.8958464]","[1031, 431, 0.88997275]","[918, 428, 0.8642854]","[1093, 583, 0.94877124]","[851, 583, 0.9535152]","[1145, 772, 0.9689522]","[805, 768, 0.95438075]","[1191, 898, 0.9012783]","[787, 873, 0.95633805]","[1067, 909, 0.95514625]","[901, 911, 0.9568418]","[1229, 1069, 0.35531062]","[730, 1067, 0.1724099]","[1141, 1089, 0.1]","[703, 1085, 0.1]","[-0.13924328293858476, -0.02057538103138534, -0.49626973862774715]","[-3.0181217882102094, -13.287116535623744, 5.833164024560721]"
8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000008_RGB.png,"[975, 434, 0.78569484]","[999, 412, 0.9157349]","[951, 411, 0.895903]","[1031, 431, 0.8932288]","[918, 428, 0.8628537]","[1093, 583, 0.9482812]","[851, 583, 0.95445067]","[1145, 772, 0.9680498]","[805, 768, 0.95576805]","[1190, 898, 0.897127]","[787, 873, 0.95931923]","[1066, 909, 0.95371306]","[900, 911, 0.954687]","[1230, 1069, 0.35441938]","[728, 1069, 0.12600696]","[1142, 1090, 0.1]","[701, 1086, 0.1]","[-0.14846563797632803, -0.05211127579481155, -0.6661516932134455]","[-3.0210427572963865, -13.278207380833686, 5.82428875249888]"
9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_1_ID10/RGB/000009_RGB.png,"[975, 434, 0.7687255]","[999, 412, 0.9149907]","[951, 412, 0.896614]","[1031, 431, 0.8925265]","[918, 428, 0.86174834]","[1093, 583, 0.94880635]","[851, 583, 0.95291674]","[1146, 774, 0.96886176]","[806, 767, 0.95149636]","[1190, 898, 0.9051768]","[788, 873, 0.9592035]","[1067, 909, 0.954434]","[900, 912, 0.9566336]","[1229, 1069, 0.34758815]","[726, 1071, 0.13054383]","[1141, 1086, 0.1]","[704, 1083, 0.1]","[-0.14415746845079797, -0.0905127494650566, -0.7486911936991729]","[-3.0216370646217947, -13.266049924840345, 5.809005205329229]"
