,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000000_RGB.png,"[981, 442, 0.8774572]","[1006, 420, 0.73583996]","[953, 421, 0.8100252]","[1038, 430, 0.6935077]","[914, 436, 0.6788474]","[1095, 591, 0.94245696]","[848, 591, 0.95584756]","[1162, 774, 0.96188205]","[799, 776, 0.9567382]","[1191, 892, 0.87118673]","[791, 880, 0.95867074]","[1071, 911, 0.95145947]","[904, 920, 0.958191]","[1217, 1066, 0.34639677]","[753, 1066, 0.3821979]","[1161, 1070, 0.1]","[759, 1084, 0.1]","[-1.2419827488305943, 0.010423160953471653, 1.3566317338204836]","[2.5402298908403056, -9.259332089845957, 3.534369126996957]"
1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000001_RGB.png,"[981, 442, 0.8782272]","[1007, 420, 0.74442554]","[953, 421, 0.8116436]","[1038, 431, 0.6758872]","[914, 436, 0.6781442]","[1095, 591, 0.9432626]","[848, 591, 0.9564528]","[1162, 774, 0.961054]","[799, 776, 0.9563268]","[1191, 891, 0.8702355]","[792, 879, 0.9586193]","[1071, 911, 0.9526427]","[903, 919, 0.9571292]","[1217, 1066, 0.35883772]","[753, 1068, 0.34022626]","[1152, 1075, 0.1]","[753, 1084, 0.1]","[-1.2308956125779489, -0.0007057603844512402, 1.3472160689282846]","[2.411590163176208, -9.297402906738574, 3.28737396934845]"
2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000002_RGB.png,"[981, 442, 0.87883186]","[1006, 420, 0.73848265]","[952, 421, 0.81140435]","[1038, 431, 0.6958955]","[914, 436, 0.666016]","[1095, 591, 0.9434242]","[848, 591, 0.9552385]","[1162, 774, 0.96141434]","[799, 777, 0.95401067]","[1191, 892, 0.8701478]","[792, 879, 0.9582282]","[1071, 911, 0.94983053]","[903, 920, 0.9569707]","[1213, 1062, 0.3794974]","[753, 1067, 0.37570506]","[1153, 1073, 0.1]","[755, 1083, 0.1]","[-1.2527165171258203, 0.04127737588475315, 1.350268336656314]","[2.3359164283849942, -9.33029586257895, 3.18723417586917]"
3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000003_RGB.png,"[981, 442, 0.87820005]","[1007, 420, 0.7437349]","[953, 421, 0.8101168]","[1038, 430, 0.6741728]","[914, 436, 0.67368937]","[1095, 591, 0.94103485]","[848, 591, 0.95595706]","[1163, 775, 0.9609646]","[799, 777, 0.9583254]","[1191, 893, 0.8636931]","[792, 879, 0.9582699]","[1070, 909, 0.95166636]","[903, 918, 0.95691127]","[1217, 1066, 0.33740973]","[754, 1067, 0.34803566]","[1153, 1076, 0.1]","[755, 1085, 0.1]","[-1.2734824550568167, 0.023126543883396914, 1.3095175276234017]","[2.290217994009358, -9.262144047495317, 3.1388291777583808]"
4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000004_RGB.png,"[981, 442, 0.87861747]","[1007, 420, 0.74004424]","[953, 421, 0.81154084]","[1038, 430, 0.68932456]","[914, 436, 0.6798604]","[1095, 591, 0.94232965]","[848, 591, 0.95507234]","[1163, 775, 0.96250254]","[800, 775, 0.95711964]","[1191, 892, 0.881846]","[791, 880, 0.9561631]","[1070, 910, 0.9513862]","[903, 918, 0.957556]","[1213, 1061, 0.35515183]","[753, 1066, 0.3616235]","[1153, 1073, 0.1]","[753, 1082, 0.1]","[-1.283219814332666, 0.010962388920368125, 1.2929544305473122]","[2.3600154817591683, -9.235244972244189, 3.043040319322854]"
5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000005_RGB.png,"[981, 442, 0.8767245]","[1007, 420, 0.7402861]","[953, 421, 0.80648583]","[1038, 430, 0.69217795]","[914, 436, 0.67058796]","[1095, 591, 0.9422647]","[848, 590, 0.9551074]","[1162, 773, 0.95903635]","[799, 776, 0.95666856]","[1191, 892, 0.8650058]","[792, 878, 0.9573196]","[1071, 909, 0.95078796]","[903, 917, 0.955432]","[1217, 1067, 0.34766766]","[752, 1067, 0.37449473]","[1164, 1071, 0.1]","[759, 1085, 0.1]","[-1.2861539311450696, -0.034102084035722846, 1.3004363922782638]","[2.3175285565585657, -9.220324459728008, 3.0293306294450586]"
6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000006_RGB.png,"[981, 442, 0.8790724]","[1007, 420, 0.74896276]","[952, 421, 0.81378686]","[1038, 431, 0.6893759]","[914, 436, 0.67935944]","[1095, 591, 0.9424801]","[848, 591, 0.95490545]","[1162, 774, 0.9600467]","[799, 777, 0.95766085]","[1191, 891, 0.8706525]","[792, 880, 0.95714694]","[1071, 911, 0.95204574]","[903, 919, 0.9570619]","[1217, 1067, 0.3377731]","[753, 1066, 0.3452952]","[1154, 1076, 0.1]","[753, 1086, 0.1]","[-1.2785439380595358, -0.050990977701799486, 1.2669051121993198]","[2.264643218576069, -9.231002138586407, 3.027446105849781]"
7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000007_RGB.png,"[981, 443, 0.88143927]","[1007, 420, 0.76005393]","[953, 421, 0.8125884]","[1038, 431, 0.66442454]","[914, 436, 0.6597187]","[1095, 591, 0.943015]","[848, 590, 0.9566786]","[1162, 774, 0.96093845]","[799, 776, 0.95896256]","[1191, 893, 0.8705264]","[791, 878, 0.95930827]","[1071, 910, 0.9517517]","[903, 918, 0.9579149]","[1217, 1066, 0.34877148]","[753, 1067, 0.33471677]","[1154, 1076, 0.1]","[753, 1086, 0.1]","[-1.323313662131076, -0.06760614746598657, 1.2081973889282653]","[2.221411160955927, -9.242066106945414, 3.0106934054855956]"
8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000008_RGB.png,"[981, 442, 0.8774625]","[1007, 420, 0.7463363]","[952, 421, 0.80459136]","[1038, 431, 0.677299]","[914, 436, 0.6638769]","[1095, 592, 0.94297856]","[848, 590, 0.956035]","[1163, 773, 0.9618182]","[799, 776, 0.95781803]","[1191, 892, 0.87143457]","[792, 879, 0.958883]","[1070, 910, 0.953276]","[904, 919, 0.95759976]","[1217, 1065, 0.34172845]","[752, 1068, 0.34926525]","[1155, 1075, 0.1]","[755, 1084, 0.1]","[-1.3126322151966399, -0.052121892342710044, 1.1823661105544334]","[2.213573061050792, -9.242531827415783, 3.0170228562122214]"
9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000009_RGB.png,"[981, 442, 0.87945044]","[1006, 420, 0.7513852]","[953, 421, 0.81161433]","[1038, 431, 0.6785299]","[914, 436, 0.67069507]","[1095, 591, 0.9413824]","[848, 591, 0.95636374]","[1163, 774, 0.9615655]","[798, 778, 0.95099294]","[1191, 892, 0.87654364]","[791, 880, 0.9629146]","[1070, 910, 0.95347095]","[904, 918, 0.9562617]","[1216, 1064, 0.34400156]","[751, 1066, 0.35575965]","[1164, 1069, 0.1]","[759, 1085, 0.1]","[-1.2659810641372153, -0.08088206527041686, 1.1257426470485423]","[2.2546215061087675, -9.22451762234008, 2.9781116051134013]"
10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000010_RGB.png,"[981, 442, 0.8778151]","[1006, 420, 0.7439711]","[953, 421, 0.809285]","[1038, 431, 0.67254394]","[914, 436, 0.6578563]","[1095, 591, 0.94202995]","[848, 590, 0.95563453]","[1162, 773, 0.9595043]","[798, 776, 0.9537652]","[1191, 892, 0.8717731]","[791, 880, 0.9641646]","[1070, 909, 0.95188653]","[903, 917, 0.95550007]","[1217, 1066, 0.34071225]","[751, 1068, 0.33970588]","[1162, 1070, 0.1]","[758, 1086, 0.1]","[-1.184912862752601, -0.08247229598155482, 1.130301732637269]","[2.2437250030616998, -9.231812874611249, 2.9781330061877482]"
11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000011_RGB.png,"[981, 442, 0.87700504]","[1006, 420, 0.74115425]","[953, 421, 0.80767286]","[1038, 431, 0.6761028]","[914, 435, 0.6595809]","[1095, 592, 0.9418058]","[848, 590, 0.95601726]","[1163, 774, 0.96168125]","[798, 775, 0.9563126]","[1191, 892, 0.87478065]","[791, 879, 0.9638518]","[1070, 909, 0.95004874]","[903, 918, 0.9559384]","[1216, 1064, 0.34756652]","[753, 1066, 0.36235407]","[1156, 1072, 0.1]","[753, 1082, 0.1]","[-1.127572161355109, -0.11363228520478862, 1.084594167148941]","[2.911343701210753, -8.97295901413092, 3.7858660038442165]"
12,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000012_RGB.png,"[981, 443, 0.8782701]","[1006, 420, 0.7596003]","[953, 421, 0.8142367]","[1038, 430, 0.6685011]","[914, 436, 0.6683234]","[1095, 591, 0.9431122]","[848, 591, 0.955313]","[1163, 773, 0.9614215]","[798, 776, 0.95712155]","[1191, 891, 0.8806643]","[791, 879, 0.9647648]","[1070, 910, 0.9543329]","[903, 918, 0.9573652]","[1213, 1063, 0.37133]","[752, 1066, 0.35512927]","[1154, 1075, 0.1]","[753, 1084, 0.1]","[-1.0892164641122184, -0.09011276846689842, 1.0653382713643818]","[2.7971220743021203, -9.018849390789589, 3.5114173166630827]"
13,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000013_RGB.png,"[981, 443, 0.8777797]","[1007, 420, 0.7567478]","[953, 421, 0.81338286]","[1038, 430, 0.67079276]","[914, 436, 0.6781946]","[1095, 592, 0.9408154]","[847, 591, 0.95466536]","[1163, 774, 0.9597476]","[798, 777, 0.95293987]","[1191, 892, 0.87139523]","[791, 880, 0.96070254]","[1071, 910, 0.95122755]","[903, 918, 0.95422167]","[1217, 1066, 0.3711257]","[752, 1067, 0.39609995]","[1164, 1072, 0.1]","[760, 1086, 0.1]","[-1.0362951569240226, -0.09548097346261186, 1.0348118380744527]","[2.6196253543834955, -9.042109223320484, 3.3664485248780642]"
14,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000014_RGB.png,"[981, 443, 0.87886834]","[1007, 421, 0.7665464]","[953, 421, 0.81903654]","[1038, 431, 0.67406136]","[914, 436, 0.6833934]","[1095, 591, 0.94237196]","[848, 591, 0.95567095]","[1163, 774, 0.9606033]","[798, 777, 0.954726]","[1191, 893, 0.87583286]","[791, 878, 0.964529]","[1070, 911, 0.9520058]","[903, 920, 0.95767176]","[1212, 1063, 0.369708]","[751, 1068, 0.34283105]","[1155, 1073, 0.1]","[754, 1084, 0.1]","[-1.0283467914765088, -0.07505895174894471, 0.9487532801074751]","[2.6536923309265408, -8.76461305871613, 3.6510929129729237]"
15,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000015_RGB.png,"[981, 443, 0.8756776]","[1007, 420, 0.75847715]","[953, 421, 0.81279045]","[1038, 431, 0.6719109]","[914, 436, 0.6575372]","[1095, 591, 0.94113976]","[848, 590, 0.95549893]","[1162, 773, 0.96009207]","[798, 777, 0.9543609]","[1192, 894, 0.873823]","[791, 879, 0.95902187]","[1070, 910, 0.9535838]","[903, 918, 0.9571778]","[1217, 1066, 0.34902963]","[752, 1066, 0.37079582]","[1164, 1068, 0.1]","[758, 1085, 0.1]","[-0.9993453450345426, -0.04357032756955034, 0.8267813486192094]","[2.7744578686291663, -8.78226972713367, 4.016367281046645]"
16,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000016_RGB.png,"[981, 443, 0.87605983]","[1006, 421, 0.7634565]","[953, 421, 0.81431323]","[1038, 430, 0.668635]","[914, 435, 0.65651923]","[1095, 592, 0.9392516]","[847, 590, 0.955053]","[1162, 772, 0.9598731]","[798, 776, 0.95589143]","[1191, 891, 0.86952084]","[791, 879, 0.96164525]","[1070, 910, 0.95200723]","[903, 918, 0.9563294]","[1211, 1062, 0.37469673]","[753, 1066, 0.38733834]","[1164, 1071, 0.1]","[760, 1087, 0.1]","[-0.9417288391163487, -0.11209160809906633, 0.4157695217253162]","[2.9340334647161614, -8.73480065165954, 4.139271105599528]"
17,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000017_RGB.png,"[980, 443, 0.8765989]","[1006, 421, 0.74991953]","[952, 421, 0.82098985]","[1038, 430, 0.68347174]","[913, 436, 0.6831609]","[1095, 592, 0.940191]","[848, 591, 0.9558418]","[1163, 773, 0.9611338]","[799, 776, 0.9584827]","[1192, 893, 0.8816212]","[791, 879, 0.9620409]","[1070, 910, 0.9545067]","[903, 918, 0.95685595]","[1217, 1064, 0.35273755]","[753, 1068, 0.35906443]","[1163, 1069, 0.1]","[759, 1084, 0.1]","[-0.9496820953334039, -0.09624856618830761, 0.5125517663361492]","[2.8102514557898135, -8.761811826542761, 3.834690829603548]"
18,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000018_RGB.png,"[980, 442, 0.873123]","[1005, 421, 0.72715884]","[952, 421, 0.8137679]","[1038, 431, 0.70182353]","[914, 436, 0.68210447]","[1095, 591, 0.94173175]","[848, 591, 0.9564361]","[1163, 774, 0.96051157]","[799, 777, 0.95599604]","[1192, 893, 0.8667665]","[791, 880, 0.9632749]","[1070, 911, 0.952317]","[903, 920, 0.9583647]","[1218, 1068, 0.33864143]","[753, 1067, 0.379141]","[1163, 1069, 0.1]","[762, 1085, 0.1]","[-0.9398049201972474, 0.002706495035897437, -1.0451569177615987]","[2.625140448704775, -8.866869231339162, 3.5747298850384097]"
19,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000019_RGB.png,"[978, 440, 0.8331682]","[1004, 419, 0.75328743]","[949, 421, 0.8013823]","[1038, 431, 0.70268065]","[914, 436, 0.65689015]","[1095, 591, 0.9403742]","[848, 591, 0.95552367]","[1163, 773, 0.95984286]","[798, 777, 0.9567806]","[1192, 893, 0.8695154]","[791, 879, 0.9637104]","[1070, 909, 0.9536163]","[903, 917, 0.95652854]","[1217, 1066, 0.34884083]","[752, 1067, 0.36847225]","[1164, 1070, 0.1]","[760, 1087, 0.1]","[-0.9733339209592606, 0.020748740632856793, -2.567596666185923]","[2.491889424072926, -8.932209072030286, 3.3910951269415297]"
20,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000020_RGB.png,"[976, 440, 0.7829827]","[1002, 420, 0.7750931]","[947, 421, 0.7801382]","[1037, 433, 0.7455542]","[914, 437, 0.6422245]","[1095, 592, 0.9415246]","[847, 591, 0.95646954]","[1162, 773, 0.9599987]","[799, 776, 0.9581976]","[1192, 894, 0.87577385]","[791, 879, 0.96105874]","[1070, 910, 0.9536112]","[904, 919, 0.9571472]","[1218, 1065, 0.34789124]","[754, 1065, 0.38890857]","[1164, 1067, 0.1]","[761, 1084, 0.1]","[-0.9986357685122996, 0.06367670617354151, -4.4366889534094005]","[2.462753936735715, -8.992070233529986, 3.2908179260667882]"
21,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_2_ID10/RGB/000021_RGB.png,"[973, 441, 0.81856656]","[1001, 420, 0.79867905]","[944, 422, 0.76621664]","[1037, 433, 0.7284655]","[913, 437, 0.59458846]","[1095, 592, 0.9414501]","[847, 591, 0.95695263]","[1163, 772, 0.9618261]","[798, 775, 0.95631194]","[1191, 892, 0.87830365]","[791, 879, 0.96130186]","[1070, 911, 0.95366055]","[903, 919, 0.9584105]","[1217, 1066, 0.347698]","[753, 1066, 0.33568972]","[1155, 1071, 0.1]","[754, 1082, 0.1]","[-0.9324748929142476, -0.1521316788374748, -6.176905503509075]","[2.283532048604926, -9.138766248546693, 3.1410342781307508]"
