,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000000_RGB.png,"[988, 447, 0.84399503]","[1011, 423, 0.90228266]","[962, 425, 0.8729851]","[1045, 442, 0.91763943]","[927, 440, 0.888888]","[1111, 601, 0.94109744]","[856, 596, 0.95666134]","[1164, 787, 0.9730345]","[803, 778, 0.9649547]","[1215, 914, 0.90774983]","[770, 897, 0.920701]","[1062, 921, 0.9466019]","[899, 923, 0.95047116]","[1246, 1061, 0.40568167]","[731, 1064, 0.3407538]","[1166, 1051, 0.1]","[757, 1066, 0.1]","[1.1567115198542515, 1.0593682620439957, -0.5977318632117751]","[4.643568796821688, -10.599904971178365, -0.16882955867513638]"
1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000001_RGB.png,"[988, 448, 0.83250916]","[1011, 423, 0.9046534]","[963, 425, 0.88117844]","[1045, 443, 0.91920364]","[927, 440, 0.89060867]","[1113, 601, 0.9435977]","[856, 596, 0.95560396]","[1165, 788, 0.9721314]","[803, 778, 0.9640411]","[1215, 913, 0.89416856]","[769, 899, 0.915299]","[1063, 920, 0.9480609]","[899, 922, 0.9497721]","[1247, 1064, 0.41226542]","[738, 1063, 0.32795513]","[1163, 1050, 0.1]","[760, 1065, 0.1]","[1.0533286411456841, 1.1091863491900749, -0.5671220969595969]","[4.729278263586729, -10.586138715491975, -0.21247139756956349]"
2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000002_RGB.png,"[988, 448, 0.8304716]","[1011, 423, 0.9021015]","[963, 425, 0.8793955]","[1045, 442, 0.92220026]","[926, 440, 0.89211625]","[1111, 600, 0.9385431]","[856, 597, 0.9555298]","[1166, 789, 0.971896]","[804, 777, 0.9650064]","[1215, 914, 0.90033484]","[769, 899, 0.9141144]","[1063, 921, 0.94610333]","[899, 923, 0.94876945]","[1246, 1059, 0.40541178]","[737, 1064, 0.31431362]","[1161, 1052, 0.1]","[763, 1067, 0.1]","[1.0545276070072112, 1.138033754672827, -0.5738187837387413]","[4.746963006096404, -10.596596437812536, -0.2124201738155803]"
3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000003_RGB.png,"[988, 447, 0.84029007]","[1011, 423, 0.90593207]","[963, 425, 0.8779051]","[1045, 443, 0.9252766]","[927, 440, 0.88973427]","[1112, 601, 0.9426988]","[857, 596, 0.9584485]","[1166, 789, 0.97237235]","[804, 777, 0.9668259]","[1216, 916, 0.9185534]","[769, 898, 0.9168197]","[1063, 920, 0.94796073]","[899, 923, 0.9512127]","[1247, 1060, 0.4173224]","[738, 1064, 0.33523065]","[1166, 1050, 0.1]","[760, 1065, 0.1]","[1.0666379453698194, 1.1655689516697714, -0.5711887303985453]","[4.769481617798312, -10.600070395664462, -0.21639679111371718]"
4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000004_RGB.png,"[988, 447, 0.8359561]","[1011, 423, 0.90300083]","[962, 425, 0.87547374]","[1045, 443, 0.9222277]","[927, 440, 0.88837916]","[1113, 601, 0.94241416]","[856, 596, 0.9553716]","[1166, 789, 0.97016436]","[804, 777, 0.96560305]","[1215, 914, 0.899633]","[769, 898, 0.91505957]","[1063, 919, 0.9435995]","[900, 922, 0.94960785]","[1246, 1059, 0.39895007]","[739, 1062, 0.32211655]","[1159, 1050, 0.1]","[763, 1064, 0.1]","[1.0493622957967832, 1.094097682639154, -0.5739769551826538]","[4.755431963031272, -10.585058417263381, -0.20642361069532045]"
5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000005_RGB.png,"[988, 448, 0.83802176]","[1011, 423, 0.90538055]","[962, 425, 0.87650615]","[1045, 443, 0.9242747]","[927, 440, 0.89094603]","[1112, 600, 0.9419399]","[857, 597, 0.95730954]","[1165, 788, 0.97303724]","[803, 777, 0.9661175]","[1215, 914, 0.9078515]","[769, 898, 0.91997313]","[1063, 921, 0.9482539]","[899, 923, 0.9499762]","[1246, 1059, 0.41002893]","[730, 1066, 0.31505865]","[1161, 1052, 0.1]","[759, 1067, 0.1]","[1.0222905358812362, 1.0168007764167697, -0.5246853020272659]","[4.702513637014767, -10.548511424594373, -0.1773136180241621]"
6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000006_RGB.png,"[988, 448, 0.8350867]","[1011, 423, 0.90569067]","[963, 425, 0.87863123]","[1045, 443, 0.9233815]","[927, 440, 0.885136]","[1112, 600, 0.94142383]","[856, 596, 0.9558492]","[1165, 788, 0.97195345]","[803, 776, 0.9671228]","[1215, 913, 0.8932817]","[769, 899, 0.9156278]","[1063, 922, 0.9499952]","[899, 923, 0.9507505]","[1246, 1065, 0.37128967]","[732, 1066, 0.3173358]","[1162, 1052, 0.1]","[757, 1066, 0.1]","[1.098509839821555, 0.9437053138000066, -0.5947827608700652]","[4.598132234142509, -10.460605991078674, -0.12948630163398048]"
7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000007_RGB.png,"[988, 448, 0.8289099]","[1011, 423, 0.90276]","[963, 425, 0.87838125]","[1045, 443, 0.9236714]","[927, 440, 0.8869081]","[1112, 600, 0.9406828]","[857, 596, 0.9565516]","[1165, 788, 0.9718605]","[803, 777, 0.96518046]","[1216, 916, 0.916485]","[769, 898, 0.92299324]","[1063, 921, 0.9476919]","[899, 923, 0.9512985]","[1245, 1064, 0.38420632]","[736, 1064, 0.32166767]","[1162, 1051, 0.1]","[760, 1066, 0.1]","[1.1619218436167142, 0.9320762058010044, -0.65452595299365]","[4.465474300401844, -10.381229705994244, -0.09743763769329136]"
8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000008_RGB.png,"[989, 448, 0.8357855]","[1012, 423, 0.90658057]","[963, 425, 0.88393843]","[1045, 443, 0.9239942]","[927, 440, 0.8943118]","[1112, 601, 0.9436161]","[856, 596, 0.95660084]","[1165, 789, 0.9713287]","[803, 777, 0.9672066]","[1215, 915, 0.9036764]","[769, 898, 0.9217653]","[1063, 921, 0.9472371]","[896, 924, 0.9500722]","[1248, 1066, 0.40350294]","[737, 1064, 0.3234792]","[1169, 1049, 0.1]","[756, 1063, 0.1]","[1.2442404553103252, 0.9492453987366302, -0.691237491801889]","[4.468763650804555, -10.386642303714714, -0.09858249715606186]"
9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_3_ID10/RGB/000009_RGB.png,"[988, 448, 0.8371868]","[1011, 423, 0.90635854]","[963, 425, 0.8808207]","[1045, 443, 0.9254123]","[927, 440, 0.89262545]","[1112, 601, 0.9441593]","[857, 596, 0.956635]","[1165, 789, 0.9703412]","[803, 777, 0.9684204]","[1215, 914, 0.8996988]","[769, 898, 0.92489636]","[1063, 921, 0.95159984]","[898, 922, 0.9534976]","[1249, 1066, 0.38726193]","[734, 1065, 0.33834073]","[1170, 1049, 0.1]","[755, 1064, 0.1]","[1.3170838337736295, 0.942966735696918, -0.7210840535757175]","[4.453761632373314, -10.378924036209924, -0.10568071225315155]"
