,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000000_RGB.png,"[968.6291812528848, 471.35571543424487, 0.5816988945007324]","[997.0484506040377, 449.8838198527026, 0.40113338828086853]","[947.2532058052288, 443.8256061929686, 0.6815822124481201]","[1029.4265956167749, 469.54929191734607, 0.6284406781196594]","[915.3272092064104, 464.4709501683134, 0.6606312990188599]","[1082.1325390485013, 580.4898785792602, 0.696758508682251]","[858.5491631224775, 592.9703466783532, 0.7646248936653137]","[1128.0778491522665, 761.9662146006428, 0.6719695925712585]","[840.7180551114699, 758.6337494966667, 0.5544489026069641]","[1070.6533729805196, 880.7651450367403, 0.30072924494743347]","[899.4648510927246, 890.264493499644, 0.38407954573631287]","[1074.3307816428946, 899.6099791233501, 0.47988763451576233]","[912.8587848559822, 911.6080253726032, 0.5727044343948364]","[1111.1874420470588, 979.9487336139132, 0.17664439976215363]","[894.3214051804207, 1070.3535683086557, 0.3705400228500366]","[1116.0388957870914, 1055.7568893824318, 0.21492700278759003]","[891.3228701805565, 1053.798773165111, 0.15790046751499176]","[0.840389319951578, -0.7780257318376332, 0.26267737695321414]","[-2.3388339079134437, -14.858920298412913, 0.3723410643364157]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000001_RGB.png,"[967.123538970299, 471.4051403448617, 0.5761019587516785]","[995.7132727222838, 449.8251175988197, 0.39063891768455505]","[946.4468907431149, 443.8302177378671, 0.6836358308792114]","[1028.3478196313708, 468.608536758077, 0.6289637088775635]","[915.9030555305443, 463.40156003311427, 0.6509275436401367]","[1083.0042837947028, 580.8685677956212, 0.715009331703186]","[856.6728068835314, 593.8541356947599, 0.76393061876297]","[1126.8561695284823, 771.491604728855, 0.6157475113868713]","[842.093326307105, 766.1527378197989, 0.5720493793487549]","[1063.5540894966095, 891.0293589111423, 0.19537097215652466]","[900.8516782773404, 893.0961990811259, 0.37353840470314026]","[1077.282929926428, 914.7921614912598, 0.5341526865959167]","[914.2665538797835, 919.1692228949228, 0.5561553239822388]","[1111.1819081931808, 929.9503638256981, 0.21850518882274628]","[894.8082215612812, 1063.696450600296, 0.35682758688926697]","[1116.6136570418373, 1056.1402443971606, 0.2515116333961487]","[903.3522749351187, 1053.8567158704225, 0.16558218002319336]","[0.9181695198663528, -0.6612625478459814, 0.23577055588992493]","[-2.576015228302613, -15.012861263921822, 0.5298355009368562]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000002_RGB.png,"[968.0993418707959, 471.55981698610015, 0.576822817325592]","[996.7430035713569, 450.0170121200616, 0.40460333228111267]","[946.5636442092477, 444.0328001925793, 0.6802928447723389]","[1029.6003152257701, 469.058949060975, 0.6398706436157227]","[915.0740625182242, 464.26207431115154, 0.6611676216125488]","[1084.4144399711574, 579.5902475497909, 0.7341846823692322]","[858.4766262338994, 593.396127906147, 0.7608067393302917]","[1130.673660648829, 764.1926684775799, 0.6655733585357666]","[842.0513883752645, 763.5134150407837, 0.524570107460022]","[1070.6927609992988, 882.9335477014272, 0.3144085109233856]","[899.9489005466462, 891.4375620148526, 0.3934995234012604]","[1077.6303691444186, 909.9144490720412, 0.545316219329834]","[915.4749956570362, 915.3240625051856, 0.570935070514679]","[1108.5456236084515, 1053.68722803204, 0.28415438532829285]","[896.8340461084041, 1073.563203557927, 0.3551645874977112]","[1116.8455363700218, 1053.559189844273, 0.24361224472522736]","[904.1413916474352, 1056.5722105204652, 0.15435998141765594]","[0.972908827351972, -0.6396158615604413, 0.21303198594525669]","[-2.1640045134595036, -14.697226963462555, 0.302175553519165]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000003_RGB.png,"[968.3174408177546, 471.34226057383546, 0.579129159450531]","[996.8324132889161, 449.7358706416687, 0.3982516825199127]","[946.9940912354093, 443.7730888345966, 0.6838858723640442]","[1029.6053065449544, 468.53019474827397, 0.6434916257858276]","[915.8543359150298, 464.215579087882, 0.6593157649040222]","[1084.1801734903197, 580.8145313401061, 0.724051833152771]","[856.6573446447545, 594.0813492245766, 0.7642963528633118]","[1127.8058222567317, 767.4993089301252, 0.6452904343605042]","[841.4926318939893, 762.4330114512977, 0.5748061537742615]","[1061.6752918515408, 888.903490966459, 0.1924894005060196]","[900.955519417758, 891.2833736548387, 0.37808364629745483]","[1078.095321377114, 914.0629948626222, 0.5299221873283386]","[913.5890365540076, 918.7268401054946, 0.5672528743743896]","[1112.1117041516325, 930.5315269898324, 0.20751430094242096]","[896.8388204137106, 1066.261988660937, 0.3536072373390198]","[1115.811573750336, 1057.7973623662906, 0.22721974551677704]","[903.9919233392583, 1052.2541768915014, 0.14974205195903778]","[0.9610517649500648, -0.6364451827440104, 0.1818666059139026]","[-2.3656617923679097, -14.63130388371706, 0.4443517091397845]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000004_RGB.png,"[967.8623627164887, 472.32213248453684, 0.573569118976593]","[996.1923308570213, 450.8588089511585, 0.40689849853515625]","[946.8581320411114, 444.58406969507837, 0.6670100688934326]","[1028.886665089379, 469.490426903055, 0.6213237047195435]","[915.8052907786988, 464.5489124038306, 0.6610569357872009]","[1082.7250954412082, 580.2158985588271, 0.7066792249679565]","[858.2202243375496, 593.0793961518325, 0.7539238929748535]","[1130.5084045810588, 769.2813183857972, 0.6339883208274841]","[840.4731549506314, 758.5913232836017, 0.54334557056427]","[1067.8061509067918, 882.3379531144342, 0.2852594554424286]","[898.8514071143015, 888.7896671876733, 0.3686295747756958]","[1075.8170011834377, 905.8107166471787, 0.5876923203468323]","[911.6032510672966, 911.0757988378609, 0.5722306966781616]","[1109.5734013326266, 1051.1611864971164, 0.3402799069881439]","[893.2644390897124, 1068.7147880121804, 0.3446776270866394]","[1117.1227715986183, 1055.7147886901832, 0.2397603541612625]","[890.7470238564226, 1051.4995111322492, 0.15691258013248444]","[0.8779663646201624, -0.6514486170362587, 0.19847955889178645]","[-2.467322124638765, -14.59484227433579, 0.4961091045887859]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000005_RGB.png,"[969.0713470284352, 471.80412035877544, 0.583456814289093]","[997.1335200440456, 449.98315795516066, 0.4045634865760803]","[947.4868212444338, 444.3313027811778, 0.6670821905136108]","[1030.2290044290926, 468.4989447499038, 0.6492987871170044]","[915.9809635125923, 465.2782960463459, 0.6687249541282654]","[1084.162920887053, 581.2254471172862, 0.7258763909339905]","[858.5353827412517, 593.63169647025, 0.7545055747032166]","[1129.36126922422, 772.1184493142182, 0.6333048939704895]","[841.0167204604767, 760.1961409082373, 0.5491612553596497]","[1068.058863567223, 882.0912083356361, 0.28752395510673523]","[899.7258102805035, 890.9095672507231, 0.373596727848053]","[1077.9953864864926, 917.6263627323335, 0.5148248076438904]","[914.5163368528674, 920.9795526616176, 0.5537251830101013]","[1110.471513264953, 928.5462840378154, 0.2041056603193283]","[894.6960253865772, 1064.7911771057015, 0.34841057658195496]","[1116.418236045085, 1055.5139423464914, 0.24194222688674927]","[903.144538400814, 1051.5905484538903, 0.1532723307609558]","[0.7340689195256747, -0.6882639076615623, 0.25894929628030383]","[-2.5095917016008857, -14.57733751783196, 0.5363874149335377]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000006_RGB.png,"[968.1277706887577, 472.05634473798193, 0.5683706402778625]","[996.6529428121651, 449.9284704580127, 0.39660465717315674]","[946.5553976819001, 444.35083403015926, 0.6801615357398987]","[1030.2836919262404, 467.72398819309865, 0.6590378284454346]","[915.6400347109286, 464.1173803082812, 0.6549413800239563]","[1085.1074737891797, 581.3888585670969, 0.7390061616897583]","[856.6082995084236, 593.6669612253553, 0.7621440887451172]","[1128.314611292696, 771.2811012676116, 0.6190994381904602]","[842.2829964361019, 763.2635235607606, 0.54081130027771]","[1069.8201481975868, 882.6649930279334, 0.268607497215271]","[901.7598813549739, 893.0072233913218, 0.3801848888397217]","[1075.3108163140041, 923.1751905679396, 0.4996066093444824]","[914.802686664322, 925.7234760253141, 0.5073391199111938]","[1108.1985099112771, 926.7526643396932, 0.18791015446186066]","[896.1773078614057, 1065.3377265563634, 0.3487356901168823]","[1116.3211223348721, 1053.5843634540713, 0.2402448058128357]","[904.4210682821545, 1051.6287428963426, 0.15425249934196472]","[0.7546797653731818, -0.7299004715560222, 0.23731455259780357]","[-2.5037069304153308, -14.570937067297091, 0.5678742638638212]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000007_RGB.png,"[967.8983870201654, 472.19648144942335, 0.5687949657440186]","[995.8799393802581, 450.3032534245774, 0.3895638585090637]","[946.8890565186651, 444.385067969346, 0.6786193251609802]","[1029.3384879824812, 468.1834608253853, 0.6485310792922974]","[916.9714148498251, 463.888973202138, 0.6545234322547913]","[1084.36865004299, 581.7843663589696, 0.7194397449493408]","[858.3961683387901, 593.5556331061614, 0.7448480129241943]","[1127.6483786885542, 774.3351375666643, 0.6191664934158325]","[840.3701818657241, 761.1064056177077, 0.5808671116828918]","[1061.9847536409568, 889.1928789721997, 0.19147978723049164]","[899.973748635628, 890.556160151099, 0.3713744580745697]","[1077.0590801117137, 908.3723484580237, 0.5670596361160278]","[913.41195322991, 914.5201345957248, 0.583416223526001]","[1107.0399813258657, 1047.236382014311, 0.3713741898536682]","[895.1176833506971, 1065.0678697996043, 0.35384681820869446]","[1115.7172812205315, 1054.7183694713171, 0.2316455990076065]","[901.944614418256, 1050.0705832553847, 0.15183590352535248]","[0.7727098145413444, -0.7612684736041799, 0.24023841507474306]","[-2.5026988093888805, -14.552402565258413, 0.5751290160249903]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000008_RGB.png,"[967.6667247058585, 470.60359958805407, 0.5675103068351746]","[996.0908768692569, 448.655629812591, 0.37088656425476074]","[946.3877544614767, 443.044084966367, 0.6950997114181519]","[1029.6580409172038, 467.6454834228874, 0.6540828347206116]","[916.4136891844684, 463.9166967249977, 0.6508060693740845]","[1084.7808679034356, 581.2674393025962, 0.7288108468055725]","[858.8198336812776, 592.9160932089604, 0.7517299056053162]","[1129.616477544243, 767.4461405301204, 0.657035768032074]","[839.1045026782622, 757.6736801022939, 0.5748100280761719]","[1068.9546968538348, 881.83448091847, 0.29729869961738586]","[899.0610425200349, 890.1401445477961, 0.382081538438797]","[1077.0468188276311, 911.8586764011975, 0.5513677000999451]","[914.2736068308045, 915.9696787909586, 0.576278805732727]","[1108.3781974019057, 1052.1429572792465, 0.29694488644599915]","[893.7593392375126, 1069.812552711872, 0.34061199426651]","[1116.7996379349156, 1054.4508998672113, 0.2335980087518692]","[891.0112925058344, 1050.3319764709188, 0.1609213501214981]","[0.8172128865862234, -0.8202271385847996, 0.20039468963797324]","[-2.683774361155231, -14.465701363160234, 0.6637271340310853]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/01/base_1_ID01/RGB/000009_RGB.png,"[969.9287688587173, 471.1051729125895, 0.57784503698349]","[998.0361892678011, 448.7712439558668, 0.3808739185333252]","[947.9807448297847, 443.6451049002991, 0.6782823801040649]","[1031.8170034782165, 467.2797065322419, 0.6747943758964539]","[917.1081335926947, 464.3876710927956, 0.6563167572021484]","[1085.1372046904069, 580.4612327474209, 0.735521137714386]","[859.4817802613377, 592.4999690987186, 0.7445604801177979]","[1129.698400283026, 768.6913661596211, 0.6348244547843933]","[840.2130095648935, 759.2614621375401, 0.5852682590484619]","[1061.731389938893, 888.9102183966638, 0.2005709409713745]","[898.6486076457116, 890.771546424588, 0.38791537284851074]","[1076.5404169443198, 910.7598266321181, 0.56736820936203]","[914.1146441654839, 914.8827647851456, 0.570968508720398]","[1112.1198421720414, 930.6953724673981, 0.19082310795783997]","[895.2472948890762, 1070.660317424602, 0.3576342463493347]","[1116.1980754662895, 1056.0492070755197, 0.21613577008247375]","[901.5607711223028, 1052.601290588676, 0.15206278860569]","[0.8108044415750914, -0.8901831262923959, 0.1936175595449533]","[-2.7535089297784143, -14.425727647541871, 0.7047214909636728]"
