,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000000_RGB.png,"[974.3935038689187, 491.68649779405087, 0.682677686214447]","[1000.457304592919, 462.10452234034335, 0.7940461039543152]","[944.1630366955604, 463.2352188959562, 0.7685482501983643]","[1037.329264475452, 465.94957422314155, 0.764130711555481]","[908.8873766429683, 471.06811779299437, 0.7065136432647705]","[1095.8282848619904, 601.1295259403188, 0.736723005771637]","[846.1539814772698, 610.8571730024269, 0.6947232484817505]","[1136.939827856745, 812.3891720403251, 0.4874476194381714]","[804.0418417465058, 820.2627610394079, 0.512356162071228]","[1132.9201883094413, 948.5306579955491, 0.4304310977458954]","[823.7447487050302, 942.2265133590581, 0.5392885208129883]","[1050.4723844497069, 933.1005372725149, 0.6087551712989807]","[890.7348168258092, 939.8741914331299, 0.5220034122467041]","[1101.2230328445212, 1045.7955183741801, 0.3298192024230957]","[848.6575078223952, 1042.0629881869022, 0.47104471921920776]","[1098.9220347006387, 1022.9953893549659, 0.2534583806991577]","[847.4763012867777, 1021.8576941018016, 0.2703287601470947]","[-1.0879724330284246, 2.0083916637560266, 0.22527082321110065]","[-1.5283898528325335, -7.573371843785226, -0.4640926029711982]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000001_RGB.png,"[975.9846496192672, 492.1465672145008, 0.6941090226173401]","[1001.5697177293465, 463.07348930369665, 0.8135008215904236]","[945.0367345666601, 463.73635819273636, 0.7768751978874207]","[1037.7844510836564, 466.7864882419931, 0.7551238536834717]","[910.2828301292176, 471.5558022293651, 0.7104939818382263]","[1096.570038295527, 601.2025511101214, 0.7258233428001404]","[846.4544371907665, 609.837967326416, 0.6937651038169861]","[1142.9718370907624, 811.0570323528573, 0.47294723987579346]","[803.8070869844436, 817.122136203204, 0.518103301525116]","[1130.1815816814374, 947.0339132819436, 0.5300916433334351]","[822.7562504926955, 939.5278372845271, 0.5393160581588745]","[1047.9838863156033, 931.7654678976996, 0.5810219049453735]","[890.5677161400797, 938.7719779489482, 0.5142974853515625]","[1099.0190399039127, 1046.641872496706, 0.31742799282073975]","[850.0104265886406, 1048.2700191131803, 0.480764240026474]","[1099.3785233921087, 1021.4300682560486, 0.2705027759075165]","[847.3769089308503, 1020.5369476429062, 0.251761257648468]","[-1.246411365127169, 1.7009932757087454, 0.5062133202064814]","[-1.5357348229988355, -7.595759181024427, -0.47620824628072256]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000002_RGB.png,"[977.0993414014093, 492.31279984471996, 0.7059112787246704]","[1002.3321959881912, 463.3505075184157, 0.8148102760314941]","[945.706113872027, 464.10869975317837, 0.7654927968978882]","[1038.3268772706444, 466.89211974690056, 0.7542628645896912]","[910.6571790680271, 471.4266789722104, 0.7173935770988464]","[1096.049313496296, 600.5623601712877, 0.7322284579277039]","[846.9745109483647, 609.9141391974433, 0.7039827704429626]","[1136.9222497326618, 811.031858743059, 0.5022319555282593]","[804.9663208649571, 818.7182732727367, 0.5223982930183411]","[1130.6733351280125, 947.2445252501259, 0.5119101405143738]","[826.163639637903, 950.3990389744943, 0.5435424447059631]","[1048.0982526290832, 935.458718573137, 0.6021047234535217]","[890.514710500483, 941.2098033426391, 0.5119264721870422]","[1102.02891387888, 1046.38601313505, 0.33039382100105286]","[850.4888336817452, 1043.1800671216974, 0.48163726925849915]","[1099.0630937210594, 1023.2449553141726, 0.2551437020301819]","[847.1030374173561, 1024.7510316245134, 0.2600620687007904]","[-1.3023167920098744, 1.545306844173283, 0.7517255878559679]","[-1.7234305699993115, -7.673649083916336, -0.29246598588998934]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000003_RGB.png,"[977.6446972757446, 491.97230507081156, 0.698093831539154]","[1002.9092358886518, 463.3704727951523, 0.8127008676528931]","[946.611061741497, 464.0665990609298, 0.7562549710273743]","[1038.1435005440974, 466.8246284309762, 0.7476668953895569]","[910.7459377439535, 471.3445392195499, 0.7194330096244812]","[1095.739960213819, 601.5074556081082, 0.7369895577430725]","[847.2719827210449, 609.8072598627398, 0.7029502391815186]","[1136.8860084151074, 809.5072277461859, 0.5201359391212463]","[805.1543633898721, 817.535113612221, 0.5275047421455383]","[1131.7329053852518, 945.8609532736739, 0.42757901549339294]","[826.757335353467, 955.5904449537413, 0.5409405827522278]","[1048.8376189099667, 934.499191713458, 0.595811665058136]","[891.1260385935998, 940.285215717249, 0.5110825300216675]","[1104.1029155068234, 1043.0603839682174, 0.3575001060962677]","[852.0486209267849, 1041.5015732856268, 0.466021865606308]","[1099.7926943774523, 1021.6567392511711, 0.2309349775314331]","[848.1105243439781, 1025.6204977250006, 0.25725823640823364]","[-1.3815606268339113, 0.967512033256605, 1.722749572608305]","[-1.7471410206665476, -7.682749193847559, -0.252558224878929]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000004_RGB.png,"[978.4503612962261, 492.6838935753659, 0.702548086643219]","[1003.9127080585389, 463.6067466543574, 0.8212528824806213]","[947.565054747298, 464.62025571608206, 0.7567542195320129]","[1038.0897896093984, 466.9650906632338, 0.7450181245803833]","[910.2157185875787, 471.7947345085705, 0.7187424302101135]","[1096.40716938041, 600.5040919451599, 0.7311051487922668]","[846.5454745124075, 609.6040263663947, 0.7029286623001099]","[1135.9221412778772, 808.7764335134664, 0.5076260566711426]","[804.4637709779727, 815.8781041500299, 0.5272018313407898]","[1134.901416504723, 947.5367344362751, 0.4608248770236969]","[826.9248158134824, 954.9196550581701, 0.5695891976356506]","[1050.4192160497023, 935.1253852571886, 0.6112842559814453]","[892.0245303002121, 941.7959578259577, 0.5264624953269958]","[1102.3647428544207, 1045.823404657448, 0.31750255823135376]","[853.7302072106112, 1053.2868374279217, 0.4019716680049896]","[1100.0151336019624, 1022.251357275715, 0.23810137808322906]","[849.0899079734548, 1025.5714525886694, 0.2717302739620209]","[-1.337317585436216, 0.6882727032939238, 2.367450510266503]","[-1.750203738328943, -7.706179105900174, -0.23446325559359496]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000005_RGB.png,"[978.6853873256351, 492.5103909802481, 0.6923653483390808]","[1004.1238625614152, 463.511097787818, 0.8182500600814819]","[948.0285963897892, 464.29104566380727, 0.7305651903152466]","[1038.529785246173, 466.66881246688035, 0.7392317652702332]","[910.0535549675641, 471.676678959172, 0.7203276753425598]","[1097.015893306996, 601.1922429509367, 0.7373839616775513]","[846.8612839577422, 609.9611227019373, 0.7102452516555786]","[1137.4446021359747, 810.6250662295529, 0.5263851881027222]","[804.9574232959767, 816.3140850300695, 0.5342453718185425]","[1134.2301925813968, 949.0777499809046, 0.4480338990688324]","[826.7539716383646, 955.7527713341642, 0.5626596808433533]","[1050.7157655134026, 934.4956109844782, 0.6126204133033752]","[895.4608365446059, 930.3366485277738, 0.47269800305366516]","[1101.2522212110543, 1044.892089601853, 0.3240974247455597]","[853.1181195689228, 1051.2744677412084, 0.39779776334762573]","[1099.3630068998623, 1023.3677851688776, 0.23618333041667938]","[848.1630417023504, 1026.2574334556705, 0.2630748450756073]","[-1.167806861365876, 0.24804986494690232, 3.476791946360051]","[-1.7666458762462842, -7.69288935040711, -0.19939937082085188]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000006_RGB.png,"[980.275882034351, 491.174345042984, 0.6676406860351562]","[1005.7534197680937, 462.9195722110296, 0.8064130544662476]","[949.6998202609614, 463.53073754373816, 0.7017804980278015]","[1039.2257487515424, 466.45315492604436, 0.732995331287384]","[910.0239325732757, 471.851863411841, 0.717657744884491]","[1097.043671083325, 601.522212551783, 0.7348635196685791]","[846.5794371842472, 610.2884881362527, 0.7066174149513245]","[1137.7304094127353, 808.3524969036321, 0.5510799288749695]","[804.9849840584282, 815.9441848757501, 0.5379804968833923]","[1133.8102707282974, 949.4394036078763, 0.4339263141155243]","[826.0084747154399, 953.3329580923119, 0.5443080067634583]","[1048.9834522356941, 934.9264920383948, 0.5935616493225098]","[891.2421410181001, 940.5787269866632, 0.5168139338493347]","[1102.0917393964367, 1045.219780556985, 0.3132803440093994]","[849.6105785192165, 1042.1442598840526, 0.4524290859699249]","[1099.6273298027434, 1022.8142912741334, 0.22322724759578705]","[846.895789164276, 1025.7670905992995, 0.2554146647453308]","[-1.0588195876405568, -0.13003169848515878, 4.606013198242343]","[-1.734132757141006, -7.685159260254654, -0.2217739394148758]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000007_RGB.png,"[983.2078480272703, 490.6251914257912, 0.6172029972076416]","[1008.2311757152578, 461.68150803948856, 0.790381133556366]","[952.891443358394, 462.4498999264972, 0.6660909056663513]","[1040.3262261247037, 465.4925972504469, 0.7412139177322388]","[910.8202649970215, 472.4109454139326, 0.7350934743881226]","[1097.6680200090962, 602.0714746759145, 0.7473981380462646]","[846.1122063058375, 610.217633105226, 0.7084320187568665]","[1140.3878528505275, 808.612805049778, 0.559281587600708]","[804.2620565787707, 819.6350483985345, 0.5203545689582825]","[1137.437332171076, 948.9211744682375, 0.4500276446342468]","[824.6613610704196, 950.1699808267183, 0.542155385017395]","[1051.7684998334983, 937.6500162019074, 0.6137180924415588]","[891.8437034867262, 941.9097816047436, 0.5319925546646118]","[1103.882212393334, 1043.930175589521, 0.3200596570968628]","[849.7966679192334, 1038.6565213506744, 0.44680091738700867]","[1101.0808887547123, 1024.6761618367514, 0.24014249444007874]","[847.568640691684, 1025.4895298498866, 0.24034690856933594]","[-0.8284076807194807, -0.6379752236594384, 6.500391542999045]","[-1.6845053260791967, -7.616218861983254, -0.20791446892438373]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000008_RGB.png,"[984.3272056077802, 490.98738758745674, 0.5842627286911011]","[1009.365941281075, 462.08900584809703, 0.7709540724754333]","[954.9230187732725, 463.1620852192149, 0.6095698475837708]","[1039.9321289230354, 465.6658828316872, 0.7364322543144226]","[911.6040106158681, 472.9465356637771, 0.7339710593223572]","[1097.1295000719042, 602.3755111183912, 0.7513127326965332]","[845.5659281225226, 610.995627856317, 0.6962447762489319]","[1143.0828396891397, 807.0530178047386, 0.5769281983375549]","[802.8830961472167, 819.841103075288, 0.49669143557548523]","[1136.622770581614, 948.5674418477972, 0.4419007897377014]","[824.4079973683557, 945.6900548450869, 0.5220052599906921]","[1052.035535409849, 940.9840004030268, 0.5951555371284485]","[891.065545975227, 944.0042910441175, 0.5264272093772888]","[1103.0867480250986, 1045.2469072916813, 0.2595638036727905]","[848.3874340517584, 1041.754285946058, 0.4098353683948517]","[1101.4529590478073, 1025.0829543502578, 0.2268875241279602]","[847.5963642145437, 1025.315376213136, 0.2326686531305313]","[-0.7627396588397195, -0.7749656832277919, 6.9833316381510775]","[-1.6386971330893427, -7.581052808966019, -0.24429778384431033]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/free_3_ID20/RGB/000009_RGB.png,"[989.2178303527144, 492.6935506929178, 0.4288468062877655]","[1011.9480809033504, 461.7189971868389, 0.7204047441482544]","[956.0908789554194, 462.27596330362417, 0.5059928894042969]","[1039.7834744168995, 465.0720243557149, 0.7335796356201172]","[913.4167275352165, 474.336129775332, 0.7535300254821777]","[1097.1599905217029, 600.5582369076138, 0.7312564849853516]","[845.6498039862036, 610.2511617493108, 0.6991745829582214]","[1142.1952529298756, 800.2997629486149, 0.6119378805160522]","[803.1928292039797, 818.9592671837793, 0.5167649388313293]","[1138.8719024087573, 944.4598031731384, 0.4304601848125458]","[824.5418949308169, 948.0451979514232, 0.5384677648544312]","[1053.8825405218533, 939.4532930175815, 0.6109228134155273]","[892.4477073614751, 941.9596947965847, 0.5360161662101746]","[1103.2096863867423, 1044.2731660230213, 0.2710813879966736]","[848.1302726068371, 1040.1724717924449, 0.41868317127227783]","[1101.778696878041, 1023.6931974782949, 0.20986264944076538]","[846.6621194716017, 1024.7175029804287, 0.23514647781848907]","[-0.4068212055148525, -1.8068283976399018, 12.17448513138871]","[-1.5762004712584317, -7.520736027428108, -0.2551074115224942]"
