,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000000_RGB.png,"[983.8200441758974, 398.9931975068554, 0.7504897713661194]","[1012.937664185073, 367.1629582815151, 0.5979519486427307]","[948.3683316151261, 368.62574032328064, 0.8224897980690002]","[1059.2181522227463, 387.87112777441655, 0.6982415914535522]","[909.6648288593656, 390.9143133795909, 0.7362112998962402]","[1142.3462945886647, 565.4946536668776, 0.6109776496887207]","[810.2351465450275, 564.2077613728834, 0.5826209187507629]","[1213.2863950555168, 800.4662125927116, 0.9375671148300171]","[768.1096604607928, 800.0384782400197, 0.7071395516395569]","[1417.308194310784, 874.2393207243108, 0.8995944857597351]","[571.4034532719044, 879.6896242594996, 0.855442464351654]","[1095.1420869811116, 993.2537459408359, 0.8077899813652039]","[852.5327246341758, 1010.6107328828207, 0.8520314693450928]","[1267.73908318781, 1067.834362710876, 0.11249873042106628]","[725.2424751964908, 1066.276745604612, 0.10512907803058624]","[1244.29095073017, 1051.2944330179448, 0.016945568844676018]","[776.6722142676931, 1060.6786556187974, 0.027676258236169815]","[-0.2732605380269593, -0.05309945932432598, 0.723778623113489]","[3.7896542072339123, 0.6856319093795233, 0.7654247104064803]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000001_RGB.png,"[983.9841066673408, 399.29723394933194, 0.7482806444168091]","[1012.9137926585402, 367.14022607783954, 0.5916337370872498]","[948.4986484486074, 368.6102238310343, 0.8171887397766113]","[1058.964462999866, 387.23744725191, 0.6763911247253418]","[909.1198527593159, 390.6014336216033, 0.7277068495750427]","[1142.4399360768366, 565.1222578529664, 0.6057709455490112]","[810.3713227532031, 564.5853655198563, 0.5784557461738586]","[1213.217059121633, 800.1057525420667, 0.9369348287582397]","[768.1438943999796, 799.7565772130554, 0.6989280581474304]","[1416.2201952355833, 874.1781228108359, 0.8948917388916016]","[570.4360596591634, 880.0470461158588, 0.8457915186882019]","[1096.1419784220186, 990.7081731569313, 0.793390154838562]","[851.4426096736686, 1007.1703033747531, 0.8518041372299194]","[1268.485176898898, 1067.5896795639148, 0.11412499099969864]","[725.7650988671504, 1067.4749877296188, 0.08379116654396057]","[1265.2143437361522, 1045.697970636212, 0.019211234524846077]","[776.4511856333872, 1060.7202137763522, 0.020570360124111176]","[-0.2117468027624231, -0.03834254118994544, 0.7819968381788863]","[3.780151580818166, 0.6430065607195333, 0.7825449465885923]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000002_RGB.png,"[983.4564374240275, 398.4520734031328, 0.7419020533561707]","[1012.5827379883061, 366.7887178496444, 0.5825446844100952]","[947.9075026461046, 368.1280189950721, 0.8197342157363892]","[1058.1929786651021, 387.55255140214274, 0.6717110276222229]","[908.5882772662065, 390.67966712446764, 0.7313627004623413]","[1142.2247668172251, 564.60023097047, 0.6074509024620056]","[809.6387381559938, 565.16392451746, 0.5886193513870239]","[1213.4103099796096, 800.4280181502593, 0.93731689453125]","[768.0453700995625, 800.4544938433228, 0.6980603337287903]","[1414.2308290198923, 874.9893206851953, 0.881758987903595]","[568.8596165990201, 880.1673803109718, 0.8388959169387817]","[1096.7072995730905, 991.6807208492646, 0.7959755659103394]","[851.6821387410373, 1008.7707807218371, 0.8501721620559692]","[1269.6772341283943, 1067.1048705614219, 0.11362633109092712]","[722.8800078717863, 1068.7687159607567, 0.0767383947968483]","[1265.2996301900375, 1043.3813474931444, 0.017912713810801506]","[775.8069799378186, 1060.438746777143, 0.019661782309412956]","[-0.19695730983532186, -0.031764104090776145, 0.7958270244496658]","[3.7683892649278192, 0.5772764007267106, 0.7977716605434417]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000003_RGB.png,"[983.1452395235912, 398.2715178569939, 0.7586060166358948]","[1011.8852553857937, 366.8816540427141, 0.5666143298149109]","[947.2246684803283, 368.587654387767, 0.8307089805603027]","[1058.0885949899905, 387.87595633319245, 0.6723854541778564]","[908.6065606853917, 390.716613737124, 0.7318464517593384]","[1141.7595975706522, 564.3196320267709, 0.5876711010932922]","[808.9414725673589, 564.1931129361474, 0.5714810490608215]","[1212.876781361602, 800.6937516433445, 0.940022885799408]","[768.9095736135185, 799.6933176677433, 0.6998559832572937]","[1412.9963455773313, 873.4575282303622, 0.874682605266571]","[571.8842475176622, 879.375605178655, 0.8586562275886536]","[1095.7705591705565, 992.0946748207307, 0.8038150072097778]","[851.0283844348555, 1008.7920480818393, 0.851555347442627]","[1269.941340017398, 1067.3427177712394, 0.11264351010322571]","[724.4460342658061, 1067.92333840068, 0.09068650752305984]","[1263.5574427808997, 1044.0586478050427, 0.01801321841776371]","[776.3934599419534, 1061.130261498022, 0.02242167666554451]","[-0.19621156280737848, -0.02001375155221263, 0.8315406809838538]","[3.781020294026507, 0.5578730350440342, 0.8049246733256297]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000004_RGB.png,"[983.0334773766422, 398.08510293616064, 0.7497487664222717]","[1011.7207588665951, 367.01864405293054, 0.5531538724899292]","[947.1347162280751, 368.4621661130616, 0.8263428211212158]","[1057.2632912135891, 387.72589123685236, 0.6580020785331726]","[908.0469361486063, 390.7429266697794, 0.7227733731269836]","[1141.0597278154864, 565.6667456717913, 0.5942413210868835]","[809.2079656090159, 564.1272492243046, 0.5689429044723511]","[1213.6371979886098, 800.470552870263, 0.9427911639213562]","[764.9635560241805, 798.6135651198904, 0.9098100066184998]","[1411.3522484408552, 872.9356098548046, 0.8608624935150146]","[571.7730821588766, 879.5151451019331, 0.8413432836532593]","[1096.4329940318412, 992.298776372586, 0.8004961609840393]","[851.4976769451022, 1008.7221696132615, 0.8469977378845215]","[1269.786066587996, 1067.3953436365505, 0.11622366309165955]","[723.5068524571494, 1069.095213339562, 0.08400692045688629]","[1263.5028637906905, 1044.106499365047, 0.017762815579771996]","[776.6897381383069, 1060.7075184645144, 0.021674929186701775]","[-0.16901300181712572, 0.04408296778089804, 0.8200966369223373]","[3.795096000459778, 0.5136962687143279, 0.8052015120786989]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000005_RGB.png,"[982.6845190615086, 398.05152003860655, 0.7747430801391602]","[1011.9660930551888, 369.2337589547644, 0.7867817878723145]","[946.2208707896249, 368.76560576737495, 0.8274763822555542]","[1057.4527443287084, 389.02819151615427, 0.6781857013702393]","[908.0676609739144, 390.5221150493512, 0.7246807813644409]","[1140.627870199121, 565.5199357836148, 0.587787389755249]","[809.098427854312, 565.2480173950187, 0.5734752416610718]","[1213.5261953902325, 800.4687082523035, 0.9412044286727905]","[764.6010343416987, 798.580253489683, 0.9088594913482666]","[1411.5392058963826, 872.8644293029615, 0.8663625121116638]","[570.2868626183334, 879.3156008415067, 0.8444095253944397]","[1097.2223820115046, 992.2445229031932, 0.797150731086731]","[851.1493154181318, 1010.036297148891, 0.8508265018463135]","[1269.5950943757337, 1066.4095580976852, 0.11071792989969254]","[723.378868522852, 1069.3154824252963, 0.08112943917512894]","[1263.7747821792868, 1044.3541121993553, 0.017177868634462357]","[777.3530953085713, 1061.2840158302809, 0.021428143605589867]","[-0.2526518643318129, 0.08436165379607966, 0.8394292568095554]","[3.8628598504592317, 0.5278565348180247, 0.7493270113460566]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000006_RGB.png,"[982.2029652671791, 397.6368607720384, 0.7731892466545105]","[1011.6239706771985, 368.90487442330596, 0.7860143184661865]","[945.9975635096046, 368.31920822121197, 0.8233306407928467]","[1057.2934561425716, 388.63273797775105, 0.6755964159965515]","[907.6079713277501, 389.4806654508893, 0.7156656384468079]","[1140.8200359877098, 565.1685903158277, 0.5818167328834534]","[808.8102876783676, 564.7123186382353, 0.5705908536911011]","[1213.9249583902688, 800.1298410824768, 0.9407534599304199]","[764.8049731331456, 798.4539514129369, 0.9080179929733276]","[1410.346931653009, 871.3365430979247, 0.8624533414840698]","[570.4041043656911, 879.2396459843569, 0.846802830696106]","[1097.2997474588585, 993.2221704216495, 0.8035494089126587]","[851.391123131215, 1009.1941747969777, 0.8491128087043762]","[1270.0395387969986, 1067.5000528324783, 0.11614962667226791]","[722.6111276774762, 1068.2310640790754, 0.08618815988302231]","[1262.9999341294204, 1044.055392596879, 0.016908006742596626]","[777.6033123094103, 1060.77848200248, 0.02215450257062912]","[-0.3290589833954801, 0.1302183223579033, 0.8799391764802134]","[3.9323190298733457, 0.5253024006907094, 0.7057191832012124]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000007_RGB.png,"[982.1173532924774, 397.34937163772645, 0.7737916707992554]","[1011.5839316167866, 368.9203909155523, 0.791796088218689]","[945.876035738165, 368.3623939828485, 0.8207287192344666]","[1057.3056089197155, 389.1381090451439, 0.6790028214454651]","[908.034891878401, 389.9501749750135, 0.7280906438827515]","[1140.0358563411078, 564.7181780129296, 0.5615736842155457]","[808.9616006045036, 565.2909861427777, 0.5785568952560425]","[1213.432987929816, 799.8817942204134, 0.937354564666748]","[765.0485712107188, 799.5331614260961, 0.9089495539665222]","[1412.671367295669, 871.6096550628474, 0.8648288249969482]","[564.6983754966013, 879.9426624407472, 0.831455647945404]","[1098.1135494997488, 994.0227346160079, 0.8120607137680054]","[851.9445085190204, 1010.4031591089245, 0.8500553965568542]","[1270.148588270478, 1067.0842542430526, 0.09288323670625687]","[721.9919328312975, 1067.7095797312727, 0.08712747693061829]","[1264.6635625148776, 1044.3548717479268, 0.01672080159187317]","[755.7439384494654, 1056.0512687073565, 0.022952301427721977]","[-0.4171626523420616, 0.1612142203499615, 0.8745065718031992]","[3.8910818855502924, 0.48450650758064534, 0.7269450199373001]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000008_RGB.png,"[981.9805260426691, 397.622592109588, 0.784912645816803]","[1011.1110583775601, 369.40829236580066, 0.7988832592964172]","[945.208718064635, 368.85501548493403, 0.8234077095985413]","[1057.1232087556173, 390.0914510093121, 0.6875274181365967]","[907.7083944995959, 390.78578691059965, 0.7274487018585205]","[1139.9986384611045, 566.0874270734622, 0.5768926739692688]","[808.4681110469078, 564.9405087305009, 0.5706666111946106]","[1213.6003056294228, 800.2002620857486, 0.9354733824729919]","[764.7247865053832, 798.8852664946087, 0.9079678654670715]","[1411.5579775967924, 871.4561177444662, 0.8571621179580688]","[567.8951526736265, 879.7692683525684, 0.8412874341011047]","[1096.068953252216, 990.8608424198023, 0.7914965748786926]","[850.963117511176, 1007.4389665551857, 0.8477839231491089]","[1268.845202921788, 1066.983885324676, 0.11962568759918213]","[723.1511124583416, 1068.158472937028, 0.0816873088479042]","[1262.8450947277736, 1044.1558700221944, 0.017981838434934616]","[776.9649117350666, 1060.4023969526497, 0.020040351897478104]","[-0.48832164744652173, 0.20400006689309946, 0.8516335174175049]","[3.869069999701485, 0.45452222988389474, 0.7360280378245616]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000009_RGB.png,"[981.6858211969279, 396.91843633034046, 0.7743291258811951]","[1011.3400080183973, 369.0036157376006, 0.7961300015449524]","[945.7224984197837, 368.1218883530307, 0.8186210989952087]","[1056.7040464510894, 389.88474529092593, 0.6786578297615051]","[908.1067777253464, 389.6795044162135, 0.7238500118255615]","[1140.1633519941806, 564.4494063255584, 0.5665580034255981]","[808.7307520922378, 564.6173750667982, 0.5719709992408752]","[1213.3427101567465, 799.95091314042, 0.9405195713043213]","[765.1401510670537, 799.1398237729993, 0.9113575220108032]","[1413.1718012973472, 871.7137132171426, 0.8644625544548035]","[568.3212051687672, 879.4705487500921, 0.8464961051940918]","[1096.3390270228529, 990.8621445030676, 0.791754961013794]","[851.3567806850895, 1007.5055898155999, 0.8467947840690613]","[1269.521635178176, 1067.0819755973382, 0.12969863414764404]","[724.2277183049699, 1066.0806735662268, 0.09895450621843338]","[1263.7792309637769, 1044.4652233046716, 0.01852363720536232]","[777.4878609265427, 1060.434080978775, 0.02408077009022236]","[-0.5596302056208926, 0.2402482174332919, 0.8214224372144368]","[3.858611431626578, 0.3951163268447843, 0.738990158934913]"
