,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000000_RGB.png,"[961.0966295624047, 463.54446367149444, 0.5307488441467285]","[985.1686769180607, 443.2095037945453, 0.5845890045166016]","[936.0334798278832, 440.47469490939886, 0.6420155167579651]","[1016.1618393641413, 462.77976102040464, 0.7256420254707336]","[904.9942561862881, 466.89412712526826, 0.6286959648132324]","[1070.8862288711532, 582.8346050194732, 0.7434043884277344]","[846.904903747134, 600.8174599843721, 0.6022121906280518]","[1111.118974168685, 791.0512825281828, 0.6327154636383057]","[809.5748275690491, 816.8031258031751, 0.5598506927490234]","[1182.0027595343076, 994.301705955625, 0.4019905626773834]","[796.9901928087223, 1026.3344733822082, 0.5043370723724365]","[1039.028808657647, 967.8215641075053, 0.4960472285747528]","[885.1729139040796, 966.1334131538827, 0.5733826160430908]","[1120.0881577286837, 1068.1950397753985, 0.045971374958753586]","[853.3294368322073, 1074.483776426582, 0.05601866915822029]","[1170.1655205683346, 1067.430933912472, 0.08262795954942703]","[809.9106565445899, 1084.5849043719893, 0.17947062849998474]","[-0.10785777359908749, -0.054191390056075484, 0.10356467209387529]","[8.213021483859391, -5.04958873547277, -3.189606556042221]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000001_RGB.png,"[960.4244290766294, 462.7943009502019, 0.5052797794342041]","[984.4841066412638, 442.64461667122873, 0.6054827570915222]","[935.5343479094705, 440.25258120570527, 0.6435441970825195]","[1015.7057847004264, 462.91392985021275, 0.7296045422554016]","[905.0843169454799, 467.1404378763109, 0.6323851346969604]","[1071.88525225655, 583.1903992717504, 0.7303653359413147]","[846.7273321418118, 600.6787881166043, 0.6174566745758057]","[1113.4329931452219, 792.2434482646177, 0.6363993287086487]","[809.249035485346, 818.9653435723512, 0.5661534667015076]","[1184.7486361272104, 999.5020095038526, 0.40223565697669983]","[796.1221915519088, 1027.59391342069, 0.4941764771938324]","[1047.7784826804825, 971.7319371674525, 0.721988320350647]","[883.6080810863863, 970.6979745477665, 0.5645260214805603]","[1134.464676076112, 1070.1005301274083, 0.03673087805509567]","[849.1440529359087, 1075.3516149229874, 0.04628288000822067]","[1172.1904770599472, 1071.1505517740343, 0.06299112737178802]","[806.5648450871431, 1086.403589172971, 0.15411341190338135]","[-0.2855646159612408, 0.02335482106371753, 0.030390806260070628]","[8.262116867410658, -4.886489398931274, -2.9693132419467227]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000002_RGB.png,"[961.8631225779845, 462.2824737199513, 0.5267587900161743]","[985.4360380152277, 442.5356757046882, 0.6000499725341797]","[936.6372124352849, 440.1987075105984, 0.6548116207122803]","[1016.0514878073965, 462.99270588777097, 0.7225022315979004]","[905.8637765402448, 468.00876465394083, 0.6425356864929199]","[1071.3682166932379, 582.8697612676398, 0.7289861440658569]","[847.7673168966002, 600.2250120986039, 0.6028326749801636]","[1113.0577761509023, 791.1809483200313, 0.6235088109970093]","[809.7094846800818, 815.3859166756995, 0.5564136505126953]","[1185.35790258849, 998.1195225967881, 0.39791402220726013]","[796.6920699944095, 1024.7369257224711, 0.5140941143035889]","[1040.6049804504435, 969.4631655843891, 0.5219278335571289]","[885.1032524493793, 967.8613861540396, 0.5727447867393494]","[1120.2955144887026, 1069.6398096653256, 0.03855736926198006]","[852.2268435737398, 1075.0306513980602, 0.049795638769865036]","[1173.1726818698323, 1070.9114024809514, 0.07995385676622391]","[808.6317395105962, 1084.6671526315886, 0.16950125992298126]","[-0.42037976925873843, 0.056947139774602674, 0.043231809754830916]","[8.357440803292334, -4.855305024076672, -2.9656765701539025]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000003_RGB.png,"[961.4041382269224, 462.56177058038486, 0.5321668982505798]","[985.3592151025678, 442.50068221692993, 0.6066325306892395]","[936.245936414025, 440.22089717958, 0.6558851003646851]","[1016.0991223535234, 462.76126058734167, 0.7213811874389648]","[905.2504410687604, 467.03437234364833, 0.6313522458076477]","[1072.601615066411, 583.4930251240229, 0.7235398292541504]","[847.2854918349236, 600.7213228366082, 0.6190618276596069]","[1114.3901328522477, 793.1926669651123, 0.6437053084373474]","[808.9602442677689, 819.2870666458498, 0.5752235054969788]","[1185.6088791379007, 1001.6824564387446, 0.3781116306781769]","[795.9577492861796, 1029.9739046160082, 0.4967619776725769]","[1041.844672226066, 973.6811558157929, 0.4849109351634979]","[884.2634087431805, 970.5119936546887, 0.5706721544265747]","[1134.7405007145044, 1072.6444753072312, 0.03649625927209854]","[849.331715686538, 1075.728893549144, 0.046213872730731964]","[1173.4572955702663, 1073.497882380778, 0.06655900180339813]","[806.6633151340908, 1087.4880075191918, 0.15540294349193573]","[-0.575585012104661, 0.08692265928259935, -0.023297620161728358]","[8.331806586220535, -4.803069851968067, -3.0609360304871234]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000004_RGB.png,"[960.3089776937617, 462.72773194325714, 0.5104142427444458]","[984.2408340845071, 442.69447560960066, 0.6215158104896545]","[935.4356065951757, 440.738041249831, 0.6440612077713013]","[1015.2803289934491, 462.7555639730556, 0.7308254837989807]","[905.3731081630573, 467.3743788363322, 0.6314864158630371]","[1071.6151784859132, 583.467634500347, 0.7275369763374329]","[848.4262795358435, 602.2455198057262, 0.6425762176513672]","[1115.5626588327625, 792.2725281242122, 0.6376610398292542]","[809.8999143576501, 817.1951613730066, 0.5751191973686218]","[1186.728019704533, 1001.2592793774816, 0.3926580548286438]","[795.4498283057252, 1029.3696294739125, 0.48502516746520996]","[1041.810926568104, 973.394914511277, 0.4871707558631897]","[885.1114989767269, 969.6203921386893, 0.5638088583946228]","[1134.6084477700026, 1071.9085812483888, 0.03271138668060303]","[847.6579961557738, 1075.1764847237878, 0.043311648070812225]","[1174.0934717523648, 1073.291719197086, 0.06401572376489639]","[805.2927097368234, 1086.4729251068547, 0.15357577800750732]","[-0.6504873457192522, 0.08316021203630203, -0.049359851267522487]","[8.305872199474896, -4.811717979646408, -3.146832980513275]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000005_RGB.png,"[962.2128404416898, 462.4342206738427, 0.5472033023834229]","[986.2785943948962, 442.62465139449216, 0.5946654677391052]","[937.3766872231072, 440.16062157508475, 0.6708528399467468]","[1016.7770737070543, 462.8135066783668, 0.7100895047187805]","[906.2889067264058, 466.99172911670564, 0.6448951959609985]","[1072.2594926884208, 583.968719543658, 0.7283039093017578]","[847.107594708785, 602.108150021224, 0.6261674761772156]","[1112.243431575318, 791.9432095649986, 0.6375159621238708]","[809.9170042005088, 818.1900614947297, 0.5765933990478516]","[1185.2459234276637, 998.2754470678228, 0.38843467831611633]","[797.0199779634189, 1027.2714307986198, 0.4996336102485657]","[1041.2023111484566, 972.4691333095602, 0.49570614099502563]","[884.4672932811582, 969.6992766831861, 0.5755528807640076]","[1135.3075579765969, 1069.442435543675, 0.04104253649711609]","[852.6755197656174, 1075.1264630250075, 0.051665645092725754]","[1173.421054252712, 1070.351940704574, 0.07888081669807434]","[809.4746756645502, 1086.3786325770502, 0.1643408238887787]","[-0.6889222549717064, 0.09984712538290536, -0.09678605777410995]","[8.428857158384819, -4.76290760540564, -3.1072491284592227]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000006_RGB.png,"[962.2563517241427, 462.3549021015906, 0.5396443009376526]","[986.2361681818311, 442.32902423977146, 0.5974878072738647]","[937.138731506351, 440.2408082028471, 0.6729024648666382]","[1016.6886405519443, 462.12980445708024, 0.7101842164993286]","[906.3168472631429, 466.8597304256732, 0.6456410884857178]","[1072.6608598549878, 584.4788106628879, 0.7260145545005798]","[849.5657651534981, 601.319521590132, 0.6423335671424866]","[1113.6897205623882, 792.0033224090855, 0.6313526630401611]","[810.2239703303327, 816.8659513207319, 0.5847808122634888]","[1186.6062749192158, 998.2101258906739, 0.3752940893173218]","[795.9831399098554, 1026.976074911246, 0.5043035745620728]","[1042.4616426799996, 973.7610169227387, 0.4893897473812103]","[885.0499212889663, 971.5077618319219, 0.5676041841506958]","[1135.3486821063964, 1069.689614350228, 0.03690458834171295]","[849.6003788669707, 1074.5840368380195, 0.04585924372076988]","[1174.4984196479118, 1071.5208859561087, 0.0750141441822052]","[806.2680243560957, 1085.9366838153774, 0.1636316329240799]","[-0.6275892201811785, 0.10039369818569795, -0.18647656026194934]","[7.8564393349310855, -4.961838709514054, -3.025261848081073]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000007_RGB.png,"[963.1759480303488, 463.30813555882, 0.5686149001121521]","[987.1571750782414, 443.13517654147734, 0.5691895484924316]","[938.0442219105148, 440.22285030447813, 0.6813062429428101]","[1016.7128375992935, 462.5196156346667, 0.7039300203323364]","[906.9139609472788, 465.6771675533208, 0.6520444750785828]","[1072.7109900607065, 582.7370572815054, 0.7225809693336487]","[847.4340378341208, 601.7961925722162, 0.6213682293891907]","[1115.6757230629767, 790.6610915763108, 0.6229158639907837]","[809.3602008441318, 817.9646925828727, 0.5860185027122498]","[1187.555927647465, 995.0166581752817, 0.40894949436187744]","[795.9637714212822, 1029.0155713326558, 0.5032994747161865]","[1047.3281788845234, 979.0450878277086, 0.6733055710792542]","[884.2635172501193, 979.8958907347246, 0.6778590083122253]","[1136.493972845276, 1069.3269841608073, 0.031860947608947754]","[846.7765942920203, 1073.1290672958467, 0.040078599005937576]","[1175.0820784716384, 1071.5898963691764, 0.06743340939283371]","[805.2464315274315, 1086.1182159239654, 0.1632710099220276]","[-0.4859882875438827, 0.06925341311972506, -0.24932543485090877]","[8.08386628128745, -4.875413975991749, -2.9971719811579405]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000008_RGB.png,"[962.933109501347, 461.9509850219621, 0.5513321161270142]","[987.135582197423, 442.15655246057213, 0.5765999555587769]","[938.0527939586788, 439.3459514786841, 0.7012826800346375]","[1016.9957151887069, 462.31931182566893, 0.6848835945129395]","[907.3856948636482, 464.9280899014161, 0.6453329920768738]","[1072.3217756712836, 583.7199131330232, 0.7231980562210083]","[851.0999990144538, 598.7054809278538, 0.5889360904693604]","[1112.863114702721, 790.1919075730027, 0.6429146528244019]","[810.9434798414184, 813.9215070298521, 0.5832075476646423]","[1186.2380023689784, 995.308758854492, 0.4132254421710968]","[796.3186433645797, 1026.0115567323828, 0.5113808512687683]","[1042.1852755069135, 971.8723451462406, 0.5040345191955566]","[884.6151339852532, 971.269480594349, 0.5821455121040344]","[1135.5188209864118, 1066.6370971483182, 0.036196816712617874]","[849.2434452918362, 1073.161185349727, 0.04472676292061806]","[1172.9412365694031, 1069.779566602481, 0.07206742465496063]","[806.111394589959, 1085.6230987622878, 0.1593085676431656]","[-0.3108575339375861, -0.01437107716677016, -0.3318322244481197]","[7.816291859771376, -4.850141805544241, -3.0001212522467817]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/base_2_ID12/RGB/000009_RGB.png,"[964.2964991871851, 464.27200269605044, 0.603008508682251]","[988.1285291942479, 440.395539097555, 0.4440905749797821]","[938.7765352403771, 440.49791539429907, 0.6860358715057373]","[1017.3022472907755, 461.6799346888762, 0.6846373677253723]","[908.5201891621186, 464.6954510246602, 0.6713317632675171]","[1072.0956472108546, 585.1278991707021, 0.7204039096832275]","[851.496266354898, 599.1533975711596, 0.5854085683822632]","[1113.5726415754389, 791.7591817968187, 0.6380127668380737]","[811.2437185410375, 811.5521495145349, 0.5820934176445007]","[1186.8965309804664, 1000.4741231684307, 0.3797807991504669]","[794.6954338138199, 1025.5280498131553, 0.5125178694725037]","[1048.7925885303707, 974.1293979799152, 0.7167896032333374]","[882.3610108389262, 979.395239719169, 0.6904154419898987]","[1136.0997671366688, 1070.724987560118, 0.025904089212417603]","[844.2293939040337, 1075.2603605874688, 0.03397095948457718]","[1173.9319049205133, 1074.5222963898507, 0.05844442546367645]","[801.9313275336609, 1085.4788930406419, 0.14123721420764923]","[0.0002493259696748046, -0.12083477658730847, -0.2632175949035587]","[7.991280894912329, -4.757849519772309, -2.9252301649268015]"
