,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000000_RGB.png,"[941.6176809255333, 423.8581593176855, 0.49478358030319214]","[967.7719764364806, 400.16349909512496, 0.659074068069458]","[915.5445486047975, 403.2268127374441, 0.733093798160553]","[1003.591636026673, 428.0844503299062, 0.7274739742279053]","[886.3107719176522, 436.82381619355715, 0.7502630949020386]","[1075.7995315662934, 568.3907038630592, 0.584768533706665]","[828.4350696409664, 582.0997960300188, 0.8379431366920471]","[1109.0770905946222, 772.6169301909981, 0.5044223070144653]","[815.7732864471632, 794.0773240370293, 0.6809354424476624]","[1047.8591033360003, 929.5012536060653, 0.4470415413379669]","[909.9914889985788, 944.7074160074467, 0.49103620648384094]","[1058.7989899182185, 939.1445907767372, 0.5869938135147095]","[879.8897653080893, 942.1971079786472, 0.6287027597427368]","[1147.4948403270917, 1065.3300225637097, 0.35978424549102783]","[790.9035503310266, 1077.3854689835803, 0.3163518011569977]","[1106.4267001078508, 1045.7060001496823, 0.16851277649402618]","[836.1923392016711, 1061.4814984588702, 0.08933043479919434]","[-0.33065185773593614, 0.35481354455049835, -0.35304216478607514]","[-3.873238681256716, -5.262479174222984, -1.2249347355375306]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000001_RGB.png,"[941.266986499379, 424.27271007731497, 0.5057575702667236]","[967.0872976527448, 400.3711813759602, 0.6562360525131226]","[915.0408593949559, 404.0147358734339, 0.7296981811523438]","[1004.0042879148737, 427.082768524509, 0.7209345698356628]","[886.5758543691048, 436.70733399477103, 0.7491673231124878]","[1076.7487502667877, 569.3657472149846, 0.6092650294303894]","[829.4263347802402, 582.809431409675, 0.8483942747116089]","[1107.8051722581802, 773.5482452465931, 0.4997197985649109]","[815.095714867918, 795.0040818011948, 0.6747657656669617]","[1049.284341976946, 928.8645348892726, 0.43512994050979614]","[911.3020358052285, 945.0840435919706, 0.46901950240135193]","[1059.5783952595136, 937.2208712590113, 0.5640923380851746]","[881.3543919678142, 940.5550724740083, 0.6196544170379639]","[1149.1076874651974, 1062.6976442287767, 0.3468639850616455]","[789.8132183566419, 1079.6292839707228, 0.32788896560668945]","[1108.5407407962061, 1046.455783096689, 0.17740003764629364]","[834.6544161047967, 1062.7654610655175, 0.0819728896021843]","[-0.29898045804293005, 0.38227931597143777, -0.3545326462769524]","[-3.8444964011709857, -4.8735279738728225, -1.2027436036563337]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000002_RGB.png,"[941.6291826610445, 424.52960025488926, 0.5153464078903198]","[967.5549625589098, 401.13040442664146, 0.6614918112754822]","[915.4118446186629, 404.54511779021686, 0.7376220226287842]","[1004.5208894504308, 427.7302294282413, 0.7305281758308411]","[886.2242918874402, 437.2046755486938, 0.7524928450584412]","[1075.7325827850627, 568.0223228058829, 0.576490044593811]","[829.7763781647617, 582.1730382136989, 0.8452095985412598]","[1108.634924819072, 769.4463574396898, 0.47377973794937134]","[816.238021665981, 795.0368508967083, 0.6798074245452881]","[1049.1303706308097, 927.6624950214084, 0.4315747022628784]","[917.2872785486293, 944.401317933133, 0.4066139757633209]","[1061.2226009029284, 935.8880805299107, 0.5596518516540527]","[882.4360976405655, 939.9673988935465, 0.6052196621894836]","[1148.2783689320606, 1060.7447363445178, 0.3534306287765503]","[790.2251649497405, 1078.2701260554973, 0.34644317626953125]","[1124.4677147919388, 1041.6997069558488, 0.16909918189048767]","[834.1727538035284, 1062.224336961795, 0.08890122920274734]","[-0.28145930101529343, 0.3530650904435546, -0.32256137551890474]","[-3.8663339273953983, -4.78068756627142, -1.280311303607615]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000003_RGB.png,"[941.9820472259745, 424.11336763770873, 0.504061222076416]","[968.1844113108037, 400.6722338776201, 0.6671292781829834]","[915.9199826129949, 403.5532558627798, 0.7361500263214111]","[1004.1061759303932, 428.0437059743922, 0.7318941950798035]","[886.1813773931507, 436.39624460127345, 0.7480491399765015]","[1076.609535864326, 569.1843236133353, 0.6084995865821838]","[827.9172202756132, 582.4196744855581, 0.846582293510437]","[1108.646535061522, 771.9228113035883, 0.49396201968193054]","[816.1074878186222, 796.4516728715305, 0.6744108200073242]","[1047.6846241784333, 928.132438573288, 0.4304950535297394]","[910.5788370582239, 945.4514480866978, 0.4829782545566559]","[1059.2035037860103, 939.8692001139459, 0.5730170607566833]","[880.866924545321, 943.2992129558902, 0.6289995312690735]","[1148.2514592112418, 1063.1528308369814, 0.3478831946849823]","[790.4512391566998, 1077.3303474586774, 0.33834758400917053]","[1107.73909153246, 1045.4503578019037, 0.1716661900281906]","[835.2574434170963, 1062.6284168018315, 0.09036118537187576]","[-0.27686424803256454, 0.35604518644777244, -0.29797725787938484]","[-3.8489293740521178, -4.732182392984855, -1.2498094944806384]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000004_RGB.png,"[941.6022729402257, 424.5790794189754, 0.5173689723014832]","[967.6728010944307, 401.0854825539843, 0.6555278897285461]","[915.4109765631528, 403.9780605281245, 0.7352086901664734]","[1004.1033547499848, 427.9412754241788, 0.7304902672767639]","[885.7176729902515, 436.7099381613018, 0.742013156414032]","[1075.6127911246438, 569.4929173472409, 0.5780004262924194]","[828.6547419385374, 582.2300043565613, 0.8381516337394714]","[1106.701114156039, 772.6300595305913, 0.5126761794090271]","[816.437945700693, 795.6909307237063, 0.6749004125595093]","[1046.2897674803476, 928.352273631267, 0.417986661195755]","[908.2021553245387, 945.5570253381361, 0.46708324551582336]","[1057.2147886119521, 938.6229979219961, 0.5566785335540771]","[880.4151559056882, 941.8673553916783, 0.6135445833206177]","[1149.1839678431634, 1064.6021580183374, 0.34975624084472656]","[789.3949241076243, 1077.9440627044473, 0.34282052516937256]","[1123.1771332620256, 1043.2827146857885, 0.15865759551525116]","[833.4008896944788, 1064.4528524705688, 0.0934145376086235]","[-0.28479521147462805, 0.3482664703314936, -0.277633080557993]","[-3.8147572036320994, -5.038851623971525, -1.1964406143203505]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000005_RGB.png,"[941.570805927978, 425.01364970881093, 0.5263897776603699]","[967.6154009238132, 401.51044997973713, 0.6592736840248108]","[915.6435069329698, 404.33776103019807, 0.7356348633766174]","[1004.0054814912004, 428.34991255564455, 0.738667368888855]","[885.8867810543484, 436.96574326948837, 0.7467793822288513]","[1076.0273961377427, 569.0872099031226, 0.5964288711547852]","[828.8284615475328, 582.3631423704509, 0.8381462097167969]","[1109.979651311439, 771.9819475852262, 0.49168503284454346]","[815.5069561659145, 794.5090731464561, 0.675534188747406]","[1050.1480572096775, 928.8648604100892, 0.44510960578918457]","[911.4859550664696, 944.7586312825533, 0.48390233516693115]","[1058.5571279516657, 938.4604545276954, 0.5731139779090881]","[880.0861628672909, 941.121370187529, 0.6182940602302551]","[1146.4068412518907, 1062.5668933675404, 0.3591817319393158]","[790.3706727546517, 1077.6061720970697, 0.3509787619113922]","[1106.5799119054159, 1044.5290253846774, 0.1735326498746872]","[835.3735458415966, 1061.5940201543906, 0.09807324409484863]","[-0.267250707341153, 0.3834839378278205, -0.23560126878011883]","[-3.808187303658322, -4.978740983125495, -1.186975100249059]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000006_RGB.png,"[942.2789222104913, 423.8081918723748, 0.5072711110115051]","[968.2600406471371, 400.47545654413284, 0.6706252098083496]","[916.0281640309638, 403.5427306897176, 0.7377525568008423]","[1004.6253816324811, 427.8266920968215, 0.7290167212486267]","[886.2812580303026, 436.710914723751, 0.7459471225738525]","[1075.9535029124297, 569.2348878468094, 0.5937750339508057]","[829.6466581194438, 582.6692404447645, 0.8421027064323425]","[1107.3903502312037, 773.2218563747265, 0.5134533047676086]","[816.412663583956, 795.7612432200392, 0.6736118197441101]","[1049.3570416259322, 928.7738230884481, 0.4456266760826111]","[910.8927476321301, 946.1275548222695, 0.47680145502090454]","[1059.0315202880356, 938.4705456730023, 0.562533974647522]","[880.5804662269277, 941.5599552340993, 0.6155924201011658]","[1147.878303848759, 1062.302678971598, 0.35501429438591003]","[790.4389236191477, 1076.987248518238, 0.3445969521999359]","[1122.039329501922, 1040.4186740365487, 0.16271159052848816]","[835.708072733872, 1061.7928048662454, 0.09504349529743195]","[-0.2393758015292676, 0.3335110578543656, -0.23690121295104102]","[-3.794607624752106, -4.931480704005701, -1.1731723286203524]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000007_RGB.png,"[941.108240847936, 424.1484153789363, 0.49999260902404785]","[967.2900971213347, 400.6963766714998, 0.6498216390609741]","[915.1007552251654, 403.74737477626684, 0.7293816804885864]","[1003.9208460789476, 427.80575025763596, 0.7295992374420166]","[885.915318379249, 436.54310874291934, 0.7431358098983765]","[1074.992348448669, 568.9953045259712, 0.5719428658485413]","[828.933496264277, 582.6423307239456, 0.8446295261383057]","[1108.6213614517237, 772.1499163264659, 0.49079573154449463]","[815.7251093663425, 795.6454663163552, 0.6650446653366089]","[1047.0209957408222, 926.8748431527656, 0.4290992021560669]","[909.8904147851002, 944.5293561208998, 0.46819138526916504]","[1058.3300229287881, 934.8528158269596, 0.5623951554298401]","[880.5014189220225, 940.5033146642074, 0.6153914332389832]","[1145.8724445783728, 1063.1024836173847, 0.37431398034095764]","[790.203680575861, 1080.0844705789275, 0.29380884766578674]","[1122.5609223566632, 1041.8227538244316, 0.15404561161994934]","[836.1792641155474, 1062.9922405675788, 0.08042898774147034]","[-0.24690325105211003, 0.3868357796899745, -0.26778146754827936]","[-3.842653724779924, -4.753824608462958, -1.271450851510393]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000008_RGB.png,"[942.7202199305314, 425.2313688814836, 0.5498309135437012]","[968.920305369646, 401.59698426341845, 0.6879004836082458]","[916.4973480342718, 404.58862907266985, 0.7208744883537292]","[1004.798341692905, 427.42027935760086, 0.7255110740661621]","[885.6559867955519, 436.688399533953, 0.7464152574539185]","[1076.036185199784, 569.3801786378431, 0.5933934450149536]","[828.1148114111414, 582.2866449786072, 0.8407882452011108]","[1107.8156974312424, 776.6643475146311, 0.6216961741447449]","[815.5025616348937, 795.9540600502608, 0.6707047820091248]","[1047.6598845963902, 927.5801382548705, 0.42870691418647766]","[905.0516563569056, 946.8371902019258, 0.44375717639923096]","[1058.7514638790303, 937.2756672630981, 0.5612541437149048]","[881.8858047005156, 940.9764049173116, 0.6163465976715088]","[1146.93754868949, 1066.0571275605103, 0.3539028763771057]","[790.8974196889852, 1076.8227519990394, 0.33994898200035095]","[1107.813418785528, 1047.5369462347464, 0.15690858662128448]","[832.4703341874555, 1065.25406770656, 0.10336712002754211]","[-0.15849539012881417, 0.42707206781269674, -0.3553071872223893]","[-3.823001354487531, -4.739522850127392, -1.2450303675566305]"
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_3_ID07/RGB/000009_RGB.png,"[943.3177676424224, 427.0636170498134, 0.6187898516654968]","[969.6241898815466, 403.79940385341445, 0.7232534885406494]","[916.568528586115, 405.9877175413683, 0.7433068752288818]","[1005.1552210145702, 428.2931091731904, 0.7490889430046082]","[885.7154485980063, 436.4329742000523, 0.7511213421821594]","[1076.7233596431117, 567.8150745528029, 0.6292018294334412]","[826.761729884488, 582.016245687154, 0.8420252799987793]","[1112.6085574243307, 777.8743083890267, 0.6231530904769897]","[811.8302527986418, 793.2728535928745, 0.6661696434020996]","[1043.8442380940028, 924.4647955354037, 0.4013904631137848]","[902.2702979950203, 945.3895991315903, 0.421424001455307]","[1060.086967281601, 936.7734971503992, 0.5790472030639648]","[883.7248345525194, 941.2474552503977, 0.618109941482544]","[1142.9336426483098, 1064.4482951791397, 0.4167235195636749]","[791.7792013270245, 1073.1897226746275, 0.34473973512649536]","[1109.7671947252973, 1042.8352320702377, 0.17631548643112183]","[834.0890407002555, 1058.5198015647238, 0.12469740211963654]","[0.1642072990969204, 0.37618208963548316, -0.27031223655263975]","[-3.8829465365770317, -4.613312923712565, -1.2988343232911252]"
