,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000000_RGB.png,"[960.0, 480.0, 1.0]","[990.0, 456.0, 1.0]","[936.0, 456.0, 1.0]","[1038.0, 491.99999999999994, 1.0]","[900.0, 498.00000000000006, 1.0]","[1104.0, 666.0, 1.0]","[852.0, 666.0, 1.0]","[1152.0, 888.0, 1.0]","[804.0, 888.0, 1.0]","[1128.0, 948.0, 0.0]","[870.0, 1038.0, 0.0]","[1050.0, 930.0, 0.0]","[930.0, 1020.0, 0.0]","[1482.0, 432.0, 0.0]","[852.0, 894.0, 0.0]","[936.0, 1074.0, 0.0]","[930.0, 1074.0, 0.0]","[-4.574337291869739, 0.18194333753051603, -2.1975253557553267]","[0.9141687743859507, -1.5580582714476847, -1.205673046183959]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000001_RGB.png,"[972.0, 474.0, 1.0]","[996.0000000000001, 456.0, 1.0]","[942.0, 456.0, 1.0]","[1038.0, 491.99999999999994, 1.0]","[906.0, 491.99999999999994, 1.0]","[1104.0, 672.0, 1.0]","[852.0, 666.0, 1.0]","[1164.0, 900.0, 1.0]","[798.0, 882.0, 1.0]","[1098.0, 1074.0, 0.0]","[864.0, 1032.0, 0.0]","[1050.0, 1032.0, 0.0]","[924.0, 1032.0, 0.0]","[1116.0, 636.0, 0.0]","[852.0, 900.0, 0.0]","[1110.0, 1074.0, 0.0]","[1116.0, 1074.0, 0.0]","[-5.370899213113822, -0.7650140097997221, -0.4445724398934946]","[0.8911761426185025, -1.7104034883989392, -0.9716841128215675]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000002_RGB.png,"[966.0, 474.0, 1.0]","[996.0000000000001, 456.0, 1.0]","[942.0, 456.0, 1.0]","[1038.0, 491.99999999999994, 1.0]","[906.0, 486.0, 1.0]","[1104.0, 672.0, 1.0]","[852.0, 666.0, 1.0]","[1158.0, 888.0, 1.0]","[804.0, 870.0, 1.0]","[1116.0, 1050.0, 1.0]","[870.0, 1026.0, 0.0]","[1062.0, 1026.0, 0.0]","[918.0, 1026.0, 0.0]","[1116.0, 1068.0, 0.0]","[852.0, 900.0, 0.0]","[1110.0, 1062.0, 0.0]","[1116.0, 1056.0, 0.0]","[-5.266737003638492, -0.8535416986962678, 0.08530349164312252]","[0.852004058155482, -1.7642878802055089, -0.8207167422657984]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000003_RGB.png,"[972.0, 480.0, 1.0]","[996.0000000000001, 456.0, 1.0]","[942.0, 456.0, 1.0]","[1038.0, 491.99999999999994, 1.0]","[906.0, 491.99999999999994, 1.0]","[1098.0, 666.0, 1.0]","[852.0, 660.0, 1.0]","[1170.0, 888.0, 1.0]","[804.0, 864.0, 1.0]","[1134.0, 1038.0, 1.0]","[858.0, 1020.0, 1.0]","[1062.0, 1020.0, 0.0]","[918.0, 1032.0, 0.0]","[1116.0, 1074.0, 0.0]","[840.0, 900.0, 0.0]","[1122.0, 1056.0, 0.0]","[930.0, 1062.0, 0.0]","[-4.052229055499407, -0.7076115402054545, 1.346393949247134]","[0.9543292184702264, -1.5799302670563107, -0.7794867734615262]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000004_RGB.png,"[972.0, 486.0, 1.0]","[1002.0, 462.0, 1.0]","[948.0, 462.0, 1.0]","[1038.0, 491.99999999999994, 1.0]","[912.0, 486.0, 1.0]","[1104.0, 666.0, 1.0]","[846.0, 660.0, 1.0]","[1176.0, 864.0, 1.0]","[780.0, 864.0, 1.0]","[1158.0, 948.0, 0.0]","[858.0, 960.0, 0.0]","[1068.0, 1008.0, 0.0]","[900.0, 1008.0, 0.0]","[1104.0, 1080.0, 0.0]","[852.0, 1080.0, 0.0]","[1176.0, 1056.0, 0.0]","[1176.0, 1050.0, 0.0]","[-3.7551402116823316, -0.6525894325834404, 1.4834018520453534]","[1.0765161917948585, -1.8495502086269358, -0.2967614385343644]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000005_RGB.png,"[972.0, 491.99999999999994, 1.0]","[1002.0, 462.0, 1.0]","[948.0, 462.0, 1.0]","[1038.0, 491.99999999999994, 1.0]","[906.0, 498.00000000000006, 1.0]","[1098.0, 666.0, 1.0]","[846.0, 660.0, 1.0]","[1170.0, 846.0, 1.0]","[780.0, 882.0, 1.0]","[1188.0, 954.0, 0.0]","[888.0, 924.0, 0.0]","[1074.0, 1032.0, 0.0]","[870.0, 1086.0, 0.0]","[1206.0, 1074.0, 0.0]","[852.0, 1086.0, 0.0]","[1200.0, 1080.0, 0.0]","[1188.0, 1074.0, 0.0]","[-3.4477939602937218, -0.5983542808911874, 1.6020957921846726]","[1.1848783085256416, -2.0548343454909572, 0.14427946753237997]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000006_RGB.png,"[972.0, 486.0, 1.0]","[1002.0, 462.0, 1.0]","[948.0, 462.0, 1.0]","[1038.0, 491.99999999999994, 1.0]","[906.0, 491.99999999999994, 1.0]","[1098.0, 666.0, 1.0]","[846.0, 654.0, 1.0]","[1182.0000000000002, 810.0, 1.0]","[774.0, 852.0, 1.0]","[1218.0, 888.0, 0.0]","[834.0, 792.0, 0.0]","[1074.0, 1013.9999999999999, 0.0]","[900.0, 1008.0, 0.0]","[834.0, 1080.0, 0.0]","[840.0, 996.0000000000001, 0.0]","[918.0, 1008.0, 0.0]","[918.0, 1008.0, 0.0]","[-2.254212257972868, -0.31491589564807665, 2.302973373321143]","[1.7832761836823832, -4.6687172818237, 1.0026569137695518]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000007_RGB.png,"[972.0, 480.0, 1.0]","[1002.0, 462.0, 1.0]","[948.0, 462.0, 1.0]","[1026.0, 486.0, 1.0]","[912.0, 491.99999999999994, 1.0]","[1098.0, 666.0, 1.0]","[852.0, 654.0, 1.0]","[1176.0, 810.0, 1.0]","[780.0, 834.0, 1.0]","[1230.0, 870.0, 1.0]","[804.0, 744.0, 0.0]","[1062.0, 1013.9999999999999, 0.0]","[900.0, 1038.0, 0.0]","[1074.0, 1026.0, 0.0]","[906.0, 1008.0, 0.0]","[1206.0, 870.0, 0.0]","[900.0, 1080.0, 0.0]","[-3.1830764679281307, -0.6132250396660632, 3.2342424111076515]","[1.981969359312806, -5.208323953008689, 1.107429454797909]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000008_RGB.png,"[978.0, 486.0, 1.0]","[1002.0, 462.0, 1.0]","[948.0, 462.0, 1.0]","[1032.0, 491.99999999999994, 0.0]","[912.0, 491.99999999999994, 1.0]","[1098.0, 660.0, 1.0]","[852.0, 648.0, 1.0]","[1182.0000000000002, 810.0, 1.0]","[756.0, 846.0, 1.0]","[1242.0, 876.0, 1.0]","[780.0, 756.0, 0.0]","[1062.0, 1008.0, 0.0]","[882.0, 1020.0, 0.0]","[1098.0, 1086.0, 0.0]","[893.9999999999999, 1013.9999999999999, 0.0]","[1230.0, 840.0, 0.0]","[906.0, 1086.0, 0.0]","[-4.486039829883146, -0.8880792553307135, 4.068230794750529]","[2.3179727979425513, -5.767195667165439, 1.1251866674323103]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_1_ID15/RGB/000009_RGB.png,"[978.0, 480.0, 1.0]","[1002.0, 462.0, 1.0]","[948.0, 462.0, 1.0]","[1032.0, 491.99999999999994, 0.0]","[912.0, 491.99999999999994, 1.0]","[1098.0, 654.0, 1.0]","[864.0, 642.0, 1.0]","[1206.0, 810.0, 1.0]","[756.0, 810.0, 1.0]","[1254.0, 828.0, 1.0]","[792.0, 684.0, 1.0]","[1074.0, 1038.0, 0.0]","[893.9999999999999, 972.0, 0.0]","[1260.0, 888.0, 0.0]","[906.0, 930.0, 0.0]","[1242.0, 822.0, 0.0]","[912.0, 1092.0, 0.0]","[-5.734340330950461, -1.0180033727749302, 4.6531677017409185]","[2.161761925623221, -6.358512687282341, 1.7145425000448207]"
