,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000000_RGB.png,"[984.0, 486.0, 1.0]","[1008.0, 468.0, 1.0]","[960.0, 462.0, 1.0]","[1038.0, 504.0, 1.0]","[924.0, 491.99999999999994, 1.0]","[1098.0, 630.0, 1.0]","[852.0, 630.0, 1.0]","[1122.0, 840.0, 1.0]","[828.0, 846.0, 1.0]","[1038.0, 1013.9999999999999, 1.0]","[893.9999999999999, 996.0000000000001, 1.0]","[1038.0, 972.0, 1.0]","[906.0, 966.0000000000001, 1.0]","[1122.0, 1074.0, 0.0]","[864.0, 1013.9999999999999, 0.0]","[1020.0, 1068.0, 0.0]","[888.0, 1074.0, 0.0]","[1.1803923616446947, -0.06388960114327351, 1.1241800972061924]","[0.8592886139282094, 2.3464834967697485, 3.7986135963516725]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000001_RGB.png,"[990.0, 498.00000000000006, 1.0]","[1008.0, 474.0, 1.0]","[972.0, 468.0, 1.0]","[1038.0, 504.0, 1.0]","[930.0, 491.99999999999994, 1.0]","[1092.0, 636.0, 1.0]","[858.0, 630.0, 1.0]","[1128.0, 840.0, 1.0]","[822.0, 828.0, 1.0]","[1038.0, 1002.0, 1.0]","[912.0, 996.0000000000001, 1.0]","[1050.0, 966.0000000000001, 1.0]","[906.0, 966.0000000000001, 0.0]","[1044.0, 1074.0, 0.0]","[882.0, 1074.0, 0.0]","[1116.0, 1074.0, 0.0]","[888.0, 1074.0, 0.0]","[1.672323592309321, -0.05893068360461858, 0.8899679886839531]","[1.0464083351529923, 2.7672402723513976, 3.8054754643174338]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000002_RGB.png,"[990.0, 486.0, 1.0]","[1008.0, 468.0, 1.0]","[972.0, 462.0, 1.0]","[1038.0, 498.00000000000006, 1.0]","[930.0, 486.0, 1.0]","[1098.0, 630.0, 1.0]","[858.0, 630.0, 1.0]","[1134.0, 834.0, 1.0]","[822.0, 828.0, 1.0]","[1044.0, 1002.0, 1.0]","[906.0, 996.0000000000001, 1.0]","[1050.0, 972.0, 1.0]","[912.0, 966.0000000000001, 0.0]","[1056.0, 1074.0, 0.0]","[882.0, 1074.0, 0.0]","[1038.0, 1068.0, 0.0]","[882.0, 1068.0, 0.0]","[2.1596162562097905, -0.06557717573574438, 0.7643997942988631]","[2.263281407079651, 3.8773599418908695, 3.5632921426515747]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000003_RGB.png,"[990.0, 498.00000000000006, 1.0]","[1008.0, 468.0, 1.0]","[972.0, 474.0, 1.0]","[1038.0, 498.00000000000006, 1.0]","[930.0, 491.99999999999994, 1.0]","[1092.0, 636.0, 1.0]","[858.0, 624.0, 1.0]","[1122.0, 840.0, 1.0]","[822.0, 840.0, 1.0]","[1044.0, 1002.0, 1.0]","[900.0, 996.0000000000001, 1.0]","[1050.0, 972.0, 1.0]","[900.0, 966.0000000000001, 0.0]","[1044.0, 1074.0, 0.0]","[870.0, 1074.0, 0.0]","[1032.0, 1068.0, 0.0]","[882.0, 1068.0, 0.0]","[2.4708505721593044, 0.023547550442369274, 0.71080923000343]","[2.6359173140082084, 4.818960185166281, 3.3416570054493695]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000004_RGB.png,"[990.0, 491.99999999999994, 1.0]","[1008.0, 474.0, 1.0]","[966.0, 468.0, 1.0]","[1044.0, 498.00000000000006, 1.0]","[930.0, 491.99999999999994, 1.0]","[1104.0, 636.0, 1.0]","[858.0, 624.0, 1.0]","[1122.0, 858.0, 1.0]","[822.0, 828.0, 1.0]","[1044.0, 1008.0, 1.0]","[906.0, 1002.0, 0.0]","[1050.0, 972.0, 1.0]","[906.0, 972.0, 0.0]","[1140.0, 983.9999999999999, 0.0]","[876.0, 1074.0, 0.0]","[1116.0, 1062.0, 0.0]","[888.0, 1074.0, 0.0]","[2.642905014978883, 0.03510016883989087, 0.6549353285557937]","[2.723262503058812, 5.2289060449995715, 3.235666553043259]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000005_RGB.png,"[990.0, 491.99999999999994, 1.0]","[1008.0, 474.0, 1.0]","[966.0, 468.0, 1.0]","[1044.0, 504.0, 1.0]","[930.0, 491.99999999999994, 1.0]","[1104.0, 636.0, 1.0]","[858.0, 630.0, 1.0]","[1128.0, 858.0, 1.0]","[816.0, 834.0, 1.0]","[1050.0, 1008.0, 1.0]","[900.0, 990.0, 1.0]","[1044.0, 978.0, 1.0]","[906.0, 972.0, 0.0]","[1140.0, 983.9999999999999, 0.0]","[804.0, 1074.0, 0.0]","[1116.0, 1068.0, 0.0]","[798.0, 1074.0, 0.0]","[2.925690674955454, -0.002403925483926971, 0.6018594922356924]","[2.7711867079809775, 5.611023239708429, 3.1466011692028015]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000006_RGB.png,"[990.0, 498.00000000000006, 1.0]","[1020.0, 474.0, 1.0]","[972.0, 474.0, 1.0]","[1050.0, 498.00000000000006, 1.0]","[930.0, 491.99999999999994, 1.0]","[1104.0, 642.0, 1.0]","[852.0, 630.0, 1.0]","[1134.0, 852.0, 1.0]","[828.0, 852.0, 1.0]","[1044.0, 1002.0, 1.0]","[888.0, 996.0000000000001, 1.0]","[1050.0, 978.0, 1.0]","[900.0, 966.0000000000001, 1.0]","[1110.0, 894.0, 0.0]","[858.0, 1062.0, 0.0]","[1110.0, 1050.0, 0.0]","[870.0, 1062.0, 0.0]","[3.7983036447426324, 0.20192630308374848, 0.6343111558167449]","[2.9905989597074103, 6.273966038707385, 2.9386738292666057]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000007_RGB.png,"[984.0, 498.00000000000006, 1.0]","[1008.0, 474.0, 1.0]","[966.0, 474.0, 1.0]","[1044.0, 498.00000000000006, 1.0]","[930.0, 491.99999999999994, 1.0]","[1104.0, 636.0, 1.0]","[858.0, 630.0, 1.0]","[1128.0, 864.0, 1.0]","[810.0, 846.0, 1.0]","[1032.0, 996.0000000000001, 1.0]","[900.0, 996.0000000000001, 1.0]","[1050.0, 983.9999999999999, 1.0]","[906.0, 972.0, 0.0]","[1056.0, 1068.0, 0.0]","[876.0, 1068.0, 0.0]","[1122.0, 1062.0, 0.0]","[798.0, 1068.0, 0.0]","[5.575727796882729, 0.6597241507898974, 0.3187936729819373]","[3.0049291759926726, 6.561485095834688, 2.8493878282991596]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000008_RGB.png,"[990.0, 504.0, 1.0]","[1014.0, 480.0, 1.0]","[966.0, 480.0, 1.0]","[1044.0, 504.0, 1.0]","[924.0, 504.0, 1.0]","[1116.0, 636.0, 1.0]","[852.0, 636.0, 1.0]","[1134.0, 846.0, 1.0]","[822.0, 846.0, 1.0]","[1074.0, 990.0, 1.0]","[882.0, 983.9999999999999, 1.0]","[1050.0, 960.0, 1.0]","[900.0, 966.0000000000001, 1.0]","[1038.0, 1068.0, 0.0]","[852.0, 1068.0, 0.0]","[1098.0, 1056.0, 0.0]","[852.0, 1068.0, 0.0]","[7.3274626892177785, 1.2128504766353934, -0.10628348368861885]","[1.4995049940118572, 9.681995163657376, 2.566905646260943]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_2_ID14/RGB/000009_RGB.png,"[990.0, 510.0, 1.0]","[1014.0, 486.0, 1.0]","[966.0, 486.0, 1.0]","[1050.0, 504.0, 1.0]","[924.0, 498.00000000000006, 1.0]","[1110.0, 648.0, 1.0]","[852.0, 636.0, 1.0]","[1134.0, 852.0, 1.0]","[822.0, 858.0, 1.0]","[1062.0, 1002.0, 1.0]","[888.0, 983.9999999999999, 1.0]","[1056.0, 972.0, 1.0]","[906.0, 972.0, 1.0]","[1104.0, 1074.0, 0.0]","[876.0, 1074.0, 0.0]","[1110.0, 1056.0, 0.0]","[882.0, 1074.0, 0.0]","[7.524499264545972, 1.2639602039083129, -0.1662299984247653]","[1.7485797346577379, 9.23609156088162, 2.510580633853731]"
