,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000000_RGB.png,"[978.0, 504.0, 1.0]","[1002.0, 480.0, 1.0]","[954.0, 480.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 491.99999999999994, 1.0]","[1086.0, 630.0, 1.0]","[870.0, 636.0, 1.0]","[1122.0, 816.0, 1.0]","[834.0, 816.0, 1.0]","[1104.0, 960.0, 0.0]","[888.0, 930.0, 0.0]","[1056.0, 930.0, 0.0]","[924.0, 918.0, 0.0]","[1062.0, 1008.0, 0.0]","[893.9999999999999, 912.0, 0.0]","[1050.0, 1008.0, 0.0]","[1056.0, 1008.0, 0.0]","[0.7754702758100751, -0.8125191430753324, -2.8997731519954857]","[2.80708495958938, -0.908257492168404, 1.2593100623634719]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000001_RGB.png,"[972.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[954.0, 480.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 498.00000000000006, 1.0]","[1086.0, 630.0, 1.0]","[864.0, 636.0, 1.0]","[1122.0, 816.0, 1.0]","[834.0, 810.0, 1.0]","[1098.0, 966.0000000000001, 0.0]","[893.9999999999999, 930.0, 0.0]","[1068.0, 930.0, 0.0]","[924.0, 924.0, 0.0]","[1068.0, 1008.0, 0.0]","[1068.0, 1002.0, 0.0]","[942.0, 1008.0, 0.0]","[1062.0, 1008.0, 0.0]","[0.8331402847793375, -0.8353749023236429, -2.8948535067356627]","[2.9823214332159846, -0.9126988074128043, 1.413177112964552]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000002_RGB.png,"[972.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[954.0, 480.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 498.00000000000006, 1.0]","[1086.0, 630.0, 1.0]","[870.0, 636.0, 1.0]","[1122.0, 822.0, 1.0]","[834.0, 816.0, 1.0]","[1068.0, 942.0, 0.0]","[888.0, 924.0, 0.0]","[1062.0, 930.0, 0.0]","[912.0, 924.0, 0.0]","[1068.0, 1080.0, 0.0]","[1074.0, 1002.0, 0.0]","[1056.0, 1002.0, 0.0]","[1062.0, 1002.0, 0.0]","[1.378205613162877, -0.3700170509461849, -1.7045257288908373]","[3.0562658151778463, -0.9289234805135765, 1.4508339644522559]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000003_RGB.png,"[972.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[954.0, 486.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 498.00000000000006, 1.0]","[1086.0, 630.0, 1.0]","[870.0, 642.0, 1.0]","[1128.0, 822.0, 1.0]","[840.0, 816.0, 1.0]","[1104.0, 936.0, 0.0]","[882.0, 918.0, 0.0]","[1062.0, 930.0, 0.0]","[918.0, 924.0, 0.0]","[1068.0, 1080.0, 0.0]","[888.0, 912.0, 0.0]","[1050.0, 1002.0, 0.0]","[1056.0, 1002.0, 0.0]","[1.482313778480239, 0.06685784555955485, -1.3697864272863731]","[3.1866312847001583, -0.9960154932819564, 1.5325907864674524]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000004_RGB.png,"[978.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[954.0, 486.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 498.00000000000006, 1.0]","[1086.0, 636.0, 1.0]","[870.0, 642.0, 1.0]","[1122.0, 822.0, 1.0]","[828.0, 822.0, 0.0]","[1086.0, 936.0, 0.0]","[882.0, 930.0, 0.0]","[1056.0, 930.0, 0.0]","[930.0, 912.0, 0.0]","[1062.0, 1080.0, 0.0]","[888.0, 1013.9999999999999, 0.0]","[1050.0, 1080.0, 0.0]","[1056.0, 1080.0, 0.0]","[1.261150913806058, 0.21871434347827576, -1.1807698240981714]","[3.2492571850277705, -1.0157569686988726, 1.5583720578484426]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000005_RGB.png,"[978.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[954.0, 486.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 498.00000000000006, 1.0]","[1086.0, 636.0, 1.0]","[870.0, 642.0, 1.0]","[1128.0, 822.0, 1.0]","[828.0, 822.0, 0.0]","[1080.0, 930.0, 0.0]","[864.0, 828.0, 0.0]","[1056.0, 930.0, 0.0]","[930.0, 918.0, 0.0]","[1116.0, 912.0, 0.0]","[888.0, 1080.0, 0.0]","[1050.0, 1080.0, 0.0]","[1056.0, 1080.0, 0.0]","[0.7697969691671365, -0.281404122913133, -1.3079927319865012]","[3.2958672169756564, -1.0399267767062919, 1.5807151140758926]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000006_RGB.png,"[978.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[954.0, 486.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 498.00000000000006, 1.0]","[1086.0, 642.0, 1.0]","[870.0, 642.0, 1.0]","[1128.0, 822.0, 1.0]","[828.0, 822.0, 0.0]","[1110.0, 918.0, 0.0]","[864.0, 828.0, 0.0]","[1056.0, 930.0, 0.0]","[924.0, 918.0, 0.0]","[1116.0, 912.0, 0.0]","[876.0, 1080.0, 0.0]","[1128.0, 918.0, 0.0]","[1206.0, 983.9999999999999, 0.0]","[0.7518502637577705, -0.31550479029789275, -1.2989293671686475]","[3.3622498733649415, -1.07719164146474, 1.6505364631770858]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000007_RGB.png,"[978.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[954.0, 480.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 491.99999999999994, 1.0]","[1092.0, 642.0, 1.0]","[870.0, 642.0, 1.0]","[1128.0, 822.0, 1.0]","[828.0, 822.0, 0.0]","[1104.0, 924.0, 0.0]","[870.0, 828.0, 0.0]","[1056.0, 936.0, 0.0]","[924.0, 918.0, 0.0]","[1116.0, 912.0, 0.0]","[876.0, 1080.0, 0.0]","[1050.0, 1008.0, 0.0]","[1056.0, 1008.0, 0.0]","[1.0287838177419903, -0.409786309484359, -1.2362537221434962]","[3.3868460769488418, -1.0894697578812782, 1.6792452065622527]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000008_RGB.png,"[978.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[954.0, 486.0, 1.0]","[1044.0, 510.0, 1.0]","[918.0, 498.00000000000006, 1.0]","[1092.0, 642.0, 1.0]","[864.0, 642.0, 1.0]","[1128.0, 822.0, 1.0]","[822.0, 822.0, 0.0]","[1092.0, 924.0, 0.0]","[864.0, 834.0, 0.0]","[1056.0, 942.0, 0.0]","[924.0, 924.0, 0.0]","[1116.0, 906.0, 0.0]","[876.0, 1013.9999999999999, 0.0]","[1128.0, 912.0, 0.0]","[1056.0, 1080.0, 0.0]","[0.9721396947993814, -0.41169613806011196, -1.2339414772863826]","[2.3019793317023853, -1.591272255359164, 1.3898171144100089]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/19/free_2_ID19/RGB/000009_RGB.png,"[978.0, 504.0, 1.0]","[1002.0, 486.0, 1.0]","[960.0, 486.0, 1.0]","[1044.0, 510.0, 1.0]","[924.0, 491.99999999999994, 1.0]","[1092.0, 648.0, 1.0]","[870.0, 642.0, 1.0]","[1128.0, 822.0, 1.0]","[828.0, 816.0, 0.0]","[1098.0, 936.0, 0.0]","[864.0, 834.0, 0.0]","[1050.0, 936.0, 0.0]","[918.0, 924.0, 0.0]","[1068.0, 1080.0, 0.0]","[882.0, 1013.9999999999999, 0.0]","[1056.0, 1080.0, 0.0]","[1062.0, 1008.0, 0.0]","[0.9355176271530616, -0.4113930856417601, -1.2392375162940013]","[2.511025205643147, -1.5140824439632306, 1.5007458911632636]"
