,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000000_RGB.png,"[972.0, 438.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 414.0, 1.0]","[1020.0, 438.0, 1.0]","[906.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[852.0, 582.0, 1.0]","[1152.0, 780.0, 1.0]","[786.0, 762.0, 1.0]","[1182.0000000000002, 918.0, 0.0]","[750.0, 906.0, 1.0]","[1062.0, 882.0, 1.0]","[876.0, 882.0, 1.0]","[768.0, 1074.0, 0.0]","[762.0, 1074.0, 0.0]","[714.0, 972.0, 0.0]","[702.0, 1074.0, 0.0]","[-1.1917285704568934, 1.1118514438275635, 1.7611223102204874]","[4.153209887163233, -13.464401589357005, 1.1133063634687612]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000001_RGB.png,"[972.0, 438.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 420.0, 1.0]","[1020.0, 438.0, 1.0]","[906.0, 444.0, 1.0]","[1086.0, 582.0, 1.0]","[852.0, 582.0, 1.0]","[1152.0, 780.0, 1.0]","[786.0, 762.0, 1.0]","[1176.0, 918.0, 0.0]","[756.0, 906.0, 1.0]","[1062.0, 882.0, 1.0]","[876.0, 882.0, 1.0]","[768.0, 1074.0, 0.0]","[762.0, 1074.0, 0.0]","[708.0, 1062.0, 0.0]","[702.0, 1074.0, 0.0]","[-1.3358189081671943, 1.24307875716305, 1.4671600934953895]","[4.220403905154305, -13.498680456418557, 1.1133072513614868]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000002_RGB.png,"[972.0, 438.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 414.0, 1.0]","[1020.0, 438.0, 1.0]","[906.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[852.0, 582.0, 1.0]","[1152.0, 780.0, 1.0]","[786.0, 768.0, 1.0]","[1182.0000000000002, 924.0, 0.0]","[756.0, 906.0, 1.0]","[1056.0, 888.0, 1.0]","[876.0, 888.0, 1.0]","[768.0, 1074.0, 0.0]","[768.0, 1074.0, 0.0]","[708.0, 1062.0, 0.0]","[702.0, 1074.0, 0.0]","[-1.3812189550388878, 1.2637563601107866, 1.2806862334460294]","[3.31891181280752, -13.047572051278026, 1.3425556637784888]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000003_RGB.png,"[972.0, 438.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 414.0, 1.0]","[1020.0, 438.0, 1.0]","[906.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[852.0, 582.0, 1.0]","[1152.0, 780.0, 1.0]","[786.0, 768.0, 1.0]","[1182.0000000000002, 918.0, 0.0]","[756.0, 906.0, 1.0]","[1062.0, 882.0, 1.0]","[882.0, 882.0, 1.0]","[774.0, 1074.0, 0.0]","[768.0, 1074.0, 0.0]","[714.0, 972.0, 0.0]","[702.0, 1074.0, 0.0]","[-1.3982581698267518, 1.4047816717631034, 0.7410882246498455]","[2.8625416524312315, -12.834379102366835, 1.454687964680515]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000004_RGB.png,"[966.0, 438.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 414.0, 1.0]","[1020.0, 438.0, 1.0]","[906.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[852.0, 582.0, 1.0]","[1152.0, 780.0, 1.0]","[786.0, 762.0, 1.0]","[1182.0000000000002, 918.0, 0.0]","[750.0, 906.0, 1.0]","[1062.0, 882.0, 1.0]","[876.0, 888.0, 1.0]","[768.0, 1074.0, 0.0]","[762.0, 1074.0, 0.0]","[714.0, 972.0, 0.0]","[702.0, 1074.0, 0.0]","[-1.365360484995985, 1.5473825651128945, 0.17867597030192864]","[2.280303331601922, -12.574919457370934, 1.6320965014087827]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000005_RGB.png,"[966.0, 438.0, 1.0]","[990.0, 414.0, 1.0]","[948.0, 414.0, 1.0]","[1020.0, 432.0, 1.0]","[906.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[852.0, 588.0, 1.0]","[1152.0, 780.0, 1.0]","[792.0, 768.0, 1.0]","[1176.0, 918.0, 0.0]","[756.0, 906.0, 1.0]","[1062.0, 882.0, 1.0]","[876.0, 888.0, 1.0]","[768.0, 1074.0, 0.0]","[762.0, 1074.0, 0.0]","[714.0, 972.0, 0.0]","[714.0, 978.0, 0.0]","[-1.3050894212844628, 1.690007204166876, -0.5598945481903439]","[2.567757655417383, -12.718539524953583, 1.5915470184060427]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000006_RGB.png,"[960.0, 438.0, 1.0]","[990.0, 414.0, 1.0]","[942.0, 414.0, 1.0]","[1020.0, 432.0, 1.0]","[906.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[846.0, 582.0, 1.0]","[1152.0, 780.0, 1.0]","[792.0, 762.0, 1.0]","[1176.0, 918.0, 0.0]","[756.0, 906.0, 1.0]","[1062.0, 882.0, 1.0]","[876.0, 882.0, 1.0]","[774.0, 1074.0, 0.0]","[768.0, 1074.0, 0.0]","[720.0, 972.0, 0.0]","[714.0, 978.0, 0.0]","[-1.29577826065279, 1.7705051647818448, -1.6698831974409662]","[2.6781005005996046, -12.775708961354146, 1.5822617775563659]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000007_RGB.png,"[960.0, 438.0, 1.0]","[984.0, 414.0, 1.0]","[942.0, 414.0, 1.0]","[1026.0, 432.0, 1.0]","[906.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[846.0, 582.0, 1.0]","[1152.0, 774.0, 1.0]","[792.0, 756.0, 1.0]","[1194.0, 924.0, 1.0]","[756.0, 900.0, 1.0]","[1056.0, 882.0, 1.0]","[876.0, 882.0, 1.0]","[768.0, 1074.0, 0.0]","[768.0, 1074.0, 0.0]","[714.0, 966.0000000000001, 0.0]","[714.0, 978.0, 0.0]","[-1.5238815804960755, 2.0626982079256098, -3.3562905848661133]","[2.617880861509614, -12.834796850484029, 1.6343073063557385]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000008_RGB.png,"[960.0, 438.0, 1.0]","[984.0, 414.0, 1.0]","[942.0, 414.0, 1.0]","[1026.0, 432.0, 1.0]","[906.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[846.0, 582.0, 1.0]","[1152.0, 774.0, 1.0]","[792.0, 756.0, 1.0]","[1194.0, 918.0, 1.0]","[756.0, 906.0, 1.0]","[1056.0, 888.0, 1.0]","[876.0, 888.0, 1.0]","[762.0, 1074.0, 0.0]","[762.0, 1074.0, 0.0]","[714.0, 978.0, 0.0]","[702.0, 1074.0, 0.0]","[-1.5228107138085847, 2.1932048651415608, -4.17356435696688]","[2.566519885143108, -12.84314052832023, 1.6659821261430343]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000009_RGB.png,"[954.0, 438.0, 1.0]","[984.0, 414.0, 1.0]","[936.0, 414.0, 1.0]","[1026.0, 432.0, 1.0]","[900.0, 438.0, 1.0]","[1086.0, 582.0, 1.0]","[846.0, 582.0, 1.0]","[1158.0, 780.0, 1.0]","[786.0, 756.0, 1.0]","[1188.0, 936.0, 0.0]","[750.0, 894.0, 1.0]","[1056.0, 900.0, 1.0]","[876.0, 882.0, 1.0]","[768.0, 1068.0, 0.0]","[768.0, 1068.0, 0.0]","[726.0000000000001, 966.0000000000001, 0.0]","[726.0000000000001, 972.0, 0.0]","[-1.4127186853995244, 2.411259760497546, -5.31418997097173]","[2.712456318384996, -12.628792257734839, 1.5896106721748129]"
