,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000000_RGB.png,"[972.0, 438.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 420.0, 1.0]","[1050.0, 444.0, 1.0]","[924.0, 456.0, 0.0]","[1098.0, 588.0, 1.0]","[858.0, 588.0, 1.0]","[1116.0, 780.0, 1.0]","[816.0, 768.0, 1.0]","[1080.0, 912.0, 1.0]","[918.0, 876.0, 1.0]","[1056.0, 906.0, 1.0]","[912.0, 906.0, 1.0]","[1062.0, 1044.0, 0.0]","[888.0, 1092.0, 0.0]","[1062.0, 990.0, 0.0]","[936.0, 1086.0, 0.0]","[-2.2469533162810933, 1.1544888112744516, -5.892282144650015]","[5.420614483939822, 7.383490554698307, 2.844825771815939]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000001_RGB.png,"[972.0, 438.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[942.0, 420.0, 1.0]","[1044.0, 444.0, 1.0]","[912.0, 456.0, 0.0]","[1098.0, 588.0, 1.0]","[852.0, 588.0, 1.0]","[1116.0, 786.0, 1.0]","[816.0, 768.0, 1.0]","[1080.0, 918.0, 1.0]","[912.0, 876.0, 1.0]","[1056.0, 906.0, 1.0]","[906.0, 912.0, 1.0]","[1056.0, 1038.0, 0.0]","[888.0, 1092.0, 0.0]","[1056.0, 990.0, 0.0]","[936.0, 1092.0, 0.0]","[-2.104349637207677, 1.3087440315034553, -6.327290462995081]","[5.406104510657373, 7.155394548699378, 2.8546812672154616]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000002_RGB.png,"[972.0, 438.0, 1.0]","[996.0000000000001, 408.0, 1.0]","[942.0, 420.0, 1.0]","[1044.0, 444.0, 1.0]","[912.0, 450.0, 0.0]","[1098.0, 588.0, 1.0]","[852.0, 588.0, 1.0]","[1116.0, 780.0, 1.0]","[810.0, 774.0, 1.0]","[1080.0, 918.0, 1.0]","[912.0, 876.0, 1.0]","[1056.0, 906.0, 1.0]","[906.0, 912.0, 1.0]","[1056.0, 1038.0, 0.0]","[888.0, 1092.0, 0.0]","[1056.0, 990.0, 0.0]","[936.0, 1092.0, 0.0]","[-2.0155585513571452, 1.4593604013921724, -6.670765132344859]","[5.417844605528338, 7.067866591927582, 2.8146576475991636]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000003_RGB.png,"[972.0, 426.0, 1.0]","[996.0000000000001, 402.0, 1.0]","[948.0, 414.0, 1.0]","[1044.0, 438.0, 1.0]","[918.0, 444.0, 0.0]","[1098.0, 588.0, 1.0]","[852.0, 588.0, 1.0]","[1122.0, 786.0, 1.0]","[810.0, 768.0, 1.0]","[1068.0, 918.0, 1.0]","[918.0, 876.0, 1.0]","[1050.0, 906.0, 1.0]","[912.0, 906.0, 1.0]","[1068.0, 1026.0, 0.0]","[888.0, 1080.0, 0.0]","[984.0, 983.9999999999999, 0.0]","[930.0, 1086.0, 0.0]","[-2.0303138166792807, 1.514116954913425, -6.956617790350221]","[5.3991044805901485, 6.879933878281701, 2.8119083842482633]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000004_RGB.png,"[972.0, 432.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 420.0, 1.0]","[1044.0, 438.0, 1.0]","[924.0, 456.0, 0.0]","[1098.0, 588.0, 1.0]","[858.0, 582.0, 1.0]","[1116.0, 786.0, 1.0]","[816.0, 768.0, 1.0]","[1098.0, 912.0, 1.0]","[918.0, 876.0, 1.0]","[1056.0, 900.0, 1.0]","[912.0, 906.0, 1.0]","[1062.0, 1032.0, 0.0]","[882.0, 1080.0, 0.0]","[1062.0, 983.9999999999999, 0.0]","[936.0, 1080.0, 0.0]","[-1.8086116055525254, 1.4731402060686274, -7.198955627490429]","[5.401718483280047, 6.797372574005734, 2.777932875954063]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000005_RGB.png,"[966.0, 432.0, 1.0]","[996.0000000000001, 408.0, 1.0]","[948.0, 414.0, 1.0]","[1044.0, 438.0, 1.0]","[918.0, 450.0, 0.0]","[1098.0, 588.0, 1.0]","[852.0, 582.0, 1.0]","[1116.0, 786.0, 1.0]","[810.0, 768.0, 1.0]","[1074.0, 912.0, 1.0]","[918.0, 876.0, 1.0]","[1056.0, 906.0, 1.0]","[912.0, 912.0, 1.0]","[1062.0, 1032.0, 0.0]","[888.0, 1092.0, 0.0]","[984.0, 990.0, 0.0]","[936.0, 1092.0, 0.0]","[-1.6132377143928622, 1.4163153090055582, -7.310465678263351]","[5.389279752506386, 6.6785054914220074, 2.771601982153427]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000006_RGB.png,"[972.0, 432.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 420.0, 1.0]","[1044.0, 444.0, 1.0]","[924.0, 450.0, 0.0]","[1098.0, 594.0, 1.0]","[858.0, 582.0, 1.0]","[1116.0, 786.0, 1.0]","[816.0, 768.0, 1.0]","[1104.0, 912.0, 1.0]","[918.0, 876.0, 1.0]","[1056.0, 906.0, 1.0]","[912.0, 918.0, 1.0]","[1062.0, 1032.0, 0.0]","[888.0, 1092.0, 0.0]","[972.0, 1086.0, 0.0]","[936.0, 1086.0, 0.0]","[-1.147805841253278, 1.242209941133707, -7.247566584436176]","[5.374677776155933, 6.61202737374077, 2.8089725532868974]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000007_RGB.png,"[972.0, 432.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 414.0, 1.0]","[1044.0, 444.0, 1.0]","[924.0, 450.0, 0.0]","[1098.0, 588.0, 1.0]","[858.0, 582.0, 1.0]","[1110.0, 786.0, 1.0]","[816.0, 768.0, 1.0]","[1098.0, 912.0, 1.0]","[918.0, 870.0, 1.0]","[1056.0, 906.0, 1.0]","[912.0, 912.0, 1.0]","[1056.0, 1026.0, 0.0]","[888.0, 1092.0, 0.0]","[972.0, 1080.0, 0.0]","[936.0, 1086.0, 0.0]","[-0.7078875981871939, 1.1153248140328444, -7.104163253855651]","[5.370262827781989, 6.471373128112127, 2.8346862671042112]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000008_RGB.png,"[972.0, 432.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 420.0, 1.0]","[1044.0, 444.0, 1.0]","[924.0, 450.0, 0.0]","[1098.0, 588.0, 1.0]","[858.0, 582.0, 1.0]","[1110.0, 792.0, 1.0]","[816.0, 768.0, 1.0]","[1086.0, 918.0, 1.0]","[912.0, 864.0, 1.0]","[1056.0, 912.0, 1.0]","[912.0, 918.0, 1.0]","[1056.0, 1032.0, 0.0]","[888.0, 1086.0, 0.0]","[1062.0, 983.9999999999999, 0.0]","[936.0, 1086.0, 0.0]","[-0.3448770147015934, 0.9396485440318764, -6.856089361362705]","[5.402907031412762, 6.260447375877285, 2.9136225562350777]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000009_RGB.png,"[972.0, 432.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 420.0, 1.0]","[1050.0, 444.0, 1.0]","[924.0, 450.0, 0.0]","[1098.0, 588.0, 1.0]","[858.0, 582.0, 1.0]","[1110.0, 792.0, 1.0]","[816.0, 768.0, 1.0]","[1092.0, 918.0, 1.0]","[912.0, 858.0, 1.0]","[1056.0, 912.0, 1.0]","[912.0, 918.0, 1.0]","[1062.0, 1038.0, 0.0]","[882.0, 1092.0, 0.0]","[1062.0, 983.9999999999999, 0.0]","[936.0, 1086.0, 0.0]","[-0.0778015997064074, 0.8216402375678387, -6.423751629287097]","[5.451682696052192, 5.408999297711699, 2.86044056808277]"
10,10,10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000010_RGB.png,"[972.0, 432.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[948.0, 420.0, 1.0]","[1050.0, 438.0, 1.0]","[924.0, 450.0, 0.0]","[1098.0, 588.0, 1.0]","[858.0, 582.0, 1.0]","[1104.0, 792.0, 1.0]","[810.0, 774.0, 1.0]","[1086.0, 912.0, 1.0]","[870.0, 864.0, 0.0]","[1056.0, 912.0, 1.0]","[912.0, 918.0, 1.0]","[1056.0, 1044.0, 0.0]","[888.0, 1086.0, 0.0]","[1062.0, 996.0000000000001, 0.0]","[936.0, 1086.0, 0.0]","[0.17989243817246825, 0.7817732962909507, -5.92431294489363]","[5.476946325282835, 5.083615939506498, 2.916076663652414]"
11,11,11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000011_RGB.png,"[972.0, 438.0, 1.0]","[996.0000000000001, 414.0, 1.0]","[954.0, 420.0, 1.0]","[1050.0, 444.0, 1.0]","[918.0, 444.0, 0.0]","[1104.0, 588.0, 1.0]","[858.0, 582.0, 1.0]","[1110.0, 792.0, 1.0]","[810.0, 774.0, 1.0]","[1080.0, 924.0, 1.0]","[876.0, 852.0, 1.0]","[1050.0, 924.0, 1.0]","[918.0, 918.0, 1.0]","[1074.0, 1098.0, 0.0]","[888.0, 1092.0, 0.0]","[990.0, 990.0, 0.0]","[954.0, 983.9999999999999, 0.0]","[0.4100622926330864, 0.8409652910848749, -5.379603599616329]","[5.519040665006443, 4.998850648521763, 2.8504826276832196]"
