,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000000_RGB.png,"[1008.0, 450.0, 1.0]","[1014.0, 426.0, 1.0]","[972.0, 426.0, 1.0]","[1020.0, 438.0, 0.0]","[918.0, 438.0, 1.0]","[1080.0, 576.0, 1.0]","[858.0, 606.0, 1.0]","[1230.0, 540.0, 1.0]","[792.0, 768.0, 1.0]","[1308.0, 426.0, 0.0]","[810.0, 840.0, 1.0]","[1044.0, 930.0, 0.0]","[1068.0, 966.0000000000001, 0.0]","[990.0, 1086.0, 0.0]","[1014.0, 990.0, 0.0]","[1596.0, 983.9999999999999, 0.0]","[1596.0, 1086.0, 0.0]","[-4.313706019923225, -2.69213503064763, 11.671682742163044]","[13.33846220916692, -3.2855938112854015, -5.609366884048107]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000001_RGB.png,"[1002.0, 450.0, 1.0]","[1014.0, 432.0, 1.0]","[972.0, 426.0, 1.0]","[1020.0, 438.0, 0.0]","[918.0, 450.0, 1.0]","[1062.0, 570.0, 1.0]","[858.0, 600.0, 1.0]","[1236.0, 522.0, 1.0]","[786.0, 774.0, 1.0]","[1284.0, 390.0, 1.0]","[804.0, 846.0, 1.0]","[1014.0, 990.0, 0.0]","[882.0, 990.0, 1.0]","[1020.0, 1080.0, 0.0]","[876.0, 1080.0, 0.0]","[1620.0, 983.9999999999999, 0.0]","[780.0, 1080.0, 0.0]","[-4.509994067466437, -2.7851758731371197, 9.354574997156098]","[13.487288560557742, -3.1021475910817897, -5.55325095817937]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000002_RGB.png,"[1002.0, 450.0, 1.0]","[1014.0, 432.0, 1.0]","[966.0, 426.0, 1.0]","[1032.0, 444.0, 0.0]","[918.0, 444.0, 1.0]","[1062.0, 570.0, 1.0]","[858.0, 600.0, 1.0]","[1224.0, 522.0, 1.0]","[786.0, 774.0, 1.0]","[1290.0, 390.0, 0.0]","[798.0, 846.0, 1.0]","[1008.0, 983.9999999999999, 0.0]","[864.0, 983.9999999999999, 1.0]","[1008.0, 1086.0, 0.0]","[1014.0, 1086.0, 0.0]","[1632.0, 1086.0, 0.0]","[1632.0, 1086.0, 0.0]","[-4.652120194074837, -3.4841807323457132, 8.41318615164212]","[13.566793113842497, -3.165702803456796, -5.587165824277361]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000003_RGB.png,"[996.0000000000001, 450.0, 1.0]","[1020.0, 432.0, 1.0]","[966.0, 426.0, 1.0]","[1032.0, 438.0, 0.0]","[918.0, 438.0, 1.0]","[1068.0, 564.0, 1.0]","[858.0, 594.0, 1.0]","[1230.0, 498.00000000000006, 1.0]","[786.0, 768.0, 1.0]","[1296.0, 384.0, 0.0]","[792.0, 846.0, 1.0]","[1020.0, 990.0, 1.0]","[864.0, 983.9999999999999, 1.0]","[1014.0, 1086.0, 0.0]","[870.0, 1086.0, 0.0]","[1638.0, 983.9999999999999, 0.0]","[780.0, 1086.0, 0.0]","[-4.858023357704929, -4.15144280239255, 8.362604133691537]","[15.064140015411038, -3.4628962669264376, -8.67756066743992]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000004_RGB.png,"[996.0000000000001, 444.0, 1.0]","[1020.0, 426.0, 1.0]","[966.0, 420.0, 1.0]","[1032.0, 438.0, 1.0]","[924.0, 438.0, 1.0]","[1068.0, 564.0, 1.0]","[864.0, 594.0, 1.0]","[1218.0, 486.0, 1.0]","[792.0, 756.0, 1.0]","[1296.0, 384.0, 0.0]","[804.0, 840.0, 1.0]","[1056.0, 966.0000000000001, 1.0]","[876.0, 972.0, 1.0]","[1002.0, 1086.0, 0.0]","[1008.0, 1086.0, 0.0]","[1632.0, 983.9999999999999, 0.0]","[774.0, 1080.0, 0.0]","[-4.97457890057137, -4.634715495384781, 8.80300749860112]","[14.932483359762982, -3.4022015112867123, -8.068836705085191]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000005_RGB.png,"[1002.0, 450.0, 1.0]","[1014.0, 432.0, 1.0]","[978.0, 426.0, 1.0]","[1032.0, 438.0, 0.0]","[930.0, 444.0, 1.0]","[1068.0, 570.0, 1.0]","[870.0, 600.0, 1.0]","[1194.0, 504.0, 1.0]","[792.0, 762.0, 1.0]","[1314.0, 366.0, 0.0]","[810.0, 828.0, 1.0]","[1026.0, 966.0000000000001, 0.0]","[900.0, 966.0000000000001, 1.0]","[1074.0, 1074.0, 0.0]","[888.0, 1074.0, 0.0]","[1002.0, 1074.0, 0.0]","[780.0, 1074.0, 0.0]","[-5.28481032649522, -5.351821186084998, 9.917606121298084]","[15.292552530040153, -3.161907544595283, -7.769520250777231]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000006_RGB.png,"[1002.0, 450.0, 1.0]","[1020.0, 432.0, 1.0]","[978.0, 426.0, 1.0]","[1038.0, 444.0, 0.0]","[930.0, 444.0, 1.0]","[1068.0, 564.0, 1.0]","[864.0, 606.0, 1.0]","[1200.0, 498.00000000000006, 1.0]","[792.0, 756.0, 1.0]","[1308.0, 366.0, 0.0]","[816.0, 834.0, 1.0]","[1032.0, 966.0000000000001, 1.0]","[893.9999999999999, 972.0, 1.0]","[1014.0, 1074.0, 0.0]","[882.0, 1074.0, 0.0]","[1002.0, 1074.0, 0.0]","[990.0, 1074.0, 0.0]","[-5.399806134382159, -5.563762211559713, 10.363954254142076]","[15.648450536821324, -2.925633490489045, -7.699279091170315]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000007_RGB.png,"[1002.0, 450.0, 1.0]","[1020.0, 432.0, 1.0]","[972.0, 426.0, 1.0]","[1026.0, 438.0, 0.0]","[930.0, 444.0, 1.0]","[1074.0, 564.0, 1.0]","[864.0, 600.0, 1.0]","[1206.0, 474.0, 1.0]","[804.0, 756.0, 1.0]","[1278.0, 318.0, 0.0]","[804.0, 840.0, 1.0]","[1050.0, 930.0, 1.0]","[888.0, 972.0, 1.0]","[1026.0, 1086.0, 0.0]","[864.0, 1086.0, 0.0]","[774.0, 1080.0, 0.0]","[780.0, 1086.0, 0.0]","[-5.417976744297452, -6.3744899140010896, 11.676087426351168]","[15.593444721269375, -2.6902594795957944, -7.345754491828773]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000008_RGB.png,"[1014.0, 450.0, 1.0]","[1032.0, 426.0, 1.0]","[984.0, 426.0, 1.0]","[1038.0, 438.0, 1.0]","[936.0, 444.0, 1.0]","[1086.0, 558.0, 1.0]","[876.0, 600.0, 1.0]","[1212.0, 480.0, 1.0]","[804.0, 762.0, 1.0]","[1290.0, 378.0, 0.0]","[816.0, 828.0, 1.0]","[1050.0, 924.0, 1.0]","[893.9999999999999, 972.0, 1.0]","[1014.0, 1086.0, 0.0]","[864.0, 1086.0, 0.0]","[774.0, 1080.0, 0.0]","[774.0, 1086.0, 0.0]","[-5.379144388161012, -6.670515850908019, 12.28578821293887]","[15.426879249079967, -2.667723460502518, -7.148761414615885]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000009_RGB.png,"[1014.0, 444.0, 1.0]","[1026.0, 426.0, 1.0]","[978.0, 426.0, 1.0]","[1038.0, 444.0, 0.0]","[936.0, 444.0, 1.0]","[1080.0, 564.0, 1.0]","[882.0, 600.0, 1.0]","[1206.0, 480.0, 1.0]","[804.0, 750.0, 1.0]","[1278.0, 330.0, 0.0]","[822.0, 822.0, 1.0]","[1044.0, 924.0, 1.0]","[876.0, 948.0, 1.0]","[1080.0, 1092.0, 0.0]","[858.0, 1092.0, 0.0]","[1098.0, 1092.0, 0.0]","[774.0, 1080.0, 0.0]","[-5.377269188405749, -6.7265921989243305, 12.593831583689331]","[15.154276203384166, -2.6075476301879825, -6.761242574551013]"
