,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000000_RGB.png,"[1002.0, 504.0, 1.0]","[1026.0, 486.0, 1.0]","[978.0, 474.0, 1.0]","[1044.0, 510.0, 0.0]","[936.0, 498.00000000000006, 1.0]","[1098.0, 648.0, 1.0]","[858.0, 636.0, 1.0]","[1122.0, 858.0, 1.0]","[834.0, 840.0, 1.0]","[1044.0, 1026.0, 1.0]","[888.0, 1002.0, 1.0]","[1026.0, 978.0, 1.0]","[906.0, 983.9999999999999, 1.0]","[1098.0, 1074.0, 0.0]","[876.0, 1074.0, 0.0]","[1020.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[0.45428011322979217, -7.401161365893218, 8.682796728222433]","[3.374176808597149, 4.700289137184476, 4.369017227969126]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000001_RGB.png,"[1002.0, 510.0, 1.0]","[1026.0, 486.0, 1.0]","[984.0, 474.0, 1.0]","[1050.0, 510.0, 0.0]","[936.0, 498.00000000000006, 1.0]","[1098.0, 648.0, 1.0]","[852.0, 636.0, 1.0]","[1128.0, 852.0, 1.0]","[840.0, 852.0, 1.0]","[1044.0, 1013.9999999999999, 1.0]","[888.0, 1002.0, 1.0]","[1032.0, 978.0, 1.0]","[906.0, 978.0, 1.0]","[1050.0, 1008.0, 0.0]","[876.0, 1074.0, 0.0]","[1020.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[8.918732967563253, -11.082721875008252, 18.729644651589517]","[3.3951605518321513, 4.452728305105508, 4.115025093244618]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000002_RGB.png,"[1020.0, 516.0, 1.0]","[1038.0, 498.00000000000006, 1.0]","[996.0000000000001, 486.0, 1.0]","[1056.0, 516.0, 0.0]","[936.0, 498.00000000000006, 1.0]","[1092.0, 642.0, 1.0]","[846.0, 642.0, 1.0]","[1122.0, 852.0, 1.0]","[834.0, 864.0, 1.0]","[1038.0, 1013.9999999999999, 1.0]","[893.9999999999999, 1008.0, 1.0]","[1032.0, 966.0000000000001, 1.0]","[906.0, 978.0, 1.0]","[1050.0, 1008.0, 0.0]","[876.0, 1068.0, 0.0]","[1020.0, 1068.0, 0.0]","[888.0, 1068.0, 0.0]","[13.52168595991314, -11.58734825193503, 26.724461751471548]","[3.39659536563611, 4.467589671569305, 4.220370261518868]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000003_RGB.png,"[1026.0, 528.0, 1.0]","[1044.0, 504.0, 1.0]","[1002.0, 491.99999999999994, 1.0]","[1050.0, 516.0, 0.0]","[942.0, 504.0, 1.0]","[1092.0, 642.0, 1.0]","[846.0, 642.0, 1.0]","[1128.0, 846.0, 1.0]","[834.0, 852.0, 1.0]","[1038.0, 1020.0, 1.0]","[900.0, 1008.0, 1.0]","[1038.0, 978.0, 1.0]","[900.0, 990.0, 1.0]","[1056.0, 1013.9999999999999, 0.0]","[882.0, 1074.0, 0.0]","[1038.0, 1020.0, 0.0]","[924.0, 1068.0, 0.0]","[15.717339481229184, -10.29993687734244, 33.44288555260712]","[3.6490093651744875, 4.727880757433021, 4.451846602882494]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000004_RGB.png,"[1044.0, 534.0, 1.0]","[1056.0, 510.0, 1.0]","[1026.0, 504.0, 1.0]","[1050.0, 510.0, 0.0]","[954.0, 504.0, 1.0]","[1092.0, 654.0, 1.0]","[846.0, 642.0, 1.0]","[1146.0, 846.0, 1.0]","[822.0, 852.0, 1.0]","[1044.0, 996.0000000000001, 1.0]","[893.9999999999999, 990.0, 1.0]","[1050.0, 996.0000000000001, 1.0]","[893.9999999999999, 990.0, 1.0]","[1044.0, 1074.0, 0.0]","[924.0, 1026.0, 0.0]","[1098.0, 1002.0, 0.0]","[930.0, 1074.0, 0.0]","[16.90252420808768, -8.166980964014668, 38.68018987873343]","[4.901598571301143, 4.939762596284567, 4.83456954212899]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000005_RGB.png,"[1056.0, 540.0, 1.0]","[1062.0, 510.0, 1.0]","[1038.0, 510.0, 1.0]","[1044.0, 510.0, 0.0]","[972.0, 510.0, 1.0]","[1098.0, 654.0, 1.0]","[858.0, 642.0, 1.0]","[1140.0, 834.0, 1.0]","[816.0, 846.0, 1.0]","[1074.0, 972.0, 1.0]","[893.9999999999999, 972.0, 1.0]","[1050.0, 972.0, 1.0]","[893.9999999999999, 972.0, 1.0]","[1068.0, 1013.9999999999999, 0.0]","[912.0, 1074.0, 0.0]","[1014.0, 1074.0, 0.0]","[930.0, 1074.0, 0.0]","[19.071017595086595, -4.169739059089409, 45.585440365151385]","[5.804195065453029, 5.203547430445394, 5.19745213609071]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000006_RGB.png,"[1068.0, 546.0, 1.0]","[1080.0, 522.0, 1.0]","[1056.0, 516.0, 1.0]","[1050.0, 510.0, 0.0]","[984.0, 510.0, 1.0]","[1104.0, 654.0, 1.0]","[858.0, 642.0, 1.0]","[1158.0, 822.0, 1.0]","[822.0, 834.0, 1.0]","[1116.0, 948.0, 1.0]","[888.0, 960.0, 1.0]","[1062.0, 978.0, 1.0]","[906.0, 983.9999999999999, 1.0]","[1098.0, 996.0000000000001, 0.0]","[930.0, 1013.9999999999999, 0.0]","[1044.0, 1074.0, 0.0]","[936.0, 1074.0, 0.0]","[20.30603638077494, -2.2778776849182965, 47.57439898918699]","[7.412374374763374, 5.248435597575408, 6.325783942438906]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000007_RGB.png,"[1080.0, 546.0, 1.0]","[1086.0, 522.0, 1.0]","[1062.0, 522.0, 1.0]","[1122.0, 900.0, 0.0]","[990.0, 522.0, 1.0]","[1110.0, 654.0, 1.0]","[870.0, 636.0, 1.0]","[1170.0, 828.0, 1.0]","[816.0, 822.0, 1.0]","[1134.0, 972.0, 1.0]","[870.0, 954.0, 1.0]","[1062.0, 978.0, 1.0]","[912.0, 972.0, 1.0]","[1098.0, 1074.0, 0.0]","[918.0, 1026.0, 0.0]","[1062.0, 1074.0, 0.0]","[1110.0, 1074.0, 0.0]","[21.043017498487348, -0.04380372128721228, 49.78791816193481]","[8.24688035863241, 5.192623709242033, 6.824027835067398]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000008_RGB.png,"[1092.0, 546.0, 1.0]","[1092.0, 522.0, 1.0]","[1062.0, 522.0, 1.0]","[1092.0, 516.0, 0.0]","[996.0000000000001, 522.0, 1.0]","[1110.0, 654.0, 1.0]","[876.0, 636.0, 1.0]","[1176.0, 822.0, 1.0]","[810.0, 822.0, 1.0]","[1158.0, 960.0, 0.0]","[870.0, 948.0, 1.0]","[1056.0, 990.0, 1.0]","[912.0, 978.0, 1.0]","[1164.0, 978.0, 0.0]","[912.0, 1008.0, 0.0]","[1170.0, 1068.0, 0.0]","[1170.0, 1062.0, 0.0]","[21.299692687373888, 0.5653089968763205, 50.63601635426699]","[8.66286911530448, 5.276806643613882, 7.195805037814755]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_3_ID14/RGB/000009_RGB.png,"[1110.0, 558.0, 1.0]","[1110.0, 534.0, 1.0]","[1092.0, 534.0, 1.0]","[1098.0, 516.0, 0.0]","[1014.0, 522.0, 1.0]","[1122.0, 672.0, 1.0]","[888.0, 636.0, 1.0]","[1188.0, 828.0, 1.0]","[810.0, 804.0, 1.0]","[1230.0, 990.0, 1.0]","[852.0, 942.0, 1.0]","[1062.0, 1008.0, 0.0]","[906.0, 983.9999999999999, 1.0]","[1224.0, 1068.0, 0.0]","[876.0, 996.0000000000001, 0.0]","[1224.0, 1068.0, 0.0]","[1218.0, 1068.0, 0.0]","[21.60605381101948, 0.9719689695047758, 50.829288355074745]","[9.487084504948282, 6.335674424692705, 8.902799981630073]"
