,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000000_RGB.png,"[473.3764953613281, 550.6704711914062, 0.48296985030174255]","[457.0974426269531, 565.56884765625, 0.6126463413238525]","[458.1105041503906, 534.5144653320312, 0.5237850546836853]","[464.65777587890625, 588.1104125976562, 0.7142712473869324]","[468.37841796875, 516.779541015625, 0.7020386457443237]","[544.1260986328125, 627.19677734375, 0.7703221440315247]","[548.4785766601562, 479.8826599121094, 0.7919043898582458]","[697.28662109375, 651.2838134765625, 0.7592402696609497]","[689.8460083007812, 455.7158508300781, 0.7405416965484619]","[822.7862548828125, 687.7665405273438, 0.6650840640068054]","[804.3526000976562, 428.6936340332031, 0.6822464466094971]","[815.9387817382812, 606.8804931640625, 0.6598000526428223]","[813.8396606445312, 493.81097412109375, 0.7199935913085938]","[835.97900390625, 654.5018310546875, 0.021509133279323578]","[833.727783203125, 445.4980773925781, 0.05085981637239456]","[845.3099365234375, 681.737548828125, 0.056724663823843]","[835.6937255859375, 428.9059753417969, 0.1082783117890358]","[1.0835089286742199, 0.2460934328403943, 0.04468219573702252]","[4.283516863379866, 2.277098388316163, -3.80672883797069]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000001_RGB.png,"[473.4302978515625, 550.6947631835938, 0.48664921522140503]","[457.2257385253906, 565.5184326171875, 0.61907958984375]","[458.083984375, 534.591064453125, 0.520054280757904]","[464.774658203125, 587.8179931640625, 0.7248945832252502]","[468.1346435546875, 516.822509765625, 0.699515700340271]","[543.4386596679688, 625.1641845703125, 0.746044397354126]","[549.0339965820312, 479.9477233886719, 0.7958897948265076]","[698.7639770507812, 651.4537963867188, 0.7569785118103027]","[689.8782348632812, 455.2922668457031, 0.7234280705451965]","[822.6690673828125, 687.7734375, 0.6827334761619568]","[804.7146606445312, 428.5374755859375, 0.6811570525169373]","[815.737548828125, 606.4773559570312, 0.6694674491882324]","[812.4482421875, 494.5452575683594, 0.73482346534729]","[838.55908203125, 665.048583984375, 0.020689835771918297]","[833.5369873046875, 445.68426513671875, 0.0520046167075634]","[845.8648071289062, 681.9595947265625, 0.05157456174492836]","[835.492431640625, 428.7840270996094, 0.10950817912817001]","[1.0653407461762716, 0.2450317415601326, 0.04184211136633439]","[4.351351861227499, 2.3031157758168357, -3.803612004180534]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000002_RGB.png,"[473.00457763671875, 551.86669921875, 0.5529195070266724]","[457.1399841308594, 565.6148681640625, 0.6168317198753357]","[457.8728942871094, 534.3787841796875, 0.5095346570014954]","[464.5749206542969, 588.0262451171875, 0.7195184826850891]","[467.9210205078125, 516.7435913085938, 0.7161343097686768]","[543.3942260742188, 624.8579711914062, 0.744583249092102]","[548.3986206054688, 479.51641845703125, 0.7796015739440918]","[698.1885375976562, 651.7921142578125, 0.7714976072311401]","[690.00927734375, 455.1686096191406, 0.7132132649421692]","[822.7568359375, 687.2673950195312, 0.6765092611312866]","[804.2481689453125, 428.62957763671875, 0.6788995265960693]","[815.5076904296875, 606.4942626953125, 0.6736854910850525]","[814.256103515625, 493.7004699707031, 0.7198004722595215]","[840.3267822265625, 665.8040771484375, 0.018582168966531754]","[835.5045166015625, 445.3428649902344, 0.033318258821964264]","[847.0613403320312, 681.8505859375, 0.045119769871234894]","[836.4159545898438, 428.6194763183594, 0.08150888979434967]","[1.0444922524236835, 0.2212565930458298, 0.06235373129560291]","[4.38262610571094, 2.3217239779110077, -3.799922299292382]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000003_RGB.png,"[473.493408203125, 550.66064453125, 0.49155333638191223]","[457.37664794921875, 565.5770263671875, 0.6174436807632446]","[458.11859130859375, 534.3619995117188, 0.5164696574211121]","[464.9048767089844, 588.1260986328125, 0.7053296566009521]","[468.1453857421875, 516.6206665039062, 0.7101817727088928]","[543.46044921875, 625.3757934570312, 0.7490269541740417]","[548.1062622070312, 479.41070556640625, 0.7782792448997498]","[699.1948852539062, 652.130126953125, 0.7558247447013855]","[689.9371337890625, 455.1514892578125, 0.713844895362854]","[823.3138427734375, 687.6048583984375, 0.6644957661628723]","[804.8458251953125, 428.4471130371094, 0.6912479996681213]","[815.8623046875, 607.8084106445312, 0.6797040104866028]","[813.4947509765625, 493.8193054199219, 0.7242220640182495]","[839.0961303710938, 665.4457397460938, 0.02105785720050335]","[834.5697021484375, 444.8901062011719, 0.042336355894804]","[846.623046875, 681.7732543945312, 0.052228983491659164]","[836.1016845703125, 428.4556884765625, 0.09789008647203445]","[1.03297689157382, 0.16715173720689921, 0.1218680823657791]","[4.441112320219559, 2.3379176651534137, -3.755318186907507]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000004_RGB.png,"[473.3578796386719, 550.8302612304688, 0.4906991720199585]","[457.1120910644531, 565.763671875, 0.6092894673347473]","[457.77655029296875, 534.575927734375, 0.5076486468315125]","[464.66375732421875, 588.0214233398438, 0.7163985371589661]","[467.8099365234375, 516.7528686523438, 0.7142307162284851]","[543.4666137695312, 623.8488159179688, 0.7357070446014404]","[548.350830078125, 479.0237731933594, 0.770134449005127]","[698.388671875, 651.305908203125, 0.7664380073547363]","[689.6570434570312, 455.1842041015625, 0.7192034721374512]","[822.8641967773438, 687.4148559570312, 0.6763623952865601]","[804.619873046875, 428.4193115234375, 0.7029531598091125]","[816.5108642578125, 607.55078125, 0.6729623675346375]","[813.3583984375, 494.59344482421875, 0.7311801314353943]","[838.212158203125, 665.1357421875, 0.022983424365520477]","[833.2589721679688, 445.3357238769531, 0.0508202463388443]","[845.9031372070312, 681.5541381835938, 0.05561206489801407]","[835.3013916015625, 428.7858581542969, 0.10312014073133469]","[0.9976749120399397, 0.16582970722954699, 0.10583757356080362]","[4.421346400504573, 2.3313959054215765, -3.720390568885478]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000005_RGB.png,"[472.7364501953125, 551.6035766601562, 0.5574983358383179]","[457.07806396484375, 565.4828491210938, 0.6097542643547058]","[457.7276916503906, 534.3174438476562, 0.5099986791610718]","[464.37481689453125, 587.9087524414062, 0.722598671913147]","[467.60943603515625, 516.8706665039062, 0.7175636291503906]","[544.2379760742188, 623.7504272460938, 0.7434542179107666]","[548.526611328125, 479.0751037597656, 0.7772946357727051]","[699.61865234375, 652.7224731445312, 0.7369756102561951]","[690.3400268554688, 455.1348876953125, 0.7096514105796814]","[823.3992919921875, 687.6293334960938, 0.6557431817054749]","[804.5321044921875, 428.13580322265625, 0.6876839399337769]","[816.8713989257812, 607.7953491210938, 0.6594642400741577]","[814.5639038085938, 494.1558837890625, 0.711916446685791]","[840.6054077148438, 667.3560180664062, 0.018272465094923973]","[835.3348388671875, 444.7009582519531, 0.033918384462594986]","[847.2122192382812, 682.3596801757812, 0.044562239199876785]","[836.910888671875, 428.203369140625, 0.08360980451107025]","[0.9048298381953798, 0.12662491909678636, 0.08101422912602013]","[4.386873293728178, 2.3261172623781614, -3.682007334819748]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000006_RGB.png,"[472.4494323730469, 551.5443115234375, 0.5599478483200073]","[456.8599548339844, 565.5089111328125, 0.5960999727249146]","[457.57476806640625, 534.6417236328125, 0.4745919406414032]","[464.4855041503906, 587.7479248046875, 0.7224763631820679]","[467.44677734375, 516.9947509765625, 0.7118309736251831]","[543.5692749023438, 623.837890625, 0.736327588558197]","[547.6856689453125, 479.0285949707031, 0.762181282043457]","[698.2718505859375, 651.8212280273438, 0.7628519535064697]","[689.5870361328125, 455.23565673828125, 0.7145079970359802]","[822.6755981445312, 687.08642578125, 0.6756946444511414]","[804.2409057617188, 428.78485107421875, 0.6859289407730103]","[816.43798828125, 606.5560913085938, 0.6555776000022888]","[814.5733032226562, 492.95684814453125, 0.7182181477546692]","[840.4828491210938, 666.397705078125, 0.01949363946914673]","[835.0511474609375, 445.6053466796875, 0.03548537194728851]","[846.7578735351562, 682.1078491210938, 0.044500771909952164]","[836.310302734375, 428.8302917480469, 0.08766837418079376]","[0.8372821961933695, 0.13973811034288447, 0.06112416386961169]","[4.426934289176046, 2.3374334971499002, -3.669827968728017]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000007_RGB.png,"[472.3370361328125, 551.306884765625, 0.5675376057624817]","[456.7311096191406, 565.364990234375, 0.6000145077705383]","[457.5155944824219, 534.3472900390625, 0.482918918132782]","[464.4486083984375, 587.84765625, 0.7142207622528076]","[467.3929138183594, 516.9656372070312, 0.7111020684242249]","[544.02734375, 624.4864501953125, 0.7501407265663147]","[548.77587890625, 478.6716003417969, 0.7708945870399475]","[698.0137329101562, 651.8358154296875, 0.7658924460411072]","[689.2638549804688, 455.25, 0.7254312634468079]","[823.0563354492188, 687.8368530273438, 0.6798418164253235]","[804.3259887695312, 428.8219299316406, 0.6899234056472778]","[816.39794921875, 607.2240600585938, 0.6666984558105469]","[813.953857421875, 492.774658203125, 0.7253942489624023]","[838.363037109375, 666.0464477539062, 0.022102737799286842]","[834.010986328125, 445.6941223144531, 0.04498237743973732]","[845.8709716796875, 682.2562255859375, 0.05444657802581787]","[835.7982177734375, 429.0203552246094, 0.10129040479660034]","[0.7446912310161303, 0.182714812411659, 0.06718216405372256]","[4.385495071885092, 2.3443061609924265, -3.5816257120040453]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000008_RGB.png,"[472.7219543457031, 551.5076904296875, 0.5545706748962402]","[457.0589599609375, 565.4739990234375, 0.6065284609794617]","[457.8692626953125, 534.4873657226562, 0.4805014729499817]","[464.415283203125, 587.88037109375, 0.7169328331947327]","[467.64581298828125, 516.932861328125, 0.7078593969345093]","[543.7710571289062, 623.5219116210938, 0.7326748371124268]","[547.7844848632812, 479.0588684082031, 0.7658936977386475]","[698.1285400390625, 651.133056640625, 0.7622389793395996]","[689.377685546875, 455.3691711425781, 0.7239599227905273]","[823.046630859375, 687.1389770507812, 0.6681403517723083]","[804.0658569335938, 428.31024169921875, 0.6898398399353027]","[816.0791015625, 606.6337280273438, 0.6578744649887085]","[813.8093872070312, 492.96697998046875, 0.7202710509300232]","[839.4691772460938, 666.323974609375, 0.02049051597714424]","[834.057373046875, 444.8470458984375, 0.042231567203998566]","[846.4822998046875, 681.8179931640625, 0.048429038375616074]","[835.5849609375, 428.5398254394531, 0.09747225791215897]","[0.6880612057948203, 0.1968669145327202, 0.0673455125730491]","[4.403754947153373, 2.354636674170568, -3.580002776799145]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/base_2_ID13/RGB/000009_RGB.png,"[473.6833801269531, 550.9037475585938, 0.5066192746162415]","[457.2960510253906, 565.5252075195312, 0.6145564317703247]","[458.276611328125, 534.4209594726562, 0.49751853942871094]","[464.53057861328125, 587.9431762695312, 0.7100838422775269]","[467.8559265136719, 516.875, 0.7040971517562866]","[543.5982666015625, 625.0941162109375, 0.751465380191803]","[547.6758422851562, 478.70977783203125, 0.7655982375144958]","[696.88330078125, 651.0635375976562, 0.7813130617141724]","[689.7733154296875, 455.35882568359375, 0.7279644012451172]","[823.0067749023438, 687.7855834960938, 0.6782681941986084]","[804.8916015625, 428.38653564453125, 0.6880058646202087]","[817.4819946289062, 607.8258666992188, 0.6625520586967468]","[814.7932739257812, 493.14215087890625, 0.7169404625892639]","[839.5458984375, 665.5217895507812, 0.019935473799705505]","[834.3199462890625, 444.6566467285156, 0.041574977338314056]","[846.7012939453125, 681.9215087890625, 0.04741423577070236]","[836.2809448242188, 428.2894287109375, 0.09200534969568253]","[0.7068252816469149, 0.21173995257884343, 0.07725269860642651]","[4.4130216326073075, 2.3727438964048253, -3.558723622346604]"
