,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000000_RGB.png,"[479.4053955078125, 548.9000854492188, 0.702337384223938]","[468.25323486328125, 563.2198486328125, 0.6799095273017883]","[468.653076171875, 533.8438110351562, 0.6255799531936646]","[480.5703125, 580.9800415039062, 0.7693929076194763]","[481.6875, 512.343994140625, 0.7246888279914856]","[563.4845581054688, 611.0216064453125, 0.7405692338943481]","[565.6737060546875, 473.1163635253906, 0.5896745324134827]","[656.7662963867188, 644.9207153320312, 0.5075218677520752]","[662.509765625, 442.2440490722656, 0.5099078416824341]","[745.822021484375, 671.2030029296875, 0.296653687953949]","[729.3544921875, 427.60565185546875, 0.3993054926395416]","[739.40673828125, 592.731201171875, 0.5383918881416321]","[744.5089721679688, 498.1357116699219, 0.5469257235527039]","[815.8253173828125, 671.0018920898438, 0.17051862180233002]","[826.7265014648438, 423.05914306640625, 0.1671837419271469]","[812.3743896484375, 678.3990478515625, 0.20717772841453552]","[822.4976196289062, 429.308837890625, 0.13496045768260956]","[-1.1917285704568934, 1.1118514438275635, 1.7611223102204874]","[4.153209887163233, -13.464401589357005, 1.1133063634687612]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000001_RGB.png,"[479.8479309082031, 548.7367553710938, 0.7011446356773376]","[468.3868408203125, 563.0628662109375, 0.6812966465950012]","[468.6748352050781, 533.7462158203125, 0.6287288069725037]","[480.71142578125, 580.8704833984375, 0.7705942392349243]","[481.7559814453125, 512.1661987304688, 0.7217597961425781]","[562.9166259765625, 611.1116333007812, 0.7459890246391296]","[565.0618286132812, 472.91339111328125, 0.5795362591743469]","[655.7255249023438, 644.7166748046875, 0.5234279036521912]","[661.6387939453125, 442.5226745605469, 0.5110331773757935]","[742.3986206054688, 666.5606689453125, 0.44232186675071716]","[727.2830200195312, 427.8459167480469, 0.41118124127388]","[740.8543701171875, 592.4774780273438, 0.5669763684272766]","[746.0353393554688, 497.94085693359375, 0.5766562819480896]","[816.0420532226562, 670.1763916015625, 0.1741252988576889]","[828.3179931640625, 422.6965026855469, 0.1786869466304779]","[811.8751220703125, 677.53564453125, 0.212929368019104]","[822.2171630859375, 429.4599304199219, 0.1248137429356575]","[-1.3358189081671943, 1.24307875716305, 1.4671600934953895]","[4.220403905154305, -13.498680456418557, 1.1133072513614868]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000002_RGB.png,"[479.8133239746094, 549.0318603515625, 0.7040493488311768]","[468.3832702636719, 563.3441772460938, 0.6848665475845337]","[468.68658447265625, 533.88330078125, 0.6244412064552307]","[480.74102783203125, 581.1388549804688, 0.7673200964927673]","[481.68426513671875, 512.427978515625, 0.7262843251228333]","[563.0366821289062, 611.1068725585938, 0.7449625134468079]","[565.2109985351562, 472.9485778808594, 0.5882179141044617]","[655.05810546875, 643.7822875976562, 0.5409175753593445]","[662.0133666992188, 442.53045654296875, 0.5094462633132935]","[743.3731689453125, 670.8178100585938, 0.29173293709754944]","[728.481201171875, 428.0601806640625, 0.4038151204586029]","[739.8893432617188, 592.92236328125, 0.5536531209945679]","[745.2512817382812, 498.6372985839844, 0.566901683807373]","[817.246337890625, 671.3213500976562, 0.184706911444664]","[828.4577026367188, 422.8756408691406, 0.18013717234134674]","[813.90478515625, 675.0651245117188, 0.19031882286071777]","[823.299072265625, 432.8709716796875, 0.11963504552841187]","[-1.3812189550388878, 1.2637563601107866, 1.2806862334460294]","[3.31891181280752, -13.047572051278026, 1.3425556637784888]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000003_RGB.png,"[479.6498107910156, 548.6561889648438, 0.7023464441299438]","[468.3409423828125, 562.8828125, 0.673234224319458]","[468.5697326660156, 533.62158203125, 0.628750205039978]","[480.7361145019531, 580.845703125, 0.7668403387069702]","[481.85382080078125, 512.2183227539062, 0.7229095101356506]","[563.3064575195312, 611.0179443359375, 0.7344136238098145]","[565.4336547851562, 472.8807678222656, 0.5857300758361816]","[654.6951904296875, 644.3853759765625, 0.542647659778595]","[663.147216796875, 442.203857421875, 0.49736377596855164]","[741.9771728515625, 667.0809326171875, 0.4452872574329376]","[730.0502319335938, 427.8330078125, 0.4153374433517456]","[739.72021484375, 591.8190307617188, 0.544252872467041]","[745.7606201171875, 497.70452880859375, 0.5712960362434387]","[815.6114501953125, 670.7002563476562, 0.19171112775802612]","[827.9481201171875, 423.63897705078125, 0.17435990273952484]","[813.217041015625, 675.3894653320312, 0.19818273186683655]","[823.1958618164062, 429.51416015625, 0.13327886164188385]","[-1.3982581698267518, 1.4047816717631034, 0.7410882246498455]","[2.8625416524312315, -12.834379102366835, 1.454687964680515]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000004_RGB.png,"[479.9340515136719, 549.0401000976562, 0.704007089138031]","[468.2470703125, 563.2182006835938, 0.6843664050102234]","[468.5733947753906, 533.7589721679688, 0.6348232626914978]","[480.3434143066406, 581.0769653320312, 0.779228150844574]","[481.7062683105469, 512.1142578125, 0.7182556986808777]","[562.5923461914062, 611.052978515625, 0.7447736263275146]","[565.0585327148438, 472.5959167480469, 0.5790863633155823]","[653.7921142578125, 643.3202514648438, 0.5505250692367554]","[661.622314453125, 442.53887939453125, 0.514944314956665]","[743.8861083984375, 671.012939453125, 0.28814345598220825]","[726.575439453125, 428.3466491699219, 0.41879838705062866]","[739.9260864257812, 591.4487915039062, 0.5584798455238342]","[745.4662475585938, 497.8204650878906, 0.5760936737060547]","[816.4696044921875, 670.4970703125, 0.181669682264328]","[827.838134765625, 423.2106018066406, 0.18118731677532196]","[811.68310546875, 678.0879516601562, 0.21615871787071228]","[823.5845947265625, 433.4805908203125, 0.12699075043201447]","[-1.365360484995985, 1.5473825651128945, 0.17867597030192864]","[2.280303331601922, -12.574919457370934, 1.6320965014087827]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000005_RGB.png,"[478.8489990234375, 547.6326904296875, 0.700070858001709]","[467.67742919921875, 562.3073120117188, 0.7053502202033997]","[467.4455261230469, 532.6788330078125, 0.6913906335830688]","[481.1020202636719, 581.1248779296875, 0.7752671837806702]","[481.43359375, 511.35064697265625, 0.7037851214408875]","[562.7049560546875, 611.0657348632812, 0.7534949779510498]","[564.2752075195312, 471.9571228027344, 0.5525839328765869]","[655.4620971679688, 644.6180419921875, 0.5538924336433411]","[662.7010498046875, 441.9408874511719, 0.5194417834281921]","[743.185546875, 667.2488403320312, 0.45099177956581116]","[728.0655517578125, 428.4927978515625, 0.4322255551815033]","[740.3367309570312, 592.759521484375, 0.5824735760688782]","[744.8568725585938, 498.1353454589844, 0.5721955299377441]","[816.7066650390625, 671.56689453125, 0.18748225271701813]","[827.471435546875, 423.2203369140625, 0.19065061211585999]","[813.6215209960938, 675.076904296875, 0.19235791265964508]","[823.23583984375, 429.2763977050781, 0.1386997252702713]","[-1.3050894212844628, 1.690007204166876, -0.5598945481903439]","[2.567757655417383, -12.718539524953583, 1.5915470184060427]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000006_RGB.png,"[478.6555480957031, 546.7525634765625, 0.6741675734519958]","[467.537353515625, 561.3211059570312, 0.6929042339324951]","[467.350830078125, 532.4302368164062, 0.6875158548355103]","[480.5775146484375, 580.77783203125, 0.7798816561698914]","[481.28741455078125, 511.3979187011719, 0.6975433230400085]","[563.172607421875, 611.0564575195312, 0.7428064346313477]","[564.6287231445312, 472.17633056640625, 0.5538933873176575]","[655.9346313476562, 645.1497802734375, 0.5658224821090698]","[660.9762573242188, 443.0179138183594, 0.5241098403930664]","[741.8978271484375, 666.306396484375, 0.4559595286846161]","[725.8387451171875, 428.6979064941406, 0.4195435047149658]","[739.50927734375, 591.3875122070312, 0.5482290983200073]","[744.5957641601562, 497.279541015625, 0.5594106316566467]","[814.2088623046875, 670.18408203125, 0.1806185096502304]","[825.8189086914062, 422.9601135253906, 0.17834311723709106]","[812.094970703125, 674.7821655273438, 0.19070802628993988]","[821.3876953125, 434.3958435058594, 0.11396736651659012]","[-1.29577826065279, 1.7705051647818448, -1.6698831974409662]","[2.6781005005996046, -12.775708961354146, 1.5822617775563659]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000007_RGB.png,"[479.6626892089844, 543.386962890625, 0.5987282991409302]","[467.6130065917969, 559.00390625, 0.623154878616333]","[467.2860107421875, 529.6437377929688, 0.6959206461906433]","[481.0834045410156, 580.5021362304688, 0.7742046117782593]","[481.1092224121094, 510.14422607421875, 0.6636963486671448]","[562.4544677734375, 611.0044555664062, 0.71844482421875]","[564.7612915039062, 471.9791564941406, 0.5595352649688721]","[653.7979736328125, 643.6001586914062, 0.6087433099746704]","[661.9156494140625, 442.0799255371094, 0.5149925947189331]","[742.6739501953125, 666.8746948242188, 0.4542190730571747]","[725.5011596679688, 428.4549255371094, 0.41191890835762024]","[738.6685791015625, 591.2825927734375, 0.5333879590034485]","[743.4581298828125, 496.81512451171875, 0.5463904142379761]","[785.02587890625, 661.0297241210938, 0.09096639603376389]","[826.5249633789062, 423.2266845703125, 0.20073190331459045]","[811.8500366210938, 673.8378295898438, 0.19142301380634308]","[822.7334594726562, 433.6703186035156, 0.13839168846607208]","[-1.5238815804960755, 2.0626982079256098, -3.3562905848661133]","[2.617880861509614, -12.834796850484029, 1.6343073063557385]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000008_RGB.png,"[479.94000244140625, 542.20556640625, 0.5402323007583618]","[467.6361389160156, 558.2893676757812, 0.6018427610397339]","[466.9718322753906, 528.6826782226562, 0.6778672337532043]","[481.09820556640625, 580.3228149414062, 0.768702507019043]","[480.2473449707031, 509.47625732421875, 0.6348462700843811]","[562.4313354492188, 610.994140625, 0.7077110409736633]","[565.0057373046875, 471.9455871582031, 0.550922691822052]","[654.672607421875, 644.5941772460938, 0.5775572657585144]","[663.1137084960938, 442.2450866699219, 0.5062142014503479]","[744.3764038085938, 671.4220581054688, 0.3145564794540405]","[729.6860961914062, 428.15069580078125, 0.42668449878692627]","[738.7344360351562, 591.9481811523438, 0.5436325073242188]","[744.9957275390625, 496.0339660644531, 0.5638768672943115]","[816.6263427734375, 669.2412109375, 0.1933492124080658]","[828.8287353515625, 422.926025390625, 0.19967618584632874]","[812.7910766601562, 674.7222290039062, 0.1932985484600067]","[823.683837890625, 434.1163330078125, 0.13847312331199646]","[-1.5228107138085847, 2.1932048651415608, -4.17356435696688]","[2.566519885143108, -12.84314052832023, 1.6659821261430343]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/base_2_ID10/RGB/000009_RGB.png,"[479.66912841796875, 541.3899536132812, 0.4997844696044922]","[467.3754577636719, 557.5601806640625, 0.5498073697090149]","[466.48504638671875, 528.0687866210938, 0.6740357875823975]","[481.2929382324219, 579.6024780273438, 0.7608059048652649]","[479.8237609863281, 509.3887939453125, 0.6268825531005859]","[561.6085205078125, 610.9996337890625, 0.7083459496498108]","[563.876953125, 471.4660949707031, 0.5343120098114014]","[653.995361328125, 644.7069702148438, 0.5505788326263428]","[661.6448364257812, 441.89154052734375, 0.5065416097640991]","[743.0901489257812, 671.3005981445312, 0.32276102900505066]","[729.863037109375, 427.9223937988281, 0.4278043210506439]","[738.4360961914062, 592.9992065429688, 0.5486465692520142]","[744.1419677734375, 496.9144592285156, 0.5553455352783203]","[817.7725830078125, 668.8712768554688, 0.17909681797027588]","[829.00341796875, 421.74664306640625, 0.2019001841545105]","[811.58984375, 677.0858764648438, 0.22329935431480408]","[823.4611206054688, 433.26934814453125, 0.12893661856651306]","[-1.4127186853995244, 2.411259760497546, -5.31418997097173]","[2.712456318384996, -12.628792257734839, 1.5896106721748129]"
