,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000000_RGB.png,"[496.9382629394531, 552.656494140625, 0.6417697668075562]","[482.02618408203125, 567.88525390625, 0.7031840682029724]","[485.91455078125, 537.4090576171875, 0.5551779270172119]","[493.63165283203125, 588.6953125, 0.6168943643569946]","[498.39385986328125, 518.7166748046875, 0.6068181395530701]","[578.35595703125, 631.4359130859375, 0.867895245552063]","[584.2055053710938, 478.5746154785156, 0.8125197291374207]","[686.7097778320312, 671.3167724609375, 0.4959332346916199]","[687.7936401367188, 439.9065856933594, 0.5776325464248657]","[750.9859619140625, 650.5017700195312, 0.32132360339164734]","[743.7373046875, 445.458251953125, 0.5761023163795471]","[787.892333984375, 598.7413330078125, 0.614428699016571]","[789.7886962890625, 493.2336120605469, 0.6447298526763916]","[835.7743530273438, 672.3001098632812, 0.10733626037836075]","[836.0164794921875, 428.3646240234375, 0.11037614941596985]","[794.801513671875, 643.7910766601562, 0.04596328362822533]","[809.77392578125, 448.2648010253906, 0.05134141445159912]","[-11.056250682923086, -0.8973916040746626, 0.38569053077234483]","[0.9272133488193652, -17.844610907526295, 0.17509095122218782]"
1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000001_RGB.png,"[497.7822265625, 552.8049926757812, 0.6546304821968079]","[482.60406494140625, 568.0814819335938, 0.6774698495864868]","[486.53253173828125, 537.4207153320312, 0.5574573278427124]","[493.9800720214844, 588.7616577148438, 0.6413323879241943]","[499.1046142578125, 518.5736694335938, 0.6156736612319946]","[578.4754028320312, 632.3255615234375, 0.8697460889816284]","[583.8727416992188, 478.4986267089844, 0.8091949224472046]","[685.1075439453125, 670.846435546875, 0.5393872857093811]","[688.38671875, 439.7413330078125, 0.5900292992591858]","[749.0453491210938, 650.88330078125, 0.3267577588558197]","[744.2742309570312, 445.8631591796875, 0.6019799113273621]","[786.8507080078125, 598.6790161132812, 0.6264574527740479]","[788.3357543945312, 492.1704406738281, 0.6387613415718079]","[835.1585693359375, 670.5283203125, 0.10726295411586761]","[835.8384399414062, 428.5601806640625, 0.11332432925701141]","[794.07373046875, 643.5557250976562, 0.04886138439178467]","[809.5635375976562, 448.789306640625, 0.05912986025214195]","[-10.959659324683416, -0.8256310683493475, 0.3985645564242486]","[0.9458495004120477, -17.83125417010244, 0.17623208129471074]"
2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000002_RGB.png,"[497.7445983886719, 552.6622314453125, 0.6473695635795593]","[482.6849365234375, 568.0591430664062, 0.6762614250183105]","[486.4234619140625, 537.4321899414062, 0.5526663064956665]","[493.9692077636719, 588.7581176757812, 0.6296555995941162]","[498.5513916015625, 518.5057373046875, 0.6191511154174805]","[578.205078125, 631.1138305664062, 0.8610358238220215]","[583.9403686523438, 478.49542236328125, 0.8125114440917969]","[685.2127075195312, 671.1692504882812, 0.5038200616836548]","[688.0636596679688, 440.1460266113281, 0.6015186905860901]","[748.5961303710938, 650.2510375976562, 0.3118189871311188]","[743.9490966796875, 446.0303955078125, 0.5752012133598328]","[786.2210083007812, 598.4010620117188, 0.6239774227142334]","[787.9640502929688, 493.2087707519531, 0.6368517875671387]","[834.5770874023438, 670.14404296875, 0.12519343197345734]","[834.1609497070312, 429.6796875, 0.11262436956167221]","[794.1822509765625, 642.9638061523438, 0.050719134509563446]","[809.8092651367188, 449.4654235839844, 0.06343062967061996]","[-10.97598551288711, -0.783895923529044, 0.38298154701213116]","[0.8919404615254147, -17.855450364117946, 0.1956719641447802]"
3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000003_RGB.png,"[497.643798828125, 552.277099609375, 0.659918487071991]","[482.2960205078125, 567.8104858398438, 0.6873717308044434]","[486.141357421875, 536.6918334960938, 0.5881112813949585]","[494.0119934082031, 588.7261352539062, 0.6379178762435913]","[498.8062438964844, 518.4307861328125, 0.646663248538971]","[577.8871459960938, 632.4862670898438, 0.8698123693466187]","[584.10498046875, 477.7820739746094, 0.8066824674606323]","[686.4649047851562, 672.0591430664062, 0.5307613611221313]","[688.889892578125, 439.3778991699219, 0.61310875415802]","[750.6629028320312, 649.3153076171875, 0.32365915179252625]","[743.884765625, 445.55914306640625, 0.6086419820785522]","[789.6121215820312, 599.2724609375, 0.6039952039718628]","[790.1721801757812, 492.1757507324219, 0.6429266929626465]","[835.0820922851562, 671.7866821289062, 0.10499878972768784]","[834.6076049804688, 428.97723388671875, 0.1124131977558136]","[794.349853515625, 642.7719116210938, 0.05327775329351425]","[809.3931274414062, 449.1304931640625, 0.06760840117931366]","[-10.960856367126597, -0.7925028525842551, 0.3592769616173376]","[0.8581378906108763, -17.884393590671927, 0.20823579048165025]"
4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000004_RGB.png,"[498.196044921875, 552.3120727539062, 0.6571484208106995]","[482.9861145019531, 567.9503173828125, 0.6727948188781738]","[486.4192199707031, 537.169189453125, 0.5693711638450623]","[494.1673583984375, 588.666015625, 0.6436017155647278]","[498.4017028808594, 518.437255859375, 0.6370240449905396]","[578.21142578125, 631.4834594726562, 0.8684977889060974]","[584.0916137695312, 477.76837158203125, 0.803635835647583]","[684.3643188476562, 670.27294921875, 0.5096951127052307]","[687.5744018554688, 439.7844543457031, 0.6026557087898254]","[750.6473999023438, 649.88037109375, 0.31348440051078796]","[744.5118408203125, 446.1788024902344, 0.6051421761512756]","[786.4459228515625, 598.3790283203125, 0.6263117790222168]","[787.7149047851562, 492.97100830078125, 0.6432112455368042]","[835.4977416992188, 670.3930053710938, 0.10678280144929886]","[835.2783203125, 428.7404479980469, 0.1161489188671112]","[794.1195068359375, 643.0211181640625, 0.051731985062360764]","[809.4856567382812, 449.4090270996094, 0.061753977090120316]","[-10.727316631501491, -0.8557875857995879, 0.3157985182538308]","[0.8496129167144367, -17.886451661144523, 0.2109844459607939]"
5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000005_RGB.png,"[498.5361022949219, 552.6343383789062, 0.6746329665184021]","[482.90277099609375, 568.0941162109375, 0.6858120560646057]","[486.5995178222656, 537.1180419921875, 0.5633455514907837]","[494.0014953613281, 588.643310546875, 0.6445080637931824]","[498.5000305175781, 518.5672607421875, 0.6464434862136841]","[577.9302978515625, 632.425537109375, 0.8699582815170288]","[583.9910888671875, 477.3704833984375, 0.7826958298683167]","[687.5736694335938, 671.5764770507812, 0.5384487509727478]","[687.0728759765625, 439.82183837890625, 0.599406898021698]","[753.8274536132812, 648.7999877929688, 0.32268160581588745]","[743.69970703125, 445.5077209472656, 0.6120736002922058]","[788.7337646484375, 597.567138671875, 0.6166400909423828]","[789.446044921875, 491.2560729980469, 0.6313796043395996]","[835.7640380859375, 672.355224609375, 0.10056037455797195]","[835.1218872070312, 428.6974792480469, 0.10144182294607162]","[795.2296142578125, 642.8662109375, 0.04906225949525833]","[809.1237182617188, 448.9305419921875, 0.0636274591088295]","[-10.468757078157937, -0.8156190790642066, 0.3551019755484503]","[0.8883503491877163, -17.871222857582634, 0.19758650295979505]"
6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000006_RGB.png,"[498.284423828125, 551.6423950195312, 0.6796987056732178]","[482.6443176269531, 567.20849609375, 0.7073078155517578]","[486.4798278808594, 536.4478149414062, 0.5890951156616211]","[493.61602783203125, 588.47705078125, 0.6399698257446289]","[498.72161865234375, 518.3134765625, 0.650243878364563]","[578.707763671875, 632.49755859375, 0.8663175106048584]","[583.9824829101562, 477.995361328125, 0.8101767897605896]","[686.3739013671875, 671.406005859375, 0.5302143692970276]","[688.0858154296875, 439.515869140625, 0.6096465587615967]","[750.9354248046875, 649.60302734375, 0.3155694901943207]","[744.5015869140625, 446.4679260253906, 0.6078293323516846]","[787.31494140625, 598.9541625976562, 0.6135277152061462]","[788.4578247070312, 492.785888671875, 0.6409962773323059]","[836.7345581054688, 677.5630493164062, 0.128816157579422]","[834.9829711914062, 429.3484802246094, 0.1166507825255394]","[793.9645385742188, 642.7481689453125, 0.05393197759985924]","[810.2442016601562, 450.7174072265625, 0.0640968531370163]","[-10.213460778032138, -0.7847186714103423, 0.37411123791814554]","[0.9403834465354746, -17.85611361264538, 0.17418937372783794]"
7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000007_RGB.png,"[497.6082763671875, 551.7033081054688, 0.6711041927337646]","[482.1406555175781, 567.3425903320312, 0.7363708019256592]","[485.937255859375, 536.4835205078125, 0.5963863730430603]","[493.7072448730469, 588.59765625, 0.6438866853713989]","[498.9230651855469, 518.3436279296875, 0.6628244519233704]","[578.8919067382812, 633.3507690429688, 0.8672047257423401]","[584.3861083984375, 476.57537841796875, 0.7934648990631104]","[687.2509765625, 671.8499755859375, 0.5106225609779358]","[687.6453247070312, 439.16046142578125, 0.6087949872016907]","[750.011962890625, 650.62109375, 0.34211811423301697]","[743.4036865234375, 446.5003967285156, 0.6156322360038757]","[787.362548828125, 596.7402954101562, 0.6270490884780884]","[789.066162109375, 492.13433837890625, 0.6351541876792908]","[837.2604370117188, 678.1301879882812, 0.13683153688907623]","[836.34326171875, 428.7508850097656, 0.10512015968561172]","[794.0093994140625, 643.44140625, 0.05630471184849739]","[809.6926879882812, 451.3668212890625, 0.07523562759160995]","[-9.769574627310167, -0.8042115794933643, 0.3491338753651951]","[0.9355340732064988, -17.847136485247066, 0.17408271867499675]"
8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000008_RGB.png,"[497.8796081542969, 551.7033081054688, 0.681444525718689]","[482.3489685058594, 567.27880859375, 0.7406058311462402]","[486.1070251464844, 536.3895263671875, 0.5952348113059998]","[493.4610595703125, 588.6426391601562, 0.6238381266593933]","[498.4336242675781, 518.480712890625, 0.6715143918991089]","[579.7380981445312, 633.4652709960938, 0.8663427829742432]","[584.4124755859375, 477.13360595703125, 0.7951110601425171]","[687.8282470703125, 672.4901123046875, 0.5017385482788086]","[687.6870727539062, 439.11163330078125, 0.6159574389457703]","[749.6134643554688, 649.8631591796875, 0.3155229091644287]","[744.65380859375, 446.0097351074219, 0.6050171852111816]","[788.94482421875, 597.705322265625, 0.6076080203056335]","[790.60986328125, 492.191650390625, 0.628272294998169]","[835.15869140625, 670.9752197265625, 0.10488158464431763]","[836.9471435546875, 428.6756286621094, 0.10507789254188538]","[793.9028930664062, 643.0364379882812, 0.05561361834406853]","[810.3408813476562, 450.97857666015625, 0.07004339247941971]","[-9.443228137310657, -0.8298379548421932, 0.3263501980131465]","[1.322862267373354, -17.606780496955196, -0.32167190126318834]"
9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/18/base_2_ID18/RGB/000009_RGB.png,"[497.9482727050781, 553.3450927734375, 0.6679579019546509]","[482.8844909667969, 568.7962036132812, 0.6959388256072998]","[485.302978515625, 538.3153076171875, 0.47189995646476746]","[493.95111083984375, 589.6377563476562, 0.6011096239089966]","[498.1187744140625, 518.3624877929688, 0.6621566414833069]","[582.444091796875, 633.3692626953125, 0.870745062828064]","[585.3565673828125, 477.1702575683594, 0.8118385672569275]","[689.8412475585938, 673.1780395507812, 0.41691383719444275]","[689.1297607421875, 439.08050537109375, 0.5973731279373169]","[754.3685913085938, 649.16845703125, 0.32840052247047424]","[744.3517456054688, 446.3116760253906, 0.5594188570976257]","[789.7216186523438, 597.5914306640625, 0.5696666836738586]","[791.4074096679688, 492.8360595703125, 0.6253928542137146]","[833.9861450195312, 671.8601684570312, 0.0831846371293068]","[834.2703857421875, 429.0400695800781, 0.09253152459859848]","[795.6115112304688, 643.2957153320312, 0.05238882079720497]","[811.2244873046875, 450.9125061035156, 0.04762149602174759]","[-8.31195480389671, -0.9113414834025161, 0.363422653266512]","[1.3141943098537288, -17.564846313754675, -0.290400380646092]"
