,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000000_RGB.png,"[621.1864624023438, 541.8685302734375, 0.5118622183799744]","[603.8431396484375, 559.1461181640625, 0.5414144992828369]","[609.4530639648438, 526.9951782226562, 0.5068470239639282]","[591.364501953125, 581.8421630859375, 0.4665296673774719]","[595.1228637695312, 505.43511962890625, 0.33566489815711975]","[633.7327880859375, 611.6356811523438, 0.7398894429206848]","[638.9298706054688, 471.2798156738281, 0.673345685005188]","[745.3314819335938, 626.539306640625, 0.5647867321968079]","[741.4535522460938, 458.4496765136719, 0.41606926918029785]","[827.1249389648438, 615.5803833007812, 0.29465681314468384]","[813.363037109375, 463.18988037109375, 0.30819806456565857]","[749.3580322265625, 592.3033447265625, 0.5264276266098022]","[747.9437866210938, 511.5589294433594, 0.5563625693321228]","[818.7134399414062, 599.4420166015625, 0.3043172359466553]","[822.0910034179688, 479.6414794921875, 0.3957515358924866]","[851.4616088867188, 598.8777465820312, 0.1496955156326294]","[846.0387573242188, 477.42779541015625, 0.184418722987175]","[33.27775029069503, -2.149299017861426, -1.6185516805023876]","[-1.7120922306332509, 14.822138453279301, -0.6687025207997738]"
1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000001_RGB.png,"[627.9683837890625, 544.309814453125, 0.49548304080963135]","[609.3067626953125, 563.630859375, 0.46217021346092224]","[613.7208862304688, 529.7877197265625, 0.5300500988960266]","[595.1887817382812, 585.3812866210938, 0.5783111453056335]","[601.7156982421875, 504.6296691894531, 0.39262962341308594]","[635.71923828125, 612.8568725585938, 0.763874888420105]","[639.865966796875, 469.85467529296875, 0.6527277827262878]","[751.009521484375, 627.064208984375, 0.5788601040840149]","[740.318359375, 459.5233459472656, 0.3940979242324829]","[829.0618286132812, 611.8606567382812, 0.2799670696258545]","[813.412109375, 464.59075927734375, 0.3363906741142273]","[743.3453369140625, 594.82763671875, 0.4832341969013214]","[742.3331298828125, 512.5916137695312, 0.46522456407546997]","[818.904296875, 596.7569580078125, 0.3282356262207031]","[823.190673828125, 479.39373779296875, 0.40913107991218567]","[854.3986206054688, 596.2535400390625, 0.14663930237293243]","[847.3114624023438, 477.97210693359375, 0.16962361335754395]","[34.16012516322557, -2.138034040834153, -1.7550844852843333]","[-1.6690876090174027, 17.182319068520016, -0.23628113152115376]"
2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000002_RGB.png,"[633.545654296875, 541.603759765625, 0.5051343441009521]","[616.2017211914062, 560.3903198242188, 0.5306192636489868]","[620.6513061523438, 527.174560546875, 0.5242205262184143]","[599.7700805664062, 584.0828857421875, 0.6903638243675232]","[603.87548828125, 504.2633056640625, 0.4011060297489166]","[639.731201171875, 614.5969848632812, 0.5794533491134644]","[636.51171875, 470.3315734863281, 0.49707189202308655]","[751.8851318359375, 627.051025390625, 0.5500525832176208]","[740.3538818359375, 457.7025451660156, 0.36264076828956604]","[829.275390625, 612.464111328125, 0.3273887038230896]","[814.42431640625, 464.7578430175781, 0.29968026280403137]","[751.1209106445312, 593.7499389648438, 0.5358205437660217]","[749.19677734375, 508.8471984863281, 0.5137265920639038]","[820.6390380859375, 596.408935546875, 0.32145172357559204]","[824.4937744140625, 482.0122375488281, 0.3993707001209259]","[852.7688598632812, 584.8120727539062, 0.14221851527690887]","[849.4744873046875, 479.8216247558594, 0.16801200807094574]","[35.854702870332986, -2.078943856102908, -1.9110106407967458]","[-1.2669281774013708, 18.689243222337506, -0.125913500958589]"
3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000003_RGB.png,"[637.2247314453125, 542.2077026367188, 0.4705994129180908]","[619.3746337890625, 559.0675659179688, 0.4821586012840271]","[625.3532104492188, 527.5355834960938, 0.5147697329521179]","[601.657470703125, 581.2666625976562, 0.5906291007995605]","[607.5631713867188, 505.0711364746094, 0.38232845067977905]","[637.9850463867188, 614.7914428710938, 0.5318778157234192]","[638.3551025390625, 471.4216613769531, 0.5781526565551758]","[747.77587890625, 629.898193359375, 0.6122611165046692]","[736.240966796875, 457.7834777832031, 0.3590203821659088]","[829.1600341796875, 617.042724609375, 0.3020024001598358]","[816.632080078125, 465.3414306640625, 0.36477985978126526]","[750.5477905273438, 595.4647827148438, 0.5664404034614563]","[751.8013916015625, 513.8571166992188, 0.5892481207847595]","[827.3347778320312, 594.0284423828125, 0.32503703236579895]","[825.2147827148438, 484.05914306640625, 0.430019348859787]","[854.627197265625, 598.4424438476562, 0.1479579657316208]","[849.2910766601562, 479.6928405761719, 0.17867332696914673]","[36.96970464581327, -1.9808999275687094, -1.992497047467259]","[-1.1368132486837113, 19.790566132273312, 0.09866310440495703]"
4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000004_RGB.png,"[646.3995361328125, 543.4213256835938, 0.4211553633213043]","[626.3735961914062, 562.226318359375, 0.4584445655345917]","[631.184326171875, 529.7437133789062, 0.46664634346961975]","[606.6124267578125, 581.6277465820312, 0.4161377251148224]","[611.6810302734375, 506.30401611328125, 0.30431827902793884]","[642.8179931640625, 615.7704467773438, 0.6479933857917786]","[643.7594604492188, 469.04058837890625, 0.5880240201950073]","[742.1854248046875, 628.406982421875, 0.5306403040885925]","[735.0469360351562, 453.6756896972656, 0.355275958776474]","[830.63671875, 616.9710083007812, 0.3280722200870514]","[813.852294921875, 464.7232666015625, 0.2728522717952728]","[749.8259887695312, 593.2783813476562, 0.542151689529419]","[750.5585327148438, 507.5615539550781, 0.513643741607666]","[817.9996337890625, 600.7680053710938, 0.3553707003593445]","[823.977783203125, 483.15032958984375, 0.4741409718990326]","[852.8612670898438, 599.2675170898438, 0.1849023401737213]","[848.0885009765625, 480.9609375, 0.23323658108711243]","[38.17317068310856, -1.9305916191592398, -2.0580257812160925]","[-2.681340094329915, 20.81139207944924, 0.3248736724707984]"
5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000005_RGB.png,"[646.7732543945312, 545.4606323242188, 0.41065728664398193]","[626.9164428710938, 563.2183837890625, 0.476868212223053]","[631.6031494140625, 531.7473754882812, 0.51073157787323]","[608.9337158203125, 581.5529174804688, 0.47523605823516846]","[613.504150390625, 506.6258850097656, 0.3340892195701599]","[644.6286010742188, 614.3887329101562, 0.6644576191902161]","[644.0593872070312, 470.33917236328125, 0.5797536373138428]","[750.5247192382812, 631.6128540039062, 0.530166745185852]","[737.8128662109375, 454.275390625, 0.4296194911003113]","[828.0753173828125, 619.3529663085938, 0.3438733220100403]","[814.8346557617188, 468.7901306152344, 0.31439870595932007]","[747.0778198242188, 593.0415649414062, 0.5168243646621704]","[748.7835083007812, 510.7546081542969, 0.5345817804336548]","[815.81298828125, 601.3086547851562, 0.38240891695022583]","[819.0457153320312, 484.3255920410156, 0.4788065552711487]","[851.8115844726562, 599.1777954101562, 0.21074919402599335]","[846.5078125, 483.0890197753906, 0.26115500926971436]","[39.093634176826356, -1.847672444515487, -2.1342155453517186]","[-1.8214800714226378, 21.76001690102713, 0.5538206685585758]"
6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000006_RGB.png,"[656.0001220703125, 543.0382690429688, 0.4404672682285309]","[635.8536376953125, 560.0892944335938, 0.4596802890300751]","[643.147705078125, 528.7232055664062, 0.46785104274749756]","[615.3605346679688, 580.3570556640625, 0.5981156229972839]","[619.7947998046875, 505.1531066894531, 0.38682064414024353]","[645.2750244140625, 613.2498168945312, 0.6855485439300537]","[645.888916015625, 469.7049255371094, 0.5692675113677979]","[751.4473266601562, 633.0134887695312, 0.50119948387146]","[742.5460205078125, 452.8381042480469, 0.4001678228378296]","[827.3287353515625, 620.7223510742188, 0.3537443280220032]","[818.051513671875, 466.8809814453125, 0.3028998374938965]","[752.0927734375, 590.3997192382812, 0.5144416689872742]","[755.3626708984375, 509.1214904785156, 0.5438010096549988]","[817.9842529296875, 602.6871948242188, 0.39854538440704346]","[820.3674926757812, 482.88677978515625, 0.4805287718772888]","[852.6278686523438, 599.9168090820312, 0.23383115231990814]","[848.7568969726562, 481.0263366699219, 0.2541090250015259]","[40.45531019431847, -1.6351957088261269, -2.2909766205667648]","[-0.8984791856377923, 23.984182322128508, 0.41582554770921054]"
7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000007_RGB.png,"[667.5732421875, 542.8344116210938, 0.3886604607105255]","[644.4652099609375, 559.909912109375, 0.38438084721565247]","[652.033935546875, 528.1939697265625, 0.3689274787902832]","[620.365966796875, 579.9391479492188, 0.34858033061027527]","[626.4749755859375, 507.05731201171875, 0.35001954436302185]","[647.9503784179688, 611.479248046875, 0.6895686984062195]","[653.0336303710938, 468.3467102050781, 0.5850056409835815]","[746.2142944335938, 634.47900390625, 0.4591129422187805]","[737.8422241210938, 451.47454833984375, 0.3563750982284546]","[830.1801147460938, 620.984375, 0.3973642885684967]","[815.4039916992188, 463.5347900390625, 0.2256108671426773]","[752.3816528320312, 592.6883544921875, 0.5086817145347595]","[755.3486328125, 508.3153381347656, 0.52427738904953]","[823.1131591796875, 601.9677734375, 0.3905758559703827]","[822.3357543945312, 480.2705993652344, 0.35356250405311584]","[851.3009643554688, 602.5498657226562, 0.23493513464927673]","[848.6309814453125, 478.8099670410156, 0.2195623219013214]","[41.83433109088927, -1.5906291443823841, -2.4272313228571933]","[-0.709963976915903, 24.629578750139096, 0.31731253305015034]"
8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000008_RGB.png,"[669.1453857421875, 543.0098266601562, 0.3992825150489807]","[647.0729370117188, 560.1448364257812, 0.43744799494743347]","[654.9174194335938, 527.4513549804688, 0.44463834166526794]","[623.8558349609375, 579.2084350585938, 0.44811922311782837]","[629.11865234375, 507.42437744140625, 0.37425464391708374]","[651.6871948242188, 611.1922607421875, 0.7044126987457275]","[655.3760375976562, 467.82830810546875, 0.5909108519554138]","[755.2705688476562, 634.3269653320312, 0.4962543249130249]","[741.9644775390625, 450.0813903808594, 0.41672733426094055]","[831.0028076171875, 620.060791015625, 0.39204680919647217]","[815.1943359375, 461.52374267578125, 0.23094438016414642]","[754.5974731445312, 590.82763671875, 0.48700210452079773]","[756.9456176757812, 505.82965087890625, 0.46877965331077576]","[816.8079833984375, 607.7569580078125, 0.381750226020813]","[820.3671875, 479.67987060546875, 0.33827123045921326]","[850.7435302734375, 601.6721801757812, 0.23430731892585754]","[847.4334106445312, 478.03265380859375, 0.22345079481601715]","[42.22248795411847, -1.558093243223672, -2.5111494443860365]","[-0.7760260123273347, 25.014331792171674, 0.22660995844753684]"
9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000009_RGB.png,"[676.0239868164062, 544.9796142578125, 0.44704264402389526]","[654.496826171875, 561.2722778320312, 0.3178342580795288]","[661.7290649414062, 530.2247924804688, 0.37763139605522156]","[632.4403076171875, 580.0941772460938, 0.5837129354476929]","[637.3255004882812, 505.5174865722656, 0.34006068110466003]","[651.9093627929688, 611.3629150390625, 0.6903442144393921]","[654.5633544921875, 468.3371276855469, 0.6161965131759644]","[747.9135131835938, 636.2800903320312, 0.49029383063316345]","[743.611572265625, 448.29498291015625, 0.4642639458179474]","[827.370361328125, 618.6520385742188, 0.37872228026390076]","[818.838623046875, 462.0777587890625, 0.3161698579788208]","[764.0590209960938, 586.7158813476562, 0.4649237394332886]","[767.8385009765625, 502.3724060058594, 0.49536681175231934]","[805.3638916015625, 610.2070922851562, 0.24050548672676086]","[818.890380859375, 482.2539978027344, 0.3765166997909546]","[844.9874877929688, 606.2239990234375, 0.2995767295360565]","[844.6284790039062, 479.9324035644531, 0.30359047651290894]","[43.258458437370166, -1.4379363845904438, -2.6194994988774916]","[-0.8813976881385714, 26.008729587382852, 0.05371079281168695]"
10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000010_RGB.png,"[681.9186401367188, 545.3894653320312, 0.38849663734436035]","[659.6163940429688, 562.6761474609375, 0.4500277042388916]","[665.9282836914062, 530.2936401367188, 0.40813717246055603]","[637.2680053710938, 581.866455078125, 0.5499500632286072]","[641.1353149414062, 504.7571105957031, 0.33513718843460083]","[653.7531127929688, 613.7080688476562, 0.5073426365852356]","[656.5425415039062, 467.3479309082031, 0.6271310448646545]","[748.7327270507812, 638.3298950195312, 0.4919094443321228]","[747.1664428710938, 447.57830810546875, 0.4832364022731781]","[827.7088012695312, 619.5096435546875, 0.3893895149230957]","[817.1577758789062, 462.40771484375, 0.24821878969669342]","[761.1848754882812, 586.4281005859375, 0.39468860626220703]","[760.280029296875, 498.25189208984375, 0.4353368878364563]","[813.3123168945312, 607.9762573242188, 0.3385072350502014]","[821.7764282226562, 480.4796447753906, 0.4080449938774109]","[845.4988403320312, 606.2115478515625, 0.2997538149356842]","[846.3944702148438, 479.31585693359375, 0.2826290428638458]","[43.43707448236326, -1.45200884473455, -2.62971630749104]","[-0.8377246984031054, 26.526972197005097, -0.1039580297713308]"
11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000011_RGB.png,"[690.216796875, 546.5062255859375, 0.47388750314712524]","[668.0330810546875, 564.8624877929688, 0.5480560064315796]","[673.9418334960938, 532.3370971679688, 0.35112494230270386]","[643.0252075195312, 583.3203735351562, 0.5057641863822937]","[648.5697021484375, 506.3227233886719, 0.34377774596214294]","[656.4996337890625, 611.7921142578125, 0.571437418460846]","[658.169677734375, 467.02081298828125, 0.5936452150344849]","[750.9712524414062, 637.4612426757812, 0.5318693518638611]","[745.73681640625, 445.57470703125, 0.4935702085494995]","[826.3253173828125, 616.1266479492188, 0.3682050108909607]","[815.1898803710938, 461.4071350097656, 0.24907153844833374]","[764.5338745117188, 584.69482421875, 0.41564249992370605]","[760.892333984375, 493.7584228515625, 0.40132543444633484]","[812.1063232421875, 610.1537475585938, 0.3005930185317993]","[821.6508178710938, 476.0447692871094, 0.34435853362083435]","[844.3104248046875, 606.1292114257812, 0.30715256929397583]","[844.6236572265625, 476.2680358886719, 0.28359103202819824]","[44.46882628841778, -1.35059483336776, -2.539083522368762]","[-0.48635357421495, 28.993729849915578, -0.46241611236918834]"
12,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000012_RGB.png,"[691.92822265625, 544.7823486328125, 0.4695872366428375]","[670.0534057617188, 563.6453857421875, 0.49777084589004517]","[675.7438354492188, 530.828369140625, 0.3686789870262146]","[647.7344360351562, 583.6398315429688, 0.583102285861969]","[652.425048828125, 505.0542297363281, 0.3317510783672333]","[660.3301391601562, 610.6806030273438, 0.6060330867767334]","[662.3387451171875, 469.0533142089844, 0.610282301902771]","[751.1669921875, 638.660888671875, 0.49939459562301636]","[750.4624633789062, 444.3923645019531, 0.4706573486328125]","[826.1353759765625, 615.78955078125, 0.34693437814712524]","[816.9256591796875, 462.9595031738281, 0.25593864917755127]","[765.8670043945312, 586.2771606445312, 0.42126917839050293]","[768.1517944335938, 496.70489501953125, 0.46307623386383057]","[815.0310668945312, 609.1883544921875, 0.34276652336120605]","[822.4888916015625, 477.4717712402344, 0.3292648494243622]","[845.1488647460938, 604.660400390625, 0.27551138401031494]","[845.9598388671875, 477.28741455078125, 0.2706230878829956]","[45.03123136346819, -1.2016417079946544, -2.5471706481668384]","[-0.430712500446205, 29.980902009108547, -0.7438722397864441]"
13,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000013_RGB.png,"[693.1834106445312, 546.1624755859375, 0.4645099937915802]","[670.360107421875, 563.3003540039062, 0.331107497215271]","[677.552734375, 531.866455078125, 0.38496068120002747]","[648.4608764648438, 583.4111328125, 0.5883426666259766]","[653.5243530273438, 505.308349609375, 0.33352184295654297]","[659.9407348632812, 609.8391723632812, 0.6050921678543091]","[663.8721923828125, 468.8069152832031, 0.6197060346603394]","[749.0667114257812, 638.5994262695312, 0.5121557712554932]","[749.2367553710938, 442.99884033203125, 0.47193199396133423]","[827.381103515625, 616.71044921875, 0.3877030611038208]","[816.241943359375, 461.8774719238281, 0.2491738200187683]","[767.6126708984375, 583.0271606445312, 0.39735913276672363]","[770.0712890625, 495.28680419921875, 0.47277843952178955]","[817.2410278320312, 602.08203125, 0.2749990224838257]","[822.6409912109375, 470.1477966308594, 0.3269849419593811]","[846.2483520507812, 605.0506591796875, 0.26179760694503784]","[845.7835693359375, 475.13189697265625, 0.2628890573978424]","[45.43396102216205, -1.0554797220886543, -2.5503354829514446]","[-0.23540290654657536, 31.854779832843594, -1.214440822488321]"
14,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/base_2_ID21/RGB/000014_RGB.png,"[702.4934692382812, 548.7826538085938, 0.41154944896698]","[678.0182495117188, 565.5106201171875, 0.5393702983856201]","[686.0025024414062, 532.3221435546875, 0.43809232115745544]","[652.7677612304688, 582.807861328125, 0.5575736165046692]","[657.7907104492188, 506.663330078125, 0.3753359317779541]","[659.9506225585938, 610.9902954101562, 0.6574471592903137]","[663.4647827148438, 470.09136962890625, 0.5787131786346436]","[746.9202270507812, 636.2954711914062, 0.49431657791137695]","[748.24462890625, 442.5318603515625, 0.5100629329681396]","[826.4172973632812, 614.6134033203125, 0.34812864661216736]","[817.47607421875, 462.9713134765625, 0.2934803366661072]","[772.3043823242188, 583.7510986328125, 0.4013599157333374]","[774.46923828125, 496.35455322265625, 0.44434478878974915]","[818.82763671875, 600.9368286132812, 0.29599204659461975]","[822.9832763671875, 469.77728271484375, 0.30664578080177307]","[847.677734375, 603.0926513671875, 0.23590001463890076]","[847.28515625, 474.6334533691406, 0.23676472902297974]","[45.78640174849348, -1.0324416307166027, -2.5726687198958147]","[-0.4090254493925275, 32.32259592681217, -1.2365332900738983]"
