,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000000_RGB.png,"[454.8409729003906, 550.3600463867188, 0.44715070724487305]","[443.9033203125, 564.9057006835938, 0.7188127040863037]","[443.8855285644531, 536.51416015625, 0.6258021593093872]","[459.51312255859375, 584.844482421875, 0.7249984741210938]","[460.40399169921875, 517.3067626953125, 0.7264416217803955]","[540.1854248046875, 628.5447387695312, 0.807081401348114]","[543.5621948242188, 471.3435974121094, 0.6207538843154907]","[656.34521484375, 656.1106567382812, 0.7202515006065369]","[651.4376220703125, 431.9205322265625, 0.4883432686328888]","[733.9517822265625, 651.062255859375, 0.5493922829627991]","[725.7947998046875, 442.24658203125, 0.5728204250335693]","[738.9136962890625, 603.181396484375, 0.6943264007568359]","[746.6470947265625, 499.8023376464844, 0.677560567855835]","[823.2607421875, 668.4281616210938, 0.44558390974998474]","[832.7697143554688, 425.59246826171875, 0.29339510202407837]","[799.680419921875, 650.9468994140625, 0.2940237522125244]","[810.1468505859375, 454.4910583496094, 0.1698756068944931]","[-0.10635499278334871, 0.78689212098674, -0.1324988676492341]","[0.3382979615969522, -11.967368530065746, 1.4337262768291847]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000001_RGB.png,"[454.6211853027344, 550.2416381835938, 0.44431349635124207]","[443.5626525878906, 564.9330444335938, 0.7096958756446838]","[443.551025390625, 536.5601806640625, 0.6162904500961304]","[459.6399841308594, 584.9263305664062, 0.7214933633804321]","[459.9622497558594, 517.260498046875, 0.7115534543991089]","[539.468994140625, 627.8755493164062, 0.7837396264076233]","[540.344970703125, 469.4036560058594, 0.7314789891242981]","[648.8148193359375, 656.0885009765625, 0.6606371402740479]","[651.3008422851562, 432.187744140625, 0.49510225653648376]","[731.890380859375, 651.956787109375, 0.5527439713478088]","[725.7452392578125, 442.7563171386719, 0.5633507370948792]","[736.374755859375, 601.737060546875, 0.6871675848960876]","[742.9479370117188, 502.5553283691406, 0.6636337041854858]","[822.3343505859375, 668.0855102539062, 0.4436151683330536]","[832.0975952148438, 425.6750793457031, 0.31853723526000977]","[817.4024658203125, 656.03662109375, 0.2412288337945938]","[789.0343627929688, 450.7477722167969, 0.27466723322868347]","[-0.0028489987175791373, 0.6858280433776728, -0.04372520917194465]","[0.34331715490593256, -12.020582688977258, 1.377968444512745]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000002_RGB.png,"[455.0531005859375, 550.3330078125, 0.4699840247631073]","[443.81158447265625, 565.0213012695312, 0.7156978845596313]","[443.75067138671875, 536.4362182617188, 0.6227477788925171]","[459.189697265625, 584.7850952148438, 0.7133497595787048]","[460.05792236328125, 517.211181640625, 0.7083821296691895]","[539.6934814453125, 628.4781494140625, 0.8035179376602173]","[540.0833129882812, 469.3960266113281, 0.7452516555786133]","[651.1787109375, 656.2782592773438, 0.7047070264816284]","[651.87890625, 432.06890869140625, 0.4958432614803314]","[736.1002807617188, 651.4164428710938, 0.538808286190033]","[726.512939453125, 442.6569519042969, 0.5762128233909607]","[737.113037109375, 603.0012817382812, 0.6700901389122009]","[745.629150390625, 499.7896423339844, 0.6707741618156433]","[822.5713500976562, 668.2760009765625, 0.46763432025909424]","[832.0405883789062, 425.8723449707031, 0.31327494978904724]","[817.623779296875, 656.474853515625, 0.24476180970668793]","[810.0486450195312, 454.29962158203125, 0.17100514471530914]","[0.02761954945280475, 0.6382855751135307, 0.0005565292691949145]","[0.36282186795897575, -12.027977661998559, 1.3674602586787568]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000003_RGB.png,"[454.65130615234375, 550.3553466796875, 0.45616212487220764]","[443.72406005859375, 565.0028686523438, 0.7065860033035278]","[443.8526611328125, 536.3839721679688, 0.6239124536514282]","[459.8480224609375, 585.0286254882812, 0.7308188676834106]","[460.75579833984375, 517.2350463867188, 0.7210730314254761]","[539.7102661132812, 628.005859375, 0.7903545498847961]","[540.0307006835938, 469.042236328125, 0.7420936822891235]","[651.6023559570312, 657.109619140625, 0.6796989440917969]","[652.6538696289062, 432.3509216308594, 0.48511695861816406]","[734.8622436523438, 652.160888671875, 0.4894530475139618]","[727.7649536132812, 442.7044982910156, 0.5853851437568665]","[738.8229370117188, 603.5094604492188, 0.696826159954071]","[746.9515380859375, 500.0500793457031, 0.6778219938278198]","[824.563232421875, 672.3045654296875, 0.36806997656822205]","[833.355224609375, 425.6147155761719, 0.3017234206199646]","[818.6229248046875, 656.1041259765625, 0.24064986407756805]","[818.3932495117188, 453.3184814453125, 0.13347333669662476]","[0.04264186507546209, 0.6028446406104685, 0.035773722494903626]","[0.24878414930118925, -12.021833679811614, 1.4454389079252805]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000004_RGB.png,"[454.8738098144531, 550.6401977539062, 0.46941766142845154]","[443.8159484863281, 565.3873901367188, 0.7073332667350769]","[443.86090087890625, 536.6177978515625, 0.6187089085578918]","[460.2438659667969, 585.2117309570312, 0.7418429851531982]","[460.6890869140625, 517.2926025390625, 0.7274386882781982]","[538.743896484375, 628.0472412109375, 0.780173659324646]","[539.7112426757812, 469.13189697265625, 0.7649850249290466]","[649.353515625, 656.6636962890625, 0.6747308373451233]","[651.35205078125, 432.2740783691406, 0.4903824031352997]","[734.593994140625, 651.8239135742188, 0.49055448174476624]","[726.5030517578125, 442.3364562988281, 0.5709347724914551]","[737.8408203125, 603.2388916015625, 0.6899343132972717]","[746.2824096679688, 499.52410888671875, 0.6778948903083801]","[824.0488891601562, 672.2713623046875, 0.3810206651687622]","[833.9700927734375, 425.32562255859375, 0.297052800655365]","[817.463623046875, 655.4213256835938, 0.24128970503807068]","[809.9730224609375, 454.7452087402344, 0.17342707514762878]","[0.04637548527175772, 0.6329627565581746, 0.06179034023812611]","[0.32030534401642735, -12.041417061272103, 1.4006634865409597]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000005_RGB.png,"[454.4634094238281, 551.3458251953125, 0.5957104563713074]","[443.0157165527344, 565.0969848632812, 0.6920154690742493]","[443.2430114746094, 536.8408203125, 0.5930976867675781]","[459.9316711425781, 585.1785278320312, 0.731303870677948]","[460.0021057128906, 517.6107788085938, 0.7155438661575317]","[539.8164672851562, 628.5728149414062, 0.802271842956543]","[540.47216796875, 469.0320739746094, 0.7355704307556152]","[651.0703125, 657.248779296875, 0.6526768803596497]","[651.0444946289062, 432.1445007324219, 0.49873316287994385]","[734.7963256835938, 650.9888916015625, 0.5485787987709045]","[723.0968627929688, 441.86395263671875, 0.5631147623062134]","[737.3120727539062, 602.992919921875, 0.6793311238288879]","[745.3914184570312, 499.774169921875, 0.6720225811004639]","[823.791015625, 671.188720703125, 0.37133440375328064]","[833.6318359375, 425.41925048828125, 0.306170791387558]","[817.5936889648438, 655.8505249023438, 0.24838395416736603]","[788.9596557617188, 451.300048828125, 0.27365484833717346]","[0.06408913609806154, 0.6252499712862637, 0.03802200151553157]","[0.34383811964323435, -12.08478833719448, 1.3574933982374977]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000006_RGB.png,"[454.5638122558594, 550.6419067382812, 0.4468182325363159]","[443.5615539550781, 565.2017822265625, 0.6995783448219299]","[443.874267578125, 536.6959838867188, 0.6081390380859375]","[460.0928039550781, 585.3622436523438, 0.7332309484481812]","[460.6161804199219, 517.5193481445312, 0.7280577421188354]","[539.5887451171875, 629.1083984375, 0.8072029948234558]","[543.8825073242188, 471.4811096191406, 0.6279035806655884]","[656.505859375, 657.326171875, 0.6945469975471497]","[651.3245239257812, 431.8043212890625, 0.4812042713165283]","[733.396484375, 652.1245727539062, 0.5491448640823364]","[726.5005493164062, 442.05126953125, 0.5708677172660828]","[738.083984375, 603.8836669921875, 0.6914116144180298]","[746.1768798828125, 500.2192077636719, 0.6765546798706055]","[823.4692993164062, 668.3312377929688, 0.43476057052612305]","[833.67529296875, 425.1193542480469, 0.3016906678676605]","[811.8037719726562, 654.2218017578125, 0.2555592358112335]","[817.507568359375, 453.2342834472656, 0.13210181891918182]","[0.08883283164478985, 0.5890528352578142, -0.0230019724092456]","[0.4035023589264327, -12.080579057766771, 1.3238392230967704]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000007_RGB.png,"[454.5522766113281, 551.0574340820312, 0.4435640573501587]","[443.67041015625, 565.6450805664062, 0.6987360715866089]","[443.9325866699219, 537.1251220703125, 0.6027858257293701]","[460.4819641113281, 585.4837646484375, 0.7423861026763916]","[461.1108093261719, 517.615234375, 0.7377195954322815]","[539.7850952148438, 628.4476318359375, 0.7965572476387024]","[540.0072021484375, 469.381591796875, 0.7518337368965149]","[651.237060546875, 657.5201416015625, 0.666691780090332]","[652.2481689453125, 431.8834228515625, 0.48393216729164124]","[734.5230712890625, 651.4633178710938, 0.559514582157135]","[725.9192504882812, 442.3833312988281, 0.5681209564208984]","[739.1428833007812, 602.8702392578125, 0.6940776109695435]","[746.6289672851562, 499.5056457519531, 0.674171507358551]","[825.0714111328125, 672.1619262695312, 0.351479172706604]","[832.9334716796875, 425.4185485839844, 0.31580501794815063]","[818.3706665039062, 656.0687866210938, 0.24229076504707336]","[810.4114990234375, 454.2186279296875, 0.17400455474853516]","[0.10395318811308805, 0.5797904733465337, -0.03582965752905733]","[0.43891259752775097, -12.089271194901928, 1.3048940074139306]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000008_RGB.png,"[454.169677734375, 551.50830078125, 0.5994710922241211]","[442.740966796875, 565.36083984375, 0.6820695400238037]","[442.9928283691406, 536.949462890625, 0.5980947017669678]","[459.9915771484375, 585.551513671875, 0.7227858304977417]","[460.1611633300781, 517.8580322265625, 0.7183706164360046]","[539.2125244140625, 628.875, 0.7922005653381348]","[543.3428344726562, 471.629638671875, 0.6392548084259033]","[656.9112548828125, 656.9938354492188, 0.6980014443397522]","[650.0426635742188, 432.3281555175781, 0.5090867877006531]","[734.3897094726562, 651.183837890625, 0.551488995552063]","[723.4592895507812, 441.8094787597656, 0.5429505705833435]","[736.4096069335938, 602.430908203125, 0.6936508417129517]","[742.7417602539062, 502.250244140625, 0.6731309294700623]","[822.6322631835938, 668.5772705078125, 0.4632870554924011]","[832.7282104492188, 425.8227844238281, 0.30617010593414307]","[799.1981811523438, 651.9720458984375, 0.3131747543811798]","[809.4202270507812, 454.8721618652344, 0.1778629869222641]","[0.09011776283024893, 0.5876465554511534, -0.030054028630219977]","[0.48019102134210473, -12.135251645569491, 1.2202549865597532]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_1_ID09/RGB/000009_RGB.png,"[454.5982360839844, 551.164306640625, 0.5888205170631409]","[443.0728759765625, 565.2120361328125, 0.6925339698791504]","[443.43206787109375, 536.7731323242188, 0.6026148200035095]","[460.3092956542969, 585.5011596679688, 0.7319920659065247]","[460.5220947265625, 517.982421875, 0.7251932621002197]","[539.1466064453125, 628.8804931640625, 0.7943437099456787]","[543.1369018554688, 471.92401123046875, 0.6327676177024841]","[656.375, 656.8580322265625, 0.7094298601150513]","[649.46875, 432.2537841796875, 0.5081735849380493]","[735.3475952148438, 651.4179077148438, 0.5404033064842224]","[723.5604248046875, 442.2781066894531, 0.5568220615386963]","[737.318603515625, 603.5438842773438, 0.6756545901298523]","[743.5213623046875, 502.1974792480469, 0.6607049107551575]","[822.9099731445312, 668.5282592773438, 0.4546065032482147]","[833.1746215820312, 425.56243896484375, 0.3036181926727295]","[799.5955810546875, 651.8496704101562, 0.3156120181083679]","[789.43408203125, 451.0062255859375, 0.26639485359191895]","[0.13537980418353876, 0.5833037689452057, -0.04061372582598641]","[0.5334399915765035, -12.135550444528546, 1.2032708568304245]"
