,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000000_RGB.png,"[519.9780883789062, 547.3809204101562, 0.6328063607215881]","[503.0524597167969, 563.4508666992188, 0.6485914587974548]","[501.82904052734375, 533.5460815429688, 0.6570993661880493]","[509.1419677734375, 584.379150390625, 0.7187321782112122]","[503.85675048828125, 514.6022338867188, 0.5308824777603149]","[579.89404296875, 616.4258422851562, 0.8235834240913391]","[583.0025024414062, 474.940185546875, 0.7444716691970825]","[703.0590209960938, 636.2705688476562, 0.5510755777359009]","[702.302734375, 452.57098388671875, 0.7611497044563293]","[785.2593383789062, 567.9434814453125, 0.3383946120738983]","[791.1795654296875, 517.0225219726562, 0.3967078924179077]","[777.2275390625, 590.2874755859375, 0.4635295867919922]","[773.8158569335938, 487.9683837890625, 0.4241528809070587]","[833.9349365234375, 651.31884765625, 0.30835777521133423]","[840.7116088867188, 440.4414978027344, 0.24942687153816223]","[822.551513671875, 574.2000122070312, 0.061702337116003036]","[833.0177001953125, 474.6304931640625, 0.060945868492126465]","[-2.2909030207094188, -4.191826949791737, 0.9076423185213013]","[2.2314197243507965, -8.255026387911835, 0.22023366331174543]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000001_RGB.png,"[519.73828125, 547.6709594726562, 0.6315927505493164]","[502.80914306640625, 563.6926879882812, 0.6545923352241516]","[501.680419921875, 533.8131103515625, 0.6590936183929443]","[509.0764465332031, 584.4388427734375, 0.7226871252059937]","[504.0000305175781, 514.4931030273438, 0.535243034362793]","[580.3687744140625, 616.364013671875, 0.8202575445175171]","[583.1736450195312, 474.8576354980469, 0.7431268095970154]","[702.78125, 636.8441772460938, 0.5522519946098328]","[702.3663940429688, 452.2117614746094, 0.7543222904205322]","[783.8944702148438, 568.8580932617188, 0.34171533584594727]","[790.3980102539062, 517.0908813476562, 0.39045825600624084]","[776.6598510742188, 590.57470703125, 0.4714675843715668]","[773.3045654296875, 488.6064147949219, 0.4346782863140106]","[833.472900390625, 651.42041015625, 0.30606284737586975]","[840.9085693359375, 440.34161376953125, 0.22903601825237274]","[821.8536376953125, 574.7280883789062, 0.059366337954998016]","[832.8338012695312, 474.66693115234375, 0.05561656132340431]","[-2.286302971045242, -4.238244059134588, 0.8928504466304487]","[2.878167036616285, -8.483971108359023, 0.10520362874762215]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000002_RGB.png,"[519.6380615234375, 547.8986206054688, 0.6297390460968018]","[502.761474609375, 563.943115234375, 0.6634327173233032]","[501.52581787109375, 533.9402465820312, 0.6638838648796082]","[509.3489074707031, 584.39697265625, 0.7354519963264465]","[504.1108093261719, 514.480712890625, 0.5451678037643433]","[579.731201171875, 616.4367065429688, 0.8274542689323425]","[582.8330688476562, 474.7611389160156, 0.7489758133888245]","[702.7688598632812, 636.2748413085938, 0.5827506184577942]","[701.9232788085938, 452.03857421875, 0.7577121257781982]","[783.7117309570312, 568.9627685546875, 0.3616667687892914]","[790.0597534179688, 518.7296142578125, 0.4013456702232361]","[777.4793090820312, 591.4871215820312, 0.47441184520721436]","[773.8336181640625, 489.3567810058594, 0.45794054865837097]","[833.7639770507812, 650.9436645507812, 0.29135841131210327]","[840.2903442382812, 439.8180236816406, 0.24209675192832947]","[821.89111328125, 574.7518310546875, 0.06026125326752663]","[832.099365234375, 474.54119873046875, 0.05620584636926651]","[-2.337151974694239, -4.232089381152735, 0.9130281520919229]","[3.3876154878150015, -8.627476807417946, 0.05772950957267698]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000003_RGB.png,"[519.7471313476562, 547.7528076171875, 0.6315937638282776]","[502.69482421875, 563.7763671875, 0.6612194776535034]","[501.55352783203125, 533.8251342773438, 0.6617735028266907]","[509.1265869140625, 584.3484497070312, 0.7275024652481079]","[503.9922180175781, 514.4785766601562, 0.5302258729934692]","[580.2101440429688, 616.5172729492188, 0.8203528523445129]","[583.1077880859375, 474.698974609375, 0.74062180519104]","[703.1987915039062, 636.0746459960938, 0.5559598803520203]","[702.1771240234375, 452.5401916503906, 0.760712742805481]","[784.2761840820312, 568.6620483398438, 0.34291720390319824]","[790.6949462890625, 517.550048828125, 0.3986073434352875]","[777.3477783203125, 590.6263427734375, 0.4736245572566986]","[773.59521484375, 488.025634765625, 0.4405994415283203]","[833.84716796875, 651.602783203125, 0.29472318291664124]","[840.64013671875, 440.5356750488281, 0.24419718980789185]","[822.5274047851562, 574.4513549804688, 0.05677667632699013]","[832.7755126953125, 474.64111328125, 0.05890389531850815]","[-2.368892935007514, -4.251423917933065, 0.9276128303717777]","[3.509603526191584, -8.686684039516896, 0.05050792314289851]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000004_RGB.png,"[519.462890625, 548.0106811523438, 0.6325390338897705]","[502.56103515625, 563.9703369140625, 0.663022518157959]","[501.4972839355469, 534.1178588867188, 0.6610289812088013]","[509.1117858886719, 584.4091186523438, 0.7295795679092407]","[504.081298828125, 514.4069213867188, 0.5376915335655212]","[579.787841796875, 616.5006713867188, 0.8231467008590698]","[583.2968139648438, 474.512939453125, 0.748734712600708]","[702.7183227539062, 636.8727416992188, 0.5561231374740601]","[702.7395629882812, 452.2165832519531, 0.7570840716362]","[783.52783203125, 568.7805786132812, 0.3418424725532532]","[791.0300903320312, 517.279296875, 0.3980093002319336]","[776.7257690429688, 590.9405517578125, 0.47372686862945557]","[773.143798828125, 489.6620178222656, 0.4626137912273407]","[833.30517578125, 651.518310546875, 0.3138718903064728]","[840.4262084960938, 440.7705078125, 0.23147402703762054]","[821.3136596679688, 574.7359008789062, 0.06085007265210152]","[832.2032470703125, 474.90972900390625, 0.061406198889017105]","[-2.4004828589649887, -4.271378631000009, 0.9341379585476515]","[3.6663256540940727, -8.728436312805462, 0.03803738474103945]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000005_RGB.png,"[519.5723266601562, 547.9127807617188, 0.6297097206115723]","[502.6241455078125, 563.86962890625, 0.6597256064414978]","[501.6404724121094, 534.0237426757812, 0.6571270227432251]","[509.1302490234375, 584.278076171875, 0.7385732531547546]","[504.2659606933594, 514.4052734375, 0.5499539375305176]","[579.9277954101562, 616.1646728515625, 0.8227550983428955]","[583.3966674804688, 474.1431579589844, 0.7398479580879211]","[703.2586059570312, 635.9758911132812, 0.5581420660018921]","[702.2247924804688, 452.63177490234375, 0.7563478946685791]","[783.62451171875, 568.5233154296875, 0.3550470173358917]","[790.9839477539062, 517.3245849609375, 0.4013422727584839]","[775.8223266601562, 590.5767211914062, 0.4981535077095032]","[772.4956665039062, 489.2007141113281, 0.46746450662612915]","[834.15283203125, 651.2376098632812, 0.30252009630203247]","[840.6416625976562, 440.1824035644531, 0.25214827060699463]","[821.704345703125, 574.3076782226562, 0.058758173137903214]","[832.9705200195312, 474.57421875, 0.06042445823550224]","[-2.367917301590437, -4.266056772351748, 0.982135675834856]","[3.875844055461719, -8.771076739211782, 0.020525595516734964]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000006_RGB.png,"[519.5807495117188, 548.1648559570312, 0.640059232711792]","[502.6567077636719, 564.237060546875, 0.6658545732498169]","[501.4226379394531, 534.237548828125, 0.6623995900154114]","[509.18536376953125, 584.5464477539062, 0.7275995016098022]","[503.89178466796875, 514.5744018554688, 0.5292253494262695]","[579.9085693359375, 616.5515747070312, 0.8267655372619629]","[583.2373046875, 474.5696105957031, 0.7430588603019714]","[702.9747314453125, 636.0742797851562, 0.5604434013366699]","[702.1608276367188, 452.5351257324219, 0.7623529434204102]","[783.8163452148438, 568.6887817382812, 0.3568683862686157]","[790.9083862304688, 518.150146484375, 0.40565428137779236]","[777.404541015625, 590.5606079101562, 0.47787657380104065]","[773.8359985351562, 488.69830322265625, 0.44815492630004883]","[833.8621215820312, 650.7732543945312, 0.3032601773738861]","[840.3665771484375, 440.00115966796875, 0.24636609852313995]","[821.8881225585938, 574.3855590820312, 0.06153791770339012]","[832.3892822265625, 474.517822265625, 0.060654547065496445]","[-2.3001721207555113, -4.325606351245878, 0.9672794374716718]","[3.9205228386041395, -8.790828489548012, 0.022746982480747295]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000007_RGB.png,"[519.466064453125, 548.4605102539062, 0.6316971182823181]","[502.70819091796875, 564.4222412109375, 0.6584296822547913]","[501.6231384277344, 534.6572875976562, 0.6463826894760132]","[509.0714416503906, 584.6430053710938, 0.7319322824478149]","[504.19140625, 514.5687866210938, 0.5427834391593933]","[579.9948120117188, 616.0060424804688, 0.8222970962524414]","[583.5564575195312, 474.2111511230469, 0.7431350350379944]","[703.1602783203125, 636.4445190429688, 0.5594137907028198]","[701.7427978515625, 453.0010681152344, 0.7650777101516724]","[783.4805297851562, 568.95166015625, 0.34844088554382324]","[790.0858764648438, 517.5580444335938, 0.4033842384815216]","[778.967041015625, 590.7257690429688, 0.4455740749835968]","[774.86572265625, 488.973388671875, 0.4321398437023163]","[833.606201171875, 651.3836059570312, 0.29745981097221375]","[840.02197265625, 440.7657165527344, 0.23508970439434052]","[821.3588256835938, 574.716796875, 0.05798817053437233]","[831.9284057617188, 474.5969543457031, 0.05788526311516762]","[-2.2826369267183204, -4.3519290684225265, 1.0152852439402211]","[4.157458727368319, -8.858887013037283, 0.0042873844211878806]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000008_RGB.png,"[519.499755859375, 548.427734375, 0.6270791292190552]","[502.8082580566406, 564.53564453125, 0.6545518636703491]","[501.62164306640625, 534.6292114257812, 0.6527387499809265]","[509.3581237792969, 584.6348266601562, 0.7395378351211548]","[504.34759521484375, 514.5974731445312, 0.5511472821235657]","[579.9866943359375, 616.2552490234375, 0.8245276808738708]","[583.5794677734375, 474.3598937988281, 0.7441615462303162]","[702.8465576171875, 637.0370483398438, 0.5578440427780151]","[702.59765625, 452.23193359375, 0.7654845714569092]","[783.7734375, 568.703125, 0.3521716594696045]","[790.377197265625, 517.2596435546875, 0.39417216181755066]","[778.8349609375, 590.4599609375, 0.4564962387084961]","[774.7307739257812, 488.5835876464844, 0.4414556324481964]","[834.0528564453125, 651.101318359375, 0.2772762179374695]","[840.6704711914062, 440.2712097167969, 0.21978601813316345]","[822.0164184570312, 574.5128173828125, 0.052774250507354736]","[832.9050903320312, 474.8511962890625, 0.05615111067891121]","[-2.2213052151753736, -4.3491198684094385, 1.0499269571730552]","[3.837818426295457, -9.113686196254218, -0.3152001740280436]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/20/base_1_ID20/RGB/000009_RGB.png,"[519.4947509765625, 548.1091918945312, 0.6283942461013794]","[502.95965576171875, 564.0626220703125, 0.6540457606315613]","[501.7510070800781, 534.4892578125, 0.6510056853294373]","[509.66070556640625, 584.3525390625, 0.7510605454444885]","[504.5048522949219, 514.7544555664062, 0.5549275279045105]","[580.2938232421875, 615.7534790039062, 0.812260091304779]","[583.4484252929688, 474.5706481933594, 0.7482090592384338]","[702.42041015625, 636.796875, 0.5525069832801819]","[702.3253173828125, 452.704833984375, 0.7593199610710144]","[783.4004516601562, 569.0355224609375, 0.3450561463832855]","[789.8351440429688, 517.048583984375, 0.39434993267059326]","[776.968994140625, 590.7384033203125, 0.47665855288505554]","[773.28759765625, 489.4189147949219, 0.45977887511253357]","[833.77978515625, 651.5921630859375, 0.30488550662994385]","[840.8231811523438, 440.6349792480469, 0.23397980630397797]","[821.416015625, 575.1392211914062, 0.05688072741031647]","[832.6848754882812, 474.70086669921875, 0.059194136410951614]","[-2.181991741516588, -4.354259682716067, 1.0193890912860613]","[3.9167018880997095, -9.088930140990374, -0.26993453104670895]"
