,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000000_RGB.png,"[529.1046752929688, 574.921875, 0.3819035291671753]","[511.6015930175781, 587.0617065429688, 0.5525760054588318]","[512.1133422851562, 556.585205078125, 0.42048346996307373]","[518.3609008789062, 598.2283325195312, 0.4989579916000366]","[520.2369384765625, 525.0604858398438, 0.5549320578575134]","[579.5571899414062, 627.968505859375, 0.7846021056175232]","[576.9894409179688, 485.0754089355469, 0.720478892326355]","[694.3251953125, 650.9655151367188, 0.4895579218864441]","[696.8656005859375, 470.6336364746094, 0.709467887878418]","[799.1490478515625, 673.2379150390625, 0.2977961003780365]","[803.8871459960938, 514.772216796875, 0.2908763587474823]","[768.6633911132812, 596.3947143554688, 0.643464982509613]","[770.6505126953125, 504.6028747558594, 0.6051012277603149]","[815.9459228515625, 630.4440307617188, 0.19488975405693054]","[820.3408203125, 475.9429931640625, 0.38774383068084717]","[839.8558959960938, 590.7423095703125, 0.16754403710365295]","[839.7490844726562, 522.1213989257812, 0.13256944715976715]","[5.246318647083057, -2.153489346123281, 4.190303046584157]","[4.745887450199524, 3.2321164815189403, 2.5444882072417374]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000001_RGB.png,"[528.6194458007812, 576.5244750976562, 0.4417101740837097]","[512.416259765625, 588.1875610351562, 0.5238750576972961]","[512.3683471679688, 559.2361450195312, 0.4792357087135315]","[517.1063842773438, 598.29052734375, 0.500616192817688]","[518.933837890625, 526.5281982421875, 0.6321244835853577]","[580.0946655273438, 627.1107177734375, 0.7591327428817749]","[579.42138671875, 484.5826416015625, 0.7440633773803711]","[677.2322998046875, 647.0528564453125, 0.5354881286621094]","[694.834228515625, 468.4226989746094, 0.7081232666969299]","[769.1906127929688, 662.4000854492188, 0.4676094651222229]","[792.2958374023438, 508.2764587402344, 0.3029100000858307]","[765.078369140625, 596.20751953125, 0.648474395275116]","[766.3658447265625, 505.1011657714844, 0.607612133026123]","[820.1904296875, 656.5722045898438, 0.19792909920215607]","[820.1760864257812, 470.5261535644531, 0.4749033749103546]","[836.7129516601562, 591.5868530273438, 0.14602380990982056]","[838.190185546875, 516.3839111328125, 0.11198585480451584]","[6.925980365389103, -2.216881856728295, 4.902876354018428]","[4.786242533731001, 2.9325060525940456, 2.898105628591546]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000002_RGB.png,"[529.4312744140625, 576.8696899414062, 0.450742244720459]","[513.43359375, 588.074951171875, 0.5202709436416626]","[513.5272216796875, 559.6826782226562, 0.4838447570800781]","[517.616455078125, 598.6111450195312, 0.4967513382434845]","[519.8238525390625, 527.0488891601562, 0.6214831471443176]","[579.983154296875, 627.3453369140625, 0.7614138126373291]","[579.6143188476562, 485.5509338378906, 0.7284430861473083]","[679.0442504882812, 647.5158081054688, 0.562879741191864]","[694.566162109375, 470.7162780761719, 0.6547282934188843]","[769.9962158203125, 663.2371215820312, 0.4579366445541382]","[791.3873901367188, 508.56695556640625, 0.28871285915374756]","[762.806396484375, 600.4730224609375, 0.6566255688667297]","[764.6985473632812, 506.6213073730469, 0.541837215423584]","[818.010498046875, 651.3567504882812, 0.1858464628458023]","[818.2958984375, 471.264404296875, 0.44823601841926575]","[836.910888671875, 593.7579345703125, 0.16088688373565674]","[836.4750366210938, 512.1654663085938, 0.11540311574935913]","[6.835579847379663, -1.978799830907607, 4.655543279627596]","[4.911365049825479, 2.8921131624009364, 2.7683695157314707]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000003_RGB.png,"[527.6270141601562, 575.9019775390625, 0.40359386801719666]","[511.58953857421875, 586.506591796875, 0.5576938986778259]","[511.5253601074219, 558.6488037109375, 0.4460159242153168]","[516.9252319335938, 596.2977905273438, 0.47843441367149353]","[520.93115234375, 526.8716430664062, 0.58226078748703]","[579.0284423828125, 626.0988159179688, 0.6857380867004395]","[582.0800170898438, 485.62054443359375, 0.740130603313446]","[664.9940795898438, 642.9078369140625, 0.5196630954742432]","[699.2119750976562, 474.10247802734375, 0.6077178120613098]","[750.791259765625, 659.3388061523438, 0.45650604367256165]","[798.5013427734375, 511.5988464355469, 0.2212180495262146]","[757.7633056640625, 603.11474609375, 0.5851919651031494]","[762.60986328125, 507.5638732910156, 0.5233297348022461]","[810.2628173828125, 659.1036376953125, 0.26501476764678955]","[821.0963134765625, 474.6943359375, 0.4459943473339081]","[837.96240234375, 597.7713012695312, 0.13579455018043518]","[839.03857421875, 524.951904296875, 0.16560964286327362]","[5.718110334747043, -2.214506127122943, 3.886684196897042]","[4.8463282164781125, 2.6799622974449773, 2.449278545333927]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000004_RGB.png,"[527.2821655273438, 574.4295043945312, 0.34980663657188416]","[511.5303649902344, 585.1074829101562, 0.5582375526428223]","[511.11993408203125, 556.46142578125, 0.39523354172706604]","[516.310546875, 596.1442260742188, 0.48152080178260803]","[519.6527709960938, 525.5244750976562, 0.5740146636962891]","[579.199462890625, 626.3878784179688, 0.697954535484314]","[582.7734375, 485.861328125, 0.738639771938324]","[664.900146484375, 641.7346801757812, 0.6267597675323486]","[697.7860717773438, 473.9184265136719, 0.6135300993919373]","[751.25048828125, 657.3235473632812, 0.4136473536491394]","[792.1176147460938, 514.1329345703125, 0.2951016128063202]","[753.9627685546875, 602.2222290039062, 0.5597591400146484]","[759.3060913085938, 509.7787780761719, 0.4872435927391052]","[818.1781005859375, 657.3740844726562, 0.32257959246635437]","[818.7145385742188, 469.5277099609375, 0.4387192726135254]","[837.1268310546875, 597.8963012695312, 0.11872794479131699]","[838.4404296875, 523.7297973632812, 0.1482963114976883]","[5.11279068753486, -2.1015314224552513, 3.5560391386498775]","[4.448210819536963, 2.5184841003235463, 2.300489243339242]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000005_RGB.png,"[525.4222412109375, 574.9000244140625, 0.3403528034687042]","[510.2962341308594, 585.1640625, 0.5204587578773499]","[509.8083801269531, 557.9754028320312, 0.3962409794330597]","[517.0867919921875, 593.7380981445312, 0.4175015985965729]","[520.2347412109375, 525.674560546875, 0.5602293014526367]","[579.3070678710938, 626.4791259765625, 0.7115272283554077]","[582.1683959960938, 487.89117431640625, 0.6092807650566101]","[668.6810302734375, 642.957275390625, 0.6416537761688232]","[694.1708374023438, 472.2265625, 0.6293253898620605]","[756.916259765625, 656.9254150390625, 0.4661962389945984]","[787.1155395507812, 512.7738037109375, 0.29452404379844666]","[755.0780029296875, 602.5936889648438, 0.5472521781921387]","[759.1158447265625, 511.771240234375, 0.4868001639842987]","[817.0709838867188, 648.1934814453125, 0.33816972374916077]","[819.2175903320312, 476.88983154296875, 0.39158138632774353]","[835.2695922851562, 599.81201171875, 0.1209292858839035]","[835.9832763671875, 524.7239990234375, 0.1283484697341919]","[4.162221289781266, -1.7803140544039882, 2.4039398699956904]","[4.074248034415999, 2.2976521210832668, 2.21612540395596]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000006_RGB.png,"[521.4231567382812, 558.216552734375, 0.40151193737983704]","[510.7013244628906, 576.1534423828125, 0.48952391743659973]","[507.8775329589844, 546.1868286132812, 0.47440144419670105]","[517.6231689453125, 593.3185424804688, 0.4650092124938965]","[518.0180053710938, 525.2041625976562, 0.5000342726707458]","[580.6032104492188, 627.6372680664062, 0.7187822461128235]","[582.3350830078125, 489.2549743652344, 0.6607494950294495]","[669.48486328125, 646.617431640625, 0.6868569254875183]","[698.1092529296875, 472.6103210449219, 0.4197404682636261]","[756.36083984375, 650.2622680664062, 0.5222854018211365]","[782.3355102539062, 516.5401000976562, 0.39569807052612305]","[747.1823120117188, 598.6591796875, 0.580441415309906]","[750.43994140625, 510.7191467285156, 0.6104704141616821]","[802.1480712890625, 647.3289184570312, 0.40668949484825134]","[816.6303100585938, 475.90911865234375, 0.3527812659740448]","[828.0398559570312, 625.5315551757812, 0.16424629092216492]","[835.7105102539062, 526.15673828125, 0.16176220774650574]","[3.57268036202049, -1.847700766289325, 1.6453650070540569]","[2.9776124677509817, 1.7462326407751025, 2.374541730966231]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000007_RGB.png,"[520.3314208984375, 548.2000732421875, 0.4679242670536041]","[509.0660705566406, 567.9090576171875, 0.4624859690666199]","[507.9657287597656, 537.8062744140625, 0.3608437776565552]","[518.48779296875, 590.3408813476562, 0.40870609879493713]","[517.672607421875, 523.426025390625, 0.4508628249168396]","[581.5428466796875, 628.0829467773438, 0.7207058668136597]","[583.44091796875, 488.9278259277344, 0.6648901104927063]","[672.0748901367188, 642.44482421875, 0.5912607312202454]","[700.4608154296875, 474.3392639160156, 0.46056315302848816]","[753.6494140625, 644.5869750976562, 0.42949146032333374]","[778.77490234375, 514.2767944335938, 0.3985947370529175]","[755.4097900390625, 598.66552734375, 0.5035900473594666]","[757.8373413085938, 511.49432373046875, 0.5351252555847168]","[814.7942504882812, 633.1869506835938, 0.2928438186645508]","[818.2994384765625, 471.0933532714844, 0.42783933877944946]","[831.0277709960938, 609.78759765625, 0.16163387894630432]","[836.7732543945312, 526.3407592773438, 0.1340002715587616]","[3.1032675511050676, -2.6744143281125, 1.203921541694153]","[2.9768278154146666, 1.6339539361352466, 2.6111478467946747]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000008_RGB.png,"[526.4667358398438, 557.1253662109375, 0.3233719766139984]","[513.83935546875, 575.0337524414062, 0.47043338418006897]","[511.25848388671875, 542.1520385742188, 0.4893583059310913]","[520.1593627929688, 593.8031005859375, 0.48308777809143066]","[519.8712158203125, 522.2821044921875, 0.45511892437934875]","[581.9215087890625, 628.3543090820312, 0.7604461908340454]","[581.3323974609375, 487.852783203125, 0.5893822312355042]","[685.8031005859375, 643.0457763671875, 0.6068459153175354]","[697.258056640625, 473.0086669921875, 0.5939540863037109]","[761.2398681640625, 635.8237915039062, 0.4950816035270691]","[766.8093872070312, 509.2713928222656, 0.3822137117385864]","[753.5518798828125, 593.736328125, 0.5577520728111267]","[753.4306030273438, 509.26971435546875, 0.583437442779541]","[813.10693359375, 622.5282592773438, 0.317879855632782]","[810.5257568359375, 478.8352966308594, 0.4330788850784302]","[829.7090454101562, 605.8984375, 0.21318987011909485]","[824.2171020507812, 515.9111328125, 0.12912686169147491]","[2.801050787071507, -2.62987033761714, 1.164023867279266]","[1.8421912352668446, 0.732221480974824, 2.349510876019095]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/free_2_ID14/RGB/000009_RGB.png,"[523.637939453125, 558.8338623046875, 0.4557384252548218]","[512.3013305664062, 577.4830322265625, 0.5307942628860474]","[508.9128112792969, 546.4930419921875, 0.550437331199646]","[519.0684814453125, 593.9520263671875, 0.4520159363746643]","[519.533203125, 521.9526977539062, 0.46835723519325256]","[581.0728759765625, 626.4351196289062, 0.6988691091537476]","[578.2435302734375, 487.2345275878906, 0.6661425828933716]","[694.0189819335938, 640.8004760742188, 0.5636225938796997]","[695.3954467773438, 473.63201904296875, 0.5769784450531006]","[767.6100463867188, 628.0761108398438, 0.4365580976009369]","[765.0509033203125, 506.3459167480469, 0.28199949860572815]","[748.7987670898438, 594.2973022460938, 0.602229118347168]","[748.6583251953125, 511.365234375, 0.569334089756012]","[795.2202758789062, 611.3853759765625, 0.3728708028793335]","[800.6380615234375, 482.55615234375, 0.40887483954429626]","[829.5044555664062, 596.9396362304688, 0.24245549738407135]","[831.1177368164062, 495.038818359375, 0.12586627900600433]","[2.492538989761895, -2.477592719672717, 1.012876963569725]","[1.3874038072643937, 0.4305765752384564, 2.2216581896879624]"
