,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000000_RGB.png,"[487.94757080078125, 569.4132690429688, 0.41933080554008484]","[474.6072998046875, 573.473388671875, 0.523897111415863]","[473.5514831542969, 553.4810180664062, 0.569563627243042]","[483.6282043457031, 571.3372802734375, 0.5386266112327576]","[488.5715026855469, 524.0332641601562, 0.5199819803237915]","[550.2156982421875, 609.6465454101562, 0.500080406665802]","[575.491943359375, 480.0063171386719, 0.7374905347824097]","[551.2321166992188, 690.478515625, 0.7811533808708191]","[684.1657104492188, 446.5362243652344, 0.36405062675476074]","[450.2349548339844, 714.1390991210938, 0.7408407330513]","[700.120361328125, 463.0366516113281, 0.46644002199172974]","[787.6475219726562, 607.4127197265625, 0.7345625758171082]","[786.19677734375, 511.3109436035156, 0.6931972503662109]","[846.6248168945312, 628.7811889648438, 0.06327950954437256]","[845.8757934570312, 478.597412109375, 0.11879606544971466]","[838.1407470703125, 614.3456420898438, 0.049654409289360046]","[830.9918212890625, 494.1546936035156, 0.036060597747564316]","[-4.313706019923225, -2.69213503064763, 11.671682742163044]","[13.33846220916692, -3.2855938112854015, -5.609366884048107]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000001_RGB.png,"[491.297607421875, 565.2916870117188, 0.5177528262138367]","[476.9993896484375, 573.5280151367188, 0.5504986047744751]","[475.2637939453125, 550.43603515625, 0.6586204171180725]","[485.8371276855469, 574.8973388671875, 0.3724682629108429]","[488.1706848144531, 522.9801635742188, 0.532213032245636]","[549.8720092773438, 609.1056518554688, 0.5002680420875549]","[574.69677734375, 481.2639465332031, 0.7449945211410522]","[535.3748168945312, 691.7388305664062, 0.6385165452957153]","[680.3436279296875, 446.8792724609375, 0.37805891036987305]","[432.6455993652344, 707.58837890625, 0.7607593536376953]","[698.7680053710938, 460.97216796875, 0.4569118022918701]","[785.1427612304688, 606.4755859375, 0.7358468174934387]","[782.8843994140625, 511.4106750488281, 0.6972998380661011]","[847.911865234375, 628.8394775390625, 0.06387713551521301]","[847.9244384765625, 478.4165954589844, 0.13998569548130035]","[839.9668579101562, 613.6716918945312, 0.05267806723713875]","[834.2341918945312, 493.32427978515625, 0.036989472806453705]","[-4.509994067466437, -2.7851758731371197, 9.354574997156098]","[13.487288560557742, -3.1021475910817897, -5.55325095817937]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000002_RGB.png,"[490.7286071777344, 562.5209350585938, 0.4613381326198578]","[476.3412780761719, 571.6995239257812, 0.6018878221511841]","[474.80755615234375, 547.3108520507812, 0.6485999226570129]","[485.97906494140625, 577.3871459960938, 0.46601980924606323]","[488.52911376953125, 522.858642578125, 0.49835336208343506]","[548.3550415039062, 612.9873657226562, 0.6618977785110474]","[574.4349975585938, 481.5843505859375, 0.756626307964325]","[530.685546875, 695.6246337890625, 0.6901496648788452]","[680.3926391601562, 447.9754333496094, 0.3790214955806732]","[431.5038146972656, 706.4756469726562, 0.7902538776397705]","[696.4520263671875, 459.9062805175781, 0.48164916038513184]","[783.2523803710938, 606.4649658203125, 0.7239024639129639]","[782.1085815429688, 509.50238037109375, 0.6259656548500061]","[848.2179565429688, 628.4874267578125, 0.07826212793588638]","[847.80029296875, 478.5511474609375, 0.15829312801361084]","[838.7535400390625, 614.69287109375, 0.087983138859272]","[834.998046875, 495.2257385253906, 0.04862828925251961]","[-4.652120194074837, -3.4841807323457132, 8.41318615164212]","[13.566793113842497, -3.165702803456796, -5.587165824277361]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000003_RGB.png,"[488.5390625, 559.6219482421875, 0.600260317325592]","[476.2975769042969, 571.4937744140625, 0.6212557554244995]","[474.2554016113281, 545.9293212890625, 0.6300634741783142]","[488.07879638671875, 582.953369140625, 0.5209259390830994]","[488.2655029296875, 523.4296264648438, 0.46621832251548767]","[546.8577880859375, 611.9349975585938, 0.7077370285987854]","[573.2975463867188, 482.0674743652344, 0.7313570976257324]","[521.271728515625, 689.5739135742188, 0.6197921633720398]","[679.0869140625, 448.799560546875, 0.4900687038898468]","[417.2503662109375, 708.5659790039062, 0.7958852052688599]","[697.0050659179688, 460.22015380859375, 0.4890687167644501]","[782.3571166992188, 605.6685791015625, 0.7140063047409058]","[782.0613403320312, 508.9974060058594, 0.634578287601471]","[847.23876953125, 628.2503051757812, 0.08572034537792206]","[846.3516235351562, 478.7802734375, 0.15589651465415955]","[839.4210205078125, 613.989501953125, 0.061934810131788254]","[833.9755859375, 494.52880859375, 0.03938619792461395]","[-4.858023357704929, -4.15144280239255, 8.362604133691537]","[15.064140015411038, -3.4628962669264376, -8.67756066743992]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000004_RGB.png,"[490.58355712890625, 561.2072143554688, 0.4212113320827484]","[476.8459777832031, 571.7222290039062, 0.6111949682235718]","[474.8734130859375, 546.3425903320312, 0.6427195072174072]","[488.27838134765625, 581.9904174804688, 0.5287085175514221]","[489.1027526855469, 523.0352172851562, 0.4924730956554413]","[544.6011962890625, 612.0612182617188, 0.6946833729743958]","[572.464111328125, 482.8218994140625, 0.7167835831642151]","[519.07421875, 690.1331787109375, 0.6427968740463257]","[672.4701538085938, 448.6796569824219, 0.473556786775589]","[415.5982666015625, 709.8457641601562, 0.7940004467964172]","[697.2242431640625, 461.382568359375, 0.49498218297958374]","[780.2894287109375, 607.0397338867188, 0.6873626112937927]","[780.2910766601562, 509.6956481933594, 0.6332289576530457]","[848.0527954101562, 627.1710205078125, 0.10041403770446777]","[847.1052856445312, 478.1164855957031, 0.20128083229064941]","[838.4420776367188, 613.6535034179688, 0.09299881011247635]","[832.3281860351562, 496.5110168457031, 0.045187365263700485]","[-4.97457890057137, -4.634715495384781, 8.80300749860112]","[14.932483359762982, -3.4022015112867123, -8.068836705085191]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000005_RGB.png,"[490.63330078125, 565.4623413085938, 0.5208418965339661]","[477.1583557128906, 576.131591796875, 0.6382717490196228]","[475.21453857421875, 551.1038818359375, 0.6291530132293701]","[488.8449401855469, 583.2359008789062, 0.5433966517448425]","[490.3876647949219, 526.2052612304688, 0.4810168147087097]","[543.7970581054688, 611.5703735351562, 0.6945317983627319]","[571.2055053710938, 484.3419494628906, 0.6993797421455383]","[517.6270751953125, 692.2284545898438, 0.6427732110023499]","[681.4307250976562, 447.066650390625, 0.5277740359306335]","[416.0321960449219, 708.1195678710938, 0.8360491991043091]","[700.2369995117188, 464.4078369140625, 0.4922296702861786]","[781.05029296875, 608.6303100585938, 0.7021602988243103]","[781.1889038085938, 510.9457092285156, 0.6243763566017151]","[847.4911499023438, 627.677978515625, 0.10251886397600174]","[846.28173828125, 478.4940185546875, 0.18328000605106354]","[839.9883422851562, 612.330322265625, 0.0793323814868927]","[832.646240234375, 495.845458984375, 0.048187050968408585]","[-5.28481032649522, -5.351821186084998, 9.917606121298084]","[15.292552530040153, -3.161907544595283, -7.769520250777231]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000006_RGB.png,"[486.046875, 564.42041015625, 0.6232828497886658]","[475.042724609375, 577.18408203125, 0.5945340394973755]","[472.3998718261719, 550.7666625976562, 0.5277408361434937]","[489.0362243652344, 585.3638916015625, 0.5473008751869202]","[489.7094421386719, 526.7388916015625, 0.4768814742565155]","[544.6676635742188, 610.5, 0.7042450904846191]","[572.1643676757812, 484.7943115234375, 0.7308693528175354]","[517.2745361328125, 692.6187744140625, 0.6532690525054932]","[682.41455078125, 446.19219970703125, 0.5764538645744324]","[417.36566162109375, 707.4552001953125, 0.8093448877334595]","[701.112548828125, 466.48040771484375, 0.5070321559906006]","[779.1194458007812, 607.1419677734375, 0.7038030624389648]","[779.6329345703125, 511.7504577636719, 0.6146867275238037]","[842.560302734375, 619.2720336914062, 0.15084175765514374]","[839.1441650390625, 478.24920654296875, 0.26319703459739685]","[841.4334716796875, 611.9442749023438, 0.09416390210390091]","[831.3773803710938, 496.783203125, 0.05526939034461975]","[-5.399806134382159, -5.563762211559713, 10.363954254142076]","[15.648450536821324, -2.925633490489045, -7.699279091170315]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000007_RGB.png,"[488.0672912597656, 566.7554321289062, 0.4540875554084778]","[475.6167297363281, 577.2977905273438, 0.6383660435676575]","[473.2597961425781, 551.442626953125, 0.512125551700592]","[488.9615783691406, 586.787109375, 0.5349855422973633]","[488.824462890625, 523.9403686523438, 0.40662863850593567]","[544.4616088867188, 611.2813720703125, 0.7106475234031677]","[571.4428100585938, 485.4824523925781, 0.7107688188552856]","[508.8890380859375, 694.612548828125, 0.6598716974258423]","[675.495849609375, 448.556640625, 0.5140069127082825]","[413.2093200683594, 710.4332885742188, 0.669167697429657]","[701.6834716796875, 468.61895751953125, 0.49396002292633057]","[782.6134643554688, 608.6924438476562, 0.7071660161018372]","[780.3796997070312, 512.6281127929688, 0.5852211117744446]","[844.2208251953125, 618.980712890625, 0.11898636072874069]","[840.5859375, 478.3555908203125, 0.21913371980190277]","[895.5225219726562, 615.9652709960938, 0.020623357966542244]","[831.2474975585938, 495.5945129394531, 0.042608294636011124]","[-5.417976744297452, -6.3744899140010896, 11.676087426351168]","[15.593444721269375, -2.6902594795957944, -7.345754491828773]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000008_RGB.png,"[484.3772277832031, 565.8897094726562, 0.6139935255050659]","[473.4571838378906, 578.7376708984375, 0.6339793801307678]","[471.2919616699219, 552.8721313476562, 0.4523632824420929]","[487.8139953613281, 586.064453125, 0.5397721529006958]","[488.5132751464844, 525.39892578125, 0.49492406845092773]","[543.307373046875, 613.1697998046875, 0.7063718438148499]","[573.3402099609375, 490.7132263183594, 0.6080092787742615]","[515.646240234375, 694.3148193359375, 0.6410839557647705]","[674.1587524414062, 448.6822204589844, 0.5409765839576721]","[412.21539306640625, 712.00830078125, 0.740827202796936]","[701.7496337890625, 469.2842712402344, 0.5683640837669373]","[779.8038330078125, 607.5265502929688, 0.6857259273529053]","[777.9523315429688, 514.1849365234375, 0.6287710666656494]","[849.8746337890625, 627.826171875, 0.10197695344686508]","[840.2996826171875, 478.4560241699219, 0.2735966444015503]","[841.6670532226562, 612.33154296875, 0.0973118394613266]","[828.912109375, 497.0439453125, 0.055842138826847076]","[-5.379144388161012, -6.670515850908019, 12.28578821293887]","[15.426879249079967, -2.667723460502518, -7.148761414615885]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_2_ID12/RGB/000009_RGB.png,"[483.4151916503906, 569.2246704101562, 0.599997878074646]","[472.7239685058594, 581.0410766601562, 0.620573103427887]","[471.52960205078125, 554.843994140625, 0.3904091715812683]","[487.6009826660156, 586.3863525390625, 0.5211225748062134]","[488.3479309082031, 525.676025390625, 0.4991711378097534]","[544.7312622070312, 613.9835815429688, 0.6913807988166809]","[575.3255004882812, 490.03924560546875, 0.6266254186630249]","[513.9833374023438, 696.4523315429688, 0.6724841594696045]","[682.1383666992188, 450.13458251953125, 0.5797972679138184]","[411.95220947265625, 712.6175537109375, 0.726060688495636]","[703.4376831054688, 473.9035949707031, 0.5367525219917297]","[781.676513671875, 607.2874755859375, 0.6385181546211243]","[782.8380737304688, 513.5231323242188, 0.7018781900405884]","[847.0030517578125, 628.2578735351562, 0.09034871309995651]","[838.7476806640625, 478.4851989746094, 0.22882597148418427]","[841.0380249023438, 612.3336181640625, 0.07646067440509796]","[829.199951171875, 496.8517150878906, 0.04909851402044296]","[-5.377269188405749, -6.7265921989243305, 12.593831583689331]","[15.154276203384166, -2.6075476301879825, -6.761242574551013]"
