,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000783_RGB.png,"[545.7202758789062, 535.3876342773438, 0.5672903060913086]","[535.2679443359375, 548.0589599609375, 0.6788831353187561]","[532.7479858398438, 522.8204956054688, 0.4741747975349426]","[543.496826171875, 567.229248046875, 0.622258186340332]","[541.5591430664062, 506.03448486328125, 0.32471397519111633]","[601.6168212890625, 595.6038818359375, 0.7279414534568787]","[610.8805541992188, 478.96624755859375, 0.5695481896400452]","[705.8033447265625, 617.8715209960938, 0.5380569696426392]","[709.119384765625, 462.3561706542969, 0.518761157989502]","[771.9335327148438, 616.9923095703125, 0.4397396147251129]","[779.7332153320312, 465.2706298828125, 0.4256790578365326]","[766.9653930664062, 569.6033325195312, 0.4772491157054901]","[767.1016235351562, 495.0584411621094, 0.48757269978523254]","[819.1275634765625, 600.0880126953125, 0.46651166677474976]","[817.9993286132812, 481.6567077636719, 0.4247734844684601]","[829.3220825195312, 602.8665771484375, 0.1908385306596756]","[834.8649291992188, 474.8440246582031, 0.29156726598739624]","[1.6544243428634748, -1.7906499969604601, 4.281589546056187]","[-3.50798033447703, -13.22171658598174, -2.6851544483204797]"
1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000784_RGB.png,"[543.6890869140625, 535.3013916015625, 0.48787859082221985]","[533.2711181640625, 548.3012084960938, 0.7082449197769165]","[530.9937133789062, 523.3719482421875, 0.4931185841560364]","[541.7888793945312, 567.095947265625, 0.5660265684127808]","[541.02197265625, 507.1542663574219, 0.34629157185554504]","[600.361572265625, 594.7351684570312, 0.743057370185852]","[611.7376708984375, 480.25836181640625, 0.6082436442375183]","[706.59130859375, 617.2008056640625, 0.5990184545516968]","[714.0390014648438, 462.7293395996094, 0.5007420778274536]","[776.450439453125, 617.1309814453125, 0.40916138887405396]","[778.5869750976562, 466.5677490234375, 0.4217841625213623]","[767.8895263671875, 569.7921142578125, 0.45947790145874023]","[766.6422119140625, 495.6962890625, 0.48744529485702515]","[809.2561645507812, 601.3310546875, 0.43279656767845154]","[812.937255859375, 484.18096923828125, 0.44947049021720886]","[828.6151733398438, 602.4476318359375, 0.20465022325515747]","[833.2715454101562, 475.1042175292969, 0.2745477259159088]","[1.8693962149856778, -1.5964230868040608, 5.441208697448767]","[-3.6386861142150764, -13.13168027726379, -2.553719798830462]"
2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000785_RGB.png,"[543.9722290039062, 535.9700927734375, 0.46384894847869873]","[533.1390380859375, 549.593505859375, 0.712155818939209]","[531.2138061523438, 524.2969360351562, 0.5113810896873474]","[542.6205444335938, 568.33203125, 0.5772114992141724]","[541.6421508789062, 508.48046875, 0.4076787531375885]","[600.5000610351562, 595.19921875, 0.7481339573860168]","[611.0291137695312, 480.7317810058594, 0.5918453931808472]","[705.6776123046875, 617.8153686523438, 0.5940052270889282]","[715.6182250976562, 462.6539001464844, 0.49143266677856445]","[775.183349609375, 617.1451416015625, 0.389408677816391]","[777.5317993164062, 468.521240234375, 0.40704986453056335]","[767.3793334960938, 572.35888671875, 0.5078712105751038]","[764.5221557617188, 497.20989990234375, 0.4859693944454193]","[806.2598876953125, 600.6716918945312, 0.5076236128807068]","[801.4686889648438, 485.55657958984375, 0.5402843952178955]","[827.7005615234375, 600.293212890625, 0.22117061913013458]","[828.74609375, 476.1310119628906, 0.26024410128593445]","[2.3496111788668625, -1.5376066696993036, 6.319497901770782]","[-1.7651469858157571, -12.067054895614069, -3.041072726735046]"
3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000786_RGB.png,"[543.92041015625, 539.3687744140625, 0.37259700894355774]","[533.8170166015625, 551.7869873046875, 0.6946914196014404]","[531.155517578125, 526.824462890625, 0.5824010372161865]","[542.69482421875, 570.1603393554688, 0.6020143628120422]","[539.8795166015625, 508.6094665527344, 0.3832055628299713]","[600.7535400390625, 595.3713989257812, 0.7390533089637756]","[608.9840087890625, 480.03973388671875, 0.5514028668403625]","[712.4651489257812, 618.814453125, 0.5774683356285095]","[720.0730590820312, 461.00250244140625, 0.49115434288978577]","[789.4248657226562, 615.572509765625, 0.2902510166168213]","[783.6761474609375, 468.7784729003906, 0.3251856863498688]","[763.181396484375, 571.2741088867188, 0.4855699837207794]","[763.1752319335938, 496.9573974609375, 0.49009326100349426]","[809.6112670898438, 600.3812866210938, 0.476205050945282]","[805.2860717773438, 488.0140380859375, 0.5454940795898438]","[829.82177734375, 608.9332275390625, 0.25733482837677]","[830.015625, 481.48272705078125, 0.2624969184398651]","[2.8963208102736324, -1.3222785192046038, 7.281175455321605]","[-0.1375995602394098, -10.889099556362993, -3.2564404436613716]"
4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000787_RGB.png,"[545.7420654296875, 540.9965209960938, 0.43624669313430786]","[534.5426635742188, 553.6000366210938, 0.636186420917511]","[532.6273193359375, 528.5736694335938, 0.6147245764732361]","[543.0474853515625, 571.2288208007812, 0.5600236058235168]","[541.0116577148438, 510.90423583984375, 0.44960176944732666]","[600.870361328125, 595.8343505859375, 0.746575117111206]","[609.6289672851562, 480.09796142578125, 0.5831814408302307]","[712.3604125976562, 618.7244262695312, 0.581622302532196]","[715.8275756835938, 461.9229431152344, 0.5570786595344543]","[779.2696533203125, 616.2261962890625, 0.31770825386047363]","[786.8070068359375, 469.0167236328125, 0.33067789673805237]","[763.6919555664062, 571.4005126953125, 0.487790584564209]","[763.3662719726562, 496.8708801269531, 0.49363720417022705]","[810.7788696289062, 603.1571655273438, 0.4839966595172882]","[806.8046875, 489.73968505859375, 0.507832407951355]","[829.9517822265625, 609.0458984375, 0.23686811327934265]","[831.915283203125, 482.813720703125, 0.2786162197589874]","[3.425315290542367, -1.2596007722753677, 7.9693069525288305]","[-0.07773075697536494, -10.430936483807981, -3.0732144458666544]"
5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000788_RGB.png,"[547.2002563476562, 541.1324462890625, 0.5032498836517334]","[535.139892578125, 553.7864379882812, 0.627509593963623]","[533.6567993164062, 528.428466796875, 0.5726872682571411]","[542.6915283203125, 571.4419555664062, 0.5382133722305298]","[540.5025634765625, 511.1383056640625, 0.47025439143180847]","[600.177001953125, 597.2607421875, 0.7609456181526184]","[609.43359375, 479.90814208984375, 0.6016364693641663]","[711.933349609375, 618.20458984375, 0.5784593224525452]","[713.0181274414062, 460.625, 0.5575433969497681]","[780.7262573242188, 615.0104370117188, 0.2985934317111969]","[786.056396484375, 471.16748046875, 0.31356802582740784]","[765.8580322265625, 575.3954467773438, 0.5251667499542236]","[765.7774047851562, 499.9411315917969, 0.49177587032318115]","[815.4210205078125, 600.5223388671875, 0.5554116368293762]","[811.8336181640625, 488.8017578125, 0.4341067373752594]","[830.4580078125, 608.3950805664062, 0.23327256739139557]","[831.266357421875, 482.9277648925781, 0.2720588445663452]","[3.75867529699893, -1.3172733547305013, 8.336361095086401]","[1.0317517294314942, -9.231412375741773, -2.844047582415357]"
6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000789_RGB.png,"[547.5790405273438, 542.0750732421875, 0.5287294387817383]","[535.4548950195312, 554.6677856445312, 0.6017997860908508]","[533.9926147460938, 529.3461303710938, 0.5659974813461304]","[542.890625, 571.4629516601562, 0.5324459075927734]","[540.3825073242188, 511.97979736328125, 0.4677794277667999]","[600.64208984375, 598.0449829101562, 0.7441827654838562]","[609.9041748046875, 479.90576171875, 0.6011853814125061]","[714.6788940429688, 620.1114501953125, 0.5240093469619751]","[715.236328125, 460.1520080566406, 0.534773051738739]","[784.1717529296875, 615.116943359375, 0.291273832321167]","[792.9213256835938, 469.63897705078125, 0.36544665694236755]","[768.6220092773438, 573.777587890625, 0.5072187185287476]","[768.6220092773438, 498.09735107421875, 0.5024945139884949]","[821.1367797851562, 605.2300415039062, 0.5177276730537415]","[818.64404296875, 486.7278747558594, 0.4607272744178772]","[831.2330322265625, 607.926513671875, 0.1880895048379898]","[835.0382690429688, 481.1575927734375, 0.28336700797080994]","[3.8799002036612698, -1.3891440673187523, 8.551238217341854]","[1.7332980589396771, -8.212944458481436, -2.596044214797968]"
7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000790_RGB.png,"[548.0842895507812, 542.9310913085938, 0.5697917938232422]","[536.003173828125, 555.94677734375, 0.5494325757026672]","[534.275390625, 530.0934448242188, 0.6071466207504272]","[541.6517944335938, 573.8904418945312, 0.37578627467155457]","[539.9530639648438, 511.9549865722656, 0.4441853165626526]","[600.0772705078125, 599.5866088867188, 0.7336406111717224]","[610.3401489257812, 478.9252014160156, 0.5988151431083679]","[715.7655639648438, 621.7929077148438, 0.48032039403915405]","[720.0147094726562, 459.63360595703125, 0.5461170673370361]","[782.1904907226562, 615.583740234375, 0.31676506996154785]","[793.2871704101562, 470.457763671875, 0.4532771110534668]","[772.7483520507812, 574.0051879882812, 0.49290451407432556]","[773.8081665039062, 497.3735656738281, 0.48261669278144836]","[823.3196411132812, 606.6289672851562, 0.5007889270782471]","[819.920654296875, 486.65106201171875, 0.4622547924518585]","[830.3726806640625, 607.1317749023438, 0.17208322882652283]","[835.808837890625, 482.8680114746094, 0.26980793476104736]","[3.9011924180999036, -1.3950344551717435, 8.619246637630694]","[1.8181405466512743, -7.484231073626163, -2.4497073068871162]"
8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000791_RGB.png,"[549.96435546875, 543.1637573242188, 0.6032319068908691]","[537.7561645507812, 556.0825805664062, 0.49635982513427734]","[536.241943359375, 530.5401611328125, 0.5893451571464539]","[542.83251953125, 574.8803100585938, 0.39574697613716125]","[541.63037109375, 512.1279907226562, 0.47497859597206116]","[602.0377807617188, 598.602783203125, 0.7028667330741882]","[611.1845703125, 479.43182373046875, 0.6183956861495972]","[714.7244873046875, 621.45703125, 0.4793734550476074]","[715.2361450195312, 460.49652099609375, 0.5635700821876526]","[782.4630737304688, 617.34521484375, 0.33297833800315857]","[794.0929565429688, 470.1391906738281, 0.4130530059337616]","[771.7196655273438, 574.3516845703125, 0.5041975975036621]","[771.5758666992188, 498.4454040527344, 0.5128588676452637]","[823.0127563476562, 604.542724609375, 0.48031508922576904]","[818.2872314453125, 486.3576354980469, 0.45546138286590576]","[830.6878662109375, 608.0165405273438, 0.16807623207569122]","[834.4946899414062, 480.85693359375, 0.2818641662597656]","[3.9132482903397303, -1.4155496304923956, 8.680916762612922]","[1.53482990542873, -6.376650981015067, -2.05234725757648]"
9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_1_ID21/RGB/000792_RGB.png,"[549.2926025390625, 542.3262329101562, 0.5532459020614624]","[536.5901489257812, 555.244384765625, 0.552030086517334]","[535.59814453125, 529.7237548828125, 0.5968068838119507]","[543.7745361328125, 572.544921875, 0.5198862552642822]","[541.286376953125, 511.7424621582031, 0.47371697425842285]","[601.5640869140625, 598.926513671875, 0.7308898568153381]","[610.0864868164062, 479.77752685546875, 0.5991488099098206]","[716.013916015625, 621.9075317382812, 0.4998652935028076]","[712.8013916015625, 460.1748962402344, 0.5447142124176025]","[780.5838623046875, 617.6009521484375, 0.33168530464172363]","[794.7835693359375, 469.478271484375, 0.3513302505016327]","[766.5552978515625, 575.3494873046875, 0.5287243127822876]","[767.9240112304688, 498.4384765625, 0.5186165571212769]","[823.6453247070312, 603.8435668945312, 0.5062100291252136]","[818.9415893554688, 488.67449951171875, 0.4874366521835327]","[831.4236450195312, 607.5203247070312, 0.1724524199962616]","[834.79833984375, 480.60662841796875, 0.2709346115589142]","[3.9037320302724137, -1.4400334924474445, 8.744567390145338]","[1.4198562088483442, -5.737932702710616, -1.9003837952178426]"
