,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000000_RGB.png,"[447.6751403808594, 536.5933837890625, 0.6482510566711426]","[435.5688781738281, 551.5953369140625, 0.6606244444847107]","[436.38134765625, 522.2238159179688, 0.4928085207939148]","[451.44207763671875, 569.8011474609375, 0.669352114200592]","[453.9803771972656, 504.9654541015625, 0.3981984853744507]","[532.6340942382812, 608.617919921875, 0.7025119066238403]","[543.734130859375, 472.4776916503906, 0.6068403124809265]","[653.1614990234375, 621.1657104492188, 0.6410945057868958]","[647.1624755859375, 458.5130920410156, 0.6139518022537231]","[742.80029296875, 629.5208129882812, 0.3691975772380829]","[747.4209594726562, 469.3695068359375, 0.5855040550231934]","[749.9857177734375, 599.5681762695312, 0.6613244414329529]","[757.4271240234375, 507.974853515625, 0.6254937648773193]","[835.4884033203125, 662.091796875, 0.3754134774208069]","[836.5149536132812, 457.7962646484375, 0.18963156640529633]","[792.8377075195312, 630.6373291015625, 0.3417832851409912]","[806.9671020507812, 474.2411804199219, 0.20550291240215302]","[-0.016368688191215282, 0.8037820134785948, 0.18287886241732607]","[0.38477264181355875, -4.554108327210525, -1.6043525432483896]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000001_RGB.png,"[447.7726135253906, 536.8665771484375, 0.6507365107536316]","[435.6391296386719, 551.839599609375, 0.6540849208831787]","[436.58544921875, 522.4688720703125, 0.49964582920074463]","[451.2171325683594, 570.0205078125, 0.6693260669708252]","[453.8570556640625, 505.14886474609375, 0.3947873115539551]","[532.3499145507812, 609.14306640625, 0.7207009792327881]","[539.5604858398438, 470.14385986328125, 0.7401887774467468]","[653.6178588867188, 621.4619750976562, 0.6631766557693481]","[647.1822509765625, 458.69537353515625, 0.6220678687095642]","[744.76806640625, 629.4829711914062, 0.3593752682209015]","[748.2337646484375, 469.1291198730469, 0.5803089737892151]","[749.1469116210938, 599.4883422851562, 0.6630920171737671]","[756.5621337890625, 506.640869140625, 0.6271972060203552]","[833.56689453125, 661.1717529296875, 0.37235140800476074]","[837.3257446289062, 458.10137939453125, 0.2088736593723297]","[802.6456909179688, 631.676513671875, 0.30307167768478394]","[808.4122924804688, 477.7923583984375, 0.22728323936462402]","[-0.005717450316478044, 0.7877699053455597, 0.10380175772125384]","[0.3077154528277644, -4.5652762980078405, -1.4832726828775564]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000002_RGB.png,"[447.0830078125, 536.6383666992188, 0.6423175930976868]","[434.8670959472656, 551.6912841796875, 0.6692110300064087]","[435.7876281738281, 522.2131958007812, 0.504675567150116]","[450.72027587890625, 570.3557739257812, 0.6756590008735657]","[453.4710998535156, 505.1065673828125, 0.3896557092666626]","[532.7228393554688, 609.20947265625, 0.7219586968421936]","[539.261474609375, 470.3973693847656, 0.7496517300605774]","[651.4593505859375, 625.9603271484375, 0.500481367111206]","[650.7593383789062, 457.91961669921875, 0.6016204357147217]","[744.6368408203125, 631.66357421875, 0.3812373876571655]","[750.5631103515625, 469.44293212890625, 0.5845244526863098]","[748.2216186523438, 600.22802734375, 0.6598067283630371]","[755.0325927734375, 506.3699951171875, 0.6225155591964722]","[832.4302978515625, 659.7427978515625, 0.380401074886322]","[835.7706909179688, 457.96942138671875, 0.24082620441913605]","[804.6425170898438, 639.0484619140625, 0.29387107491493225]","[810.6937866210938, 476.3132019042969, 0.2297184020280838]","[0.12069470782159432, 0.7877324122030877, 0.09803246320069749]","[0.29006105738517696, -4.5615091777417, -1.4348249986791124]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000003_RGB.png,"[447.4369201660156, 536.0711059570312, 0.6517385840415955]","[435.0313415527344, 551.207763671875, 0.6667998433113098]","[435.4515075683594, 522.1752319335938, 0.5460322499275208]","[450.9005432128906, 570.1548461914062, 0.6743640303611755]","[453.22552490234375, 505.1078796386719, 0.3912075459957123]","[532.774658203125, 609.35693359375, 0.7275331020355225]","[539.29833984375, 470.623779296875, 0.745662271976471]","[652.0416259765625, 622.1786499023438, 0.6871448755264282]","[647.6890869140625, 457.75567626953125, 0.6105082631111145]","[743.9677734375, 632.9473266601562, 0.3971755802631378]","[748.7067260742188, 468.4267272949219, 0.5735197067260742]","[746.254638671875, 599.9126586914062, 0.6668301224708557]","[753.0554809570312, 506.3116760253906, 0.6081721186637878]","[830.1619262695312, 657.6351318359375, 0.3626053035259247]","[836.4515380859375, 458.5477294921875, 0.25391191244125366]","[804.86181640625, 639.720947265625, 0.29644691944122314]","[810.0922241210938, 472.24078369140625, 0.2483677715063095]","[0.3666068505891561, 0.8327949004081112, 0.1366610903014509]","[0.30552255338216466, -4.559968518533764, -1.4430346627516188]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000004_RGB.png,"[447.2409973144531, 536.6038818359375, 0.6528143882751465]","[435.074951171875, 551.6844482421875, 0.6672173738479614]","[435.99017333984375, 522.12744140625, 0.49535709619522095]","[450.92327880859375, 570.4572143554688, 0.6759458184242249]","[453.0916442871094, 505.0692138671875, 0.37648433446884155]","[533.7083740234375, 609.8800048828125, 0.7231320142745972]","[539.5864868164062, 470.01165771484375, 0.7366251945495605]","[651.392822265625, 621.0802001953125, 0.6735332608222961]","[649.9109497070312, 456.8193359375, 0.6085977554321289]","[744.0516967773438, 634.1624755859375, 0.3736160397529602]","[751.567626953125, 468.19085693359375, 0.5961939692497253]","[743.60107421875, 599.9284057617188, 0.6716069579124451]","[751.033935546875, 506.78900146484375, 0.6063454151153564]","[828.5725708007812, 658.1679077148438, 0.33644261956214905]","[835.6978759765625, 459.0980529785156, 0.2400279939174652]","[804.8693237304688, 640.2637329101562, 0.29089486598968506]","[810.561279296875, 471.7606506347656, 0.24882814288139343]","[0.6823015782737993, 0.8998854501060147, 0.17875829179107747]","[0.3216896566722151, -4.524843468064493, -1.443171670205601]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000005_RGB.png,"[447.9805908203125, 536.3292846679688, 0.6653127074241638]","[435.4279479980469, 551.4535522460938, 0.6696516871452332]","[436.39215087890625, 521.9611206054688, 0.4798694849014282]","[450.7859802246094, 570.1869506835938, 0.6840295195579529]","[453.144287109375, 504.8974609375, 0.3674863576889038]","[535.5332641601562, 608.9388427734375, 0.5744237303733826]","[539.7918701171875, 469.930908203125, 0.7267035841941833]","[652.3267211914062, 620.6948852539062, 0.6882970929145813]","[652.7919921875, 457.3209533691406, 0.6132203936576843]","[751.6781616210938, 637.022705078125, 0.2737526297569275]","[751.4796142578125, 468.97174072265625, 0.5794909000396729]","[745.1354370117188, 600.0562744140625, 0.6624050140380859]","[752.8486938476562, 506.42327880859375, 0.5991067290306091]","[829.5635986328125, 657.6207885742188, 0.3222021162509918]","[835.9976196289062, 458.5644836425781, 0.24056187272071838]","[807.03955078125, 636.1697387695312, 0.2623472809791565]","[811.0550537109375, 472.5077819824219, 0.25525492429733276]","[1.0826489600888358, 0.9666425211780231, 0.20486780484688677]","[0.2854468895459771, -4.48732226137398, -1.5584522347804493]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000006_RGB.png,"[448.4792175292969, 536.64404296875, 0.6619343757629395]","[435.70404052734375, 552.0358276367188, 0.6401472687721252]","[436.5230712890625, 522.2737426757812, 0.4817787706851959]","[451.0790710449219, 570.7135009765625, 0.671455979347229]","[452.7953186035156, 504.7920227050781, 0.35959628224372864]","[533.7106323242188, 610.404052734375, 0.7363181114196777]","[539.7664794921875, 469.53607177734375, 0.7217618823051453]","[653.6421508789062, 621.1143798828125, 0.7038635015487671]","[653.5805053710938, 457.6976318359375, 0.6063390374183655]","[760.9324951171875, 639.0626831054688, 0.35511133074760437]","[751.9195556640625, 468.4930725097656, 0.5782390236854553]","[746.8916625976562, 599.910888671875, 0.6473421454429626]","[754.0031127929688, 506.1255798339844, 0.5992136001586914]","[830.2984008789062, 658.2354125976562, 0.32691290974617004]","[836.6116943359375, 458.14190673828125, 0.23159267008304596]","[807.26318359375, 636.1533203125, 0.2698978781700134]","[811.3413696289062, 472.6129150390625, 0.24987781047821045]","[1.336389902639876, 1.0943857566244606, 0.2098528668922801]","[0.2636080343263625, -4.186761143149627, -1.6859738755906497]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000007_RGB.png,"[447.89794921875, 536.577392578125, 0.6435332894325256]","[435.0787658691406, 552.1325073242188, 0.6423071026802063]","[436.180908203125, 522.08154296875, 0.4854057729244232]","[450.4864196777344, 571.2015991210938, 0.6734349727630615]","[453.2978820800781, 504.1517639160156, 0.5727530717849731]","[534.027099609375, 610.3919677734375, 0.733432948589325]","[539.5399169921875, 469.6459045410156, 0.7225435376167297]","[652.4437866210938, 622.1611938476562, 0.6845077276229858]","[652.5878295898438, 457.5909423828125, 0.6124980449676514]","[752.2171020507812, 636.693115234375, 0.29135826230049133]","[750.9061279296875, 468.8507385253906, 0.575047492980957]","[749.0458984375, 599.5585327148438, 0.6153835654258728]","[756.5372924804688, 506.2597961425781, 0.5885308980941772]","[831.2835693359375, 658.0147705078125, 0.3163582682609558]","[836.9951171875, 459.24810791015625, 0.20762419700622559]","[805.33203125, 635.67431640625, 0.2451981157064438]","[810.2025756835938, 472.9907531738281, 0.22952836751937866]","[1.6706089848518884, 1.2028104093991903, 0.2105468154189757]","[0.026404401345699376, -4.088620017587192, -1.7526267457775415]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000008_RGB.png,"[448.0727233886719, 536.6602172851562, 0.6419751644134521]","[435.1275329589844, 552.2443237304688, 0.642700731754303]","[436.4701843261719, 522.1563110351562, 0.4848546087741852]","[450.8468017578125, 571.2553100585938, 0.665164053440094]","[453.19732666015625, 504.90008544921875, 0.3683847486972809]","[533.6897583007812, 610.155029296875, 0.7399445176124573]","[539.6903686523438, 469.7986145019531, 0.723666250705719]","[651.3650512695312, 623.7433471679688, 0.6669630408287048]","[652.0114135742188, 457.4934387207031, 0.6074782013893127]","[752.428955078125, 637.7208862304688, 0.29654157161712646]","[750.8057250976562, 468.2837219238281, 0.5721660256385803]","[749.285888671875, 599.1594848632812, 0.6084973812103271]","[756.6025390625, 506.4331359863281, 0.5912747979164124]","[831.4080200195312, 657.787109375, 0.3186303675174713]","[835.7003173828125, 460.3906555175781, 0.19882048666477203]","[804.6586303710938, 635.5280151367188, 0.2569955289363861]","[809.7777099609375, 472.9122619628906, 0.2377214878797531]","[2.002494930686875, 1.191452082964642, 0.25048986705745757]","[-0.16506163203423452, -3.961749309459636, -1.8395498162697912]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/base_2_ID07/RGB/000009_RGB.png,"[446.9977722167969, 536.9501953125, 0.6264506578445435]","[434.2919616699219, 552.0095825195312, 0.6799992918968201]","[435.9793701171875, 522.2320556640625, 0.4869978725910187]","[449.8203430175781, 571.2954711914062, 0.6695539355278015]","[453.0098571777344, 504.8520202636719, 0.35560670495033264]","[533.8270874023438, 611.0090942382812, 0.7729259133338928]","[539.65283203125, 469.8453063964844, 0.7138842940330505]","[650.3099975585938, 622.8634033203125, 0.6564432382583618]","[653.5625610351562, 458.2618713378906, 0.6171872019767761]","[750.7134399414062, 633.5993041992188, 0.41861748695373535]","[751.8623657226562, 468.83172607421875, 0.578544557094574]","[749.7525634765625, 599.385009765625, 0.5983948111534119]","[756.9684448242188, 506.4930114746094, 0.5812211036682129]","[830.4412841796875, 657.8184204101562, 0.31346267461776733]","[836.6063842773438, 459.6234436035156, 0.19418342411518097]","[804.6419067382812, 634.8964233398438, 0.25914907455444336]","[810.9644775390625, 472.8194885253906, 0.23912429809570312]","[2.6280616186911288, 1.2789531557651272, 0.3773678247500039]","[-0.33529356085017537, -3.0346565352288235, -1.5501688833397067]"
