,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000000_RGB.png,"[462.7203369140625, 545.6303100585938, 0.6342272162437439]","[447.24652099609375, 558.6717529296875, 0.6991773843765259]","[451.20648193359375, 531.2703247070312, 0.7461549639701843]","[460.35009765625, 573.3272705078125, 0.5753482580184937]","[468.69708251953125, 510.7976989746094, 0.6649521589279175]","[540.0396118164062, 610.2223510742188, 0.7485409379005432]","[551.612548828125, 471.642822265625, 0.7718243598937988]","[656.9713134765625, 625.6987915039062, 0.6188392639160156]","[677.919189453125, 467.01190185546875, 0.6693168878555298]","[738.2698364257812, 607.8898315429688, 0.39695045351982117]","[763.2037353515625, 507.9945373535156, 0.4909752607345581]","[766.2314453125, 604.9378051757812, 0.6488324999809265]","[770.5397338867188, 502.426025390625, 0.5136919021606445]","[834.7228393554688, 646.0868530273438, 0.6318972110748291]","[838.537109375, 445.8265686035156, 0.5928831696510315]","[804.1912231445312, 610.6844482421875, 0.2513912320137024]","[815.4751586914062, 497.50628662109375, 0.26204174757003784]","[-9.823177419136712, -0.9234827752735302, 1.4847706764247213]","[-2.153858906162545, -6.696386843743789, -0.9283526448969015]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000001_RGB.png,"[463.266845703125, 545.968994140625, 0.637944757938385]","[447.55206298828125, 559.0707397460938, 0.6963071227073669]","[451.3280334472656, 531.5696411132812, 0.7407301664352417]","[460.1922302246094, 573.5836791992188, 0.5837945938110352]","[468.35321044921875, 510.4901123046875, 0.6645589470863342]","[539.8688354492188, 610.4935913085938, 0.7488765120506287]","[551.7700805664062, 471.3706970214844, 0.7652540802955627]","[658.0247802734375, 626.0196533203125, 0.6224260926246643]","[678.8168334960938, 466.50262451171875, 0.6662511825561523]","[738.2660522460938, 609.1156616210938, 0.4009893834590912]","[767.1869506835938, 505.4468688964844, 0.37093013525009155]","[766.3738403320312, 604.8814697265625, 0.6476470828056335]","[771.035400390625, 502.9311828613281, 0.5149536728858948]","[834.1024780273438, 646.0350341796875, 0.6295590996742249]","[837.9522094726562, 446.1257019042969, 0.6096972227096558]","[804.5296020507812, 610.38525390625, 0.25009891390800476]","[815.5401611328125, 497.4907531738281, 0.2597197890281677]","[-9.925125435056874, -0.7748224842887282, 1.9149195890917436]","[-2.398866447507274, -6.7786510420382635, -0.9964948403453316]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000002_RGB.png,"[462.7762756347656, 545.5243530273438, 0.6399586200714111]","[447.2867431640625, 558.6566162109375, 0.6879202127456665]","[451.0770263671875, 531.1207885742188, 0.7468511462211609]","[460.36907958984375, 573.8546752929688, 0.593673825263977]","[468.28265380859375, 510.5767822265625, 0.6675641536712646]","[539.6279907226562, 610.575927734375, 0.7449111342430115]","[551.5902709960938, 471.4547424316406, 0.7628238201141357]","[658.7904052734375, 626.6092529296875, 0.6187455058097839]","[678.7514038085938, 465.8883972167969, 0.6681728959083557]","[740.13134765625, 607.9426879882812, 0.39733317494392395]","[768.1455078125, 506.1644592285156, 0.3776264488697052]","[768.00146484375, 604.282470703125, 0.6355379223823547]","[772.7628784179688, 502.11767578125, 0.5131800174713135]","[835.5745849609375, 646.4193725585938, 0.6325662732124329]","[838.7314453125, 446.1780090332031, 0.5965772867202759]","[804.2286376953125, 609.610595703125, 0.24890895187854767]","[815.8208618164062, 497.98199462890625, 0.25885653495788574]","[-9.967373842076885, -0.6458951099436173, 1.998247830465201]","[-2.613971120504452, -6.8543805167956595, -1.0252717741490882]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000003_RGB.png,"[463.65606689453125, 544.8570556640625, 0.6183110475540161]","[447.98834228515625, 558.0757446289062, 0.6499086618423462]","[451.9223327636719, 530.6332397460938, 0.7182279229164124]","[460.7730712890625, 573.1327514648438, 0.5702247023582458]","[469.02447509765625, 510.1396179199219, 0.643279492855072]","[540.3018798828125, 609.9068603515625, 0.7454717755317688]","[552.0863647460938, 471.56427001953125, 0.7800968885421753]","[657.2357788085938, 625.8619995117188, 0.6118234992027283]","[678.2979125976562, 466.0968933105469, 0.6799216866493225]","[737.8516845703125, 608.0767211914062, 0.4038219749927521]","[763.6993408203125, 507.8036804199219, 0.4808967709541321]","[767.7155151367188, 604.3592529296875, 0.6325268745422363]","[772.0689086914062, 502.8289489746094, 0.5176621675491333]","[834.9327392578125, 646.1300048828125, 0.6418358683586121]","[837.9841918945312, 445.67437744140625, 0.5881644487380981]","[804.376220703125, 609.9920654296875, 0.2514001727104187]","[815.2557373046875, 497.8324279785156, 0.26520684361457825]","[-9.958471473261024, -0.6997063850941428, 1.9712171594294594]","[-2.459876949194276, -6.925990484449664, -0.9512749497248959]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000004_RGB.png,"[462.4214782714844, 544.3493041992188, 0.618897557258606]","[446.8262634277344, 557.7296142578125, 0.6491036415100098]","[450.6983642578125, 530.0585327148438, 0.7326449751853943]","[460.11383056640625, 573.0699462890625, 0.5542139410972595]","[467.6546936035156, 509.8948974609375, 0.6489840149879456]","[540.5753784179688, 609.8153686523438, 0.7401067614555359]","[551.9700927734375, 471.41497802734375, 0.7720012664794922]","[658.5991821289062, 626.1021118164062, 0.6346386075019836]","[678.068603515625, 466.7496337890625, 0.6770954132080078]","[738.5581665039062, 608.0764770507812, 0.40267646312713623]","[763.6539306640625, 507.3444519042969, 0.4856075346469879]","[766.1488037109375, 603.4177856445312, 0.656345009803772]","[770.6793823242188, 502.43701171875, 0.6074711084365845]","[834.2842407226562, 645.9386596679688, 0.6179019212722778]","[838.6976318359375, 446.2695007324219, 0.590202808380127]","[804.14599609375, 610.44677734375, 0.24989403784275055]","[815.7459716796875, 497.8540954589844, 0.26316767930984497]","[-9.942941876681529, -0.7382927027998991, 1.94857147497646]","[-2.4633704166724857, -6.908565805158573, -0.9385943060921533]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000005_RGB.png,"[463.1116638183594, 544.4165649414062, 0.6151825189590454]","[447.2456970214844, 557.8092041015625, 0.6449439525604248]","[451.1498107910156, 530.137939453125, 0.7338055968284607]","[460.2503662109375, 572.993408203125, 0.5538633465766907]","[468.073486328125, 509.9559020996094, 0.6488360166549683]","[540.53466796875, 609.6915893554688, 0.743120014667511]","[551.8712768554688, 471.41961669921875, 0.7720967531204224]","[658.18603515625, 625.1774291992188, 0.6297417283058167]","[678.6888427734375, 467.0889892578125, 0.6620835065841675]","[738.3597412109375, 606.75341796875, 0.389840304851532]","[763.2984619140625, 508.41815185546875, 0.4974868595600128]","[768.0484008789062, 605.490478515625, 0.6330400705337524]","[772.0848388671875, 502.7865905761719, 0.5212766528129578]","[835.5652465820312, 646.4905395507812, 0.6282262802124023]","[839.038330078125, 446.17523193359375, 0.598673939704895]","[804.3880004882812, 609.527099609375, 0.2481498122215271]","[815.4513549804688, 498.19757080078125, 0.25054118037223816]","[-9.90648482242873, -0.8047668149840774, 1.8800836282508817]","[-2.619206272011334, -6.959697444031307, -0.9378709840819035]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000006_RGB.png,"[462.4857482910156, 544.1376953125, 0.6169645190238953]","[446.7730407714844, 557.549560546875, 0.6376059651374817]","[450.7610778808594, 529.7012329101562, 0.7261861562728882]","[460.1894226074219, 573.08544921875, 0.5495999455451965]","[468.145263671875, 509.5359191894531, 0.6349325776100159]","[540.2134399414062, 610.017822265625, 0.744096040725708]","[551.9741821289062, 470.96612548828125, 0.7528296709060669]","[658.4913940429688, 626.0528564453125, 0.6188678741455078]","[678.3846435546875, 466.8861083984375, 0.6858170628547668]","[739.302490234375, 606.3250732421875, 0.40481331944465637]","[766.8960571289062, 506.26092529296875, 0.3660071790218353]","[767.0360107421875, 604.3458862304688, 0.6412062644958496]","[771.77001953125, 501.9890441894531, 0.509160041809082]","[834.0850830078125, 646.4549560546875, 0.6274223923683167]","[838.4713745117188, 445.9953308105469, 0.5950023531913757]","[804.2594604492188, 610.0186767578125, 0.2453949749469757]","[815.8145751953125, 497.4597473144531, 0.26118120551109314]","[-10.007931131514427, -0.549257093009844, 2.0337089572397375]","[-2.6368779742097606, -7.0544162944257796, -0.8979797354075978]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000007_RGB.png,"[463.6236267089844, 544.3992309570312, 0.6229727268218994]","[447.5793762207031, 557.88623046875, 0.6508569121360779]","[451.552490234375, 529.9725341796875, 0.7205280661582947]","[460.4412841796875, 573.4605712890625, 0.5679932832717896]","[468.1362609863281, 509.595947265625, 0.6427664756774902]","[539.842041015625, 610.371337890625, 0.7449798583984375]","[551.9957275390625, 471.2718811035156, 0.7634051442146301]","[658.0986938476562, 625.8358154296875, 0.6252835392951965]","[678.1891479492188, 466.62725830078125, 0.686519205570221]","[738.9375610351562, 608.34521484375, 0.39074963331222534]","[764.4605712890625, 507.5962829589844, 0.49262985587120056]","[766.3755493164062, 604.5443725585938, 0.6476839184761047]","[771.3707885742188, 502.89080810546875, 0.5197135210037231]","[834.8743896484375, 646.1647338867188, 0.6285726428031921]","[838.5804443359375, 446.01873779296875, 0.6044143438339233]","[804.5232543945312, 610.1259765625, 0.24131765961647034]","[815.797119140625, 497.5504150390625, 0.26250141859054565]","[-10.000620726051062, -0.5558190636404019, 2.0345293178394988]","[-2.51502762638133, -6.996129889481654, -0.8978928445884438]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000008_RGB.png,"[462.7081604003906, 543.5676879882812, 0.6155118942260742]","[446.9277648925781, 557.1747436523438, 0.6311019062995911]","[450.7581481933594, 529.319091796875, 0.721539318561554]","[460.3794860839844, 573.4158325195312, 0.5640318393707275]","[467.6433410644531, 509.5476379394531, 0.6419781446456909]","[540.15771484375, 609.4672241210938, 0.7351534366607666]","[552.0098266601562, 471.1386413574219, 0.7615769505500793]","[657.7064208984375, 625.3917236328125, 0.6321935057640076]","[679.0424194335938, 467.2933349609375, 0.6693373918533325]","[737.8079223632812, 607.9779052734375, 0.40429866313934326]","[763.7637939453125, 508.3269958496094, 0.49634599685668945]","[765.6756591796875, 604.93359375, 0.6546467542648315]","[770.4972534179688, 502.911376953125, 0.5139556527137756]","[834.759765625, 646.763427734375, 0.6309441328048706]","[838.6846923828125, 446.1479797363281, 0.5994483232498169]","[804.1747436523438, 610.3365478515625, 0.2455923855304718]","[815.5750732421875, 498.1258544921875, 0.2597849369049072]","[-10.041920033535048, -0.5700519265315906, 2.0881051967992623]","[-2.612027673037001, -7.017639857994383, -0.911567626827452]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/07/free_2_ID07/RGB/000009_RGB.png,"[462.6441650390625, 542.830322265625, 0.5884533524513245]","[446.765869140625, 556.4373779296875, 0.6143601536750793]","[450.5158996582031, 528.3330688476562, 0.7118720412254333]","[460.36004638671875, 572.9979248046875, 0.5472894310951233]","[467.552490234375, 509.0265808105469, 0.6244178414344788]","[540.3126831054688, 609.7107543945312, 0.7397329807281494]","[552.1719360351562, 471.0810852050781, 0.7637368440628052]","[658.6138916015625, 626.2969360351562, 0.627320408821106]","[678.4281005859375, 465.9677734375, 0.685714602470398]","[738.5955810546875, 608.6826782226562, 0.4120347797870636]","[764.2589111328125, 507.33416748046875, 0.49708691239356995]","[765.6513671875, 604.302490234375, 0.6575616002082825]","[762.47509765625, 504.603759765625, 0.4620624780654907]","[835.45166015625, 646.032470703125, 0.6303508281707764]","[838.9519653320312, 445.8377685546875, 0.5953013300895691]","[804.2781372070312, 609.6793212890625, 0.2543099820613861]","[815.5172729492188, 497.18511962890625, 0.2551199197769165]","[-10.067749158683082, -0.5908222752528782, 2.142129372527707]","[-2.465889266301088, -6.931892719110001, -0.86808960670494]"
