,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000000_RGB.png,"[476.5349426269531, 558.1190795898438, 0.494467169046402]","[459.4291687011719, 573.4868774414062, 0.5281722545623779]","[458.936279296875, 540.8871459960938, 0.6033581495285034]","[467.969970703125, 592.0712890625, 0.5970054268836975]","[465.95751953125, 520.043212890625, 0.6472588777542114]","[539.3482055664062, 623.009033203125, 0.5477612018585205]","[545.2749633789062, 484.9626159667969, 0.7377724051475525]","[687.4189453125, 668.7697143554688, 0.6427116394042969]","[688.8536376953125, 455.9136047363281, 0.8409560918807983]","[817.6197509765625, 688.226318359375, 0.6701398491859436]","[807.9365234375, 429.5303955078125, 0.7411019802093506]","[798.9629516601562, 606.0391845703125, 0.5625626444816589]","[798.936279296875, 498.8524169921875, 0.5730822682380676]","[833.1675415039062, 674.2728881835938, 0.027955172583460808]","[833.3782348632812, 457.54620361328125, 0.02709232084453106]","[841.0794677734375, 685.33984375, 0.07304845005273819]","[836.8124389648438, 430.6863098144531, 0.11538756638765335]","[0.38576330176475737, -0.18452458783852918, -0.04356874210566866]","[3.2615081869882037, 6.0525516478353385, -2.1137700989534434]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000001_RGB.png,"[476.1407470703125, 558.2003784179688, 0.48977795243263245]","[459.1009826660156, 573.5974731445312, 0.5383484959602356]","[458.69183349609375, 540.9288330078125, 0.6096086502075195]","[467.8014221191406, 592.0717163085938, 0.5982216000556946]","[466.05340576171875, 520.2501220703125, 0.642004668712616]","[540.35791015625, 623.450439453125, 0.5779926776885986]","[545.44287109375, 484.76177978515625, 0.7381022572517395]","[687.6715087890625, 668.8848876953125, 0.6653737425804138]","[688.4928588867188, 456.0645751953125, 0.8332660794258118]","[817.9534301757812, 688.4944458007812, 0.6897018551826477]","[806.6596069335938, 429.1277160644531, 0.7524328231811523]","[798.582763671875, 605.761962890625, 0.569254994392395]","[798.6343994140625, 498.66888427734375, 0.5845195651054382]","[833.9447021484375, 674.001953125, 0.03008454106748104]","[834.3590087890625, 456.1444396972656, 0.028826074674725533]","[841.6310424804688, 685.2755126953125, 0.07505164295434952]","[836.4535522460938, 430.3614501953125, 0.11765050143003464]","[0.49486637108290543, -0.18029543234813114, 0.013276217469376883]","[3.223079747523458, 6.037905197779608, -2.160263163330602]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000002_RGB.png,"[476.20556640625, 558.21826171875, 0.4882284998893738]","[459.1422424316406, 573.5848388671875, 0.5386977195739746]","[458.6995849609375, 540.9312133789062, 0.6130700707435608]","[467.40325927734375, 591.907958984375, 0.6042796969413757]","[465.7085876464844, 520.3233642578125, 0.641187846660614]","[540.2706298828125, 623.321044921875, 0.5634160041809082]","[545.79736328125, 484.5718078613281, 0.7422589659690857]","[687.85302734375, 668.761962890625, 0.6223446130752563]","[689.1439819335938, 455.3721618652344, 0.8373023271560669]","[818.1748657226562, 688.0906982421875, 0.6910464763641357]","[808.0856323242188, 429.3431091308594, 0.7373827695846558]","[800.5726318359375, 605.9713745117188, 0.5405278205871582]","[800.776611328125, 498.2787170410156, 0.5633940696716309]","[834.67724609375, 673.8856201171875, 0.027092859148979187]","[834.8107299804688, 456.1170959472656, 0.023193225264549255]","[842.6290893554688, 684.9385986328125, 0.06521394848823547]","[837.5667724609375, 430.4521789550781, 0.10539761930704117]","[0.45365857064799514, -0.16704594291746638, 0.051877746144946474]","[3.2159779363766368, 6.035250884773743, -2.1737875218163896]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000003_RGB.png,"[476.5845031738281, 558.132080078125, 0.4991685748100281]","[459.42608642578125, 573.4896240234375, 0.5343364477157593]","[459.2032470703125, 540.8899536132812, 0.6107164621353149]","[467.919677734375, 592.364501953125, 0.5979184508323669]","[466.47930908203125, 520.45166015625, 0.623498797416687]","[540.7745361328125, 623.5847778320312, 0.5823268890380859]","[545.76123046875, 484.8713684082031, 0.7318687438964844]","[687.8367309570312, 668.6089477539062, 0.6236550807952881]","[689.2601318359375, 455.3512878417969, 0.830022394657135]","[818.5326538085938, 688.1101684570312, 0.6935036182403564]","[807.8168334960938, 429.19293212890625, 0.7395791411399841]","[798.3396606445312, 604.8653564453125, 0.5518994331359863]","[798.7276611328125, 498.26922607421875, 0.5863500833511353]","[833.2714233398438, 673.4000244140625, 0.028654782101511955]","[833.9659423828125, 456.9855041503906, 0.028065752238035202]","[841.9332885742188, 684.7301025390625, 0.07392743229866028]","[836.778076171875, 430.57855224609375, 0.11947128176689148]","[0.41893802604635966, -0.1761549831633999, 0.07103683248177817]","[3.1989726479859932, 6.039932480336285, -2.1494024349743777]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000004_RGB.png,"[476.1214599609375, 558.13232421875, 0.4918375313282013]","[459.3305969238281, 573.6192626953125, 0.5286535024642944]","[458.77978515625, 540.977294921875, 0.6080721616744995]","[468.05950927734375, 592.0451049804688, 0.5851635336875916]","[466.1263732910156, 520.1708374023438, 0.6360026001930237]","[540.7666015625, 623.3671875, 0.5777047872543335]","[546.189453125, 484.4709167480469, 0.7366377711296082]","[688.04052734375, 668.5298461914062, 0.6328113675117493]","[689.0404052734375, 453.8736572265625, 0.6534850001335144]","[818.0530395507812, 688.29443359375, 0.6756904721260071]","[806.4285888671875, 429.0544128417969, 0.7398706078529358]","[800.6803588867188, 605.5834350585938, 0.5277515649795532]","[799.9945678710938, 498.42822265625, 0.5625178813934326]","[835.9434814453125, 674.4627075195312, 0.025871574878692627]","[835.4601440429688, 455.5447692871094, 0.02133428119122982]","[843.1942138671875, 685.430419921875, 0.06305307149887085]","[837.5218505859375, 430.0905456542969, 0.10167384892702103]","[0.4076732715298358, -0.16126298991199484, 0.052671643769505956]","[3.2494906958228973, 6.058613228740775, -2.125415693494709]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000005_RGB.png,"[476.4576721191406, 558.4070434570312, 0.5151012539863586]","[459.5252990722656, 573.794677734375, 0.5442737340927124]","[459.454345703125, 541.1692504882812, 0.6284557580947876]","[468.4001770019531, 592.8011474609375, 0.5948634743690491]","[467.6868591308594, 520.373046875, 0.6118949055671692]","[542.11669921875, 624.34130859375, 0.6066944003105164]","[546.49365234375, 484.5533142089844, 0.7375920414924622]","[688.1987915039062, 668.623291015625, 0.6345548629760742]","[689.4266967773438, 453.97808837890625, 0.6558050513267517]","[817.9389038085938, 688.4887084960938, 0.679478108882904]","[807.926025390625, 429.5892333984375, 0.737061619758606]","[799.9264526367188, 606.3338623046875, 0.5561158657073975]","[799.9518432617188, 498.80987548828125, 0.5738081336021423]","[834.3682861328125, 673.6312255859375, 0.026980075985193253]","[833.8856811523438, 457.3623962402344, 0.027042359113693237]","[842.4081420898438, 685.2117919921875, 0.06795130670070648]","[837.52294921875, 430.9322509765625, 0.10821126401424408]","[0.4057732220674741, -0.11933212379742933, 0.018549021503310826]","[3.222169574955007, 6.050537365632993, -2.130209358202787]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000006_RGB.png,"[476.0489807128906, 557.8885498046875, 0.48422741889953613]","[459.076416015625, 573.5150756835938, 0.5279346108436584]","[458.95098876953125, 540.5309448242188, 0.6155384182929993]","[468.4018249511719, 592.3505249023438, 0.5848293304443359]","[467.37432861328125, 519.7424926757812, 0.6282672882080078]","[540.7366943359375, 623.3807373046875, 0.5711147785186768]","[546.4889526367188, 484.4903564453125, 0.7282623648643494]","[686.9924926757812, 668.57275390625, 0.6396002173423767]","[689.0756225585938, 453.7850341796875, 0.6668794751167297]","[818.3238525390625, 688.2424926757812, 0.6632716059684753]","[805.8333740234375, 429.5816650390625, 0.7353845834732056]","[800.9576416015625, 604.5969848632812, 0.5193739533424377]","[801.02490234375, 497.4830017089844, 0.5643141269683838]","[835.9586181640625, 674.1495971679688, 0.02705208584666252]","[835.476318359375, 455.580810546875, 0.022001324221491814]","[843.538330078125, 685.1318359375, 0.0629614070057869]","[837.129150390625, 430.46783447265625, 0.09769715368747711]","[0.22136034450564215, -0.17242035226803998, -0.040031323664323076]","[3.262032877795359, 6.06963171804428, -2.1087603477924555]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000007_RGB.png,"[476.50604248046875, 557.5379028320312, 0.47734037041664124]","[459.3569030761719, 573.2882690429688, 0.5203531384468079]","[459.24169921875, 540.1636352539062, 0.5955831408500671]","[468.2922668457031, 592.6406860351562, 0.5926670432090759]","[467.3042297363281, 519.8018798828125, 0.6259629130363464]","[540.752685546875, 623.5289306640625, 0.5745773315429688]","[545.984619140625, 484.8005065917969, 0.7369316816329956]","[687.2960815429688, 669.3529663085938, 0.668164074420929]","[689.105712890625, 455.5147399902344, 0.8367493748664856]","[818.6730346679688, 691.7900390625, 0.5760522484779358]","[806.4502563476562, 429.6242370605469, 0.7399277687072754]","[797.343994140625, 605.36572265625, 0.5695569515228271]","[798.4446411132812, 498.9767150878906, 0.5844922661781311]","[832.80224609375, 672.6556396484375, 0.02896193042397499]","[832.7713623046875, 458.0608825683594, 0.03112892434000969]","[841.7911987304688, 685.5157470703125, 0.073033407330513]","[836.4425048828125, 430.84893798828125, 0.11465734243392944]","[0.057030845037980095, -0.2856712204584288, -0.09093374160139371]","[3.244802406229477, 6.06543522702801, -2.1253068927035743]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000008_RGB.png,"[475.8106689453125, 557.397216796875, 0.45636868476867676]","[459.0945129394531, 573.1312255859375, 0.509293794631958]","[458.6947937011719, 540.1470947265625, 0.5733277201652527]","[468.37164306640625, 592.352783203125, 0.5880786180496216]","[466.6802062988281, 519.3642578125, 0.6510244011878967]","[541.0775146484375, 623.3802490234375, 0.574822187423706]","[546.6107177734375, 483.98187255859375, 0.7544275522232056]","[687.203369140625, 668.9315795898438, 0.651054859161377]","[689.0335083007812, 454.75946044921875, 0.845947802066803]","[819.6599731445312, 693.1611328125, 0.5695489645004272]","[807.9324951171875, 428.1250305175781, 0.720417857170105]","[800.32373046875, 606.1991577148438, 0.5646994709968567]","[800.3516845703125, 497.69732666015625, 0.584514856338501]","[836.1105346679688, 675.0969848632812, 0.024447493255138397]","[835.4852294921875, 455.98095703125, 0.02069959230720997]","[844.3255615234375, 687.8441772460938, 0.052847519516944885]","[837.828369140625, 429.3561096191406, 0.09694943577051163]","[-0.11201568346291747, -0.4025518219815071, -0.23628753550429824]","[3.269961696163881, 6.080008731040962, -2.1053930817182676]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000009_RGB.png,"[475.1431579589844, 557.3352661132812, 0.42949095368385315]","[458.618896484375, 573.01123046875, 0.4856020510196686]","[457.8698425292969, 540.01318359375, 0.5732491612434387]","[468.255859375, 592.0481567382812, 0.5916349291801453]","[466.28338623046875, 519.16064453125, 0.6744392514228821]","[540.8702392578125, 623.4072875976562, 0.5803404450416565]","[546.6273803710938, 483.56585693359375, 0.7692980170249939]","[688.1160888671875, 668.5308837890625, 0.8119955062866211]","[688.3075561523438, 454.2809753417969, 0.6967859864234924]","[819.4352416992188, 695.1727905273438, 0.6389766931533813]","[805.8693237304688, 428.19927978515625, 0.7322356104850769]","[801.3026733398438, 606.6325073242188, 0.5664241313934326]","[805.7894287109375, 497.0219421386719, 0.695601224899292]","[836.2427978515625, 675.4317016601562, 0.02417498454451561]","[831.4432983398438, 435.2995300292969, 0.023448599502444267]","[843.4000244140625, 689.3994750976562, 0.05223412439227104]","[837.5017700195312, 428.7322692871094, 0.09515062719583511]","[-0.3828936393917746, -0.6157286181798892, -0.44856269244877]","[3.1713461879099376, 6.104173949922233, -2.1032404144534973]"
