,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000000_RGB.png,"[500.42803955078125, 553.4412841796875, 0.7151079773902893]","[485.2081298828125, 567.7437744140625, 0.6707644462585449]","[487.50616455078125, 538.1610717773438, 0.5168675780296326]","[495.36212158203125, 586.1047973632812, 0.7785661816596985]","[498.1192626953125, 518.3933715820312, 0.7369551062583923]","[566.7705688476562, 618.6837158203125, 0.8310153484344482]","[576.3505859375, 480.06903076171875, 0.6955326199531555]","[696.2546997070312, 648.8463745117188, 0.702785074710846]","[689.644775390625, 453.6262512207031, 0.5523750185966492]","[774.41796875, 593.4944458007812, 0.33332544565200806]","[767.6241455078125, 495.6041259765625, 0.5047688484191895]","[775.4639282226562, 596.5061645507812, 0.6092755794525146]","[773.6368408203125, 495.5243835449219, 0.5979572534561157]","[835.2093505859375, 670.8992309570312, 0.3756549656391144]","[839.0428466796875, 427.8350830078125, 0.22288337349891663]","[815.4214477539062, 584.9302978515625, 0.18203359842300415]","[825.8311767578125, 469.943115234375, 0.15071256458759308]","[-7.930436183648726, -0.16792550006431856, 2.773230986218945]","[-3.537179358351508, -16.54494436391208, -1.9841111849403659]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000001_RGB.png,"[500.2616882324219, 553.082763671875, 0.7167609333992004]","[485.1293640136719, 567.5084838867188, 0.6761436462402344]","[487.2064208984375, 537.8212890625, 0.5307559370994568]","[495.4895935058594, 586.108154296875, 0.7813490033149719]","[497.83526611328125, 518.4552001953125, 0.7549740076065063]","[567.2238159179688, 619.2142944335938, 0.8272243142127991]","[576.1677856445312, 479.7421875, 0.7038049101829529]","[695.0558471679688, 649.0415649414062, 0.713906466960907]","[689.9631958007812, 453.71563720703125, 0.5653119087219238]","[773.9899291992188, 594.7559814453125, 0.35879039764404297]","[768.2898559570312, 494.35809326171875, 0.5184494256973267]","[778.0119018554688, 597.0450439453125, 0.5865221619606018]","[776.5380249023438, 496.391845703125, 0.567397952079773]","[834.9652099609375, 669.8054809570312, 0.368309885263443]","[839.0844116210938, 427.9903259277344, 0.22630155086517334]","[814.331787109375, 585.4511108398438, 0.20305949449539185]","[825.1376953125, 469.69390869140625, 0.17907854914665222]","[-8.58083874511532, -0.37717158673524703, 2.5693624693983117]","[-3.8156766408668936, -16.69718268936935, -2.2577302434938993]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000002_RGB.png,"[500.76190185546875, 552.6201171875, 0.7138671278953552]","[485.6301574707031, 567.3607788085938, 0.6660210490226746]","[487.4291687011719, 537.4163818359375, 0.5390293598175049]","[495.9643859863281, 586.4212036132812, 0.7746783494949341]","[497.31903076171875, 518.3656616210938, 0.7573250532150269]","[567.5516967773438, 619.0596923828125, 0.8216142654418945]","[575.9420166015625, 480.0922546386719, 0.7085399627685547]","[695.2373046875, 650.0574951171875, 0.6970810890197754]","[689.0538940429688, 453.09173583984375, 0.5630375742912292]","[775.2144165039062, 595.1781005859375, 0.3397240936756134]","[767.8314819335938, 494.6601257324219, 0.5183055400848389]","[778.5289916992188, 597.2042236328125, 0.5756570100784302]","[775.44287109375, 496.9197692871094, 0.5813909769058228]","[834.9789428710938, 668.4781494140625, 0.3420179784297943]","[838.7457275390625, 427.10858154296875, 0.23901641368865967]","[815.9583740234375, 584.7191162109375, 0.18454957008361816]","[826.1237182617188, 469.7073059082031, 0.14423204958438873]","[-8.618713064671237, -0.40057358262001064, 2.539561154499065]","[-3.635134861874044, -16.808661291158767, -1.3471731288973523]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000003_RGB.png,"[499.6861267089844, 552.6105346679688, 0.7166435122489929]","[484.7666015625, 567.1637573242188, 0.698673665523529]","[486.6053771972656, 537.5178833007812, 0.5567538738250732]","[495.2076110839844, 586.003173828125, 0.7800683379173279]","[496.9208984375, 518.5834350585938, 0.7544915676116943]","[567.5994262695312, 619.2783813476562, 0.8207916021347046]","[577.4945068359375, 480.6208190917969, 0.7404534220695496]","[697.0173950195312, 649.5594482421875, 0.7140308618545532]","[690.3338012695312, 452.7353820800781, 0.5505768060684204]","[775.849853515625, 594.5509033203125, 0.34131377935409546]","[768.2822875976562, 495.8211669921875, 0.5215245485305786]","[778.081787109375, 597.6748046875, 0.5985175967216492]","[774.6917724609375, 495.6999816894531, 0.5983907580375671]","[835.0999145507812, 670.2135620117188, 0.3416580855846405]","[838.2528076171875, 426.9896240234375, 0.22087939083576202]","[815.4722900390625, 585.000244140625, 0.17724034190177917]","[826.1510009765625, 470.4002685546875, 0.14344462752342224]","[-8.636898376724076, -0.5038822251344407, 2.4013148202895436]","[-3.4532812646589637, -16.925370285043034, -1.0428440270385002]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000004_RGB.png,"[500.40716552734375, 553.114013671875, 0.7198467254638672]","[485.46649169921875, 567.7893676757812, 0.6819817423820496]","[487.1272277832031, 537.7849731445312, 0.542479395866394]","[495.495361328125, 586.2708129882812, 0.780336320400238]","[496.6940002441406, 518.548095703125, 0.7613682150840759]","[567.7601318359375, 619.1146850585938, 0.8178666830062866]","[577.6163940429688, 480.0138244628906, 0.7350034713745117]","[697.53369140625, 649.2741088867188, 0.7216857671737671]","[692.1594848632812, 453.2779846191406, 0.5420169830322266]","[776.2947998046875, 593.64990234375, 0.3340967893600464]","[769.6050415039062, 495.8947448730469, 0.5073719024658203]","[777.2754516601562, 595.9928588867188, 0.5979926586151123]","[774.3999633789062, 495.09100341796875, 0.5987700819969177]","[835.2569580078125, 669.2777099609375, 0.34288647770881653]","[837.0860595703125, 427.91278076171875, 0.2098156213760376]","[815.8043823242188, 584.3640747070312, 0.16439001262187958]","[825.5578002929688, 470.550048828125, 0.13745088875293732]","[-8.65484299861192, -0.6018459331723784, 2.3358343158177455]","[-3.1764790208240496, -17.0457834922835, -0.6700246192487913]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000005_RGB.png,"[500.30902099609375, 553.2252197265625, 0.7208271622657776]","[485.3316955566406, 568.0057983398438, 0.6829158067703247]","[485.7951965332031, 538.1038208007812, 0.4683697521686554]","[495.6592102050781, 586.5343017578125, 0.7814727425575256]","[495.95672607421875, 518.846923828125, 0.7510107159614563]","[567.1982421875, 618.7459106445312, 0.8262059688568115]","[576.28955078125, 479.25054931640625, 0.7045490741729736]","[695.98974609375, 649.5089721679688, 0.7165767550468445]","[690.5655517578125, 453.0363464355469, 0.5504700541496277]","[775.3296508789062, 594.7482299804688, 0.34778860211372375]","[769.8113403320312, 495.07391357421875, 0.5169402360916138]","[777.124755859375, 596.3938598632812, 0.6019526124000549]","[774.232666015625, 496.19256591796875, 0.6097853779792786]","[835.4230346679688, 669.2713623046875, 0.37328672409057617]","[838.6306762695312, 427.0466003417969, 0.2335699051618576]","[815.456787109375, 584.9157104492188, 0.18202939629554749]","[828.0504150390625, 484.8926086425781, 0.1596677601337433]","[-8.662002557029693, -0.6624013806559284, 2.2406236960123547]","[-3.167705274581098, -17.10304964157419, -0.4765435379271095]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000006_RGB.png,"[500.51239013671875, 553.3494873046875, 0.7149437069892883]","[485.6052551269531, 568.0911254882812, 0.6672419309616089]","[487.0364074707031, 537.9985961914062, 0.5271056294441223]","[495.7714538574219, 586.4664916992188, 0.7851322889328003]","[496.37713623046875, 518.623291015625, 0.7615520358085632]","[568.2130126953125, 618.923095703125, 0.8159984350204468]","[577.4151611328125, 480.1881103515625, 0.7317546606063843]","[696.48046875, 648.8169555664062, 0.7202188968658447]","[690.9157104492188, 453.45989990234375, 0.5572768449783325]","[775.5875854492188, 594.4091186523438, 0.331093430519104]","[768.7545166015625, 494.8810119628906, 0.508662760257721]","[776.55126953125, 597.0781860351562, 0.6079598069190979]","[774.0801391601562, 496.31402587890625, 0.6033807396888733]","[834.9769287109375, 669.5131225585938, 0.363197386264801]","[837.42724609375, 432.7635803222656, 0.20113983750343323]","[815.4794921875, 584.8114013671875, 0.17823781073093414]","[825.5823364257812, 470.5108642578125, 0.14273251593112946]","[-8.689252648195279, -0.6876956033560538, 2.1742803339828893]","[-3.105380406689463, -17.128519288073, -0.3355703394200184]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000007_RGB.png,"[500.02471923828125, 553.50830078125, 0.7159539461135864]","[485.46746826171875, 568.3995971679688, 0.6737103462219238]","[485.5702209472656, 538.4638061523438, 0.4718186855316162]","[495.9452209472656, 586.6535034179688, 0.7880750298500061]","[496.06585693359375, 518.7728271484375, 0.7498321533203125]","[567.7297973632812, 618.6755981445312, 0.8159603476524353]","[575.9757690429688, 479.572509765625, 0.716069757938385]","[696.501953125, 650.0413208007812, 0.7286185026168823]","[689.4610595703125, 452.528076171875, 0.5497084856033325]","[776.935791015625, 590.5634765625, 0.3537794351577759]","[768.3101806640625, 495.06866455078125, 0.5065230131149292]","[777.6262817382812, 596.7808227539062, 0.6012493968009949]","[774.9542846679688, 496.1064147949219, 0.5979277491569519]","[835.6079711914062, 669.2086791992188, 0.367409348487854]","[838.608642578125, 428.13470458984375, 0.22762645781040192]","[816.0330810546875, 584.9556274414062, 0.18560051918029785]","[825.9122924804688, 470.08685302734375, 0.14524473249912262]","[-8.607339581802607, -0.8509304682860837, 1.9955754559869685]","[-3.0692020092927432, -17.118816918252957, -0.27018407079488577]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000008_RGB.png,"[500.3837585449219, 553.689697265625, 0.71889728307724]","[485.6886291503906, 568.6061401367188, 0.6617768406867981]","[485.8854675292969, 538.3898315429688, 0.46287521719932556]","[495.9793701171875, 586.8722534179688, 0.7829591631889343]","[496.09820556640625, 518.7293701171875, 0.7475219368934631]","[567.8255615234375, 619.0078735351562, 0.815789520740509]","[575.7593383789062, 479.42242431640625, 0.7196272015571594]","[696.2842407226562, 649.7479858398438, 0.7176246047019958]","[690.2767333984375, 452.0621032714844, 0.5212743878364563]","[776.7621459960938, 591.3322143554688, 0.34364476799964905]","[768.4248657226562, 495.48809814453125, 0.5122544765472412]","[777.5770263671875, 596.701416015625, 0.5915388464927673]","[774.7319946289062, 496.18719482421875, 0.5915161371231079]","[835.0608520507812, 670.1636962890625, 0.3607978820800781]","[839.3063354492188, 427.4749450683594, 0.24670876562595367]","[815.277099609375, 585.1952514648438, 0.18230535089969635]","[825.923095703125, 469.91607666015625, 0.15234829485416412]","[-8.570476456449793, -0.933175885703993, 1.8977143995905779]","[-3.029291075181557, -17.12129281850363, -0.18146050851150047]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/02/free_3_ID02/RGB/000009_RGB.png,"[500.6180419921875, 553.672119140625, 0.7114211916923523]","[486.034423828125, 568.819091796875, 0.6450288891792297]","[485.8872375488281, 538.6649169921875, 0.46767568588256836]","[496.3670349121094, 586.9111938476562, 0.7850297093391418]","[495.8934631347656, 518.68505859375, 0.7501601576805115]","[568.2134399414062, 619.2052001953125, 0.8091325163841248]","[576.3088989257812, 479.094482421875, 0.7029892206192017]","[697.8295288085938, 650.5901489257812, 0.7257004976272583]","[691.0018920898438, 452.31842041015625, 0.537190318107605]","[776.6006469726562, 590.8740844726562, 0.3404674232006073]","[768.9534301757812, 495.6528625488281, 0.5116726756095886]","[777.1446533203125, 596.5878295898438, 0.5978877544403076]","[774.6947631835938, 496.0234680175781, 0.5937506556510925]","[835.14501953125, 669.15771484375, 0.35997357964515686]","[838.2002563476562, 427.74322509765625, 0.2336602509021759]","[815.5322875976562, 584.8197631835938, 0.17500072717666626]","[826.2378540039062, 470.3695373535156, 0.14488551020622253]","[-8.576355438799128, -0.9440721048016112, 1.8392025598452206]","[-2.970332521011746, -17.117918471551295, 0.027621849750798896]"
