,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000000_RGB.png,"[435.2035217285156, 547.1317749023438, 0.6996067762374878]","[419.59930419921875, 563.5128173828125, 0.6983122229576111]","[421.7342529296875, 531.1548461914062, 0.6529766917228699]","[434.216552734375, 585.7718505859375, 0.783606767654419]","[438.1047668457031, 511.6427001953125, 0.6152436137199402]","[529.80419921875, 631.9107666015625, 0.9037864804267883]","[531.7327270507812, 459.7845458984375, 0.8638415336608887]","[663.3796997070312, 655.42431640625, 0.5440244674682617]","[656.5421142578125, 437.761962890625, 0.6230610013008118]","[771.884521484375, 691.9072875976562, 0.3111688196659088]","[747.9637451171875, 442.2978515625, 0.6069951057434082]","[747.793212890625, 603.7378540039062, 0.7335633635520935]","[752.97705078125, 496.0059814453125, 0.7146841883659363]","[827.7726440429688, 704.236328125, 0.4582425653934479]","[832.3695068359375, 400.83355712890625, 0.3355867862701416]","[811.194580078125, 695.2705688476562, 0.33070600032806396]","[795.9950561523438, 451.7757263183594, 0.2541466951370239]","[0.4653846357536633, 0.006747598767016428, 0.3436433725171265]","[-1.9991482094839181, 4.803643994106975, 1.4820236031797807]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000001_RGB.png,"[434.9337463378906, 547.2415771484375, 0.7005233764648438]","[419.455078125, 563.6951293945312, 0.70789635181427]","[421.5005798339844, 531.2571411132812, 0.6665592193603516]","[434.1853942871094, 585.7803955078125, 0.7875686883926392]","[437.84783935546875, 511.6511535644531, 0.609887957572937]","[529.8359985351562, 631.8809814453125, 0.9040302038192749]","[531.8947143554688, 459.5668640136719, 0.8649752736091614]","[660.0900268554688, 655.5888061523438, 0.5729665756225586]","[650.2557983398438, 437.6734924316406, 0.576411247253418]","[770.908935546875, 691.7577514648438, 0.31489822268486023]","[748.970458984375, 442.9460144042969, 0.6211589574813843]","[747.365966796875, 604.5115356445312, 0.7354913353919983]","[751.603759765625, 496.8609924316406, 0.7079509496688843]","[827.6671142578125, 703.4183349609375, 0.47784262895584106]","[827.962158203125, 408.7996826171875, 0.23152664303779602]","[805.2484130859375, 691.71728515625, 0.3638651371002197]","[796.4879150390625, 452.0910949707031, 0.2826489210128784]","[0.3944248758254909, 0.06558950713847511, 0.39796996507021953]","[-1.996732447348529, 4.80081996737804, 1.484986353963588]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000002_RGB.png,"[434.8636779785156, 546.962158203125, 0.6987525820732117]","[419.4394226074219, 563.4071655273438, 0.7030386328697205]","[421.5708312988281, 530.908447265625, 0.665445864200592]","[434.26629638671875, 585.7028198242188, 0.7853999137878418]","[438.1689147949219, 511.3748779296875, 0.6111396551132202]","[530.16015625, 631.7941284179688, 0.9057196974754333]","[531.9336547851562, 459.38055419921875, 0.8640844821929932]","[660.1998901367188, 654.783447265625, 0.5779725909233093]","[651.7625122070312, 437.84954833984375, 0.5992802977561951]","[767.0371704101562, 690.9614868164062, 0.3864707052707672]","[749.0200805664062, 442.9388732910156, 0.6130927801132202]","[747.6166381835938, 604.782470703125, 0.7472054362297058]","[752.0255737304688, 496.9425964355469, 0.7142457365989685]","[827.6751098632812, 705.155517578125, 0.4647129476070404]","[832.0385131835938, 401.5528869628906, 0.31050121784210205]","[804.6777954101562, 692.2681884765625, 0.364077627658844]","[797.3440551757812, 451.73162841796875, 0.2676430642604828]","[0.3961021138344569, 0.11403377850723599, 0.37112102454455886]","[-1.9903505911928578, 4.7972748997221775, 1.48726890962372]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000003_RGB.png,"[435.1176452636719, 547.4986572265625, 0.6982550024986267]","[419.6808776855469, 563.76123046875, 0.7067883014678955]","[421.808349609375, 531.5890502929688, 0.6526955366134644]","[434.63177490234375, 585.6505126953125, 0.7803406119346619]","[438.3448181152344, 511.95684814453125, 0.62894207239151]","[529.9039306640625, 631.7998046875, 0.9034479856491089]","[532.0323486328125, 459.5243225097656, 0.8643726110458374]","[661.4933471679688, 655.41455078125, 0.5670657753944397]","[650.5493774414062, 438.1062927246094, 0.5949260592460632]","[771.626953125, 692.0263671875, 0.3380148112773895]","[749.1935424804688, 442.6821594238281, 0.6223118901252747]","[748.0185546875, 604.1876831054688, 0.7280017137527466]","[752.2146606445312, 497.40167236328125, 0.7082474827766418]","[827.826416015625, 702.7498779296875, 0.47520336508750916]","[827.655029296875, 408.54302978515625, 0.25116297602653503]","[805.3751220703125, 692.1053466796875, 0.3603016436100006]","[796.4122924804688, 451.3810119628906, 0.27979904413223267]","[0.3933035752472742, 0.10984211996905985, 0.3683629771103919]","[-1.9871029012508223, 4.795542776751637, 1.4907501203471296]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000004_RGB.png,"[434.2188415527344, 547.3424682617188, 0.7034550905227661]","[419.2892761230469, 563.6856079101562, 0.7175425291061401]","[421.2651672363281, 531.3073120117188, 0.6765845417976379]","[434.47027587890625, 585.6813354492188, 0.780855655670166]","[438.0045166015625, 511.6146240234375, 0.6113601922988892]","[529.7416381835938, 631.7415771484375, 0.9030368328094482]","[532.0330200195312, 459.412109375, 0.860743522644043]","[660.4356689453125, 654.6294555664062, 0.5812906622886658]","[651.0577392578125, 437.6180419921875, 0.5960671901702881]","[769.7394409179688, 691.0711669921875, 0.31750282645225525]","[748.7561645507812, 442.6609802246094, 0.6168886423110962]","[747.7013549804688, 603.56005859375, 0.7239488363265991]","[753.0584106445312, 496.6296081542969, 0.7086825966835022]","[827.808837890625, 703.4862670898438, 0.4655429720878601]","[828.6347045898438, 408.2102966308594, 0.2223147302865982]","[803.3328247070312, 691.3038330078125, 0.38574209809303284]","[795.690185546875, 452.0060119628906, 0.2819517254829407]","[0.4545629447968526, 0.0923313899515353, 0.40251470618162977]","[-1.9851599742752124, 4.795437417171453, 1.4948626468061785]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000005_RGB.png,"[434.97662353515625, 547.424072265625, 0.7020402550697327]","[419.500732421875, 563.852783203125, 0.7109987139701843]","[421.4071044921875, 531.4126586914062, 0.662911057472229]","[434.3423767089844, 585.7119140625, 0.7830440402030945]","[437.843505859375, 511.4891052246094, 0.6059340238571167]","[530.16845703125, 631.84130859375, 0.9052695035934448]","[531.994873046875, 459.1346435546875, 0.8567826747894287]","[660.7510986328125, 655.464599609375, 0.568856954574585]","[657.9359741210938, 438.5985412597656, 0.6398201584815979]","[767.2145385742188, 691.6796875, 0.40239736437797546]","[748.4610595703125, 442.834228515625, 0.6109123826026917]","[747.81689453125, 603.6101684570312, 0.7286354303359985]","[752.9555053710938, 496.31732177734375, 0.7129898071289062]","[827.5887451171875, 703.3342895507812, 0.46393173933029175]","[831.7588500976562, 401.90362548828125, 0.30521076917648315]","[804.4386596679688, 692.3073120117188, 0.37149131298065186]","[796.1925048828125, 452.18212890625, 0.2690316140651703]","[0.5118836081678991, 0.09656052193804066, 0.4576086025886881]","[-1.984189332984944, 4.793785579993524, 1.495930781952012]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000006_RGB.png,"[434.89617919921875, 547.746337890625, 0.7034117579460144]","[419.5832824707031, 564.005615234375, 0.7151327133178711]","[421.58843994140625, 531.6273193359375, 0.6592786312103271]","[434.58148193359375, 585.8912353515625, 0.7768825888633728]","[438.346435546875, 511.6264343261719, 0.6199724078178406]","[529.7899169921875, 632.0328369140625, 0.9070276021957397]","[532.0537719726562, 459.4113464355469, 0.8634809255599976]","[659.0950317382812, 654.4989624023438, 0.5836889147758484]","[651.5392456054688, 437.4996643066406, 0.5848446488380432]","[766.0834350585938, 690.958251953125, 0.3887459933757782]","[748.918701171875, 442.4302673339844, 0.6195371150970459]","[748.0166625976562, 603.7747802734375, 0.729270875453949]","[752.752197265625, 496.21453857421875, 0.7080895304679871]","[827.7267456054688, 703.872314453125, 0.4785653352737427]","[828.0278930664062, 407.958740234375, 0.23595046997070312]","[803.6380615234375, 691.8621826171875, 0.35536956787109375]","[796.1546630859375, 451.6697998046875, 0.2931998074054718]","[0.5857446773734482, 0.11539839559212112, 0.4562532378971403]","[-1.9804147649590493, 4.795986528506936, 1.498193240056395]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000007_RGB.png,"[435.17919921875, 547.259765625, 0.7015464305877686]","[419.7754821777344, 563.7329711914062, 0.7077135443687439]","[421.5074768066406, 531.3550415039062, 0.6657083630561829]","[434.95086669921875, 586.1785888671875, 0.7650150656700134]","[438.1365661621094, 511.7868347167969, 0.6194507479667664]","[529.9807739257812, 632.203125, 0.9056942462921143]","[531.6663208007812, 459.6238098144531, 0.8647438883781433]","[660.7770385742188, 655.2269897460938, 0.569252073764801]","[656.9810180664062, 438.5966491699219, 0.6390094757080078]","[771.37939453125, 691.5608520507812, 0.3108937740325928]","[748.7005615234375, 442.80242919921875, 0.6167430281639099]","[746.8101806640625, 603.306884765625, 0.7214231491088867]","[752.4974975585938, 496.5658264160156, 0.7061150670051575]","[828.0654296875, 703.4536743164062, 0.47726982831954956]","[827.868896484375, 408.6900634765625, 0.257243275642395]","[805.6734619140625, 691.8594360351562, 0.3758625388145447]","[795.195068359375, 451.94647216796875, 0.30005452036857605]","[0.6540350619056665, 0.13400546848010836, 0.4549544658778988]","[-1.9799098717157302, 4.795472751382899, 1.4996173956631034]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000008_RGB.png,"[435.88818359375, 547.3031616210938, 0.700057864189148]","[420.24493408203125, 563.8057250976562, 0.6868232488632202]","[421.9566955566406, 531.2843017578125, 0.64556884765625]","[435.3686828613281, 586.2169189453125, 0.756949782371521]","[438.5984802246094, 511.6175537109375, 0.6271701455116272]","[529.7852783203125, 631.9236450195312, 0.9059900045394897]","[532.042724609375, 459.41546630859375, 0.859303891658783]","[659.4934692382812, 654.54638671875, 0.588370144367218]","[652.49951171875, 437.9350280761719, 0.6017189025878906]","[766.3792114257812, 691.2993774414062, 0.4223038852214813]","[748.866455078125, 443.14129638671875, 0.6241610646247864]","[749.5560302734375, 604.084228515625, 0.7215540409088135]","[753.9057006835938, 496.299072265625, 0.7063641548156738]","[828.3595581054688, 703.7996215820312, 0.47910961508750916]","[832.2431640625, 402.87420654296875, 0.2795540988445282]","[803.6383666992188, 691.8187866210938, 0.34277021884918213]","[796.7011108398438, 452.7887268066406, 0.2772121727466583]","[0.6638003487921665, 0.12327802992590026, 0.45328781264986917]","[-1.9793426415636848, 4.798493166229447, 1.500569827180558]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/09/base_2_ID09/RGB/000009_RGB.png,"[436.09393310546875, 547.5518188476562, 0.6994941234588623]","[420.44140625, 564.1607666015625, 0.6977508068084717]","[421.9637451171875, 531.6683959960938, 0.6527049541473389]","[435.84228515625, 586.2981567382812, 0.7500249147415161]","[438.32012939453125, 511.7283630371094, 0.6237030625343323]","[530.1715087890625, 632.6909790039062, 0.9047130942344666]","[531.9865112304688, 459.267822265625, 0.864277184009552]","[660.4931640625, 654.7752685546875, 0.5597184896469116]","[651.1552124023438, 437.3782043457031, 0.5925905704498291]","[771.0250244140625, 691.562744140625, 0.3070621192455292]","[749.0601806640625, 442.9290771484375, 0.6143549084663391]","[747.7523803710938, 604.5732421875, 0.744240939617157]","[752.2855224609375, 496.8189392089844, 0.711522102355957]","[827.7708740234375, 705.638916015625, 0.46755120158195496]","[831.6232299804688, 402.00982666015625, 0.3097992539405823]","[805.4249267578125, 692.4292602539062, 0.3601781129837036]","[796.8231811523438, 452.0000915527344, 0.27985599637031555]","[0.7148070353664648, 0.07053525935575784, 0.43382375495361186]","[-1.9779936706171444, 4.799204193226041, 1.502175835130085]"
