,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000000_RGB.png,"[469.76959228515625, 545.8877563476562, 0.6579515933990479]","[458.6507568359375, 559.5936889648438, 0.6012607216835022]","[458.1397399902344, 530.8936157226562, 0.6034801006317139]","[472.20623779296875, 578.7033081054688, 0.5739840865135193]","[471.845947265625, 514.7283935546875, 0.5642164349555969]","[546.1318359375, 611.9561157226562, 0.7892917394638062]","[551.7957763671875, 473.4076232910156, 0.8127528429031372]","[656.65380859375, 641.6051025390625, 0.7587894797325134]","[653.8068237304688, 449.8214416503906, 0.5810070633888245]","[728.61767578125, 630.1627807617188, 0.6197810769081116]","[732.37353515625, 477.8524475097656, 0.5312589406967163]","[774.9862060546875, 599.1575317382812, 0.5652872323989868]","[777.4934692382812, 497.9018249511719, 0.5717705488204956]","[833.1856689453125, 648.97021484375, 0.2993311583995819]","[836.3490600585938, 471.4179992675781, 0.25618481636047363]","[811.4535522460938, 629.6336669921875, 0.14399926364421844]","[804.5831909179688, 482.7436218261719, 0.16976992785930634]","[-1.948782297787619, -2.3413542780681054, 0.15619028055915438]","[3.6543015308021305, -12.926759902271789, -0.4846245596799876]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000001_RGB.png,"[469.0701599121094, 546.0465698242188, 0.639175534248352]","[458.6077880859375, 560.3267211914062, 0.617868185043335]","[456.96002197265625, 531.507568359375, 0.5923953652381897]","[472.12689208984375, 577.7266235351562, 0.5480974316596985]","[469.6800842285156, 514.7962036132812, 0.7096430659294128]","[545.7064208984375, 611.7401123046875, 0.7888187170028687]","[551.8598022460938, 472.7846984863281, 0.8192335367202759]","[657.30712890625, 641.7237548828125, 0.7634444236755371]","[654.665283203125, 451.765625, 0.7869412302970886]","[727.2474365234375, 630.4605102539062, 0.5857621431350708]","[732.9064331054688, 477.457763671875, 0.5349657535552979]","[784.4984741210938, 602.963623046875, 0.6730465888977051]","[786.798095703125, 496.3223571777344, 0.6600795984268188]","[833.8142700195312, 655.2225341796875, 0.2599487900733948]","[835.914794921875, 471.1863098144531, 0.21412236988544464]","[802.5304565429688, 626.209716796875, 0.13959278166294098]","[806.1956176757812, 482.6379699707031, 0.15275052189826965]","[-3.4254247414786962, -2.8276247554905805, 0.6096379763901218]","[3.695396893711849, -12.91968892752658, -0.48843658341494356]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000002_RGB.png,"[468.4103088378906, 546.3265380859375, 0.6530739068984985]","[457.9833068847656, 560.5555419921875, 0.6030181050300598]","[456.18408203125, 531.7871704101562, 0.5755795836448669]","[471.9632873535156, 577.5071411132812, 0.5389906764030457]","[469.5350646972656, 514.9327392578125, 0.7118760943412781]","[544.9197998046875, 611.0194091796875, 0.77950519323349]","[551.5557861328125, 473.0014343261719, 0.8099856972694397]","[657.004150390625, 641.6207885742188, 0.7511459589004517]","[654.0961303710938, 452.19573974609375, 0.7816796898841858]","[728.305419921875, 630.891357421875, 0.5927736759185791]","[732.7609252929688, 477.9291687011719, 0.5261032581329346]","[782.22900390625, 601.8770141601562, 0.6920006275177002]","[779.974365234375, 497.2481994628906, 0.5610471367835999]","[833.1901245117188, 652.361328125, 0.2735323905944824]","[837.2661743164062, 471.13226318359375, 0.23201629519462585]","[812.1830444335938, 628.2823486328125, 0.15053468942642212]","[805.5042114257812, 482.8622131347656, 0.17192991077899933]","[-4.046653994142641, -2.8961768862877393, 0.6244884329146947]","[3.689073115108564, -12.908749109159984, -0.4744581270133405]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000003_RGB.png,"[467.7342529296875, 547.0565795898438, 0.659463107585907]","[457.37994384765625, 560.7479858398438, 0.5626718401908875]","[455.81036376953125, 532.1471557617188, 0.5540615320205688]","[470.8255920410156, 578.307373046875, 0.5185855031013489]","[469.17596435546875, 515.2194213867188, 0.7108532190322876]","[544.5814819335938, 611.1444702148438, 0.7737758159637451]","[551.4766845703125, 473.4593811035156, 0.809337317943573]","[655.3495483398438, 641.8468627929688, 0.7429019212722778]","[653.7821044921875, 450.4177551269531, 0.5738564133644104]","[728.6859741210938, 630.669921875, 0.6269559860229492]","[732.93505859375, 477.46624755859375, 0.5277633666992188]","[782.7288208007812, 603.0349731445312, 0.6780568361282349]","[779.9749145507812, 498.3414611816406, 0.5432800650596619]","[832.9760131835938, 651.962646484375, 0.2651228904724121]","[837.204833984375, 472.3172912597656, 0.25893378257751465]","[810.1781005859375, 627.8331298828125, 0.13126686215400696]","[803.4298706054688, 483.1628112792969, 0.16525092720985413]","[-4.243484521332874, -2.932613311513598, 0.4805383279950025]","[3.7257321777085, -12.893508658005162, -0.4828827365245188]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000004_RGB.png,"[466.9179992675781, 547.25341796875, 0.6586301326751709]","[457.0594177246094, 560.948974609375, 0.5490700602531433]","[455.2436828613281, 532.2662353515625, 0.5346812009811401]","[470.7441711425781, 578.0938110351562, 0.516801655292511]","[469.002685546875, 515.2715454101562, 0.7216185927391052]","[544.6517944335938, 610.7072143554688, 0.7705479264259338]","[551.023193359375, 473.60345458984375, 0.8134703636169434]","[656.1788940429688, 642.6812744140625, 0.7540437579154968]","[653.3480224609375, 451.932861328125, 0.7858886122703552]","[727.1162109375, 631.0538330078125, 0.5807288885116577]","[732.9423828125, 477.4386291503906, 0.5252155065536499]","[783.4322509765625, 602.277587890625, 0.6734891533851624]","[780.431640625, 497.7950439453125, 0.5489616990089417]","[833.6460571289062, 653.6127319335938, 0.2513462007045746]","[836.4202270507812, 471.1039733886719, 0.2281213402748108]","[812.0974731445312, 628.8883666992188, 0.10760646313428879]","[804.93310546875, 482.1032409667969, 0.15452414751052856]","[-3.9502607341613083, -2.911161797970689, 0.3351860579409652]","[3.7104544971610682, -12.896745344903108, -0.46721997281775246]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000005_RGB.png,"[467.3411865234375, 546.814697265625, 0.6588348746299744]","[457.4469299316406, 560.787841796875, 0.5690613985061646]","[455.53326416015625, 532.0467529296875, 0.5490038394927979]","[471.6431884765625, 578.04931640625, 0.5378156304359436]","[469.17315673828125, 515.2072143554688, 0.7167233228683472]","[544.654296875, 610.5596923828125, 0.7659265398979187]","[550.8673706054688, 474.1219787597656, 0.8192499876022339]","[654.955078125, 642.2528076171875, 0.742746114730835]","[653.3228149414062, 452.3271484375, 0.7837584018707275]","[728.7316284179688, 630.5591430664062, 0.6032211780548096]","[732.680419921875, 477.7640075683594, 0.5340030193328857]","[780.488525390625, 602.8150634765625, 0.6967034935951233]","[778.0126342773438, 497.5299072265625, 0.575478196144104]","[832.8629150390625, 652.5690307617188, 0.25927460193634033]","[836.9849243164062, 470.7076721191406, 0.23163652420043945]","[811.4246215820312, 628.317138671875, 0.12184718996286392]","[805.4265747070312, 482.3543701171875, 0.16563595831394196]","[-3.1720590848053702, -2.805612469813785, 0.1469529265761543]","[3.8242465071499194, -12.842834040555095, -0.5051131578245441]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000006_RGB.png,"[466.3955078125, 546.9166259765625, 0.6620196104049683]","[456.9222717285156, 561.078857421875, 0.5809579491615295]","[454.85162353515625, 532.165283203125, 0.5395172238349915]","[471.86871337890625, 578.7814331054688, 0.5603150129318237]","[469.4657897949219, 515.2472534179688, 0.716777503490448]","[545.4984741210938, 611.2600708007812, 0.7808656096458435]","[550.6890258789062, 473.9256896972656, 0.822898805141449]","[656.4344482421875, 642.5242919921875, 0.761218249797821]","[653.1905517578125, 451.99212646484375, 0.7866013050079346]","[727.201171875, 630.0958862304688, 0.5950462222099304]","[733.0475463867188, 477.7557678222656, 0.5319103598594666]","[782.9653930664062, 602.4244995117188, 0.6841484904289246]","[779.726318359375, 497.53277587890625, 0.5595057606697083]","[833.49072265625, 652.96533203125, 0.2501451075077057]","[836.2903442382812, 471.1756591796875, 0.2178587019443512]","[802.7252197265625, 626.3284912109375, 0.1430654078722]","[805.6239624023438, 482.0181579589844, 0.14840611815452576]","[-2.4089198958392464, -2.8231899854597335, -0.08081743591015503]","[3.8563413593194635, -12.837527591890888, -0.5160900139276553]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000007_RGB.png,"[467.1773376464844, 545.7938232421875, 0.6492536664009094]","[457.6304016113281, 560.1009521484375, 0.584592878818512]","[455.6554870605469, 531.6785888671875, 0.5623425245285034]","[472.33251953125, 578.2957763671875, 0.566039502620697]","[469.3922424316406, 515.2755126953125, 0.7143617272377014]","[545.2738037109375, 611.5112915039062, 0.7824794054031372]","[550.8726196289062, 473.7611083984375, 0.8250235319137573]","[656.8521728515625, 641.7463989257812, 0.7560704350471497]","[653.5158081054688, 451.6841735839844, 0.7898419499397278]","[727.7623291015625, 629.7054443359375, 0.5928590893745422]","[732.9373168945312, 477.8450622558594, 0.5405897498130798]","[784.1665649414062, 603.1129150390625, 0.6742363572120667]","[787.2398681640625, 495.4234313964844, 0.6616007685661316]","[833.0021362304688, 652.73095703125, 0.2501285970211029]","[836.60986328125, 470.54766845703125, 0.20972701907157898]","[812.4808959960938, 627.1791381835938, 0.12524090707302094]","[805.4052734375, 482.75274658203125, 0.14406049251556396]","[-2.2478753550367423, -2.8590486693390904, -0.15317268700515232]","[3.8625850005539193, -12.830803092089758, -0.5179203433058133]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000008_RGB.png,"[467.37109375, 545.9763793945312, 0.6452659368515015]","[457.71923828125, 560.1237182617188, 0.5925781726837158]","[455.97552490234375, 531.6533813476562, 0.5704528093338013]","[472.4159240722656, 578.3247680664062, 0.5766271352767944]","[469.9250793457031, 515.2057495117188, 0.6985000371932983]","[545.4972534179688, 611.534423828125, 0.7778269052505493]","[550.852294921875, 473.6833801269531, 0.8200344443321228]","[656.1258544921875, 642.810546875, 0.7625933289527893]","[653.886474609375, 452.56512451171875, 0.7854612469673157]","[727.27099609375, 629.7896118164062, 0.5992544293403625]","[733.0997924804688, 478.1026611328125, 0.5328830480575562]","[781.2905883789062, 603.3021850585938, 0.7006548643112183]","[779.66650390625, 497.3205871582031, 0.5618792176246643]","[833.372314453125, 654.9321899414062, 0.28188908100128174]","[836.6519165039062, 470.6536560058594, 0.22244581580162048]","[812.5447998046875, 630.5562133789062, 0.11339067667722702]","[805.7067260742188, 482.2268371582031, 0.16508306562900543]","[-2.185961632908399, -2.9962932186060582, -0.24067348104103953]","[3.9172677223761356, -12.830950824824942, -0.5432297331871818]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000009_RGB.png,"[467.2388916015625, 546.4539794921875, 0.6500087976455688]","[457.6045227050781, 560.4892578125, 0.6008877158164978]","[455.87298583984375, 531.9100341796875, 0.5617594122886658]","[472.4745178222656, 578.6926879882812, 0.580920934677124]","[470.000244140625, 515.1688232421875, 0.6989538073539734]","[545.6260986328125, 611.5211181640625, 0.7838046550750732]","[550.9879150390625, 473.3894348144531, 0.8127361536026001]","[656.4247436523438, 642.2527465820312, 0.7690016627311707]","[654.0498046875, 451.77459716796875, 0.7813338041305542]","[728.4721069335938, 629.1661987304688, 0.6038888096809387]","[733.2900390625, 477.80902099609375, 0.5376451015472412]","[782.9276733398438, 602.61181640625, 0.6835625767707825]","[780.4782104492188, 497.3155212402344, 0.556119441986084]","[833.3585815429688, 653.3953247070312, 0.259420245885849]","[837.110107421875, 470.7229309082031, 0.22756929695606232]","[812.5587768554688, 629.1813354492188, 0.1164170652627945]","[805.7765502929688, 482.5940856933594, 0.15498417615890503]","[-2.2228393270858797, -3.016948792039312, -0.23483242153268316]","[3.8564682271275665, -12.867411747658865, -0.5031028155293058]"
