,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000000_RGB.png,"[482.4579772949219, 547.6177368164062, 0.6794487833976746]","[469.7247009277344, 563.5174560546875, 0.5671119689941406]","[471.96527099609375, 532.661376953125, 0.41710588335990906]","[491.81005859375, 587.4602661132812, 0.5666127800941467]","[490.22100830078125, 518.4295654296875, 0.549210786819458]","[557.4037475585938, 625.5294189453125, 0.6961256861686707]","[561.7330932617188, 474.7764587402344, 0.7521287202835083]","[670.3207397460938, 629.7461547851562, 0.7707605957984924]","[675.9549560546875, 457.8372497558594, 0.6785404682159424]","[745.7454223632812, 621.893310546875, 0.507417619228363]","[746.2803344726562, 508.92779541015625, 0.4258080720901489]","[766.6032104492188, 599.010986328125, 0.4161182940006256]","[765.5635986328125, 503.53643798828125, 0.4080709218978882]","[817.3978271484375, 625.2353515625, 0.48936423659324646]","[823.0515747070312, 502.1036071777344, 0.4648633301258087]","[819.5672607421875, 607.4846801757812, 0.2410699874162674]","[822.3219604492188, 514.4456787109375, 0.17903292179107666]","[-2.2469533162810933, 1.1544888112744516, -5.892282144650015]","[5.420614483939822, 7.383490554698307, 2.844825771815939]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000001_RGB.png,"[480.8191223144531, 546.9569091796875, 0.6859009265899658]","[468.0515441894531, 562.8148193359375, 0.645169734954834]","[470.4424743652344, 533.1552734375, 0.5547228455543518]","[490.9229736328125, 587.9064331054688, 0.5576684474945068]","[490.07421875, 518.3217163085938, 0.5539918541908264]","[557.264892578125, 626.0654907226562, 0.7203807830810547]","[562.3897705078125, 473.973876953125, 0.7633450627326965]","[670.9778442382812, 631.9288940429688, 0.7713665962219238]","[678.3717651367188, 458.7817687988281, 0.7194709777832031]","[744.6830444335938, 621.9454345703125, 0.49644291400909424]","[752.7235717773438, 521.1112670898438, 0.2625272572040558]","[767.4586791992188, 599.6970825195312, 0.4078109562397003]","[766.7139892578125, 502.5534973144531, 0.39649370312690735]","[820.682373046875, 625.9506225585938, 0.47619518637657166]","[827.9032592773438, 506.7057189941406, 0.3041156828403473]","[819.1887817382812, 607.0382690429688, 0.26290446519851685]","[822.5507202148438, 515.4473876953125, 0.1915571391582489]","[-2.104349637207677, 1.3087440315034553, -6.327290462995081]","[5.406104510657373, 7.155394548699378, 2.8546812672154616]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000002_RGB.png,"[480.9292907714844, 545.8115234375, 0.6695424914360046]","[468.2406005859375, 561.9052124023438, 0.6272028684616089]","[470.3509521484375, 532.427978515625, 0.5578143000602722]","[491.3641662597656, 587.30029296875, 0.575605034828186]","[489.6770935058594, 518.18212890625, 0.5662512183189392]","[556.716552734375, 625.63525390625, 0.7036085724830627]","[561.7833862304688, 474.1204833984375, 0.764083743095398]","[671.7777099609375, 631.8806762695312, 0.7488970160484314]","[679.4658203125, 459.603759765625, 0.7391005754470825]","[746.8245849609375, 621.4142456054688, 0.520596981048584]","[756.1340942382812, 524.1265258789062, 0.2876710891723633]","[766.0570068359375, 599.594482421875, 0.4217595160007477]","[765.74267578125, 502.84063720703125, 0.4074983596801758]","[819.9684448242188, 625.8789672851562, 0.4804012179374695]","[823.768310546875, 504.0143127441406, 0.43929868936538696]","[818.6588745117188, 606.2468872070312, 0.2281850129365921]","[821.5899658203125, 515.9185180664062, 0.19335006177425385]","[-2.0155585513571452, 1.4593604013921724, -6.670765132344859]","[5.417844605528338, 7.067866591927582, 2.8146576475991636]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000003_RGB.png,"[481.1291198730469, 544.9353637695312, 0.6401107907295227]","[468.2084655761719, 560.950927734375, 0.5829827785491943]","[470.5843811035156, 530.8334350585938, 0.41686302423477173]","[491.6070251464844, 586.6553344726562, 0.6164934039115906]","[489.11480712890625, 518.62353515625, 0.563072144985199]","[555.8732299804688, 625.0475463867188, 0.6811010837554932]","[558.443603515625, 473.53839111328125, 0.702265739440918]","[669.532470703125, 632.4255981445312, 0.7562076449394226]","[678.923583984375, 459.71636962890625, 0.7324872612953186]","[746.8656005859375, 622.34326171875, 0.5159539580345154]","[757.4000244140625, 522.7709350585938, 0.2812079191207886]","[767.2868041992188, 599.7736206054688, 0.403969943523407]","[765.7620849609375, 504.0044860839844, 0.39256152510643005]","[821.4644775390625, 625.8624267578125, 0.4777278006076813]","[824.6798095703125, 502.11651611328125, 0.4304850101470947]","[818.4700927734375, 606.4325561523438, 0.23527714610099792]","[821.1572875976562, 514.1563110351562, 0.18827487528324127]","[-2.0303138166792807, 1.514116954913425, -6.956617790350221]","[5.3991044805901485, 6.879933878281701, 2.8119083842482633]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000004_RGB.png,"[480.91082763671875, 544.3466796875, 0.6294116377830505]","[467.9524230957031, 560.3557739257812, 0.5803343057632446]","[470.1089172363281, 531.56689453125, 0.578986644744873]","[487.85931396484375, 587.0048828125, 0.6040358543395996]","[488.20062255859375, 518.635986328125, 0.5812612175941467]","[556.5189819335938, 625.072021484375, 0.6850894093513489]","[558.6029052734375, 474.00836181640625, 0.6918181777000427]","[669.4759521484375, 631.7219848632812, 0.7482998967170715]","[677.6600341796875, 459.2701416015625, 0.7174345850944519]","[746.2328491210938, 621.8575439453125, 0.5199248194694519]","[754.9400634765625, 522.3661499023438, 0.2578095495700836]","[765.6041259765625, 598.9227294921875, 0.4199651777744293]","[764.342529296875, 502.87811279296875, 0.4062964916229248]","[820.6941528320312, 625.4447021484375, 0.47468146681785583]","[824.8411865234375, 502.14459228515625, 0.47827214002609253]","[819.439453125, 606.751220703125, 0.2399478405714035]","[818.8352661132812, 506.8425598144531, 0.17900994420051575]","[-1.8086116055525254, 1.4731402060686274, -7.198955627490429]","[5.401718483280047, 6.797372574005734, 2.777932875954063]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000005_RGB.png,"[482.1192932128906, 544.2064208984375, 0.6167312860488892]","[468.7126770019531, 560.4559936523438, 0.5556508898735046]","[470.9346008300781, 530.5469360351562, 0.4407627582550049]","[491.33245849609375, 586.4217529296875, 0.611309289932251]","[488.642578125, 519.0589599609375, 0.5738601684570312]","[556.190185546875, 624.7990112304688, 0.6801662445068359]","[558.5362548828125, 474.8881530761719, 0.6933605074882507]","[671.1323852539062, 631.0070190429688, 0.761300265789032]","[679.7293701171875, 459.9762878417969, 0.7340319752693176]","[747.8858032226562, 619.9197387695312, 0.4978688955307007]","[756.2816162109375, 527.0846557617188, 0.2789091169834137]","[764.2415771484375, 598.6895751953125, 0.4290238320827484]","[762.7921752929688, 504.2670593261719, 0.4152470827102661]","[808.909912109375, 624.0823974609375, 0.42399466037750244]","[819.7138671875, 502.853515625, 0.504629373550415]","[822.00634765625, 607.037109375, 0.23535101115703583]","[822.9488525390625, 515.5635375976562, 0.1818184107542038]","[-1.6132377143928622, 1.4163153090055582, -7.310465678263351]","[5.389279752506386, 6.6785054914220074, 2.771601982153427]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000006_RGB.png,"[482.6379699707031, 543.89697265625, 0.6161528825759888]","[469.3495178222656, 560.1771240234375, 0.522770881652832]","[471.487548828125, 530.416748046875, 0.4990845024585724]","[491.3871154785156, 586.424072265625, 0.6191544532775879]","[488.8240051269531, 519.3287963867188, 0.5679070949554443]","[556.9722290039062, 625.1122436523438, 0.705386757850647]","[558.2145385742188, 474.72674560546875, 0.6983044743537903]","[664.1614379882812, 629.794921875, 0.7712188363075256]","[679.1287841796875, 459.82781982421875, 0.7366244792938232]","[746.4131469726562, 621.9559936523438, 0.5110701322555542]","[758.7409057617188, 526.2789916992188, 0.2779320776462555]","[763.8754272460938, 598.710205078125, 0.4422989785671234]","[763.3250732421875, 501.3448486328125, 0.42809805274009705]","[819.7677612304688, 625.9810791015625, 0.4689956307411194]","[823.322998046875, 501.25396728515625, 0.46732378005981445]","[820.9995727539062, 606.7211303710938, 0.23413889110088348]","[822.0873413085938, 505.9908447265625, 0.18217238783836365]","[-1.147805841253278, 1.242209941133707, -7.247566584436176]","[5.374677776155933, 6.61202737374077, 2.8089725532868974]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000007_RGB.png,"[482.70123291015625, 544.209716796875, 0.6161039471626282]","[469.2349853515625, 560.7191772460938, 0.5479825735092163]","[471.53521728515625, 530.7384643554688, 0.49106496572494507]","[491.1212463378906, 587.0870361328125, 0.5920112729072571]","[488.9219055175781, 519.205078125, 0.564525842666626]","[556.9068603515625, 625.2042236328125, 0.6990039348602295]","[558.3391723632812, 474.745849609375, 0.6962531805038452]","[666.523681640625, 628.7448120117188, 0.7206198573112488]","[678.77685546875, 460.00921630859375, 0.7260284423828125]","[745.50830078125, 624.0874633789062, 0.4897410273551941]","[756.2282104492188, 526.6475830078125, 0.2512870728969574]","[760.638916015625, 597.4588623046875, 0.45817846059799194]","[759.8643188476562, 500.8814392089844, 0.457798570394516]","[820.5650024414062, 625.4186401367188, 0.4781404435634613]","[822.7778930664062, 501.4426574707031, 0.480792373418808]","[820.612060546875, 607.1782836914062, 0.22915354371070862]","[823.0965576171875, 514.159912109375, 0.18180976808071136]","[-0.7078875981871939, 1.1153248140328444, -7.104163253855651]","[5.370262827781989, 6.471373128112127, 2.8346862671042112]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000008_RGB.png,"[483.6797790527344, 545.4161987304688, 0.6067982316017151]","[470.1475524902344, 561.4530639648438, 0.5074974298477173]","[472.50787353515625, 532.024169921875, 0.5333122611045837]","[491.2187194824219, 587.461181640625, 0.5904049277305603]","[489.1352233886719, 519.9637451171875, 0.5304333567619324]","[556.4628295898438, 625.1612548828125, 0.6968567967414856]","[557.9989624023438, 475.5329284667969, 0.7192825078964233]","[662.735107421875, 628.2013549804688, 0.6974502205848694]","[676.3807983398438, 459.55487060546875, 0.7081196308135986]","[745.7603759765625, 622.5105590820312, 0.52325040102005]","[758.23291015625, 527.750244140625, 0.26278021931648254]","[766.3572387695312, 594.378662109375, 0.4186497926712036]","[762.768798828125, 498.699462890625, 0.4333510100841522]","[823.914306640625, 625.509033203125, 0.44930562376976013]","[832.12353515625, 502.5413513183594, 0.4921860992908478]","[819.6560668945312, 597.5299072265625, 0.25460129976272583]","[819.9451293945312, 505.36431884765625, 0.17870554327964783]","[-0.3448770147015934, 0.9396485440318764, -6.856089361362705]","[5.402907031412762, 6.260447375877285, 2.9136225562350777]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/04/base_2_ID04/RGB/000009_RGB.png,"[483.2957458496094, 545.8522338867188, 0.6126888990402222]","[470.6185302734375, 561.4234619140625, 0.38975223898887634]","[472.4345397949219, 532.3358154296875, 0.5565706491470337]","[491.9629821777344, 587.5872802734375, 0.6097047328948975]","[489.656494140625, 520.0072631835938, 0.5239747762680054]","[557.0203247070312, 625.3643188476562, 0.7037432789802551]","[558.2239990234375, 475.81488037109375, 0.7024902701377869]","[664.0000610351562, 627.2882080078125, 0.6965810656547546]","[674.53662109375, 459.28265380859375, 0.5340347290039062]","[744.4244995117188, 623.3604125976562, 0.5130394101142883]","[753.8097534179688, 524.4671020507812, 0.2351318746805191]","[763.9464721679688, 592.945556640625, 0.45165497064590454]","[759.0723876953125, 498.771484375, 0.4552493393421173]","[822.4522705078125, 625.2523193359375, 0.4606582522392273]","[826.9373168945312, 507.4228210449219, 0.317160427570343]","[820.116455078125, 598.9180297851562, 0.25388187170028687]","[819.2433471679688, 507.1770935058594, 0.16771304607391357]","[-0.0778015997064074, 0.8216402375678387, -6.423751629287097]","[5.451682696052192, 5.408999297711699, 2.86044056808277]"
