,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000000_RGB.png,"[474.0264587402344, 559.3819580078125, 0.49501335620880127]","[458.1052551269531, 574.3802490234375, 0.5093704462051392]","[457.60797119140625, 541.9412231445312, 0.5720741152763367]","[468.22119140625, 592.7122802734375, 0.5712367296218872]","[467.2884521484375, 520.8237915039062, 0.6097533106803894]","[554.8282470703125, 636.2299194335938, 0.5187705755233765]","[548.8917846679688, 479.9488525390625, 0.784021258354187]","[697.7940063476562, 653.6873779296875, 0.7086182236671448]","[686.333251953125, 453.1283264160156, 0.7195900082588196]","[808.8924560546875, 649.7503051757812, 0.5025126934051514]","[798.793212890625, 467.61859130859375, 0.6574810147285461]","[821.046142578125, 602.8624267578125, 0.710782527923584]","[819.6581420898438, 504.830322265625, 0.7588704824447632]","[844.0625610351562, 628.6692504882812, 0.011412067338824272]","[833.6295776367188, 470.33538818359375, 0.053620677441358566]","[842.5474853515625, 638.8360595703125, 0.05684119462966919]","[834.3014526367188, 463.29742431640625, 0.07827825844287872]","[0.9022493716724952, -0.07199896167982721, -0.24920439003960004]","[3.8622101339203785, 5.68751557702047, -1.0641223231285795]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000001_RGB.png,"[474.9250183105469, 559.6524658203125, 0.5268687009811401]","[458.855224609375, 574.6568603515625, 0.5446059107780457]","[458.19342041015625, 542.30224609375, 0.5941508412361145]","[468.6260070800781, 592.7437744140625, 0.565490186214447]","[467.20147705078125, 520.8775024414062, 0.611366868019104]","[554.5444946289062, 636.26953125, 0.5182103514671326]","[549.2162475585938, 479.6847839355469, 0.7923412322998047]","[696.7744750976562, 652.9866333007812, 0.7003083825111389]","[686.9881591796875, 452.9242248535156, 0.7141130566596985]","[808.5696411132812, 650.164306640625, 0.49659937620162964]","[797.827880859375, 467.16009521484375, 0.6679973006248474]","[821.343017578125, 601.6946411132812, 0.6878331303596497]","[819.3287963867188, 504.8363342285156, 0.7547166347503662]","[838.9262084960938, 628.3211669921875, 0.013618182390928268]","[833.0672607421875, 470.3477478027344, 0.05734086409211159]","[842.326171875, 639.3838500976562, 0.05345212295651436]","[834.3515625, 463.1110534667969, 0.07672219723463058]","[0.9317400584842176, -0.08841349160404555, -0.22986216914603244]","[3.8212361911846306, 5.6580248604829215, -1.0070959664693906]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000002_RGB.png,"[474.7270202636719, 559.309814453125, 0.5153481960296631]","[458.7385559082031, 574.5130615234375, 0.5351685881614685]","[457.995361328125, 542.2389526367188, 0.5804798603057861]","[468.8080139160156, 592.7844848632812, 0.5588268041610718]","[467.1129455566406, 520.9498291015625, 0.6080275774002075]","[555.6873779296875, 634.5447998046875, 0.7908120155334473]","[550.3150024414062, 479.7781066894531, 0.796261191368103]","[695.9397583007812, 653.279052734375, 0.6865066885948181]","[687.2811889648438, 452.95648193359375, 0.7035797238349915]","[808.7078857421875, 650.2508544921875, 0.49712932109832764]","[800.2621459960938, 467.9007873535156, 0.6501821875572205]","[821.3426513671875, 601.9031372070312, 0.6861715912818909]","[819.5415649414062, 504.1929931640625, 0.7503000497817993]","[839.7235717773438, 628.9915161132812, 0.012348327785730362]","[834.4273071289062, 470.5576171875, 0.04942725971341133]","[842.8212280273438, 639.5438842773438, 0.05170533061027527]","[835.0830688476562, 463.1216125488281, 0.0753651112318039]","[0.9243613397797432, -0.08161020616797326, -0.17955539789444072]","[3.807018293441998, 5.646388809548526, -0.9969389761263744]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000003_RGB.png,"[474.3028869628906, 559.7003784179688, 0.5134028792381287]","[458.4683532714844, 574.839111328125, 0.532772958278656]","[457.7430725097656, 542.3463134765625, 0.5838878750801086]","[468.7065124511719, 593.203369140625, 0.5720459222793579]","[467.23095703125, 521.166748046875, 0.6031261682510376]","[555.2885131835938, 635.522705078125, 0.512032151222229]","[549.3200073242188, 480.1921691894531, 0.7889294028282166]","[697.5050659179688, 653.6054077148438, 0.6968461275100708]","[686.9295043945312, 452.9513244628906, 0.7133815288543701]","[809.2239990234375, 650.1376342773438, 0.4954334497451782]","[796.29833984375, 466.5010986328125, 0.6623873710632324]","[822.2774047851562, 601.516357421875, 0.6721653938293457]","[820.555908203125, 504.7528991699219, 0.7465222477912903]","[839.1945190429688, 628.7618408203125, 0.013390491716563702]","[833.8953857421875, 469.7178955078125, 0.05552203953266144]","[842.5263671875, 639.48291015625, 0.05417132377624512]","[834.2997436523438, 462.6370544433594, 0.07465775310993195]","[0.8591510694166623, -0.09680362414953708, -0.1715633514969328]","[3.7705457338152812, 5.63031385014026, -0.9649569358145643]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000004_RGB.png,"[473.7894287109375, 559.646728515625, 0.5088510513305664]","[458.170654296875, 574.7994384765625, 0.5256026387214661]","[457.45489501953125, 542.2573852539062, 0.5787730813026428]","[468.8781433105469, 593.28515625, 0.576432466506958]","[467.2333068847656, 520.8016967773438, 0.6167908310890198]","[554.5778198242188, 635.888916015625, 0.5134493708610535]","[549.9409790039062, 479.7970886230469, 0.7914596796035767]","[697.1561889648438, 653.8177490234375, 0.7040875554084778]","[687.0262451171875, 452.6086730957031, 0.708405077457428]","[809.4491577148438, 649.642578125, 0.5012991428375244]","[797.9139404296875, 467.1752624511719, 0.6687784194946289]","[821.2202758789062, 602.8921508789062, 0.7101985812187195]","[819.4872436523438, 504.97265625, 0.7553954720497131]","[843.9156494140625, 628.8724975585938, 0.011785035952925682]","[833.6349487304688, 469.99261474609375, 0.055628757923841476]","[842.7862548828125, 638.7626953125, 0.05479520186781883]","[834.9539184570312, 462.8298034667969, 0.0756010189652443]","[0.806495968160556, -0.060585982523240454, -0.12880736695903344]","[3.818802771952214, 5.650316839594931, -1.0432000456066772]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000005_RGB.png,"[473.85888671875, 559.651123046875, 0.5073731541633606]","[458.2719421386719, 574.8291625976562, 0.5414873957633972]","[457.4747009277344, 542.3353881835938, 0.5732169151306152]","[469.0431823730469, 593.4132080078125, 0.5785656571388245]","[467.2796936035156, 520.8945922851562, 0.6108424663543701]","[555.128662109375, 635.904541015625, 0.5203876495361328]","[549.2931518554688, 479.7923889160156, 0.7876752614974976]","[700.0184326171875, 653.7808227539062, 0.7011421322822571]","[686.6613159179688, 452.6328125, 0.7120206356048584]","[810.05712890625, 649.560302734375, 0.49429959058761597]","[796.2333984375, 466.7197570800781, 0.6704006791114807]","[821.4918823242188, 603.3720703125, 0.7157433032989502]","[820.2040405273438, 504.1748352050781, 0.684529185295105]","[843.660888671875, 628.733642578125, 0.013028719462454319]","[833.4451293945312, 469.9668884277344, 0.05999407917261124]","[842.6054077148438, 638.8843994140625, 0.05692698433995247]","[834.2552490234375, 463.01361083984375, 0.07421886920928955]","[0.6998174834628867, -0.0769026512231262, -0.07621247523043087]","[3.784151736604809, 5.618083681433363, -1.0287304219354112]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000006_RGB.png,"[473.5140686035156, 560.0385131835938, 0.5144739151000977]","[458.0293884277344, 574.9906616210938, 0.5357155203819275]","[457.3564758300781, 542.2882690429688, 0.5836797952651978]","[468.90283203125, 593.554931640625, 0.583550751209259]","[467.3772888183594, 521.1124877929688, 0.6017327308654785]","[554.8424682617188, 636.7164916992188, 0.5347577929496765]","[548.770263671875, 480.3359680175781, 0.7862633466720581]","[700.6998291015625, 653.635986328125, 0.6931864023208618]","[686.8275756835938, 452.79693603515625, 0.7089042067527771]","[810.78515625, 649.2904663085938, 0.4939602017402649]","[797.2315673828125, 467.5066223144531, 0.6361191868782043]","[822.8104858398438, 603.8342895507812, 0.7243166565895081]","[821.4661865234375, 504.5865173339844, 0.7559604644775391]","[837.5502319335938, 629.09619140625, 0.015410349704325199]","[830.675048828125, 469.480712890625, 0.08397427946329117]","[842.2216796875, 638.0711669921875, 0.060991186648607254]","[835.9996948242188, 471.17327880859375, 0.07460954040288925]","[0.5582696294576055, -0.08862264532656827, 0.04918311104323501]","[3.7384178353695456, 5.602228040311126, -0.9735711316047277]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000007_RGB.png,"[473.3078918457031, 559.9268798828125, 0.5067266225814819]","[458.08599853515625, 575.0250244140625, 0.54041588306427]","[457.2528381347656, 542.4671630859375, 0.5710060596466064]","[469.13836669921875, 593.8075561523438, 0.581351101398468]","[467.1847839355469, 521.000244140625, 0.5997481346130371]","[554.6369018554688, 636.2836303710938, 0.5161699056625366]","[549.3928833007812, 480.1270751953125, 0.7849166393280029]","[700.151123046875, 653.712646484375, 0.6956535577774048]","[687.481689453125, 452.0317077636719, 0.6575702428817749]","[811.31201171875, 649.1357421875, 0.49412956833839417]","[799.0972900390625, 467.52252197265625, 0.6508690118789673]","[824.0774536132812, 602.8975830078125, 0.6924293041229248]","[822.2469482421875, 502.9376220703125, 0.7418466210365295]","[837.2726440429688, 629.1847534179688, 0.01536491047590971]","[830.5217895507812, 468.4091491699219, 0.08636628091335297]","[842.4502563476562, 638.0078125, 0.059557799249887466]","[836.43701171875, 470.01593017578125, 0.07792017608880997]","[0.32607927554863686, -0.0864710818640182, 0.2208341734919478]","[3.8106084226001133, 5.632962912259068, -1.0627183393419566]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000008_RGB.png,"[472.9084777832031, 559.8327026367188, 0.4793094992637634]","[457.6679992675781, 574.9392700195312, 0.5127737522125244]","[456.9084777832031, 542.1937866210938, 0.5665286183357239]","[468.89434814453125, 593.89404296875, 0.5994555354118347]","[467.2734375, 520.8729858398438, 0.6068702936172485]","[555.18896484375, 636.7689208984375, 0.5371872782707214]","[548.9818725585938, 479.8575439453125, 0.7872908711433411]","[703.0092163085938, 653.9279174804688, 0.7074954509735107]","[687.7456665039062, 452.4322814941406, 0.6771846413612366]","[811.2278442382812, 648.9417114257812, 0.48934218287467957]","[801.2435302734375, 468.5680847167969, 0.6429879069328308]","[821.7857055664062, 602.2244262695312, 0.6953384876251221]","[820.3134155273438, 501.5672607421875, 0.7476171255111694]","[836.647216796875, 629.275390625, 0.01745816506445408]","[830.4629516601562, 468.6180114746094, 0.08672036230564117]","[841.8792114257812, 637.6773681640625, 0.061926744878292084]","[837.2495727539062, 470.4067077636719, 0.08249739557504654]","[0.2388306922900715, -0.09585684350480551, 0.24998276795763633]","[3.8424792963316414, 5.649283445117639, -1.0921585089203292]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_1_ID13/RGB/000009_RGB.png,"[473.285888671875, 560.15087890625, 0.4935644865036011]","[458.2646484375, 575.46044921875, 0.5643312931060791]","[457.24932861328125, 542.4938354492188, 0.5895286202430725]","[470.114013671875, 594.376708984375, 0.5719287395477295]","[468.2520446777344, 520.8507690429688, 0.5861475467681885]","[556.0792846679688, 636.8931274414062, 0.5464659333229065]","[549.4976806640625, 480.3083190917969, 0.7833448648452759]","[702.1481323242188, 650.762451171875, 0.5716207027435303]","[688.1220703125, 452.6896667480469, 0.6822295188903809]","[807.5183715820312, 649.7770385742188, 0.5338040590286255]","[796.249755859375, 467.4693603515625, 0.648323118686676]","[819.8679809570312, 603.611572265625, 0.7012733817100525]","[819.49365234375, 502.9975280761719, 0.7270153164863586]","[834.78759765625, 630.0810546875, 0.02122216671705246]","[828.29248046875, 470.6378173828125, 0.11451466381549835]","[840.7864379882812, 638.0409545898438, 0.06289660185575485]","[834.7650756835938, 472.4613342285156, 0.09067480266094208]","[0.03436597830609444, -0.1004305608557696, 0.27543731480210637]","[3.8877121511371264, 5.6670646790895285, -1.1419459039323676]"
