,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000000_RGB.png,"[460.9112854003906, 544.1958618164062, 0.5963561534881592]","[444.7496032714844, 561.3143310546875, 0.6936075091362]","[443.0707092285156, 530.3480834960938, 0.6916583180427551]","[462.5326843261719, 581.5953979492188, 0.7828181385993958]","[459.3306579589844, 508.732421875, 0.5973942279815674]","[542.9744873046875, 616.783203125, 0.8677078485488892]","[545.7584838867188, 469.1863708496094, 0.6222142577171326]","[663.7525024414062, 639.2496337890625, 0.6294173002243042]","[670.9771118164062, 440.11700439453125, 0.6357980370521545]","[769.2403564453125, 615.3504638671875, 0.3331623077392578]","[773.723388671875, 462.7233581542969, 0.6571676731109619]","[795.6538696289062, 599.2393798828125, 0.58774334192276]","[803.18994140625, 499.6038818359375, 0.5388739705085754]","[833.9326782226562, 629.8436279296875, 0.2925237715244293]","[830.8817138671875, 476.5723876953125, 0.18074336647987366]","[814.5604248046875, 613.4050903320312, 0.15273597836494446]","[822.0864868164062, 480.72454833984375, 0.20515190064907074]","[-2.540485979987564, -0.26449465376940434, -0.34950688989838025]","[4.295384557908251, 4.967664462596499, 0.1842364397953375]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000001_RGB.png,"[458.9467468261719, 544.3515625, 0.54265958070755]","[442.73809814453125, 561.374755859375, 0.6993022561073303]","[441.2456359863281, 530.2794799804688, 0.6745839715003967]","[461.4561462402344, 580.918701171875, 0.7600889205932617]","[458.5550842285156, 508.2276916503906, 0.5786109566688538]","[544.1524658203125, 616.7345581054688, 0.8747579455375671]","[544.4363403320312, 467.9570007324219, 0.8352198004722595]","[665.0217895507812, 638.4650268554688, 0.5941652059555054]","[671.8020629882812, 439.6695251464844, 0.6178629398345947]","[769.9232788085938, 616.2977294921875, 0.3359815180301666]","[774.9747314453125, 463.5804443359375, 0.6518433690071106]","[795.9468994140625, 599.0989379882812, 0.5819935202598572]","[803.7627563476562, 499.38531494140625, 0.5334597229957581]","[832.618896484375, 629.7865600585938, 0.33095982670783997]","[829.2857055664062, 477.8260498046875, 0.17826955020427704]","[815.2400512695312, 613.758056640625, 0.16160070896148682]","[821.34814453125, 481.7603454589844, 0.2306641787290573]","[-2.257574762114759, -0.46077434386326976, 0.09911157255158806]","[4.282689111368785, 4.97712257015453, 0.191475215827636]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000002_RGB.png,"[459.9862976074219, 545.4903564453125, 0.5799487233161926]","[444.0476379394531, 562.2984008789062, 0.7278730273246765]","[442.35968017578125, 531.8706665039062, 0.6976731419563293]","[461.97552490234375, 581.0440673828125, 0.7676945924758911]","[458.6734619140625, 508.7017517089844, 0.5920695066452026]","[543.5210571289062, 616.2237548828125, 0.8702850341796875]","[545.1618041992188, 467.427734375, 0.8461014032363892]","[662.9374389648438, 637.7005615234375, 0.590816855430603]","[670.8349609375, 439.42169189453125, 0.6166825890541077]","[767.6006469726562, 615.3606567382812, 0.33482006192207336]","[772.0789794921875, 462.6253356933594, 0.6527569890022278]","[795.313720703125, 599.1677856445312, 0.584530234336853]","[802.11962890625, 500.1468200683594, 0.5487871766090393]","[833.6444091796875, 630.0576171875, 0.30831536650657654]","[829.8318481445312, 477.04541015625, 0.17499104142189026]","[813.4061279296875, 613.5630493164062, 0.16562674939632416]","[820.486572265625, 480.7930908203125, 0.24075275659561157]","[-2.155769606510927, -0.659435678032795, 0.3484674549529153]","[4.2866806744354, 4.977987638773484, 0.19895942167813763]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000003_RGB.png,"[460.77557373046875, 546.2543334960938, 0.5835763216018677]","[444.6856384277344, 563.028564453125, 0.7356210947036743]","[443.267822265625, 532.423828125, 0.7134189605712891]","[461.8572998046875, 581.3884887695312, 0.7739338278770447]","[459.4328308105469, 507.91046142578125, 0.590368926525116]","[543.0648193359375, 615.8158569335938, 0.8674584627151489]","[544.5109252929688, 467.718994140625, 0.8367491364479065]","[661.9613647460938, 636.937744140625, 0.5741684436798096]","[671.3027954101562, 439.2974548339844, 0.6081984639167786]","[768.1459350585938, 615.4711303710938, 0.324479341506958]","[774.9563598632812, 462.891357421875, 0.6519607901573181]","[795.9893798828125, 599.6570434570312, 0.5799271464347839]","[803.2836303710938, 499.707275390625, 0.530657172203064]","[834.294189453125, 631.0704956054688, 0.2879180610179901]","[829.6913452148438, 477.0228576660156, 0.16803139448165894]","[813.2732543945312, 620.2426147460938, 0.14310185611248016]","[821.7708129882812, 480.4782409667969, 0.2046419382095337]","[-2.131145001089155, -0.8033347653503811, 0.47780176347492587]","[4.29221012233264, 4.976632883465818, 0.20411980630061022]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000004_RGB.png,"[460.6478576660156, 545.3853149414062, 0.5836349725723267]","[444.3359375, 562.0215454101562, 0.7067388892173767]","[442.9190673828125, 531.7557373046875, 0.704284131526947]","[461.56207275390625, 580.7080078125, 0.7656195163726807]","[458.7756042480469, 508.13665771484375, 0.586646318435669]","[543.972412109375, 615.9203491210938, 0.8726131916046143]","[544.8760986328125, 467.7523193359375, 0.8367899656295776]","[663.971435546875, 636.0335693359375, 0.5439714193344116]","[670.9024047851562, 439.1651611328125, 0.6105359196662903]","[769.83642578125, 614.4754638671875, 0.3298187851905823]","[772.0443725585938, 462.4389343261719, 0.6359630823135376]","[794.4895629882812, 599.1217041015625, 0.5940123796463013]","[800.72216796875, 500.21917724609375, 0.5609080791473389]","[833.78271484375, 630.1339111328125, 0.32081377506256104]","[830.2848510742188, 476.3951416015625, 0.1889720857143402]","[814.5819702148438, 613.6245727539062, 0.16985970735549927]","[821.0078735351562, 480.8773193359375, 0.2423398196697235]","[-2.1316864750941105, -0.8584949213906993, 0.5417954021220096]","[4.285604293216074, 4.981592867602622, 0.19453762406506148]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000005_RGB.png,"[461.2099609375, 546.7902221679688, 0.5828091502189636]","[445.6434020996094, 563.3238525390625, 0.7378123998641968]","[443.6269836425781, 533.3997192382812, 0.700187087059021]","[462.2215270996094, 580.7501220703125, 0.7616655230522156]","[459.11236572265625, 507.72540283203125, 0.5790427327156067]","[543.63623046875, 615.1110229492188, 0.8623346090316772]","[544.6475830078125, 467.0871276855469, 0.8399090766906738]","[662.5250854492188, 636.0155029296875, 0.5327562093734741]","[670.4126586914062, 439.2513427734375, 0.6125960946083069]","[767.4310302734375, 614.4957275390625, 0.30695295333862305]","[772.2612915039062, 462.9928894042969, 0.6382610201835632]","[793.4827270507812, 599.4153442382812, 0.6018074750900269]","[799.9503784179688, 499.946533203125, 0.5572099685668945]","[834.6937255859375, 630.6090087890625, 0.3194133937358856]","[830.729248046875, 476.58905029296875, 0.1857791692018509]","[813.9161987304688, 619.7388305664062, 0.15737544000148773]","[821.5741577148438, 480.68463134765625, 0.23134717345237732]","[-2.1206558604438674, -0.8708497926886039, 0.5711014932938906]","[4.2897044852553075, 4.985703807693738, 0.18563343727953188]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000006_RGB.png,"[460.7247619628906, 546.010009765625, 0.5747395157814026]","[444.8713684082031, 562.3936157226562, 0.7124645113945007]","[442.9654235839844, 532.3551025390625, 0.709911048412323]","[462.1300048828125, 580.37646484375, 0.7481561899185181]","[459.391845703125, 507.88360595703125, 0.5804963111877441]","[543.6749267578125, 615.2462158203125, 0.8654208183288574]","[544.2921142578125, 467.5362854003906, 0.8333025574684143]","[663.4983520507812, 635.4328002929688, 0.5473578572273254]","[669.6449584960938, 439.17144775390625, 0.6139310002326965]","[769.7697143554688, 613.3135375976562, 0.2948782742023468]","[773.24609375, 462.9872131347656, 0.6559973955154419]","[794.3844604492188, 599.5889892578125, 0.5872132778167725]","[801.6634521484375, 499.8876037597656, 0.5323528051376343]","[833.6364135742188, 630.3322143554688, 0.3108995258808136]","[829.5751342773438, 476.7078857421875, 0.17878741025924683]","[814.6761474609375, 619.0026245117188, 0.14907315373420715]","[821.191162109375, 480.2023010253906, 0.22161123156547546]","[-2.1309259865666625, -0.9197135606346937, 0.5018725219237206]","[4.29159302779077, 4.991235345287485, 0.182526738721198]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000007_RGB.png,"[460.30853271484375, 546.489501953125, 0.5653369426727295]","[444.3666687011719, 562.8937377929688, 0.7290208339691162]","[442.73297119140625, 532.8413696289062, 0.6938782334327698]","[461.58441162109375, 580.1830444335938, 0.7396748065948486]","[459.06549072265625, 508.0589904785156, 0.5799171924591064]","[543.26171875, 615.783203125, 0.863455593585968]","[544.4419555664062, 467.4092102050781, 0.8349319696426392]","[663.371337890625, 635.0830688476562, 0.5165664553642273]","[670.14404296875, 438.5554504394531, 0.6035938262939453]","[770.10791015625, 614.0128784179688, 0.30093151330947876]","[771.8179931640625, 462.3685302734375, 0.642723798751831]","[793.8576049804688, 599.537109375, 0.61041259765625]","[801.0703125, 499.82794189453125, 0.5591158866882324]","[833.500732421875, 630.6614990234375, 0.3089250922203064]","[830.5718383789062, 476.34454345703125, 0.1711597442626953]","[814.4312744140625, 619.400390625, 0.1613740622997284]","[821.162841796875, 480.56268310546875, 0.23086141049861908]","[-2.1312969252576877, -0.9378852768642205, 0.4892694464342649]","[4.305774253610251, 4.996408158119051, 0.16544582868908403]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000008_RGB.png,"[459.6882629394531, 545.8710327148438, 0.5745218992233276]","[443.98699951171875, 562.1062622070312, 0.7118464708328247]","[442.5708312988281, 532.0751953125, 0.7029758095741272]","[461.7620544433594, 579.262451171875, 0.7203119993209839]","[459.29937744140625, 506.82513427734375, 0.5543334484100342]","[544.97900390625, 614.7548828125, 0.8623479604721069]","[545.7823486328125, 466.2573547363281, 0.8529272079467773]","[662.0887451171875, 638.1492309570312, 0.484058678150177]","[669.307861328125, 439.2769775390625, 0.5886446833610535]","[764.7350463867188, 613.6647338867188, 0.2769678831100464]","[769.9338989257812, 462.4811706542969, 0.6158958077430725]","[792.1680908203125, 595.7554931640625, 0.6100849509239197]","[799.31201171875, 499.50830078125, 0.5600121021270752]","[835.9668579101562, 628.63427734375, 0.405157208442688]","[830.7118530273438, 477.291259765625, 0.1946565955877304]","[812.8717041015625, 618.0549926757812, 0.20364007353782654]","[818.4389038085938, 481.15313720703125, 0.3181953430175781]","[-1.9454522122194118, -0.9520923559362945, 0.42984370241299885]","[4.297679841329397, 4.990550340346929, 0.16162995198950933]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/free_2_ID06/RGB/000009_RGB.png,"[460.5725402832031, 544.6074829101562, 0.5888241529464722]","[444.49700927734375, 561.2275390625, 0.6902801394462585]","[443.4759826660156, 530.6609497070312, 0.7235185503959656]","[461.7696228027344, 579.531005859375, 0.7349033355712891]","[459.661865234375, 506.51776123046875, 0.5466038584709167]","[545.2706909179688, 614.9991455078125, 0.8668967485427856]","[545.9208374023438, 466.18701171875, 0.8495685458183289]","[664.3411865234375, 635.7188720703125, 0.5290147662162781]","[669.1240234375, 439.28265380859375, 0.5859571099281311]","[764.865234375, 611.1210327148438, 0.3563537001609802]","[769.8916015625, 462.99871826171875, 0.6175798773765564]","[791.4923706054688, 595.2282104492188, 0.5855989456176758]","[798.72021484375, 499.2813415527344, 0.5414785742759705]","[837.8092651367188, 628.6783447265625, 0.3859424293041229]","[829.8955688476562, 477.16668701171875, 0.18100692331790924]","[814.1605224609375, 617.5889892578125, 0.21373893320560455]","[818.2918090820312, 481.80853271484375, 0.3113972544670105]","[-1.8476648869543328, -0.6564316766456418, 0.3350975808660045]","[4.31074546599418, 4.989706556609485, 0.14731395091263727]"
