,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000000_RGB.png,"[509.9790954589844, 560.25537109375, 0.6206384897232056]","[499.2579345703125, 576.0753173828125, 0.6442665457725525]","[499.8040771484375, 545.8342895507812, 0.6976141333580017]","[513.1981811523438, 595.5433959960938, 0.7323877811431885]","[517.8700561523438, 526.3194580078125, 0.6541938185691833]","[604.8464965820312, 632.506591796875, 0.8168801665306091]","[602.2865600585938, 479.5427551269531, 0.8319578766822815]","[727.9254150390625, 654.8143310546875, 0.684869110584259]","[722.6038818359375, 456.2037353515625, 0.758368730545044]","[825.0707397460938, 632.5455322265625, 0.5032249689102173]","[827.9088745117188, 479.45880126953125, 0.523223876953125]","[845.8580932617188, 605.0462036132812, 0.706583559513092]","[842.8763427734375, 500.1579284667969, 0.7052994966506958]","[849.3555908203125, 642.3789672851562, 0.009947611950337887]","[854.4826049804688, 476.21563720703125, 0.01387585699558258]","[852.7477416992188, 633.6317749023438, 0.024596072733402252]","[862.00439453125, 477.2419738769531, 0.015221478417515755]","[-4.4690837053395, -2.5010541953930865, 0.1782577252887257]","[-2.231835906569341, -3.158946512885138, 0.9880138149528821]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000001_RGB.png,"[510.0374450683594, 560.381103515625, 0.6365209221839905]","[498.9886779785156, 576.064208984375, 0.6388348937034607]","[499.7263488769531, 545.8113403320312, 0.6920652389526367]","[512.58984375, 595.7297973632812, 0.7474481463432312]","[517.62548828125, 526.1045532226562, 0.6538519859313965]","[606.044677734375, 633.3784790039062, 0.7873417139053345]","[603.0632934570312, 479.9804992675781, 0.8283734917640686]","[724.5425415039062, 658.2391357421875, 0.6543020606040955]","[723.3031005859375, 456.2708435058594, 0.7581695914268494]","[824.9502563476562, 637.1992797851562, 0.38562023639678955]","[828.0663452148438, 478.9736328125, 0.5265592336654663]","[845.4813842773438, 605.3002319335938, 0.7045608162879944]","[842.4658203125, 501.6545104980469, 0.698183536529541]","[849.8065185546875, 641.9072875976562, 0.009618653915822506]","[853.7614135742188, 476.83819580078125, 0.014969724230468273]","[852.7022705078125, 635.8361206054688, 0.024447325617074966]","[861.5148315429688, 477.3541259765625, 0.016748005524277687]","[-4.556409193725241, -2.293609491102365, 0.0023804024014707917]","[-3.4968522970910043, -2.9279809314645218, 0.7123895804610958]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000002_RGB.png,"[510.35687255859375, 560.3362426757812, 0.640040397644043]","[499.1562805175781, 576.0012817382812, 0.6396909356117249]","[499.8092956542969, 545.6779174804688, 0.6862175464630127]","[512.8330688476562, 595.7447509765625, 0.743131697177887]","[517.758544921875, 525.8289184570312, 0.6509389877319336]","[606.0066528320312, 632.8321533203125, 0.786746084690094]","[603.2881469726562, 479.86712646484375, 0.8250495791435242]","[722.9069213867188, 658.606201171875, 0.6415719985961914]","[723.5252075195312, 456.49786376953125, 0.7800448536872864]","[823.5468139648438, 639.2046508789062, 0.4159696698188782]","[827.7015380859375, 478.6612243652344, 0.5218318700790405]","[846.085205078125, 605.0840454101562, 0.6930202841758728]","[842.4332885742188, 502.1878967285156, 0.6972519755363464]","[849.5090942382812, 642.141357421875, 0.008847875520586967]","[853.4144287109375, 476.6667175292969, 0.014410515315830708]","[851.6177978515625, 636.9357299804688, 0.02410346269607544]","[860.9835205078125, 477.0343017578125, 0.01648014411330223]","[-4.193167136372066, -1.8576840863972248, 0.046426514944428246]","[-3.648476405798022, -2.934141057003062, 0.6806145591680224]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000003_RGB.png,"[510.6313171386719, 560.5966796875, 0.6367923617362976]","[499.66033935546875, 576.5738525390625, 0.6588804125785828]","[500.01641845703125, 545.63232421875, 0.7081193923950195]","[514.1104736328125, 596.2960205078125, 0.7564749717712402]","[518.9226684570312, 526.2090454101562, 0.6469812393188477]","[604.8978881835938, 632.5791015625, 0.8157714009284973]","[602.4745483398438, 479.4510192871094, 0.8243530988693237]","[723.7726440429688, 658.2511596679688, 0.72572261095047]","[723.1547241210938, 456.69012451171875, 0.7571564316749573]","[826.1859741210938, 640.2620239257812, 0.41614416241645813]","[829.508544921875, 480.19573974609375, 0.514790952205658]","[847.6841430664062, 603.8649291992188, 0.645259439945221]","[844.11328125, 499.5704040527344, 0.7004528641700745]","[849.381103515625, 642.902587890625, 0.010286415927112103]","[854.2632446289062, 476.6638488769531, 0.014195194467902184]","[851.095458984375, 638.3526000976562, 0.02434207685291767]","[861.8772583007812, 478.0514831542969, 0.01490289717912674]","[-3.3939698919750203, -0.9618179739002183, -0.1062931967191274]","[-3.804149176356776, -3.018982942423875, 0.6172311755973527]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000004_RGB.png,"[510.3306884765625, 560.0070190429688, 0.6046304106712341]","[499.6788024902344, 576.2048950195312, 0.6459054350852966]","[499.8359375, 545.4804077148438, 0.6999139189720154]","[515.1194458007812, 595.339111328125, 0.7123066782951355]","[519.3088989257812, 525.7179565429688, 0.6342349648475647]","[603.94921875, 631.72900390625, 0.8300464153289795]","[602.8115844726562, 479.2904968261719, 0.8285313248634338]","[724.2185668945312, 659.0568237304688, 0.7234519124031067]","[719.6113891601562, 456.0807800292969, 0.6476898193359375]","[824.9590454101562, 643.8057861328125, 0.45775076746940613]","[829.3124389648438, 479.610107421875, 0.4780725836753845]","[846.63525390625, 605.4628295898438, 0.6742832064628601]","[843.5901489257812, 499.9217529296875, 0.7071637511253357]","[848.887451171875, 644.3719482421875, 0.012426176108419895]","[859.2263793945312, 477.6585693359375, 0.012887879274785519]","[850.5629272460938, 640.1261596679688, 0.0283108688890934]","[862.370849609375, 478.1520080566406, 0.01700211688876152]","[-3.075548344479682, -0.6079683232007858, -0.36646241475735897]","[-3.869243858014825, -3.0607265343330186, 0.5977050908821874]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000005_RGB.png,"[510.52569580078125, 560.1160278320312, 0.6037291288375854]","[499.91815185546875, 576.2493286132812, 0.6517409682273865]","[500.0990905761719, 545.518798828125, 0.701935887336731]","[515.2396240234375, 595.0194091796875, 0.7083223462104797]","[519.7114868164062, 526.2691040039062, 0.6488418579101562]","[602.897705078125, 631.5891723632812, 0.8296516537666321]","[601.310302734375, 480.7569580078125, 0.813136637210846]","[722.6748046875, 658.3084716796875, 0.7394499182701111]","[723.640625, 455.3612976074219, 0.7329724431037903]","[823.5154418945312, 644.9358520507812, 0.44515517354011536]","[828.6380615234375, 479.25958251953125, 0.4683423936367035]","[844.1116333007812, 603.7297973632812, 0.7101339101791382]","[841.5292358398438, 498.4781188964844, 0.7257490754127502]","[849.1498413085938, 643.9696655273438, 0.012016627937555313]","[858.6259155273438, 477.52008056640625, 0.012360092252492905]","[850.4500732421875, 639.8800659179688, 0.025511309504508972]","[861.406494140625, 478.0834045410156, 0.01966840960085392]","[-2.95371639432911, -0.41792254210612034, -1.278790628100148]","[-3.880622959731454, -3.2116764672518583, 0.6151058943981371]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000006_RGB.png,"[509.5811767578125, 560.2813720703125, 0.5935030579566956]","[499.74664306640625, 576.24560546875, 0.651989758014679]","[500.20745849609375, 545.61328125, 0.7054354548454285]","[515.8286743164062, 595.1321411132812, 0.7038277983665466]","[520.52783203125, 526.8526611328125, 0.6424993872642517]","[603.9625854492188, 631.1680908203125, 0.7914106845855713]","[601.5479125976562, 481.51763916015625, 0.8052806258201599]","[723.1876220703125, 658.5408325195312, 0.7122670412063599]","[723.7511596679688, 453.9267883300781, 0.6650509238243103]","[822.1273193359375, 649.6720581054688, 0.5262481570243835]","[830.614501953125, 478.6580505371094, 0.48676687479019165]","[844.9012451171875, 606.59228515625, 0.7158899903297424]","[841.9283447265625, 500.4825744628906, 0.7031328678131104]","[852.7520141601562, 646.5033569335938, 0.009462002664804459]","[851.6639404296875, 476.8249206542969, 0.012319679372012615]","[849.9977416992188, 649.799072265625, 0.016367226839065552]","[860.1455078125, 476.08624267578125, 0.019188133999705315]","[-3.0991400151874187, -0.6932291150726351, -1.6551501133142237]","[-3.6875476159749514, -3.3910668074628054, 0.6349643586171327]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000007_RGB.png,"[509.06109619140625, 561.4544067382812, 0.6164330244064331]","[499.9928283691406, 576.4240112304688, 0.6674519181251526]","[501.10882568359375, 546.44970703125, 0.7274301052093506]","[516.118408203125, 594.911865234375, 0.6900158524513245]","[521.01025390625, 528.36962890625, 0.6627317667007446]","[605.6051635742188, 630.3949584960938, 0.6228668689727783]","[604.368896484375, 486.96588134765625, 0.7062391042709351]","[722.4667358398438, 659.07373046875, 0.7245905995368958]","[723.43408203125, 453.5780334472656, 0.6306788325309753]","[825.7002563476562, 652.4259033203125, 0.5347284078598022]","[827.3518676757812, 476.77716064453125, 0.46317005157470703]","[844.7500610351562, 606.5744018554688, 0.7074775695800781]","[843.3304443359375, 500.27252197265625, 0.6005871891975403]","[854.0995483398438, 646.5947265625, 0.008758014999330044]","[852.369140625, 476.79937744140625, 0.011634494177997112]","[855.8674926757812, 647.1068115234375, 0.016356447711586952]","[860.0775756835938, 475.0948181152344, 0.017549386247992516]","[-2.9223951092857234, -0.9618098511021127, -1.3543448953846347]","[-0.23133732977811233, -4.947817211634149, 0.8433201365146716]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000008_RGB.png,"[510.55133056640625, 561.7985229492188, 0.6550227403640747]","[501.06317138671875, 576.7927856445312, 0.6704438328742981]","[501.6081848144531, 546.9338989257812, 0.7472933530807495]","[517.052001953125, 595.1991577148438, 0.6777094602584839]","[518.2992553710938, 527.626220703125, 0.4710116982460022]","[606.0028686523438, 629.0347290039062, 0.6280136704444885]","[605.3444213867188, 487.15106201171875, 0.7196573615074158]","[720.58642578125, 661.7654418945312, 0.6977846026420593]","[724.669189453125, 451.82928466796875, 0.7652425169944763]","[818.1078491210938, 661.9400634765625, 0.48760145902633667]","[823.7975463867188, 474.9026184082031, 0.4532485008239746]","[842.7388916015625, 605.0619506835938, 0.7087721228599548]","[842.0255126953125, 501.21466064453125, 0.6434984803199768]","[757.5894775390625, 661.99072265625, 0.017443416640162468]","[853.8914794921875, 477.18896484375, 0.011508340947329998]","[851.0772094726562, 655.3134155273438, 0.018230296671390533]","[861.4962158203125, 475.54913330078125, 0.018860043957829475]","[-2.7150517312546234, -0.8907112052841376, -0.8289949685611713]","[1.8897787798133896, -5.859576131100071, 1.254202962733641]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/free_3_ID15/RGB/000009_RGB.png,"[511.4150695800781, 560.2655639648438, 0.6103681325912476]","[501.1357116699219, 575.2520141601562, 0.6453152894973755]","[502.4634094238281, 546.6242065429688, 0.674726128578186]","[516.61572265625, 594.3234252929688, 0.6651936173439026]","[518.9811401367188, 527.3782958984375, 0.47270286083221436]","[605.9063110351562, 627.795166015625, 0.6344999074935913]","[605.6744995117188, 487.0036926269531, 0.6787732243537903]","[719.6983032226562, 661.5960083007812, 0.671816885471344]","[722.9070434570312, 452.0860595703125, 0.7699835896492004]","[816.7980346679688, 663.5552978515625, 0.5193734765052795]","[822.6528930664062, 476.6683349609375, 0.4512498378753662]","[839.8845825195312, 606.77392578125, 0.7275927662849426]","[841.010009765625, 501.3957824707031, 0.6362093687057495]","[850.13330078125, 656.3311767578125, 0.00883038341999054]","[853.9214477539062, 477.75872802734375, 0.010669991374015808]","[850.7260131835938, 656.5244140625, 0.01787509024143219]","[860.9160766601562, 477.1200256347656, 0.016207410022616386]","[-2.469083933907932, -0.39286852196640376, -0.15226066651051662]","[2.5677298269954614, -6.244033286185943, 1.298379171356719]"
