,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000000_RGB.png,"[467.2825927734375, 555.8291015625, 0.666043221950531]","[454.10455322265625, 570.6040649414062, 0.551946759223938]","[453.7239990234375, 539.2450561523438, 0.4749385416507721]","[468.6429748535156, 590.250732421875, 0.6328471302986145]","[467.8199157714844, 517.124755859375, 0.7076175212860107]","[546.7827758789062, 626.9442749023438, 0.7239125370979309]","[551.7686157226562, 476.12054443359375, 0.8187466263771057]","[658.293212890625, 659.071044921875, 0.7112958431243896]","[666.568603515625, 440.55670166015625, 0.6756758093833923]","[740.5032348632812, 658.3309936523438, 0.4819362461566925]","[766.1152954101562, 458.7323303222656, 0.4762270450592041]","[751.212646484375, 608.542724609375, 0.6346829533576965]","[753.38623046875, 502.6590270996094, 0.5996997356414795]","[832.6102905273438, 675.8851318359375, 0.2518143653869629]","[832.1312255859375, 457.15411376953125, 0.251693993806839]","[790.5609130859375, 657.37451171875, 0.28370773792266846]","[807.8685913085938, 463.34197998046875, 0.3080776035785675]","[-0.4378721377729575, -2.5997025722715965, 2.6502748084406456]","[0.583672697448929, -6.160389088439552, 2.1260008090603244]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000001_RGB.png,"[467.6214599609375, 556.26171875, 0.6412999033927917]","[454.1017150878906, 571.0728759765625, 0.5375949740409851]","[453.7008972167969, 539.7356567382812, 0.4950208067893982]","[468.1485900878906, 590.28125, 0.6387559771537781]","[467.74383544921875, 517.2645874023438, 0.7116058468818665]","[546.9995727539062, 627.0120849609375, 0.721721351146698]","[552.4220581054688, 475.5721435546875, 0.8212081789970398]","[661.3390502929688, 660.1605834960938, 0.7135725617408752]","[668.54345703125, 440.4936828613281, 0.6648533940315247]","[741.57763671875, 657.9607543945312, 0.4525756537914276]","[766.86083984375, 459.11822509765625, 0.4770803153514862]","[751.7542114257812, 607.8628540039062, 0.6462218761444092]","[753.8035278320312, 502.5056457519531, 0.596905529499054]","[833.1831665039062, 674.7359008789062, 0.25623971223831177]","[831.4193725585938, 457.4073791503906, 0.2682378888130188]","[793.6388549804688, 652.4927368164062, 0.2573404610157013]","[808.8641967773438, 463.4629211425781, 0.32928574085235596]","[-0.2992557770964958, -2.7850956764689365, 2.669839005344962]","[0.546538468606109, -6.2411508070094035, 2.1019123525106114]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000002_RGB.png,"[467.3172607421875, 556.3675537109375, 0.6153122782707214]","[453.9637756347656, 571.6654663085938, 0.5418386459350586]","[453.20159912109375, 540.6176147460938, 0.5235530734062195]","[467.9726257324219, 590.3311767578125, 0.6369488835334778]","[467.3820495605469, 517.3428955078125, 0.7168923020362854]","[547.2117309570312, 627.35546875, 0.7366502285003662]","[552.2692260742188, 476.098388671875, 0.8240698575973511]","[662.8923950195312, 660.265625, 0.7140944004058838]","[665.8851318359375, 440.4729309082031, 0.6794417500495911]","[742.768798828125, 657.7013549804688, 0.46121352910995483]","[765.8541870117188, 458.97454833984375, 0.4852878749370575]","[751.833740234375, 606.8468627929688, 0.6602455973625183]","[754.2820434570312, 502.25677490234375, 0.6060508489608765]","[833.134765625, 674.7973022460938, 0.2805309593677521]","[833.4158935546875, 457.519287109375, 0.27954038977622986]","[812.8533935546875, 655.0291748046875, 0.18014109134674072]","[808.4093627929688, 464.0709533691406, 0.32472652196884155]","[-0.28743484043313633, -3.0216254368595807, 2.7568952759043057]","[0.33163565706370335, -6.346042296587418, 2.129378063062622]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000003_RGB.png,"[467.3366394042969, 557.0530395507812, 0.5823491811752319]","[453.5635070800781, 572.1348876953125, 0.5410603284835815]","[452.78753662109375, 541.2791748046875, 0.5480486750602722]","[467.3226318359375, 590.4457397460938, 0.6372541189193726]","[467.04107666015625, 517.6522827148438, 0.7031177282333374]","[551.5099487304688, 625.5708618164062, 0.5885865092277527]","[552.280029296875, 476.1298522949219, 0.8235940337181091]","[662.5067138671875, 659.4570922851562, 0.686612606048584]","[665.25244140625, 440.91400146484375, 0.676048219203949]","[741.5375366210938, 657.865234375, 0.4550442397594452]","[765.947998046875, 458.7983703613281, 0.47680896520614624]","[750.6176147460938, 606.9752197265625, 0.6680843830108643]","[752.921142578125, 502.9181823730469, 0.6154086589813232]","[833.59619140625, 674.1630859375, 0.26787856221199036]","[832.6664428710938, 458.457763671875, 0.3130428194999695]","[813.4682006835938, 655.3631591796875, 0.17520862817764282]","[808.1323852539062, 463.17205810546875, 0.3291556239128113]","[-0.3982760046682154, -3.1947534134315485, 2.8867124927727867]","[0.25353150604616853, -6.380349533041557, 2.1449998206031755]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000004_RGB.png,"[467.9015197753906, 557.8593139648438, 0.5848838686943054]","[454.0472717285156, 572.8688354492188, 0.4942089319229126]","[453.1571960449219, 542.0147094726562, 0.5410838723182678]","[467.43121337890625, 590.7383422851562, 0.6236670613288879]","[466.8117370605469, 517.92578125, 0.6874673366546631]","[551.2616577148438, 626.0258178710938, 0.5776515603065491]","[552.248291015625, 476.38433837890625, 0.8286901116371155]","[661.7879028320312, 659.1624145507812, 0.7028555870056152]","[664.33154296875, 441.19744873046875, 0.678715169429779]","[742.1253051757812, 658.2904663085938, 0.45007118582725525]","[765.6980590820312, 458.6982421875, 0.4723869264125824]","[751.1572875976562, 607.0560913085938, 0.6587496399879456]","[753.3069458007812, 502.4129638671875, 0.6110777258872986]","[834.2271118164062, 675.343505859375, 0.2696942090988159]","[834.6419067382812, 457.17596435546875, 0.29533472657203674]","[814.2156372070312, 656.466064453125, 0.1698303520679474]","[809.838623046875, 463.16033935546875, 0.32155609130859375]","[-0.5242742236245438, -3.260272189588536, 2.9541836729467437]","[0.26171583885486477, -6.411701267436396, 2.1372034818314316]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000005_RGB.png,"[467.8688049316406, 558.2636108398438, 0.5928863883018494]","[452.3428649902344, 573.29736328125, 0.5052117109298706]","[452.970947265625, 542.3085327148438, 0.553547739982605]","[466.9092712402344, 591.049072265625, 0.6060518622398376]","[466.37835693359375, 518.2955932617188, 0.6800276637077332]","[552.0272216796875, 625.9796142578125, 0.605242908000946]","[552.0863647460938, 476.1297607421875, 0.8239151835441589]","[662.4638061523438, 659.3143310546875, 0.7058106660842896]","[663.3604736328125, 441.8149719238281, 0.6908193826675415]","[741.9000244140625, 658.1165161132812, 0.45730429887771606]","[764.7855224609375, 458.3288879394531, 0.4760724604129791]","[752.7118530273438, 607.3673706054688, 0.6446377038955688]","[755.4198608398438, 501.5426940917969, 0.5975087881088257]","[834.5147094726562, 675.48828125, 0.27018943428993225]","[836.5345458984375, 456.4963073730469, 0.26431789994239807]","[814.48388671875, 656.7796630859375, 0.15366370975971222]","[810.2889404296875, 463.03973388671875, 0.32118499279022217]","[-0.6607954006224478, -3.307518010781318, 2.978431137628871]","[0.9610013318740677, -6.156151487232171, 2.680477416278397]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000006_RGB.png,"[468.2762756347656, 558.0328369140625, 0.5770103931427002]","[452.5766296386719, 573.194091796875, 0.49913108348846436]","[453.1168518066406, 542.072509765625, 0.5383575558662415]","[467.1334228515625, 591.1109619140625, 0.6020933985710144]","[466.3602294921875, 518.119873046875, 0.6793743968009949]","[552.1158447265625, 625.7588500976562, 0.5924136638641357]","[551.8931884765625, 476.62054443359375, 0.8285009264945984]","[661.881591796875, 658.9874267578125, 0.7036056518554688]","[664.289306640625, 442.2697448730469, 0.6901086568832397]","[745.189697265625, 658.2635498046875, 0.48090121150016785]","[764.417236328125, 458.3518371582031, 0.4517401158809662]","[751.0523681640625, 607.3524169921875, 0.6487733721733093]","[753.8302001953125, 502.1060791015625, 0.6029921770095825]","[834.3058471679688, 674.7107543945312, 0.26118773221969604]","[834.4383544921875, 458.1276550292969, 0.26634469628334045]","[794.32470703125, 652.88818359375, 0.25187620520591736]","[809.3248291015625, 463.1020202636719, 0.30953291058540344]","[-0.708411001405502, -3.3076585847722506, 2.9470250990263693]","[0.8854182444533425, -6.198344880104085, 2.548808449991889]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000007_RGB.png,"[468.5345153808594, 558.1582641601562, 0.5773494839668274]","[452.5446472167969, 573.1993408203125, 0.49814945459365845]","[453.04718017578125, 542.129150390625, 0.5475509762763977]","[467.04736328125, 590.96240234375, 0.606939971446991]","[465.9242858886719, 518.3327026367188, 0.6793984770774841]","[548.0066528320312, 627.91650390625, 0.7396894693374634]","[551.86669921875, 476.68389892578125, 0.8291210532188416]","[661.9662475585938, 658.8544311523438, 0.6946772933006287]","[662.8256225585938, 442.04608154296875, 0.6925134062767029]","[741.1878662109375, 658.4658813476562, 0.4769029915332794]","[766.3717041015625, 458.7831115722656, 0.48957905173301697]","[751.9312133789062, 607.6514892578125, 0.6479412913322449]","[753.8888549804688, 501.9983825683594, 0.6112011075019836]","[834.0061645507812, 674.6224975585938, 0.2757483720779419]","[834.6513671875, 457.3051452636719, 0.29488399624824524]","[812.8458862304688, 656.2876586914062, 0.1682671755552292]","[810.2362670898438, 463.1792907714844, 0.3361005485057831]","[-0.6281195572371235, -3.2770439720492495, 2.790508090995603]","[0.6422438339180728, -6.310731705646129, 2.3654898642728863]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000008_RGB.png,"[468.28509521484375, 557.5362548828125, 0.5754926204681396]","[453.87164306640625, 572.9220581054688, 0.5047563314437866]","[453.0384521484375, 541.3030395507812, 0.5422165989875793]","[466.8822326660156, 590.8394165039062, 0.6091226935386658]","[466.2272644042969, 517.9637451171875, 0.6749662160873413]","[551.9378662109375, 626.0030517578125, 0.6019445061683655]","[552.36474609375, 475.7105712890625, 0.8192431926727295]","[662.8862915039062, 659.4657592773438, 0.709220290184021]","[664.75830078125, 442.0504455566406, 0.6991076469421387]","[742.1406860351562, 658.3340454101562, 0.48141610622406006]","[765.4674072265625, 458.82080078125, 0.48067399859428406]","[752.3404541015625, 607.3713989257812, 0.6523046493530273]","[754.5718994140625, 501.6535949707031, 0.601466178894043]","[833.7252197265625, 674.3268432617188, 0.28020578622817993]","[835.6325073242188, 457.69415283203125, 0.2952285408973694]","[813.7388916015625, 656.4523315429688, 0.17789317667484283]","[809.222412109375, 463.5794677734375, 0.32603004574775696]","[-0.44785192908340266, -3.261934921792462, 2.655399301753357]","[0.512212186947062, -6.353463147547886, 2.3193385627356107]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000009_RGB.png,"[468.8701477050781, 557.6051025390625, 0.5668064951896667]","[454.02020263671875, 572.6651000976562, 0.328765332698822]","[453.475341796875, 541.3811645507812, 0.533099353313446]","[467.37054443359375, 591.1339721679688, 0.5993121266365051]","[466.628173828125, 517.9966430664062, 0.6744490265846252]","[552.0012817382812, 626.1751098632812, 0.610866367816925]","[552.2063598632812, 476.1629638671875, 0.8250880241394043]","[663.0062255859375, 658.5492553710938, 0.7003780007362366]","[663.7960205078125, 442.4502868652344, 0.7121560573577881]","[741.2464599609375, 658.145751953125, 0.4821350574493408]","[766.0128173828125, 458.6991271972656, 0.48331746459007263]","[750.7109985351562, 607.9559936523438, 0.6569768786430359]","[752.6659545898438, 502.1072692871094, 0.6227710247039795]","[833.670166015625, 675.3174438476562, 0.2946408987045288]","[834.5762939453125, 457.5736389160156, 0.32830145955085754]","[813.5777587890625, 656.6064453125, 0.1830381453037262]","[808.6484375, 463.0960998535156, 0.32413044571876526]","[-0.229046877369069, -3.30850415243367, 2.5306186536896367]","[0.48592656609991663, -6.357335053951872, 2.2937251822025573]"
10,10,10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000010_RGB.png,"[468.3848876953125, 556.8436279296875, 0.586955189704895]","[455.24822998046875, 571.3958740234375, 0.38078680634498596]","[454.68048095703125, 540.999267578125, 0.37571537494659424]","[467.4486999511719, 590.9404296875, 0.6130855679512024]","[466.9242858886719, 518.0386962890625, 0.6672973036766052]","[552.5308227539062, 626.3494262695312, 0.6274502873420715]","[552.491455078125, 476.013671875, 0.8242341876029968]","[665.13037109375, 659.2994384765625, 0.7066695690155029]","[666.6384887695312, 441.8514099121094, 0.6820693016052246]","[742.8582763671875, 657.5775146484375, 0.44944053888320923]","[766.6041259765625, 459.1712951660156, 0.48409587144851685]","[758.2183837890625, 609.3198852539062, 0.620124101638794]","[762.3448486328125, 499.36041259765625, 0.6069619655609131]","[833.7586059570312, 673.7543334960938, 0.26141613721847534]","[833.53662109375, 456.87847900390625, 0.2891274392604828]","[815.107421875, 654.981689453125, 0.1723804771900177]","[810.0491943359375, 463.7544250488281, 0.32937559485435486]","[0.05348580383421536, -3.315540332178327, 2.4455550067258867]","[0.9613434206124218, -6.075240631349565, 2.632688330216303]"
11,11,11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000011_RGB.png,"[468.46246337890625, 556.8310546875, 0.5876115560531616]","[455.3621826171875, 571.5014038085938, 0.39852213859558105]","[454.5918884277344, 541.0082397460938, 0.36531227827072144]","[467.58197021484375, 590.9780883789062, 0.6099519729614258]","[466.62213134765625, 517.812744140625, 0.6874748468399048]","[552.3638305664062, 625.93115234375, 0.6410708427429199]","[552.024658203125, 476.3359680175781, 0.8299437761306763]","[664.9884033203125, 659.8654174804688, 0.7017322778701782]","[666.05419921875, 441.4349060058594, 0.6823249459266663]","[741.0447998046875, 657.3662719726562, 0.4598805606365204]","[765.3700561523438, 458.9358215332031, 0.47026368975639343]","[757.9999389648438, 608.8499145507812, 0.6239219903945923]","[762.64404296875, 499.7005310058594, 0.5945619344711304]","[832.5222778320312, 673.664794921875, 0.27303415536880493]","[832.8604736328125, 457.3528747558594, 0.3176058530807495]","[813.2357177734375, 654.9974975585938, 0.18312910199165344]","[808.5819091796875, 463.8133850097656, 0.3271248936653137]","[0.26125313540557854, -3.287395778867794, 2.4218967663779525]","[0.903176974614248, -6.0721664678758085, 2.565309781254149]"
