,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000000_RGB.png,"[523.6304321289062, 549.4844360351562, 0.5641369223594666]","[508.4817199707031, 565.4928588867188, 0.4675363004207611]","[508.9985046386719, 532.9867553710938, 0.4165717363357544]","[515.583740234375, 586.8636474609375, 0.7072962522506714]","[520.3350219726562, 512.0530395507812, 0.7139696478843689]","[572.9686279296875, 616.0802001953125, 0.7047665119171143]","[590.0592041015625, 474.2195129394531, 0.6981244087219238]","[682.1030883789062, 648.8541870117188, 0.6947764158248901]","[689.1724853515625, 459.7795715332031, 0.496465802192688]","[756.6098022460938, 591.0794067382812, 0.44560298323631287]","[765.869873046875, 518.2174682617188, 0.547949492931366]","[776.1583862304688, 600.6207885742188, 0.3010880649089813]","[767.1832885742188, 504.828369140625, 0.4666097164154053]","[795.3289794921875, 633.2745971679688, 0.07177814841270447]","[818.078857421875, 490.6829528808594, 0.1530342847108841]","[787.7023315429688, 595.7293090820312, 0.10140091925859451]","[820.6884155273438, 506.5042724609375, 0.10322484374046326]","[1.4162326692688019, 1.4101668902525335, 1.1563447791012433]","[1.5405442407892695, 15.302736647719115, -1.270443879634189]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000001_RGB.png,"[523.0689086914062, 550.3012084960938, 0.5575600266456604]","[508.18426513671875, 565.9571533203125, 0.4505835771560669]","[508.6509704589844, 533.3213500976562, 0.39040714502334595]","[515.389892578125, 587.0167846679688, 0.6991313695907593]","[519.9220581054688, 512.4356079101562, 0.7275714874267578]","[573.0298461914062, 616.5322875976562, 0.6961036920547485]","[590.1026000976562, 474.2928161621094, 0.698291540145874]","[682.4853515625, 648.9089965820312, 0.7125623226165771]","[689.3363037109375, 459.9754638671875, 0.5015194416046143]","[756.5692749023438, 589.5352783203125, 0.4455413818359375]","[765.6581420898438, 518.2022705078125, 0.5359923243522644]","[779.1984252929688, 600.233642578125, 0.2658960223197937]","[770.6190795898438, 505.510009765625, 0.4324173331260681]","[795.525390625, 633.6715087890625, 0.06168651580810547]","[817.9426879882812, 491.83233642578125, 0.1436290740966797]","[787.2335205078125, 594.8460693359375, 0.08476876467466354]","[820.5470581054688, 506.8606872558594, 0.09249129891395569]","[1.2917093296497544, 1.4214139498270628, 1.0839497061743255]","[1.5304507174524173, 15.275959869800838, -1.2489712987842763]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000002_RGB.png,"[522.8428344726562, 549.5167236328125, 0.5452743768692017]","[507.7080383300781, 565.0610961914062, 0.45126578211784363]","[508.3381652832031, 532.652099609375, 0.40152743458747864]","[514.9280395507812, 586.411865234375, 0.7219406366348267]","[519.9041748046875, 512.6353759765625, 0.7293227314949036]","[572.9026489257812, 617.1203002929688, 0.7035183906555176]","[588.9727783203125, 475.7412414550781, 0.697304368019104]","[681.8858642578125, 648.380859375, 0.7146669626235962]","[687.8909912109375, 459.9000244140625, 0.5505819320678711]","[756.6611328125, 589.9215698242188, 0.45339253544807434]","[766.3714599609375, 519.9546508789062, 0.5530149936676025]","[782.195556640625, 601.069091796875, 0.25903522968292236]","[774.2960815429688, 506.3069152832031, 0.38956722617149353]","[793.822021484375, 633.4296264648438, 0.057663559913635254]","[817.1818237304688, 490.75518798828125, 0.12594449520111084]","[786.5653686523438, 594.6769409179688, 0.10440851747989655]","[819.433349609375, 507.935546875, 0.10825251787900925]","[1.3469351050769376, 1.3941923429020413, 1.0157405589417665]","[1.513422531639034, 15.267114101316723, -1.2268111968763902]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000003_RGB.png,"[521.3798828125, 550.2540283203125, 0.5037841200828552]","[506.19329833984375, 565.7868041992188, 0.5465887188911438]","[507.48876953125, 532.771240234375, 0.3718593418598175]","[514.7708129882812, 586.2989501953125, 0.7322739362716675]","[519.943115234375, 512.6521606445312, 0.7371416687965393]","[572.9898071289062, 615.9181518554688, 0.7043198943138123]","[590.5186157226562, 474.9384460449219, 0.680733323097229]","[682.4031372070312, 646.96875, 0.7133609652519226]","[685.8342895507812, 461.0425109863281, 0.558250904083252]","[756.7282104492188, 588.2855834960938, 0.4646367132663727]","[765.5772705078125, 523.37744140625, 0.5630366206169128]","[780.9052734375, 601.834228515625, 0.27870941162109375]","[773.6285400390625, 505.5169982910156, 0.41883501410484314]","[794.9083862304688, 632.9729614257812, 0.06122375652194023]","[821.1368408203125, 489.8747863769531, 0.15215037763118744]","[786.8014526367188, 593.846435546875, 0.0982101708650589]","[821.109130859375, 508.1913757324219, 0.10366165637969971]","[1.417574321721866, 1.2845801282585445, 1.131599901127797]","[1.507590252957143, 15.270370773348432, -1.2140667912249707]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000004_RGB.png,"[521.3923950195312, 550.2320556640625, 0.5092572569847107]","[506.178466796875, 565.8056030273438, 0.5353779792785645]","[507.2700500488281, 532.8048095703125, 0.3621616065502167]","[515.0323486328125, 586.2459106445312, 0.7346398234367371]","[519.5909423828125, 512.4102783203125, 0.7401148676872253]","[574.0447387695312, 616.9661865234375, 0.722874641418457]","[591.2022094726562, 474.1741027832031, 0.6776660680770874]","[681.9693603515625, 646.9747924804688, 0.6917566657066345]","[692.1943359375, 460.83197021484375, 0.5481142401695251]","[758.1848754882812, 591.4628295898438, 0.4864480793476105]","[765.6438598632812, 520.87890625, 0.5359299778938293]","[780.011474609375, 602.6828002929688, 0.317801833152771]","[774.501220703125, 505.567138671875, 0.4446517825126648]","[810.2689208984375, 631.1028442382812, 0.09778275340795517]","[824.8228149414062, 491.1910705566406, 0.1791025698184967]","[788.8819580078125, 595.0765380859375, 0.09606698900461197]","[823.3663330078125, 507.1185302734375, 0.09746742993593216]","[1.4296537928146653, 1.2856168363216514, 1.1766262330407837]","[1.5115250591979148, 15.23083988108819, -1.1878077652930497]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000005_RGB.png,"[521.0805053710938, 550.0433349609375, 0.49817854166030884]","[505.94097900390625, 565.6839599609375, 0.55733722448349]","[507.2347412109375, 532.5865478515625, 0.36913222074508667]","[514.5887451171875, 586.2742309570312, 0.7333105206489563]","[519.4873046875, 512.1228637695312, 0.7322618961334229]","[574.9451904296875, 616.7425537109375, 0.7213703989982605]","[592.7403564453125, 474.0708312988281, 0.649494469165802]","[681.08837890625, 646.5210571289062, 0.6795246005058289]","[689.464111328125, 460.5081481933594, 0.6064722537994385]","[757.2658081054688, 592.9378662109375, 0.4944458603858948]","[765.2347412109375, 520.0781860351562, 0.5319358110427856]","[779.017333984375, 603.1343994140625, 0.3254913091659546]","[773.776123046875, 504.63751220703125, 0.47141310572624207]","[810.5363159179688, 631.3314208984375, 0.08832751959562302]","[825.4569702148438, 490.1770324707031, 0.15008729696273804]","[789.2999267578125, 595.1898803710938, 0.07913567125797272]","[824.6685791015625, 506.23004150390625, 0.07869063317775726]","[1.5308185683170803, 1.4201752257303386, 1.249639664384029]","[1.521864771831943, 15.239403279782318, -1.1717620968862685]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000006_RGB.png,"[521.0753173828125, 549.7296752929688, 0.5035839676856995]","[506.203857421875, 565.3017578125, 0.5527748465538025]","[507.2570495605469, 532.363037109375, 0.3744812607765198]","[514.74267578125, 586.1001586914062, 0.7336798310279846]","[519.5913696289062, 512.29833984375, 0.7326921224594116]","[575.4014892578125, 616.5436401367188, 0.7340278029441833]","[593.4443969726562, 474.4502258300781, 0.6419059634208679]","[680.6408081054688, 647.1953735351562, 0.6873877048492432]","[688.9400634765625, 459.60565185546875, 0.5884650349617004]","[755.3117065429688, 591.9092407226562, 0.4953033924102783]","[764.4274291992188, 518.5008544921875, 0.5222482085227966]","[779.1528930664062, 602.567138671875, 0.3328993022441864]","[774.1398315429688, 504.3748474121094, 0.47290506958961487]","[810.8438110351562, 631.1912841796875, 0.08804307878017426]","[829.9715576171875, 490.8133544921875, 0.18286769092082977]","[788.9248657226562, 595.0372924804688, 0.07704245299100876]","[831.5941162109375, 499.6376647949219, 0.07166248559951782]","[1.6144927828538138, 1.7355668612505732, 1.1974382936138255]","[1.5316931755998038, 15.253857211244563, -1.1487990630502816]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000007_RGB.png,"[521.9768676757812, 548.5755004882812, 0.6244028806686401]","[505.7013244628906, 564.8899536132812, 0.5645843744277954]","[506.673583984375, 532.9786987304688, 0.4638192355632782]","[514.4525146484375, 585.8178100585938, 0.7414344549179077]","[519.6378784179688, 511.7013854980469, 0.720242977142334]","[575.2705078125, 617.73974609375, 0.7355028390884399]","[592.817138671875, 473.47027587890625, 0.652894139289856]","[681.2923583984375, 647.3445434570312, 0.6821154356002808]","[689.5474853515625, 458.27728271484375, 0.5874480605125427]","[757.82861328125, 593.3082885742188, 0.4786670207977295]","[766.1884765625, 518.6824340820312, 0.5485237836837769]","[780.8763427734375, 603.6370239257812, 0.3183491826057434]","[775.75537109375, 505.2514953613281, 0.43527424335479736]","[810.5283203125, 631.2261352539062, 0.09138814359903336]","[825.1155395507812, 489.8546142578125, 0.16527169942855835]","[790.0926513671875, 595.6343994140625, 0.08021543174982071]","[824.1668701171875, 506.6214904785156, 0.0861547663807869]","[1.698138870176115, 1.92081356799778, 1.0512256230448782]","[1.536705691083113, 15.490188644722158, -1.1275503035960486]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000008_RGB.png,"[521.1507568359375, 549.5098266601562, 0.5081785917282104]","[506.0305480957031, 564.8895263671875, 0.5485949516296387]","[507.2138977050781, 531.9849243164062, 0.3721922039985657]","[514.7818603515625, 585.8740234375, 0.7386226654052734]","[519.6612548828125, 512.3558349609375, 0.7318271398544312]","[575.4534301757812, 618.1580200195312, 0.7388727068901062]","[592.3929443359375, 474.400390625, 0.6653228998184204]","[682.2849731445312, 646.7152709960938, 0.6973510980606079]","[688.7454223632812, 458.0234680175781, 0.592805027961731]","[759.1442260742188, 591.8312377929688, 0.4695377051830292]","[766.101806640625, 517.9586791992188, 0.540259599685669]","[788.6339721679688, 604.9169921875, 0.39523786306381226]","[786.5136108398438, 506.6593017578125, 0.5105504989624023]","[809.9124145507812, 630.7996826171875, 0.09503696113824844]","[829.7601928710938, 490.5126647949219, 0.1788674145936966]","[790.6484985351562, 594.909912109375, 0.07903923839330673]","[831.6826171875, 500.0303649902344, 0.07878392934799194]","[1.741522005023348, 1.9408899143273621, 0.9267843041571739]","[1.5422926859567307, 15.48646792990083, -1.1147098416578658]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_1_ID16/RGB/000009_RGB.png,"[521.159423828125, 549.6653442382812, 0.5054851770401001]","[506.0850524902344, 565.1304931640625, 0.5473564267158508]","[507.1583251953125, 532.2177124023438, 0.3726920783519745]","[514.5363159179688, 585.9671630859375, 0.7421309351921082]","[519.478759765625, 512.1561889648438, 0.7322786450386047]","[574.9486694335938, 617.0123901367188, 0.7311214208602905]","[592.1528930664062, 474.7902526855469, 0.6647977232933044]","[682.9874267578125, 647.3663940429688, 0.7097852230072021]","[688.466796875, 459.4582824707031, 0.5774520635604858]","[757.4785766601562, 590.4891967773438, 0.4734964966773987]","[765.1424560546875, 519.1055297851562, 0.5259904861450195]","[782.6417236328125, 601.7039184570312, 0.3018806576728821]","[786.2459716796875, 508.115234375, 0.5254345536231995]","[809.0540771484375, 631.056396484375, 0.08680467307567596]","[825.4583129882812, 490.32611083984375, 0.15678444504737854]","[788.8925170898438, 594.137451171875, 0.08524710685014725]","[823.863525390625, 506.166748046875, 0.09079719334840775]","[1.7494795237202336, 1.8299806725218315, 0.8405962924504241]","[1.541613180210562, 15.500113435791889, -1.0899670069925942]"
