,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000000_RGB.png,"[508.6401062011719, 536.8469848632812, 0.517967164516449]","[497.2789001464844, 554.6384887695312, 0.5737951993942261]","[496.9427490234375, 521.499755859375, 0.6067324876785278]","[514.533447265625, 576.3770751953125, 0.6727559566497803]","[515.9083251953125, 502.5564270019531, 0.6729408502578735]","[605.044921875, 615.7671508789062, 0.6726851463317871]","[609.3440551757812, 459.4260559082031, 0.6652393341064453]","[732.71240234375, 643.5764770507812, 0.712414026260376]","[730.8394775390625, 439.5238342285156, 0.6692371368408203]","[819.8680419921875, 601.4118041992188, 0.3666003346443176]","[821.7255249023438, 473.72344970703125, 0.48399728536605835]","[833.5958862304688, 597.1298217773438, 0.6100223064422607]","[832.3755493164062, 488.26995849609375, 0.5271826982498169]","[847.0867309570312, 632.3139038085938, 0.022273316979408264]","[940.1555786132812, 455.8653869628906, 0.004618563689291477]","[849.5618286132812, 610.2665405273438, 0.033427510410547256]","[859.4744262695312, 477.4324951171875, 0.02409740351140499]","[4.233973411488536, -0.18185715594727378, -0.22522962254260745]","[-0.7463394282335549, -1.9857581708970526, 1.127974493225325]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000001_RGB.png,"[508.678955078125, 537.5037841796875, 0.5073668360710144]","[497.35101318359375, 554.9945068359375, 0.48955869674682617]","[497.2922668457031, 521.9046020507812, 0.5932247638702393]","[515.05810546875, 576.5193481445312, 0.6659379005432129]","[517.0543212890625, 502.2591552734375, 0.6691671013832092]","[605.7699584960938, 615.4268188476562, 0.6709977984428406]","[607.9758911132812, 458.73712158203125, 0.6341063976287842]","[731.8746337890625, 644.1441650390625, 0.7352986335754395]","[730.0732421875, 436.8294677734375, 0.568695068359375]","[820.691650390625, 598.7916259765625, 0.3861789405345917]","[826.7537231445312, 472.1473693847656, 0.3581216633319855]","[838.1275024414062, 595.3837280273438, 0.5355697870254517]","[836.9779052734375, 487.278564453125, 0.6207975745201111]","[846.7420043945312, 628.3596801757812, 0.014858713373541832]","[846.43310546875, 452.61199951171875, 0.013699936680495739]","[848.6277465820312, 607.0074462890625, 0.02288198657333851]","[860.5699462890625, 466.88494873046875, 0.023432137444615364]","[4.385607321493468, -0.1938319500572372, -0.5790314576162499]","[-0.03416564971891122, -2.1603188424243074, 0.9951720372965377]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000002_RGB.png,"[509.48248291015625, 538.7960815429688, 0.43049848079681396]","[497.6533203125, 555.8312377929688, 0.5452384352684021]","[498.04742431640625, 524.5648193359375, 0.5595201849937439]","[514.378173828125, 577.4306030273438, 0.7033624053001404]","[517.202392578125, 502.8462219238281, 0.6314675807952881]","[606.2689208984375, 615.923828125, 0.6719574332237244]","[608.74755859375, 460.7976989746094, 0.6453812122344971]","[729.696533203125, 645.2276000976562, 0.6941846013069153]","[728.6229858398438, 436.45794677734375, 0.7569089531898499]","[820.1513061523438, 608.655517578125, 0.3270789384841919]","[835.1597900390625, 464.75384521484375, 0.4001699984073639]","[838.8189086914062, 593.7236328125, 0.5430266261100769]","[836.5841674804688, 486.49505615234375, 0.6116904616355896]","[847.7665405273438, 627.3898315429688, 0.012967235408723354]","[850.2042846679688, 461.3019714355469, 0.012702162377536297]","[852.2986450195312, 611.8945922851562, 0.030211005359888077]","[861.6515502929688, 461.2996520996094, 0.023426838219165802]","[4.89034158731708, -0.14806493128618364, -0.6684019500112902]","[0.19402293497962614, -2.2019481411084376, 0.8960430072447733]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000003_RGB.png,"[510.5215759277344, 538.5667724609375, 0.43835535645484924]","[497.86102294921875, 555.3875732421875, 0.5060366988182068]","[498.6138916015625, 524.3700561523438, 0.537632167339325]","[513.5391235351562, 577.3816528320312, 0.7232388854026794]","[516.8289794921875, 503.3926696777344, 0.6211966872215271]","[606.8043823242188, 616.714111328125, 0.6632885932922363]","[608.826904296875, 461.5926513671875, 0.6451280117034912]","[731.0469360351562, 644.9287719726562, 0.6760119795799255]","[729.1896362304688, 435.9385681152344, 0.7685322761535645]","[819.4625244140625, 616.033203125, 0.31141993403434753]","[828.2734985351562, 461.46636962890625, 0.4603152871131897]","[841.9061279296875, 594.6349487304688, 0.707318127155304]","[840.4515380859375, 486.0439147949219, 0.6031084656715393]","[847.3119506835938, 628.643310546875, 0.013764037750661373]","[851.317138671875, 460.8611755371094, 0.013645892031490803]","[850.2283325195312, 615.5632934570312, 0.029684556648135185]","[862.1539916992188, 459.1452331542969, 0.02349439635872841]","[5.442439330904211, -0.19871981900389935, -0.6963334436313502]","[0.5247654344053392, -2.1003854283128187, 1.0048966440020213]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000004_RGB.png,"[508.2336730957031, 541.5863037109375, 0.48545601963996887]","[496.25927734375, 557.50830078125, 0.6021640300750732]","[496.8681945800781, 527.302001953125, 0.600828230381012]","[511.33135986328125, 578.6177368164062, 0.7625000476837158]","[516.4861450195312, 506.4226989746094, 0.5151616930961609]","[608.2230224609375, 618.0982666015625, 0.7398390769958496]","[608.930419921875, 461.87841796875, 0.6526971459388733]","[730.1764526367188, 649.2484130859375, 0.7195128202438354]","[728.9512329101562, 435.59283447265625, 0.7666561007499695]","[821.6793823242188, 618.3277587890625, 0.26865920424461365]","[829.1936645507812, 461.4684143066406, 0.4918293356895447]","[845.3850708007812, 597.1238403320312, 0.6838531494140625]","[844.1720581054688, 487.704345703125, 0.5717443823814392]","[847.3086547851562, 628.29248046875, 0.010493258945643902]","[851.6221313476562, 461.7837829589844, 0.011695013381540775]","[851.3826293945312, 616.093505859375, 0.03292747959494591]","[861.807373046875, 459.3949279785156, 0.01939055509865284]","[6.266150513098739, -0.05399467154287036, -0.5868724875419487]","[1.191013674369659, -1.6666675140502438, 1.213993471993684]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000005_RGB.png,"[506.3609924316406, 542.8690795898438, 0.4981570243835449]","[495.56005859375, 558.53857421875, 0.6187430024147034]","[495.6451721191406, 527.586669921875, 0.576593279838562]","[511.0655822753906, 578.8944702148438, 0.7627798914909363]","[515.2147827148438, 506.4024963378906, 0.4824373126029968]","[605.9447021484375, 617.708984375, 0.8021064400672913]","[605.9957275390625, 460.79541015625, 0.7953354716300964]","[729.3310546875, 648.8993530273438, 0.701831042766571]","[729.1347045898438, 436.5284423828125, 0.750098466873169]","[821.188720703125, 619.807861328125, 0.3107450604438782]","[829.49267578125, 462.86761474609375, 0.5341809391975403]","[843.254638671875, 601.747314453125, 0.7101121544837952]","[841.5914916992188, 490.215087890625, 0.6532384157180786]","[848.9429931640625, 629.4107666015625, 0.008427555672824383]","[851.0938110351562, 462.495849609375, 0.01233435608446598]","[853.0557250976562, 617.237548828125, 0.02927589975297451]","[863.4293212890625, 466.568603515625, 0.019418055191636086]","[6.522581898915711, 0.14077566478213058, -0.4896496141837655]","[0.447351483553242, -0.48214505766896604, 0.4763099150901294]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000006_RGB.png,"[505.1273193359375, 543.1502685546875, 0.4975723624229431]","[493.864990234375, 558.6554565429688, 0.581757128238678]","[494.02001953125, 527.02685546875, 0.5265889763832092]","[508.4184875488281, 580.3640747070312, 0.7262191772460938]","[511.48345947265625, 504.7626953125, 0.5788564682006836]","[605.6151123046875, 619.6387939453125, 0.7774534821510315]","[605.8792724609375, 460.649658203125, 0.8078339099884033]","[729.8060913085938, 656.6966552734375, 0.5427637696266174]","[730.9659423828125, 436.17303466796875, 0.568556010723114]","[806.5953979492188, 623.9799194335938, 0.28263580799102783]","[829.6478271484375, 463.313232421875, 0.542742908000946]","[840.2979736328125, 605.2274169921875, 0.7142055630683899]","[839.7379150390625, 493.21209716796875, 0.7057436108589172]","[845.0114135742188, 642.6829223632812, 0.009381814859807491]","[849.2926025390625, 461.9552001953125, 0.01560029573738575]","[845.9974975585938, 627.9677124023438, 0.02982925996184349]","[863.4678344726562, 466.7906799316406, 0.024936500936746597]","[6.382810181336795, 0.37036745880338356, -0.2689554798666108]","[0.26872674643118916, 1.4951157311205405, -0.01700461356440593]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000007_RGB.png,"[505.7243957519531, 542.5399169921875, 0.4981198310852051]","[494.2021789550781, 558.18896484375, 0.5703179836273193]","[494.1417236328125, 526.8140869140625, 0.5096538066864014]","[508.7713928222656, 580.40869140625, 0.7381308078765869]","[511.890625, 504.4093322753906, 0.6066433787345886]","[604.89501953125, 623.7240600585938, 0.5211296677589417]","[609.6920776367188, 459.9493103027344, 0.6574903130531311]","[734.5197143554688, 657.2308959960938, 0.6727076172828674]","[731.427734375, 436.098388671875, 0.8139957189559937]","[817.00146484375, 625.9998168945312, 0.3440733850002289]","[829.6888427734375, 463.20556640625, 0.5528160929679871]","[845.734619140625, 605.6939086914062, 0.6673997044563293]","[843.9622192382812, 491.25872802734375, 0.6613040566444397]","[846.8198852539062, 643.4354248046875, 0.007892806082963943]","[851.4932861328125, 461.0315856933594, 0.014570229686796665]","[851.0671997070312, 627.9380493164062, 0.026533063501119614]","[864.0785522460938, 466.022705078125, 0.022082924842834473]","[5.955493650158658, 0.35750287047671914, -0.16934261825831579]","[-1.4731917231593326, 1.962148698629092, -0.3446911611973758]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000008_RGB.png,"[507.39971923828125, 541.3496704101562, 0.4884617328643799]","[495.50811767578125, 558.2484741210938, 0.6093719005584717]","[494.8915710449219, 526.0697631835938, 0.48971110582351685]","[511.075927734375, 581.3212890625, 0.7956779599189758]","[513.2018432617188, 503.442138671875, 0.6920942068099976]","[605.0375366210938, 623.97265625, 0.5460172891616821]","[610.9635620117188, 458.5386962890625, 0.6806105971336365]","[735.6438598632812, 657.294921875, 0.6776770353317261]","[732.6972045898438, 435.4697570800781, 0.8266040086746216]","[815.5764770507812, 628.9576416015625, 0.36778631806373596]","[830.0985717773438, 463.45574951171875, 0.5496117472648621]","[840.7968139648438, 602.8458862304688, 0.726372480392456]","[839.562255859375, 489.1126403808594, 0.6572256684303284]","[846.5598754882812, 642.97900390625, 0.008274170570075512]","[849.2255859375, 461.78485107421875, 0.01733606681227684]","[850.0128784179688, 629.2203369140625, 0.026159515604376793]","[863.335205078125, 466.9554748535156, 0.024321194738149643]","[4.646631121083769, 0.23906181028668083, -0.12509626028713358]","[0.12266797268849533, 4.130930381148538, 0.05002750326627021]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/15/base_2_ID15/RGB/000009_RGB.png,"[510.33343505859375, 541.404296875, 0.5516741275787354]","[496.61944580078125, 558.6453857421875, 0.6714712977409363]","[495.8096618652344, 525.47412109375, 0.5475596785545349]","[510.9449768066406, 582.2078857421875, 0.8068472146987915]","[513.6328735351562, 503.063232421875, 0.7168175578117371]","[606.9837036132812, 624.1937255859375, 0.5995399355888367]","[615.1475219726562, 457.3855895996094, 0.7572432160377502]","[739.0418701171875, 657.6626586914062, 0.5659304857254028]","[742.0831909179688, 432.8079528808594, 0.8170491456985474]","[823.619384765625, 627.5377807617188, 0.3812563419342041]","[831.399658203125, 463.9788818359375, 0.5422622561454773]","[844.8333129882812, 605.2735595703125, 0.6554550528526306]","[841.8607788085938, 490.62255859375, 0.6705388426780701]","[846.8185424804688, 645.0686645507812, 0.009625893086194992]","[849.3255004882812, 461.5313720703125, 0.015214354731142521]","[853.517822265625, 629.505126953125, 0.025077257305383682]","[865.073974609375, 468.1485595703125, 0.018758166581392288]","[2.845372810200217, 0.1310255896706371, -0.0625974229086437]","[0.6979528372289742, 7.194221786366471, 0.15700840888989523]"
