,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000000_RGB.png,"[492.50225830078125, 581.302001953125, 0.7180740833282471]","[481.7930603027344, 596.9329223632812, 0.7607899904251099]","[478.3990173339844, 566.2731323242188, 0.7437615990638733]","[494.2889404296875, 612.1947631835938, 0.7686945199966431]","[490.7398986816406, 546.1802978515625, 0.6417193412780762]","[572.5254516601562, 641.8246459960938, 0.6407243609428406]","[570.4617919921875, 504.97674560546875, 0.733296811580658]","[678.18017578125, 689.2796020507812, 0.5579848289489746]","[667.56298828125, 436.23822021484375, 0.600543200969696]","[749.957763671875, 657.1090087890625, 0.34047043323516846]","[757.8565673828125, 457.8913269042969, 0.38177016377449036]","[795.4024047851562, 603.1784057617188, 0.5499705076217651]","[790.1286010742188, 511.382568359375, 0.6788015961647034]","[823.77734375, 627.449462890625, 0.03187786787748337]","[842.1419067382812, 476.2733154296875, 0.08171123266220093]","[791.1683349609375, 646.1740112304688, 0.022173387929797173]","[825.2644653320312, 475.39739990234375, 0.07957510650157928]","[0.14691704849335313, -0.1902226109977097, -0.13404102403468662]","[1.4112918943407085, 4.986858484486336, 0.45397675726475323]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000001_RGB.png,"[492.3088073730469, 581.394287109375, 0.7020852565765381]","[481.51922607421875, 597.117919921875, 0.7767189741134644]","[477.9519958496094, 566.5296630859375, 0.7377780675888062]","[494.3199157714844, 612.1094970703125, 0.7669402956962585]","[490.1947937011719, 546.2073974609375, 0.6336389183998108]","[572.6470336914062, 641.9110717773438, 0.6536112427711487]","[570.1763305664062, 505.1608581542969, 0.7349789142608643]","[678.423095703125, 691.4527587890625, 0.5583570599555969]","[668.1893310546875, 435.6812438964844, 0.5819501280784607]","[748.14404296875, 657.4295043945312, 0.3401995301246643]","[757.74853515625, 457.572509765625, 0.3901060223579407]","[797.4588623046875, 603.8018188476562, 0.5267188549041748]","[791.8005981445312, 512.187255859375, 0.6819665431976318]","[824.3701171875, 627.6416625976562, 0.025806305930018425]","[843.3536987304688, 475.760009765625, 0.07404068112373352]","[791.4096069335938, 646.2131958007812, 0.019725563004612923]","[830.53076171875, 466.033935546875, 0.06424207240343094]","[0.11876676335393069, -0.17259506668384123, -0.028915535651574596]","[1.390017400363921, 5.00231646655136, 0.47593415320169996]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000002_RGB.png,"[492.29736328125, 580.9598388671875, 0.695898711681366]","[481.56085205078125, 596.7415771484375, 0.7637567520141602]","[478.0061340332031, 566.0346069335938, 0.734630823135376]","[494.4638366699219, 612.140625, 0.7691642642021179]","[490.37139892578125, 545.9029541015625, 0.6288547515869141]","[572.9583129882812, 641.9866333007812, 0.6605556607246399]","[570.130615234375, 505.23931884765625, 0.730139970779419]","[678.4796142578125, 690.90576171875, 0.573434591293335]","[668.3466186523438, 435.8990783691406, 0.5907114744186401]","[749.5742797851562, 657.0496826171875, 0.33309146761894226]","[758.1743774414062, 457.9193420410156, 0.3977414667606354]","[796.860595703125, 604.0552978515625, 0.5382379293441772]","[791.6090698242188, 511.7394104003906, 0.6770175695419312]","[824.1148071289062, 627.2921752929688, 0.030858131125569344]","[842.7227172851562, 476.4085693359375, 0.08312820643186569]","[791.1294555664062, 646.2765502929688, 0.021712202578783035]","[829.920654296875, 466.69940185546875, 0.06716418266296387]","[0.058961409028963095, -0.1583441865745331, 0.014386246251544759]","[1.3829324432640289, 5.001048893796929, 0.4805502720695154]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000003_RGB.png,"[492.0077209472656, 581.0093994140625, 0.67710280418396]","[481.43304443359375, 596.84521484375, 0.7661392092704773]","[477.680419921875, 566.1171875, 0.726327657699585]","[494.3945007324219, 611.82666015625, 0.7609648108482361]","[489.8009338378906, 545.7252197265625, 0.6101394295692444]","[572.7459716796875, 641.6975708007812, 0.6477997899055481]","[570.9915161132812, 503.8725891113281, 0.7148600220680237]","[678.0543823242188, 690.619140625, 0.5554366707801819]","[668.3809814453125, 435.4875793457031, 0.5785033106803894]","[750.8760986328125, 656.4201049804688, 0.3339790403842926]","[756.5802612304688, 456.9902038574219, 0.3701530396938324]","[796.1550903320312, 603.3616943359375, 0.5456153154373169]","[790.8565063476562, 510.58880615234375, 0.6804450750350952]","[824.2130737304688, 626.9456176757812, 0.02610529400408268]","[842.7119140625, 476.29364013671875, 0.07302921265363693]","[792.2114868164062, 645.595458984375, 0.020044462755322456]","[830.2137451171875, 465.8858337402344, 0.06119482219219208]","[-0.0666528855096887, -0.13097288497955856, 0.02367019145759414]","[1.3790898559895752, 5.008092931553853, 0.47724083721059396]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000004_RGB.png,"[492.0102233886719, 581.1979370117188, 0.6830329895019531]","[481.3458251953125, 596.9014282226562, 0.762408971786499]","[477.785888671875, 566.2705078125, 0.7291033267974854]","[494.3125915527344, 611.917236328125, 0.761894166469574]","[490.3377380371094, 546.203857421875, 0.6263752579689026]","[572.7103881835938, 641.8211669921875, 0.6415354013442993]","[570.2718505859375, 505.16650390625, 0.7270199656486511]","[678.1731567382812, 691.6568603515625, 0.5575686097145081]","[667.5568237304688, 436.491943359375, 0.6085891723632812]","[749.6350708007812, 657.0150146484375, 0.34294041991233826]","[756.6508178710938, 457.6562194824219, 0.36837121844291687]","[795.951904296875, 603.135009765625, 0.5461368560791016]","[790.4049682617188, 510.96868896484375, 0.683858335018158]","[824.8114624023438, 627.534912109375, 0.025927890092134476]","[844.1278076171875, 476.09808349609375, 0.07330864667892456]","[787.645751953125, 648.1422729492188, 0.02063068561255932]","[825.2532958984375, 468.48370361328125, 0.064321368932724]","[-0.23794194277324515, -0.11077252640233391, 0.06331629705953923]","[1.3774016824706772, 4.974740376351565, 0.4747307752463953]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000005_RGB.png,"[491.67352294921875, 581.5745239257812, 0.6687984466552734]","[481.1725769042969, 597.1782836914062, 0.7760804295539856]","[477.5013732910156, 566.593017578125, 0.7271369099617004]","[494.5087585449219, 611.9911499023438, 0.762561023235321]","[490.5212707519531, 546.1687622070312, 0.634266197681427]","[572.3978271484375, 641.715087890625, 0.6338731646537781]","[570.333251953125, 505.3431701660156, 0.7359874248504639]","[678.7352294921875, 691.3721923828125, 0.5558857917785645]","[668.5261840820312, 435.6496276855469, 0.5801329612731934]","[749.0590209960938, 657.231201171875, 0.3336959481239319]","[758.3317260742188, 457.3639221191406, 0.3737085461616516]","[798.102294921875, 604.072265625, 0.5267212390899658]","[791.7744750976562, 510.80340576171875, 0.6871554851531982]","[824.8778076171875, 627.4244995117188, 0.0231330469250679]","[843.679931640625, 475.9166259765625, 0.07037268579006195]","[787.63232421875, 648.2005615234375, 0.020460395142436028]","[826.2228393554688, 468.1643371582031, 0.07385173439979553]","[0.11715534356665677, -5.258857594472251e-05, 0.029249570499896987]","[1.376242840958967, 4.976874211665392, 0.4766162521420159]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000006_RGB.png,"[491.83148193359375, 581.2291870117188, 0.6766884922981262]","[481.2912292480469, 596.957275390625, 0.7743406891822815]","[477.69873046875, 566.3489990234375, 0.7280747890472412]","[494.6628112792969, 611.5424194335938, 0.7570980191230774]","[490.30810546875, 546.0665893554688, 0.6356146335601807]","[572.1004638671875, 641.485107421875, 0.630016028881073]","[570.3095092773438, 505.2453308105469, 0.7386812567710876]","[678.7734985351562, 692.4534301757812, 0.5461145639419556]","[667.4515991210938, 436.3023376464844, 0.5921408534049988]","[749.7426147460938, 657.0945434570312, 0.3451036512851715]","[756.2923583984375, 456.7660217285156, 0.3784019649028778]","[797.7652587890625, 603.3971557617188, 0.5163864493370056]","[791.6410522460938, 511.9256286621094, 0.6812058091163635]","[824.802734375, 627.2843627929688, 0.025203602388501167]","[843.9037475585938, 475.7639465332031, 0.07846573740243912]","[791.7841796875, 646.2463989257812, 0.021044297143816948]","[830.2365112304688, 466.0079345703125, 0.0631464347243309]","[0.5101107486361399, 0.10074275761197232, 0.016387670279819015]","[1.361951662350601, 4.9902564275174415, 0.49333976019780085]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000007_RGB.png,"[492.1624755859375, 581.3955688476562, 0.6909196972846985]","[481.51202392578125, 597.0064697265625, 0.7752708792686462]","[477.8904724121094, 566.3805541992188, 0.733579158782959]","[494.56536865234375, 611.9140014648438, 0.7639838457107544]","[490.3421936035156, 545.9024658203125, 0.6332762837409973]","[572.9557495117188, 642.245849609375, 0.6699093580245972]","[570.8455810546875, 504.3399963378906, 0.7208923101425171]","[679.2924194335938, 691.578857421875, 0.5658237934112549]","[668.4320068359375, 435.9868469238281, 0.5907511711120605]","[750.739013671875, 656.7630004882812, 0.35166776180267334]","[758.1310424804688, 457.4428405761719, 0.38291776180267334]","[797.0357055664062, 603.0818481445312, 0.5259218215942383]","[791.048095703125, 511.15777587890625, 0.6825770139694214]","[824.4422607421875, 627.3551635742188, 0.02803352288901806]","[842.6550903320312, 476.0601806640625, 0.08120328933000565]","[791.8937377929688, 645.8995971679688, 0.020639710128307343]","[830.655517578125, 466.275390625, 0.06833536177873611]","[0.7286859872468883, 0.2805268686907304, 0.018905200830762685]","[1.3685665241352867, 4.993806065701981, 0.4910380106381047]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000008_RGB.png,"[492.71282958984375, 581.5442504882812, 0.7067641019821167]","[481.6992492675781, 597.0692749023438, 0.7795685529708862]","[478.174560546875, 566.6034545898438, 0.7420124411582947]","[494.54522705078125, 611.7846069335938, 0.7602260708808899]","[490.4407043457031, 546.0547485351562, 0.6381574869155884]","[572.4615478515625, 641.8643188476562, 0.6453124284744263]","[569.9151611328125, 505.03070068359375, 0.7307533025741577]","[678.6972045898438, 691.7601318359375, 0.5460168719291687]","[667.6156616210938, 435.9716491699219, 0.599380612373352]","[748.049072265625, 657.7775268554688, 0.3389110863208771]","[757.7942504882812, 457.20318603515625, 0.3813818097114563]","[796.202392578125, 604.1617431640625, 0.5541170835494995]","[790.1823120117188, 512.0099487304688, 0.6823713779449463]","[824.3872680664062, 627.6970825195312, 0.026263371109962463]","[843.17529296875, 476.18499755859375, 0.07959620654582977]","[791.4807739257812, 646.5013427734375, 0.019991911947727203]","[825.7996826171875, 475.0243835449219, 0.07264255732297897]","[0.7329007683012265, 0.2990100130454151, -0.022281872081455288]","[1.3750841807698149, 5.00723776306362, 0.4874653158600159]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/12/free_3_ID12/RGB/000009_RGB.png,"[493.183837890625, 582.6296997070312, 0.7075182795524597]","[481.9913330078125, 597.9751586914062, 0.7891674041748047]","[478.54254150390625, 567.3780517578125, 0.7353292107582092]","[494.0530090332031, 612.5076293945312, 0.7696012258529663]","[490.5029296875, 546.465576171875, 0.6413623690605164]","[572.9105834960938, 642.1790161132812, 0.6572912335395813]","[570.65380859375, 504.77508544921875, 0.7357064485549927]","[678.4929809570312, 690.833251953125, 0.5623200535774231]","[667.7882080078125, 435.8286437988281, 0.5941576957702637]","[750.6343383789062, 656.6210327148438, 0.3400978744029999]","[758.2456665039062, 457.09222412109375, 0.3830925524234772]","[795.7557373046875, 604.0193481445312, 0.5627909302711487]","[790.2225952148438, 511.310302734375, 0.6812884211540222]","[824.82666015625, 627.5638427734375, 0.025207040831446648]","[842.9657592773438, 476.1465148925781, 0.07479765266180038]","[792.5250244140625, 645.776611328125, 0.01959645375609398]","[825.9218139648438, 474.8729553222656, 0.07023154944181442]","[0.8343332650745087, 0.14316931487091888, 0.04719603113321249]","[1.3747172571280908, 5.007756411474567, 0.489989625985109]"
