,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000000_RGB.png,"[479.2933044433594, 547.9005737304688, 0.6512284278869629]","[464.6749267578125, 562.58251953125, 0.6907296180725098]","[463.94696044921875, 534.2940063476562, 0.7156044244766235]","[478.02203369140625, 579.8792114257812, 0.7848379611968994]","[476.5047607421875, 515.3199462890625, 0.7048215866088867]","[544.7186889648438, 609.4327392578125, 0.7827627658843994]","[554.5751342773438, 470.8940124511719, 0.844435453414917]","[677.2474975585938, 634.8924560546875, 0.6111429333686829]","[671.6425170898438, 458.6405029296875, 0.5906608700752258]","[747.712158203125, 571.8732299804688, 0.47434163093566895]","[751.2821044921875, 502.6461486816406, 0.37800416350364685]","[752.8165283203125, 597.2924194335938, 0.5639662146568298]","[752.1712036132812, 498.317138671875, 0.5912370681762695]","[815.6758422851562, 666.7493286132812, 0.7182362675666809]","[834.0982055664062, 431.9015808105469, 0.2268558293581009]","[802.345458984375, 648.4389038085938, 0.179940328001976]","[814.1920166015625, 489.8518371582031, 0.14985978603363037]","[1.031297365603009, -0.20377389589933353, 0.7772995452827761]","[4.651653090518311, -17.840689292380944, -1.0719021296894984]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000001_RGB.png,"[479.8125915527344, 548.10546875, 0.6493710279464722]","[464.989501953125, 562.770751953125, 0.6880534291267395]","[463.967041015625, 534.82666015625, 0.7124373912811279]","[478.287841796875, 579.53662109375, 0.7835441827774048]","[475.83135986328125, 515.4077758789062, 0.6992993950843811]","[545.2406616210938, 609.7333374023438, 0.7949283123016357]","[554.6148071289062, 470.81219482421875, 0.8477626442909241]","[674.1206665039062, 634.6602172851562, 0.7690978050231934]","[672.0323486328125, 458.6273498535156, 0.5488365292549133]","[749.8965454101562, 582.2376708984375, 0.33366480469703674]","[754.6547241210938, 508.40081787109375, 0.38010692596435547]","[754.477783203125, 596.9205322265625, 0.550571858882904]","[752.4292602539062, 496.4441833496094, 0.5907764434814453]","[815.6963500976562, 670.8180541992188, 0.6101282238960266]","[835.7051391601562, 425.7998352050781, 0.3843895494937897]","[802.3812866210938, 647.572509765625, 0.1681870073080063]","[813.490478515625, 489.412841796875, 0.17776817083358765]","[1.0544704911140481, -0.14553749301937036, 0.7824212808830043]","[4.641401666696189, -17.847330080318883, -1.0961119590279633]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000002_RGB.png,"[479.78411865234375, 548.9658203125, 0.6565371751785278]","[465.07757568359375, 563.4235229492188, 0.6994741559028625]","[464.1812438964844, 535.0571899414062, 0.7076050043106079]","[478.3807067871094, 580.000732421875, 0.7908225655555725]","[476.6507568359375, 515.5477294921875, 0.7168253660202026]","[544.94482421875, 610.6356201171875, 0.8022799491882324]","[554.7919311523438, 470.7626953125, 0.8479552268981934]","[676.3575439453125, 635.271484375, 0.6135407090187073]","[671.3894653320312, 458.5904541015625, 0.5789504051208496]","[749.8732299804688, 582.12646484375, 0.3462371826171875]","[753.088623046875, 506.5878601074219, 0.38258782029151917]","[753.1323852539062, 597.7766723632812, 0.5510509610176086]","[751.8402099609375, 498.4646911621094, 0.5839256048202515]","[816.8167724609375, 667.9431762695312, 0.710013747215271]","[834.8914184570312, 424.846923828125, 0.3742940127849579]","[803.5259399414062, 647.8092651367188, 0.19784493744373322]","[812.1637573242188, 490.2672119140625, 0.19041045010089874]","[1.0332728616482754, -0.11961390357464496, 0.7627917240176527]","[4.600280964102592, -17.959559498587257, -1.1270290562398393]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000003_RGB.png,"[480.1502380371094, 548.2803955078125, 0.6545221209526062]","[465.1387023925781, 562.8436279296875, 0.6844507455825806]","[464.4349365234375, 534.604736328125, 0.714688777923584]","[478.07421875, 579.9388427734375, 0.7861908674240112]","[476.293701171875, 515.7232055664062, 0.7110859155654907]","[545.1712646484375, 610.6651000976562, 0.8095969557762146]","[554.4579467773438, 471.34735107421875, 0.8535632491111755]","[677.573974609375, 635.3976440429688, 0.6030338406562805]","[671.392822265625, 458.0252990722656, 0.5768040418624878]","[750.09716796875, 572.1223754882812, 0.39426639676094055]","[753.1075439453125, 505.1129455566406, 0.36589983105659485]","[761.781005859375, 599.2027587890625, 0.6065366864204407]","[753.4764404296875, 499.64404296875, 0.5686929821968079]","[816.158935546875, 669.843994140625, 0.6077561378479004]","[832.8436279296875, 424.5545959472656, 0.3788206875324249]","[803.3357543945312, 647.8065185546875, 0.18590016663074493]","[811.7620239257812, 488.5210876464844, 0.1990022361278534]","[1.036186684849555, -0.13066796183272442, 0.7738743108627224]","[4.60693336769765, -17.972908890566714, -1.130741305745746]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000004_RGB.png,"[480.0548400878906, 546.479248046875, 0.6408380270004272]","[464.99493408203125, 561.3889770507812, 0.6597351431846619]","[464.317138671875, 533.1993408203125, 0.7368512749671936]","[478.0677490234375, 579.457763671875, 0.7885556817054749]","[475.5408630371094, 515.0831909179688, 0.7028404474258423]","[545.2361450195312, 610.5628662109375, 0.8064095973968506]","[554.3184814453125, 470.94390869140625, 0.8471607565879822]","[677.5487060546875, 635.10107421875, 0.5983821749687195]","[673.496826171875, 458.32379150390625, 0.544438362121582]","[750.9805908203125, 571.3153686523438, 0.4210851192474365]","[753.937255859375, 509.0574951171875, 0.37313300371170044]","[752.202392578125, 598.1959228515625, 0.5880853533744812]","[750.1331176757812, 498.94207763671875, 0.6165761351585388]","[815.0256958007812, 669.3236083984375, 0.5902647376060486]","[833.6046752929688, 422.18914794921875, 0.2988337278366089]","[804.5164794921875, 647.5762939453125, 0.15332309901714325]","[814.5145263671875, 490.54144287109375, 0.15631957352161407]","[1.5025978891110756, -0.005464422766761409, 0.4964159309455774]","[4.557346566231677, -18.131924583673026, -1.1477829124575651]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000005_RGB.png,"[482.2590026855469, 548.4882202148438, 0.6352365612983704]","[467.6663513183594, 563.68603515625, 0.6272504329681396]","[465.93505859375, 535.5997314453125, 0.6788187026977539]","[479.48785400390625, 580.6170654296875, 0.7930780053138733]","[476.90771484375, 514.4913330078125, 0.7104093432426453]","[544.5616455078125, 609.0530395507812, 0.7800303101539612]","[554.4411010742188, 471.34796142578125, 0.8454304933547974]","[678.0709838867188, 634.7752685546875, 0.6388306021690369]","[672.8699340820312, 458.07666015625, 0.5288817882537842]","[748.3121337890625, 571.585205078125, 0.4872431755065918]","[756.1865844726562, 507.4596862792969, 0.39515745639801025]","[752.49072265625, 597.3353271484375, 0.5651325583457947]","[751.0572509765625, 497.4510498046875, 0.6075395345687866]","[815.3604736328125, 670.5029907226562, 0.6090173721313477]","[833.877685546875, 420.8260803222656, 0.3104267418384552]","[802.5049438476562, 649.9683227539062, 0.17616847157478333]","[813.8300170898438, 498.80419921875, 0.211404487490654]","[5.465592137678578, -0.00788795198468891, -0.4627831061429544]","[4.535370277224929, -14.716762236779125, -0.8667670879998968]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000006_RGB.png,"[481.8305969238281, 547.9393920898438, 0.6444265246391296]","[466.7012939453125, 562.5702514648438, 0.6393013596534729]","[465.6926574707031, 534.8824462890625, 0.6833341121673584]","[478.86602783203125, 580.4315795898438, 0.7855688333511353]","[477.1357727050781, 514.2913818359375, 0.7182766795158386]","[544.9872436523438, 609.9295654296875, 0.8095261454582214]","[554.9169921875, 470.9090270996094, 0.8537040948867798]","[677.7035522460938, 633.7863159179688, 0.6657177805900574]","[671.39794921875, 456.7388610839844, 0.5530340075492859]","[749.55224609375, 568.8978271484375, 0.3696832060813904]","[752.0039672851562, 499.6180419921875, 0.3559204936027527]","[760.67919921875, 599.4923095703125, 0.6240280270576477]","[761.4520874023438, 496.34686279296875, 0.5559232234954834]","[814.6153564453125, 667.9351196289062, 0.6181394457817078]","[832.666015625, 420.3470153808594, 0.3175658881664276]","[802.1485595703125, 651.0570068359375, 0.18539775907993317]","[812.3417358398438, 495.78057861328125, 0.24711662530899048]","[5.683862273725269, 0.009997204467545219, -0.5546485312966619]","[4.51101914193981, -14.540125300424378, -0.8455700443888843]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000007_RGB.png,"[481.2684326171875, 548.5740966796875, 0.6630793809890747]","[466.28082275390625, 563.1763305664062, 0.6604264378547668]","[465.276611328125, 535.2374877929688, 0.6653953194618225]","[478.4397888183594, 580.3150024414062, 0.7712714076042175]","[475.8172607421875, 514.8518676757812, 0.6794673800468445]","[544.9209594726562, 610.18212890625, 0.8029493689537048]","[553.85693359375, 471.5547790527344, 0.8505383729934692]","[677.7651977539062, 633.451171875, 0.649728000164032]","[670.5711669921875, 456.6729736328125, 0.5657354593276978]","[747.0082397460938, 570.5220947265625, 0.47260361909866333]","[754.0619506835938, 500.4328918457031, 0.3770289421081543]","[755.5115356445312, 596.8676147460938, 0.5465295314788818]","[754.1301879882812, 498.06817626953125, 0.5721704959869385]","[814.1026000976562, 666.0697021484375, 0.6130788326263428]","[832.029541015625, 421.6116027832031, 0.3181014060974121]","[800.7804565429688, 651.4732666015625, 0.1985439956188202]","[812.0001831054688, 496.5365905761719, 0.24441245198249817]","[5.554678108311772, 0.0950200626793435, -0.5507742190296379]","[4.4009635648221135, -14.170989202906442, -0.81621475839055]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000008_RGB.png,"[479.00701904296875, 549.9003295898438, 0.6269626021385193]","[463.54296875, 564.5325927734375, 0.7143102288246155]","[463.1283264160156, 536.6519775390625, 0.6300829648971558]","[476.833251953125, 580.6985473632812, 0.7319473028182983]","[475.45245361328125, 513.7033081054688, 0.6746594905853271]","[545.4205932617188, 609.433349609375, 0.7850279211997986]","[554.3896484375, 470.23992919921875, 0.8427234292030334]","[677.4930419921875, 635.1123657226562, 0.6199284791946411]","[672.3999633789062, 455.8351745605469, 0.6730791926383972]","[746.3179931640625, 571.6676635742188, 0.4492887556552887]","[752.9676513671875, 500.4710693359375, 0.3669346272945404]","[762.2647705078125, 599.5897827148438, 0.5932724475860596]","[763.3494262695312, 493.557861328125, 0.5921602845191956]","[815.3549194335938, 669.9549560546875, 0.6480920910835266]","[831.9541625976562, 424.84490966796875, 0.32605597376823425]","[801.2814331054688, 652.1885375976562, 0.1927652359008789]","[813.9285278320312, 486.9568176269531, 0.15580445528030396]","[5.042736647451897, 0.2553650800191241, -0.4450617904213771]","[4.382816273978205, -14.070293512105167, -0.8247726205260352]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/free_2_ID08/RGB/000009_RGB.png,"[480.7237548828125, 547.2971801757812, 0.6216087937355042]","[464.3791198730469, 561.144287109375, 0.6288182735443115]","[465.6229248046875, 534.0377197265625, 0.6688597202301025]","[475.4034729003906, 577.5929565429688, 0.6642909646034241]","[477.3524169921875, 513.0160522460938, 0.6892349123954773]","[545.1553344726562, 609.6367797851562, 0.794568657875061]","[553.6807861328125, 470.9743347167969, 0.8301925659179688]","[676.3838500976562, 635.1694946289062, 0.5955690145492554]","[670.1387329101562, 455.36700439453125, 0.7104355692863464]","[744.7987060546875, 571.7794189453125, 0.41919636726379395]","[748.0900268554688, 503.20281982421875, 0.4227393865585327]","[763.4256591796875, 600.6842041015625, 0.5670777559280396]","[765.9521484375, 494.8771667480469, 0.5859452486038208]","[815.2686767578125, 670.0376586914062, 0.5992517471313477]","[834.1810302734375, 422.4504089355469, 0.29780223965644836]","[800.0062255859375, 651.7793579101562, 0.18045027554035187]","[812.7330932617188, 497.368408203125, 0.13724394142627716]","[3.7864409722565586, 0.5489701832220872, -0.2684327716395396]","[4.303916556718513, -13.674466079810388, -0.8912268742139041]"
