,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000000_RGB.png,"[526.5971069335938, 564.708984375, 0.5128834843635559]","[510.62469482421875, 579.849853515625, 0.633630096912384]","[511.03857421875, 548.5916137695312, 0.6834977269172668]","[519.2413330078125, 594.5093994140625, 0.5196643471717834]","[523.4778442382812, 523.5640258789062, 0.48708707094192505]","[582.0139770507812, 625.9746704101562, 0.6937103867530823]","[583.6580810546875, 480.1754455566406, 0.7929266095161438]","[713.1041870117188, 635.5150756835938, 0.5813336968421936]","[713.7533569335938, 464.2243957519531, 0.6525444388389587]","[815.7548217773438, 597.421630859375, 0.3052474558353424]","[823.7686767578125, 519.9384155273438, 0.550028383731842]","[775.2586059570312, 589.998779296875, 0.5631576776504517]","[774.89794921875, 496.15167236328125, 0.656885027885437]","[821.9462890625, 627.5281372070312, 0.21232904493808746]","[831.6121215820312, 460.9395751953125, 0.24737538397312164]","[846.1038208007812, 575.4940185546875, 0.09457866102457047]","[849.4697265625, 513.9727172851562, 0.0817287266254425]","[10.43925859998661, 0.9125274180321283, 0.6489811814332959]","[4.260493272596831, 4.041819028769314, 3.232083631866966]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000001_RGB.png,"[529.3607788085938, 566.3663940429688, 0.5754236578941345]","[513.3136596679688, 581.2230834960938, 0.6916174292564392]","[513.4058837890625, 549.69580078125, 0.7372350096702576]","[521.9263305664062, 593.9217529296875, 0.5214683413505554]","[524.2587890625, 522.7314453125, 0.4976957440376282]","[582.0677490234375, 623.7786865234375, 0.6259087324142456]","[583.8158569335938, 479.84857177734375, 0.79034423828125]","[715.2550659179688, 634.103759765625, 0.5906506776809692]","[714.1175537109375, 466.2449035644531, 0.6658396124839783]","[815.0416259765625, 590.3643188476562, 0.4032365679740906]","[824.6337890625, 521.2056274414062, 0.5651331543922424]","[771.7488403320312, 588.93994140625, 0.5674004554748535]","[772.2066650390625, 496.4809875488281, 0.6793553829193115]","[826.7736206054688, 624.6986694335938, 0.18447345495224]","[832.1201782226562, 459.2802734375, 0.24409085512161255]","[847.8519287109375, 567.4324951171875, 0.08743926137685776]","[850.287353515625, 513.5322875976562, 0.07057829201221466]","[13.564800655761248, 1.3121058971155533, 0.6644111912248389]","[4.009296576593434, 4.123167679289745, 3.114819092560989]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000002_RGB.png,"[529.151123046875, 567.4788208007812, 0.5685691237449646]","[513.5354614257812, 582.222412109375, 0.6806870698928833]","[513.4026489257812, 551.2590942382812, 0.694670557975769]","[522.1472778320312, 595.1358642578125, 0.5334056615829468]","[524.3732299804688, 523.6104125976562, 0.5069308280944824]","[584.3753662109375, 623.941650390625, 0.5894544720649719]","[584.50830078125, 479.9398498535156, 0.7816001176834106]","[714.08544921875, 634.4417114257812, 0.5847854614257812]","[714.4310302734375, 465.60284423828125, 0.6493312120437622]","[816.6552734375, 597.9227294921875, 0.3244706690311432]","[824.3857421875, 519.5723876953125, 0.5594130754470825]","[775.9412231445312, 588.5775756835938, 0.5599722266197205]","[776.345458984375, 495.760986328125, 0.6423649191856384]","[827.7761840820312, 625.3534545898438, 0.196265310049057]","[833.790771484375, 459.919921875, 0.2182191014289856]","[848.2875366210938, 568.2367553710938, 0.08779257535934448]","[850.6956176757812, 513.6942749023438, 0.06780397891998291]","[16.76134937277597, 1.735616143026645, 0.7296310523690854]","[3.8816070637674676, 4.164835475347408, 3.0655248135323903]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000003_RGB.png,"[530.461669921875, 565.9465942382812, 0.5930668711662292]","[514.314697265625, 581.2489013671875, 0.6631224155426025]","[514.0211181640625, 550.011962890625, 0.7131031155586243]","[523.5145874023438, 594.4171752929688, 0.56093829870224]","[524.3353881835938, 522.5399169921875, 0.4842863380908966]","[584.2266845703125, 623.7438354492188, 0.593848466873169]","[583.85205078125, 480.1219177246094, 0.7863929271697998]","[715.1331176757812, 634.683349609375, 0.5733219385147095]","[715.389404296875, 467.08367919921875, 0.6725112795829773]","[814.672119140625, 591.3770751953125, 0.4081912040710449]","[824.8153076171875, 520.7622680664062, 0.5518353581428528]","[774.9696655273438, 588.3651733398438, 0.5525761842727661]","[775.05224609375, 495.7105407714844, 0.6508861780166626]","[827.6608276367188, 625.2398681640625, 0.18907983601093292]","[832.9567260742188, 460.30023193359375, 0.23753896355628967]","[847.8372802734375, 568.4953002929688, 0.08869002014398575]","[850.3330688476562, 513.2501831054688, 0.07064834237098694]","[20.880456126093424, 2.304785320817464, 0.7332221697908974]","[3.788239703944315, 4.190826617266089, 3.0257628248805557]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000004_RGB.png,"[532.1351928710938, 564.021728515625, 0.6078290939331055]","[515.9881591796875, 579.323974609375, 0.6062145829200745]","[515.7888793945312, 547.918212890625, 0.6798969507217407]","[524.501708984375, 594.9827270507812, 0.6034544110298157]","[525.5518188476562, 521.7593994140625, 0.4593895375728607]","[585.3633422851562, 624.2857666015625, 0.6031656265258789]","[585.8878784179688, 479.6320495605469, 0.7871288061141968]","[715.6442260742188, 634.2837524414062, 0.5718134045600891]","[716.5601196289062, 466.70550537109375, 0.662390410900116]","[817.0878295898438, 597.8453369140625, 0.3167736828327179]","[824.4498291015625, 519.8086547851562, 0.558434784412384]","[777.6981811523438, 588.9716796875, 0.5418272018432617]","[778.2598266601562, 497.0096740722656, 0.6263920664787292]","[828.6828002929688, 625.9597778320312, 0.2234310805797577]","[833.1973876953125, 459.900146484375, 0.23425088822841644]","[847.6019287109375, 569.859375, 0.09222577512264252]","[850.1068725585938, 513.2326049804688, 0.07322175800800323]","[29.854279856507887, 4.6118248069006595, -0.7661338354593853]","[3.631808914957582, 4.244538664933524, 2.9525324694167563]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000005_RGB.png,"[536.5578002929688, 562.1614379882812, 0.5883706212043762]","[519.0122680664062, 577.7612915039062, 0.4746776819229126]","[519.5725708007812, 545.6006469726562, 0.5585467219352722]","[525.40478515625, 595.5777587890625, 0.646315336227417]","[526.3937377929688, 520.738037109375, 0.4365004897117615]","[587.322021484375, 623.6524047851562, 0.5022028088569641]","[584.9049682617188, 480.3017578125, 0.7772107124328613]","[716.7733764648438, 633.9263305664062, 0.5655598044395447]","[718.18115234375, 466.4466247558594, 0.6896398663520813]","[814.8699951171875, 591.694580078125, 0.42368435859680176]","[824.9221801757812, 521.0169067382812, 0.5515215992927551]","[781.420166015625, 591.5411376953125, 0.6062117218971252]","[781.31884765625, 495.4679260253906, 0.660076916217804]","[828.0677490234375, 623.8955688476562, 0.18611420691013336]","[832.7686157226562, 459.31719970703125, 0.25539225339889526]","[848.20849609375, 569.0309448242188, 0.09183255583047867]","[850.59130859375, 513.2277221679688, 0.07030480355024338]","[32.87040736920626, 5.872426188805142, -2.005755740778784]","[3.5725383444811625, 4.251949794576815, 2.912423709406642]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000006_RGB.png,"[541.6500244140625, 557.5464477539062, 0.32243308424949646]","[525.5460815429688, 573.8458251953125, 0.42273133993148804]","[524.3486938476562, 541.299072265625, 0.48901963233947754]","[529.4341430664062, 594.6052856445312, 0.6919395327568054]","[528.6135864257812, 519.81298828125, 0.6576429605484009]","[588.1594848632812, 623.764892578125, 0.5173743367195129]","[584.0904541015625, 481.0473937988281, 0.7573570609092712]","[717.782958984375, 632.7160034179688, 0.5410099625587463]","[717.9464111328125, 468.0091857910156, 0.6654437780380249]","[815.26123046875, 590.2384033203125, 0.3943507671356201]","[824.7493896484375, 520.1748657226562, 0.5239614248275757]","[782.3756103515625, 590.7898559570312, 0.5844413042068481]","[778.6734619140625, 497.6160888671875, 0.5955938696861267]","[826.3348388671875, 625.0349731445312, 0.19607198238372803]","[831.1014404296875, 460.8250732421875, 0.24482715129852295]","[846.5802001953125, 569.4774780273438, 0.10017266869544983]","[848.9152221679688, 512.9108276367188, 0.08138994872570038]","[33.25898774582501, 5.926164009697071, -2.0868786895915847]","[3.444803936755464, 4.2764114498439625, 2.851585820227048]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000007_RGB.png,"[544.0779418945312, 556.6720581054688, 0.3836541473865509]","[527.2371215820312, 572.965576171875, 0.4285641312599182]","[526.8419189453125, 540.7946166992188, 0.4890667498111725]","[528.2922973632812, 594.9287109375, 0.6920769810676575]","[528.9169311523438, 519.4168701171875, 0.6615824103355408]","[588.1334838867188, 623.5997314453125, 0.5058326721191406]","[585.5635375976562, 480.6548767089844, 0.7566937208175659]","[715.7801513671875, 633.2452392578125, 0.5638329982757568]","[716.5172729492188, 467.6132507324219, 0.6371416449546814]","[814.6337280273438, 593.0616455078125, 0.3878782391548157]","[824.6587524414062, 520.46142578125, 0.5326859354972839]","[785.3856811523438, 590.6284790039062, 0.5926384925842285]","[784.8950805664062, 496.1258544921875, 0.6944584846496582]","[827.8466186523438, 626.3496704101562, 0.18067426979541779]","[833.7942504882812, 460.9907531738281, 0.20052480697631836]","[847.7680053710938, 571.2897338867188, 0.08682552725076675]","[850.380615234375, 514.1958618164062, 0.06783431023359299]","[37.553241566521216, 6.307748798401422, -2.6042013902863306]","[3.3933369366988124, 4.281721735750622, 2.8258467387812547]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000008_RGB.png,"[542.1375732421875, 559.2319946289062, 0.38752371072769165]","[525.1901245117188, 575.2509155273438, 0.46592646837234497]","[525.155029296875, 542.9095458984375, 0.5503671169281006]","[526.5878295898438, 595.3181762695312, 0.6678395867347717]","[528.4065551757812, 519.8846435546875, 0.6364554762840271]","[588.9921264648438, 623.8475952148438, 0.5420270562171936]","[585.3630981445312, 480.4004821777344, 0.7643890976905823]","[710.9815063476562, 631.69189453125, 0.6428864002227783]","[714.55126953125, 467.06451416015625, 0.6430824995040894]","[815.99267578125, 588.587158203125, 0.38576945662498474]","[824.3817749023438, 518.1431274414062, 0.5350477695465088]","[784.3495483398438, 590.4614868164062, 0.5894451141357422]","[782.901123046875, 496.14617919921875, 0.6634941697120667]","[827.4729614257812, 626.5020751953125, 0.1833842694759369]","[832.7423706054688, 459.89788818359375, 0.20564398169517517]","[847.8366088867188, 568.3297729492188, 0.08835210651159286]","[849.7640991210938, 513.273193359375, 0.07252155244350433]","[39.208702818893926, 6.593508461310237, -2.526117236855282]","[3.3479719441718103, 4.277090263253705, 2.797910653918679]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/14/base_1_ID14/RGB/000009_RGB.png,"[542.4984741210938, 557.3444213867188, 0.36971747875213623]","[525.6021118164062, 573.5568237304688, 0.4404783844947815]","[525.05322265625, 541.4899291992188, 0.5142504572868347]","[526.821044921875, 594.5211181640625, 0.6522992253303528]","[527.4007568359375, 519.970458984375, 0.6089868545532227]","[589.9515991210938, 623.6596069335938, 0.5217247009277344]","[585.4486083984375, 480.07257080078125, 0.7679110169410706]","[708.1438598632812, 633.7133178710938, 0.6262431144714355]","[714.4757690429688, 466.9357604980469, 0.6466497182846069]","[814.7717895507812, 590.9321899414062, 0.39111328125]","[823.8723754882812, 517.6742553710938, 0.5546795725822449]","[786.9169921875, 590.470703125, 0.5900782942771912]","[786.1319580078125, 496.0542297363281, 0.6921032071113586]","[828.7258911132812, 627.0404052734375, 0.17096658051013947]","[834.8519897460938, 460.1160888671875, 0.1730877012014389]","[848.4537963867188, 569.6756591796875, 0.08143305033445358]","[850.6949462890625, 513.7232055664062, 0.06348233669996262]","[40.09768551563128, 7.090735429089954, -2.303476633891586]","[3.2755017579454884, 4.269825710821645, 2.747735874085259]"
