,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000000_RGB.png,"[476.5068054199219, 552.15673828125, 0.5746215581893921]","[463.61767578125, 568.4478149414062, 0.7320318222045898]","[461.3542175292969, 539.6200561523438, 0.4643453061580658]","[475.2952880859375, 587.53173828125, 0.6234077215194702]","[472.51898193359375, 521.12109375, 0.4136773943901062]","[547.67236328125, 616.3092041015625, 0.7850993275642395]","[551.18798828125, 479.1463623046875, 0.8163085579872131]","[647.9129638671875, 642.884521484375, 0.6185262203216553]","[660.3983764648438, 454.42193603515625, 0.6850789189338684]","[752.48095703125, 641.3865356445312, 0.41867193579673767]","[749.0244750976562, 474.4292907714844, 0.37898093461990356]","[759.1119995117188, 593.4251098632812, 0.6206583976745605]","[763.6373291015625, 502.46441650390625, 0.5917385220527649]","[828.2426147460938, 636.32470703125, 0.1401205062866211]","[830.0496215820312, 473.4950866699219, 0.19992226362228394]","[787.5426025390625, 633.7792358398438, 0.16055935621261597]","[812.0570678710938, 473.5467224121094, 0.11404923349618912]","[0.8535152974003384, -0.13683327570693685, -0.1035295690234635]","[5.640408441079126, -15.848514297590661, -1.1164801251341328]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000001_RGB.png,"[476.3240661621094, 552.0875244140625, 0.5796259641647339]","[463.4861755371094, 568.3861694335938, 0.7378401756286621]","[461.46502685546875, 539.3838500976562, 0.45432955026626587]","[474.857421875, 587.60498046875, 0.6107413172721863]","[472.2856140136719, 520.6707763671875, 0.3976401686668396]","[547.573974609375, 616.7864990234375, 0.7982536554336548]","[550.99853515625, 478.6949768066406, 0.8245810270309448]","[647.8299560546875, 642.6048583984375, 0.6285822987556458]","[661.93505859375, 454.4207763671875, 0.6760354042053223]","[751.3914184570312, 642.0411987304688, 0.41207051277160645]","[751.302734375, 474.685302734375, 0.37709754705429077]","[759.7777099609375, 592.4398803710938, 0.6124008893966675]","[764.3060302734375, 501.73455810546875, 0.5874876976013184]","[828.8595581054688, 636.048583984375, 0.14173726737499237]","[830.1525268554688, 473.1432800292969, 0.1987427920103073]","[787.806884765625, 634.20751953125, 0.14922721683979034]","[813.281005859375, 473.77337646484375, 0.12101610749959946]","[0.908917972974292, -0.14473702160169824, -0.09673593030903006]","[5.741768696344344, -15.885554454038326, -1.1107159569037595]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000002_RGB.png,"[476.35107421875, 552.1472778320312, 0.5765135884284973]","[463.41571044921875, 568.4622192382812, 0.7374536991119385]","[461.2828369140625, 539.4869995117188, 0.45657801628112793]","[474.9759826660156, 587.40478515625, 0.6159327030181885]","[472.49273681640625, 520.6473999023438, 0.40055882930755615]","[547.732421875, 616.9054565429688, 0.7985267043113708]","[550.9546508789062, 478.591796875, 0.8195679783821106]","[648.3638916015625, 642.0377197265625, 0.6279292106628418]","[661.7345581054688, 454.3332214355469, 0.6775966882705688]","[751.636474609375, 641.9314575195312, 0.4217751622200012]","[749.23291015625, 474.1705627441406, 0.3771640658378601]","[759.9393310546875, 592.181640625, 0.6168700456619263]","[764.0321655273438, 501.9171142578125, 0.5925553441047668]","[829.6897583007812, 635.9437866210938, 0.13430145382881165]","[830.3096313476562, 472.9861145019531, 0.19568586349487305]","[788.4253540039062, 634.03857421875, 0.1402139514684677]","[813.1343994140625, 472.9122009277344, 0.12093876302242279]","[0.9268062850753735, -0.14607024472014, -0.11429322167278347]","[5.752494549493338, -15.88416076044799, -1.1050460220137408]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000003_RGB.png,"[476.6477355957031, 552.3237915039062, 0.5710791945457458]","[463.482177734375, 568.7167358398438, 0.7293526530265808]","[461.40374755859375, 539.7608642578125, 0.46890363097190857]","[475.0045471191406, 587.6267700195312, 0.6117441654205322]","[472.3371276855469, 520.8750610351562, 0.4076487421989441]","[547.5407104492188, 617.2169189453125, 0.7997710704803467]","[550.66015625, 478.88922119140625, 0.8182581067085266]","[648.90673828125, 642.112548828125, 0.6401366591453552]","[660.6990966796875, 454.5558166503906, 0.682949423789978]","[752.3062133789062, 640.8916015625, 0.41724807024002075]","[750.1257934570312, 474.40704345703125, 0.3826588988304138]","[761.6423950195312, 592.3079223632812, 0.6109384894371033]","[765.144287109375, 501.944580078125, 0.5944101810455322]","[827.983642578125, 636.9944458007812, 0.13457109034061432]","[829.940673828125, 473.1346130371094, 0.1968456357717514]","[787.7655029296875, 634.027587890625, 0.14918385446071625]","[812.4968872070312, 473.45623779296875, 0.11426171660423279]","[0.9239933181203211, -0.12900167005241892, -0.09399580363495423]","[5.873191893801952, -15.901039698866514, -1.1458689411691223]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000004_RGB.png,"[476.2375183105469, 552.7061767578125, 0.5551865100860596]","[463.4533996582031, 569.156494140625, 0.7198449969291687]","[461.1307067871094, 540.1689453125, 0.4704487919807434]","[475.0647888183594, 587.9818725585938, 0.6055740714073181]","[472.09466552734375, 520.827392578125, 0.4009588658809662]","[548.0654296875, 616.556396484375, 0.7943630814552307]","[550.7155151367188, 478.87860107421875, 0.8234038949012756]","[648.7471313476562, 642.2890625, 0.6197227239608765]","[661.4114990234375, 454.24951171875, 0.6796379685401917]","[752.2048950195312, 642.2101440429688, 0.41565006971359253]","[752.125, 474.3519592285156, 0.36339300870895386]","[760.724853515625, 592.4498291015625, 0.605708122253418]","[765.1266479492188, 501.71612548828125, 0.5879406332969666]","[827.4949951171875, 637.2481689453125, 0.13910064101219177]","[829.4300537109375, 473.951904296875, 0.20529700815677643]","[788.2503662109375, 634.2111206054688, 0.13627134263515472]","[813.8057861328125, 473.23663330078125, 0.11963677406311035]","[0.9200288289203485, -0.14418096927044824, -0.10769938100266413]","[5.892274349314973, -15.910117988249535, -1.1511996531248654]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000005_RGB.png,"[476.8014221191406, 552.5505981445312, 0.5741941332817078]","[463.8490295410156, 568.9710693359375, 0.725094199180603]","[461.55364990234375, 540.0475463867188, 0.46430909633636475]","[475.43328857421875, 587.78369140625, 0.6163115501403809]","[472.6173400878906, 520.9757080078125, 0.4125076234340668]","[548.2263793945312, 617.1589965820312, 0.795784056186676]","[550.9931640625, 478.6813659667969, 0.8219179511070251]","[648.7099609375, 642.0812377929688, 0.6367279291152954]","[661.0302124023438, 454.3227844238281, 0.6753230690956116]","[752.8322143554688, 640.9122314453125, 0.40022605657577515]","[750.7549438476562, 474.0688171386719, 0.3789953887462616]","[759.1475830078125, 592.6572265625, 0.6126420497894287]","[763.1017456054688, 501.9429626464844, 0.5868537425994873]","[828.6461791992188, 635.9161376953125, 0.13118907809257507]","[829.2888793945312, 473.5915222167969, 0.1816089153289795]","[804.32080078125, 636.080810546875, 0.10258664935827255]","[813.02734375, 473.1483459472656, 0.11000017821788788]","[0.9092842071425153, -0.15746982500764334, -0.11481032919548148]","[5.910747115750519, -15.920740828826393, -1.1502607902697044]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000006_RGB.png,"[476.9796447753906, 552.513427734375, 0.576226532459259]","[463.8594665527344, 568.969482421875, 0.7258173227310181]","[461.659423828125, 539.9191284179688, 0.4588428735733032]","[475.080078125, 587.7452392578125, 0.6150696873664856]","[472.3677062988281, 520.9187622070312, 0.4072800874710083]","[547.9299926757812, 617.1735229492188, 0.7922120094299316]","[551.1419677734375, 478.8185729980469, 0.8236868977546692]","[648.166015625, 642.701416015625, 0.6227706074714661]","[661.4553833007812, 454.11474609375, 0.6680678725242615]","[751.8923950195312, 641.7000732421875, 0.4117346405982971]","[751.110595703125, 474.26422119140625, 0.37903839349746704]","[761.989013671875, 593.0338745117188, 0.6100831627845764]","[765.9232177734375, 501.7575988769531, 0.5916029214859009]","[828.3319702148438, 636.2928466796875, 0.13594992458820343]","[829.9597778320312, 473.24041748046875, 0.1961470991373062]","[803.4988403320312, 636.6774291992188, 0.10538997501134872]","[813.4354858398438, 488.3297119140625, 0.12944188714027405]","[0.8873850014373844, -0.16662844957681758, -0.11967000722675976]","[5.932602666809321, -15.926186689283375, -1.1553305489063508]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000007_RGB.png,"[476.49932861328125, 552.16552734375, 0.5870078802108765]","[463.5702209472656, 568.4635620117188, 0.7375017404556274]","[461.4403076171875, 539.4401245117188, 0.4520336985588074]","[475.00799560546875, 587.6605224609375, 0.6105980277061462]","[472.17779541015625, 520.9256591796875, 0.402861088514328]","[547.1322631835938, 616.8851928710938, 0.8011205196380615]","[550.6140747070312, 479.1167907714844, 0.8153024315834045]","[647.0899658203125, 642.7435302734375, 0.6265607476234436]","[660.183837890625, 454.1526184082031, 0.6854395270347595]","[752.5588989257812, 642.7673950195312, 0.41345393657684326]","[749.4573364257812, 473.63720703125, 0.37573564052581787]","[760.64697265625, 592.1143798828125, 0.6048099398612976]","[764.68798828125, 501.75567626953125, 0.5932109951972961]","[828.4236450195312, 636.9569091796875, 0.13002216815948486]","[829.364501953125, 473.3011779785156, 0.18528348207473755]","[787.9636840820312, 635.2362670898438, 0.14694024622440338]","[812.3294067382812, 488.066162109375, 0.12502600252628326]","[0.858139994287455, -0.15246823844025792, -0.09517319677791088]","[5.986376796456348, -15.908370776976849, -1.1717224962634198]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000008_RGB.png,"[476.1162109375, 552.2779541015625, 0.5610861778259277]","[463.3309020996094, 568.7716064453125, 0.7223636507987976]","[461.1693420410156, 539.9304809570312, 0.47005823254585266]","[474.83660888671875, 587.6904296875, 0.6043174266815186]","[472.32244873046875, 520.8016357421875, 0.3999188542366028]","[548.1854248046875, 616.137939453125, 0.7829229831695557]","[550.8118896484375, 478.7647399902344, 0.8202926516532898]","[648.7278442382812, 641.5618286132812, 0.6153813600540161]","[661.3553466796875, 454.0761413574219, 0.6679420471191406]","[753.1094970703125, 641.7630615234375, 0.3972870409488678]","[753.0125732421875, 474.9467468261719, 0.36545905470848083]","[758.0332641601562, 591.64501953125, 0.5883178114891052]","[762.5674438476562, 501.5537109375, 0.57639080286026]","[829.408447265625, 636.0637817382812, 0.1273430734872818]","[828.9554443359375, 474.5188903808594, 0.16546913981437683]","[804.9797973632812, 637.5485229492188, 0.08973510563373566]","[815.3178100585938, 473.67718505859375, 0.10647303611040115]","[0.8009039421949885, -0.16634371010177, -0.11381235592229612]","[6.034199068157656, -15.924926391263096, -1.190274624210925]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_1_ID08/RGB/000009_RGB.png,"[476.24951171875, 552.47509765625, 0.5516608953475952]","[463.29034423828125, 568.9213256835938, 0.7196444272994995]","[461.0100402832031, 539.9912719726562, 0.46943262219429016]","[475.01971435546875, 587.6917114257812, 0.6150704026222229]","[472.2088928222656, 520.9827270507812, 0.4105367958545685]","[547.1826171875, 616.8258056640625, 0.7948375940322876]","[550.2904663085938, 479.307861328125, 0.8138453960418701]","[648.8006591796875, 642.6716918945312, 0.6433390378952026]","[659.3229370117188, 454.0244140625, 0.6761021018028259]","[752.61181640625, 640.108154296875, 0.4127919673919678]","[749.8997192382812, 474.5174865722656, 0.3948458135128021]","[761.6321411132812, 592.569580078125, 0.6096265912055969]","[765.2821044921875, 501.70257568359375, 0.5941067934036255]","[829.3106079101562, 636.5518188476562, 0.14241163432598114]","[829.4638061523438, 473.9106750488281, 0.18808825314044952]","[787.9224243164062, 633.4942016601562, 0.1464339643716812]","[812.2730102539062, 473.1264953613281, 0.11232698708772659]","[0.7546122553436967, -0.17562608325166892, -0.13002858928383546]","[6.050154477405271, -15.918300718453228, -1.19350962051913]"
