,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000000_RGB.png,"[451.0262451171875, 541.3025512695312, 0.45160356163978577]","[444.240234375, 554.0237426757812, 0.5352270603179932]","[443.2501525878906, 530.1709594726562, 0.5079532861709595]","[470.2691345214844, 573.1793823242188, 0.4793851375579834]","[472.75811767578125, 505.43133544921875, 0.4088653326034546]","[536.7353515625, 609.5103759765625, 0.5917688012123108]","[533.1900634765625, 465.8375244140625, 0.7402874231338501]","[623.9638671875, 644.9649047851562, 0.528351366519928]","[625.9710693359375, 423.9775390625, 0.7483429312705994]","[701.3405151367188, 636.5025634765625, 0.28158196806907654]","[713.750732421875, 421.0625915527344, 0.5951775312423706]","[756.2313232421875, 595.0596313476562, 0.6075985431671143]","[761.0751953125, 493.4137878417969, 0.5997586250305176]","[835.0269165039062, 660.148193359375, 0.29361262917518616]","[818.9087524414062, 441.6336975097656, 0.1827598661184311]","[813.7645263671875, 635.9730834960938, 0.20611780881881714]","[800.3489379882812, 445.3220520019531, 0.20914171636104584]","[-11.271919719622298, 0.35488247591286715, 0.977584320517882]","[-0.4317279888284257, 6.3530166370322965, 0.41921586428678054]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000001_RGB.png,"[463.9876403808594, 541.2811279296875, 0.3990175127983093]","[449.5872497558594, 539.1013793945312, 0.31001174449920654]","[452.454833984375, 545.0884399414062, 0.46743348240852356]","[471.5414123535156, 540.668212890625, 0.4817899763584137]","[475.56280517578125, 554.4194946289062, 0.4514087736606598]","[544.7803955078125, 584.635009765625, 0.4511639475822449]","[531.5311279296875, 524.3927001953125, 0.2702682912349701]","[643.102294921875, 621.1362915039062, 0.18841832876205444]","[632.5138549804688, 435.101806640625, 0.5758833289146423]","[722.7086181640625, 559.9889526367188, 0.1856372058391571]","[717.5006713867188, 444.1753234863281, 0.22803591191768646]","[759.65869140625, 570.0432739257812, 0.47251737117767334]","[756.6179809570312, 532.5723266601562, 0.41808563470840454]","[829.9512329101562, 651.580322265625, 0.1394471675157547]","[815.9338989257812, 444.7105407714844, 0.13606160879135132]","[814.19970703125, 635.8822021484375, 0.19863161444664001]","[805.2466430664062, 474.62249755859375, 0.13406328856945038]","[-10.518735908560108, 0.11089905344589387, 1.2114285441096049]","[0.7588587155842778, 5.7243095998925, 0.3220027637474028]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000002_RGB.png,"[471.9511413574219, 541.8270263671875, 0.3295643627643585]","[452.8154602050781, 534.9699096679688, 0.3200051784515381]","[457.269775390625, 550.4979248046875, 0.381244957447052]","[470.7727966308594, 524.0265502929688, 0.4812607765197754]","[474.7496643066406, 565.7713623046875, 0.5017958879470825]","[544.6246337890625, 560.0595092773438, 0.3316332995891571]","[542.1414184570312, 595.5404663085938, 0.3406429588794708]","[636.1332397460938, 443.3629455566406, 0.22352267801761627]","[634.601318359375, 442.7821350097656, 0.3600572645664215]","[744.861572265625, 539.1240234375, 0.17990313470363617]","[732.4089965820312, 500.7793273925781, 0.12185860425233841]","[768.973876953125, 564.6505737304688, 0.38065680861473083]","[771.3720703125, 535.0531616210938, 0.35238876938819885]","[808.838623046875, 625.9019775390625, 0.1612168252468109]","[813.562255859375, 444.14971923828125, 0.1865784227848053]","[802.7763061523438, 622.622314453125, 0.3070944547653198]","[796.7178955078125, 475.3014221191406, 0.1922883242368698]","[-10.436700057661932, 0.0915831304303477, 1.3165771682131253]","[0.40231906483307406, 5.692064001196016, 0.9981904663859096]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000003_RGB.png,"[469.73040771484375, 541.359619140625, 0.30098310112953186]","[452.19598388671875, 540.7561645507812, 0.3657194674015045]","[456.22271728515625, 541.8137817382812, 0.3882691562175751]","[471.3800048828125, 542.9268188476562, 0.4740718901157379]","[477.05596923828125, 546.2784423828125, 0.30282145738601685]","[545.990966796875, 601.2152099609375, 0.533047080039978]","[533.6920166015625, 498.9653015136719, 0.3484840393066406]","[663.0997924804688, 627.1708374023438, 0.2730630934238434]","[641.7362060546875, 441.87127685546875, 0.51992267370224]","[749.0084228515625, 590.6914672851562, 0.2722293734550476]","[733.6341552734375, 463.2135314941406, 0.18252409994602203]","[769.5153198242188, 582.0849609375, 0.4040699899196625]","[774.5571899414062, 506.3416442871094, 0.4837326109409332]","[823.7169799804688, 644.66015625, 0.17886096239089966]","[810.168212890625, 445.1409912109375, 0.18140488862991333]","[808.7232055664062, 629.2913208007812, 0.2342783808708191]","[811.3611450195312, 451.1427917480469, 0.2516844868659973]","[-10.753131304758492, -0.3879608148412068, 1.0815119172729295]","[0.30844163912473493, 5.644216621335314, 1.2148825918771886]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000004_RGB.png,"[464.2866516113281, 542.078125, 0.4232974052429199]","[452.489990234375, 546.846923828125, 0.48747825622558594]","[453.5144348144531, 540.3533935546875, 0.34204575419425964]","[473.3006896972656, 559.94775390625, 0.45333021879196167]","[475.61871337890625, 531.5278930664062, 0.3430325984954834]","[547.7941284179688, 610.8485107421875, 0.5599855780601501]","[531.89697265625, 479.72235107421875, 0.5386301875114441]","[652.6405639648438, 627.4376220703125, 0.32679805159568787]","[643.3844604492188, 440.2374572753906, 0.6201403141021729]","[736.5064086914062, 587.48779296875, 0.3154410421848297]","[737.4144897460938, 446.4499816894531, 0.3068876266479492]","[767.62451171875, 590.59130859375, 0.5457628965377808]","[770.121826171875, 505.2243347167969, 0.5236945748329163]","[809.5853881835938, 643.5533447265625, 0.2135927528142929]","[808.5230102539062, 439.5220642089844, 0.31422799825668335]","[814.7189331054688, 642.7637939453125, 0.15480270981788635]","[809.2084350585938, 447.3297424316406, 0.22870907187461853]","[-11.020679424253279, -0.4328582412035524, 0.6862277442611726]","[0.7852629100803931, 5.5156144131100255, 1.3494776359477]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000005_RGB.png,"[457.8448791503906, 540.1471557617188, 0.4233208894729614]","[447.50115966796875, 552.4595336914062, 0.5541420578956604]","[447.52691650390625, 529.4788818359375, 0.5295736193656921]","[469.5868835449219, 573.8145751953125, 0.4802396595478058]","[469.9051818847656, 510.26763916015625, 0.40555936098098755]","[542.5624389648438, 617.3848876953125, 0.7706474661827087]","[533.8299560546875, 467.9354248046875, 0.6197596788406372]","[639.7047119140625, 630.8812255859375, 0.3933541774749756]","[648.3568115234375, 439.4024963378906, 0.6790733337402344]","[732.4719848632812, 598.7234497070312, 0.34349775314331055]","[750.0848999023438, 443.6478271484375, 0.43062055110931396]","[759.0362548828125, 592.32763671875, 0.5673210620880127]","[761.3576049804688, 502.32281494140625, 0.5627701878547668]","[818.1090087890625, 645.7403564453125, 0.31456273794174194]","[806.577880859375, 440.84765625, 0.3629748523235321]","[809.1989135742188, 632.1093139648438, 0.15407705307006836]","[796.9979858398438, 446.9925231933594, 0.3150772750377655]","[-11.376107951165386, -0.1928224619959212, 0.2128280453810577]","[0.6645236786502302, 5.537289921213394, 1.4282875010539882]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000006_RGB.png,"[463.92584228515625, 542.575439453125, 0.46498730778694153]","[453.26922607421875, 549.8684692382812, 0.47100380063056946]","[451.9617614746094, 531.9926147460938, 0.43777358531951904]","[472.5361022949219, 570.9849853515625, 0.45568859577178955]","[473.9989013671875, 515.4390869140625, 0.4013512134552002]","[546.189697265625, 614.9024658203125, 0.7022836804389954]","[536.888916015625, 470.5440673828125, 0.44035619497299194]","[639.2508544921875, 629.248291015625, 0.31249138712882996]","[650.2950439453125, 440.30267333984375, 0.6955908536911011]","[731.4215698242188, 593.681640625, 0.24900880455970764]","[738.2052612304688, 444.6506652832031, 0.3176193833351135]","[766.7191162109375, 597.5892333984375, 0.576184868812561]","[769.8345336914062, 505.81890869140625, 0.5617316961288452]","[825.2665405273438, 651.8575439453125, 0.2358013093471527]","[814.3082885742188, 437.1536560058594, 0.2841380834579468]","[813.9840698242188, 646.3435668945312, 0.178780660033226]","[811.9375, 444.94903564453125, 0.24541793763637543]","[-11.763487420868207, 0.3190652250005867, 0.2601926144765928]","[0.5704944981662252, 5.558059048900135, 1.4829070312623913]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000007_RGB.png,"[462.64764404296875, 540.30859375, 0.4362119138240814]","[451.1837158203125, 547.6492309570312, 0.5161576271057129]","[452.11590576171875, 534.2975463867188, 0.5206656455993652]","[469.7197570800781, 566.9926147460938, 0.34724146127700806]","[473.4637145996094, 522.3125610351562, 0.3552250266075134]","[543.7689819335938, 614.1984252929688, 0.6803886294364929]","[533.78076171875, 475.1073303222656, 0.5646150708198547]","[638.0469970703125, 636.374267578125, 0.3040624260902405]","[642.8524169921875, 438.2720947265625, 0.6197628378868103]","[741.6641845703125, 615.7178955078125, 0.23119032382965088]","[731.0294799804688, 444.6868896484375, 0.34673836827278137]","[765.6826782226562, 594.4837646484375, 0.5203339457511902]","[763.1961059570312, 508.56781005859375, 0.4429910480976105]","[830.9269409179688, 645.6829833984375, 0.2584490180015564]","[814.3351440429688, 436.65484619140625, 0.26661601662635803]","[804.8668212890625, 639.5956420898438, 0.21790564060211182]","[807.6467895507812, 448.2649841308594, 0.21382610499858856]","[-11.991253463206764, 0.4152820583100471, 0.5844423002233473]","[0.9027205627762019, 5.465549083092258, 1.4058391815257048]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000008_RGB.png,"[461.78253173828125, 540.6425170898438, 0.4724690914154053]","[451.2144470214844, 552.40625, 0.486285924911499]","[451.6634826660156, 530.38427734375, 0.4130387604236603]","[470.2135009765625, 573.62939453125, 0.48915085196495056]","[471.8509216308594, 510.2588806152344, 0.4141714870929718]","[541.78369140625, 615.4534301757812, 0.7579460740089417]","[535.3915405273438, 468.10162353515625, 0.6177485585212708]","[635.12841796875, 640.2882080078125, 0.4208102822303772]","[638.8378295898438, 437.5872802734375, 0.5749025344848633]","[730.9169921875, 625.01953125, 0.23978976905345917]","[730.8734130859375, 437.6865539550781, 0.4928794503211975]","[757.14697265625, 594.0814819335938, 0.5762142539024353]","[759.7427978515625, 502.5251770019531, 0.5703616738319397]","[824.0934448242188, 637.9694213867188, 0.27915266156196594]","[812.0416259765625, 437.1786193847656, 0.3492278754711151]","[811.030029296875, 633.2442016601562, 0.1917358934879303]","[786.3941650390625, 444.78985595703125, 0.326788991689682]","[-11.942123018582077, 0.27731112893091747, 0.721641792438592]","[0.7317589542679095, 5.526909540483711, 1.4770539733877008]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/11/free_2_ID11/RGB/000009_RGB.png,"[461.4848937988281, 539.8271484375, 0.4637151062488556]","[450.4935607910156, 552.7163696289062, 0.5453155040740967]","[450.7972717285156, 527.8285522460938, 0.4080211818218231]","[469.3823547363281, 575.9013061523438, 0.5066453218460083]","[470.66046142578125, 509.3087463378906, 0.43983227014541626]","[539.9613037109375, 612.3653564453125, 0.7524293065071106]","[537.01123046875, 469.33795166015625, 0.6562699675559998]","[641.7384033203125, 639.3855590820312, 0.5432883501052856]","[636.1109619140625, 440.34124755859375, 0.704653799533844]","[744.7598876953125, 632.5235595703125, 0.3441527783870697]","[732.1310424804688, 435.1299743652344, 0.5564591884613037]","[754.3504638671875, 588.1773071289062, 0.6016750931739807]","[757.67529296875, 500.8111572265625, 0.6222949028015137]","[822.7716064453125, 634.7828979492188, 0.348737508058548]","[804.773681640625, 438.4108581542969, 0.43093493580818176]","[797.7564086914062, 622.7949829101562, 0.2809995114803314]","[789.1354370117188, 441.4078369140625, 0.33123779296875]","[-11.807824238789769, 0.24728112505445357, 0.9068191614996346]","[0.6038289685322294, 5.570371901892427, 1.5314868116172764]"
