,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000000_RGB.png,"[460.6836853027344, 553.3988037109375, 0.7504897713661194]","[442.7791748046875, 569.7774658203125, 0.5979519486427307]","[443.60198974609375, 533.4572143554688, 0.8224897980690002]","[454.4275207519531, 595.8102416992188, 0.6982415914535522]","[456.1393127441406, 511.6864929199219, 0.7362112998962402]","[554.3407592773438, 642.56982421875, 0.6109776496887207]","[553.6168823242188, 455.7572937011719, 0.5826209187507629]","[686.5122680664062, 682.4736328125, 0.9375671148300171]","[686.2716674804688, 432.06170654296875, 0.7071395516395569]","[728.0096435546875, 797.2359008789062, 0.8995944857597351]","[731.075439453125, 321.4144592285156, 0.855442464351654]","[794.9552612304688, 616.0174560546875, 0.8077899813652039]","[804.7185668945312, 479.5496826171875, 0.8520314693450928]","[836.9068603515625, 713.103271484375, 0.11249873042106628]","[836.0307006835938, 407.94891357421875, 0.10512907803058624]","[827.6031494140625, 699.9136962890625, 0.016945568844676018]","[832.8817749023438, 436.8781433105469, 0.027676258236169815]","[-0.2732605380269593, -0.05309945932432598, 0.723778623113489]","[3.7896542072339123, 0.6856319093795233, 0.7654247104064803]"
1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000001_RGB.png,"[460.8547058105469, 553.4910888671875, 0.7482806444168091]","[442.7663879394531, 569.7640380859375, 0.5916337370872498]","[443.59326171875, 533.530517578125, 0.8171887397766113]","[454.0710754394531, 595.6675415039062, 0.6763911247253418]","[455.96331787109375, 511.37994384765625, 0.7277068495750427]","[554.1312866210938, 642.6224975585938, 0.6057709455490112]","[553.8292846679688, 455.8338928222656, 0.5784557461738586]","[686.3095092773438, 682.4346313476562, 0.9369348287582397]","[686.1130981445312, 432.0809631347656, 0.6989280581474304]","[727.9752197265625, 796.6239013671875, 0.8948917388916016]","[731.2764892578125, 320.87030029296875, 0.8457915186882019]","[793.5233764648438, 616.5798950195312, 0.793390154838562]","[802.7833251953125, 478.9364929199219, 0.8518041372299194]","[836.7692260742188, 713.52294921875, 0.11412499099969864]","[836.7047119140625, 408.2428894042969, 0.08379116654396057]","[824.4551391601562, 711.68310546875, 0.019211234524846077]","[832.9051513671875, 436.7538146972656, 0.020570360124111176]","[-0.2117468027624231, -0.03834254118994544, 0.7819968381788863]","[3.780151580818166, 0.6430065607195333, 0.7825449465885923]"
2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000002_RGB.png,"[460.3793029785156, 553.1942749023438, 0.7419020533561707]","[442.56866455078125, 569.5778198242188, 0.5825446844100952]","[443.322021484375, 533.197998046875, 0.8197342157363892]","[454.2483215332031, 595.2335815429688, 0.6717110276222229]","[456.00732421875, 511.0809326171875, 0.7313627004623413]","[553.837646484375, 642.50146484375, 0.6074509024620056]","[554.1547241210938, 455.42181396484375, 0.5886193513870239]","[686.4907836914062, 682.5433349609375, 0.93731689453125]","[686.5056762695312, 432.0255432128906, 0.6980603337287903]","[728.4315185546875, 795.5048828125, 0.881758987903595]","[731.3441772460938, 319.9835510253906, 0.8388959169387817]","[794.0704345703125, 616.8978881835938, 0.7959755659103394]","[803.68359375, 479.07122802734375, 0.8501721620559692]","[836.4965209960938, 714.1934814453125, 0.11362633109092712]","[837.4324340820312, 406.6200256347656, 0.0767383947968483]","[823.1520385742188, 711.7310791015625, 0.017912713810801506]","[832.746826171875, 436.3914489746094, 0.019661782309412956]","[-0.19695730983532186, -0.031764104090776145, 0.7958270244496658]","[3.7683892649278192, 0.5772764007267106, 0.7977716605434417]"
3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000003_RGB.png,"[460.2777404785156, 553.0192260742188, 0.7586060166358948]","[442.6209411621094, 569.1854858398438, 0.5666143298149109]","[443.58056640625, 532.8139038085938, 0.8307089805603027]","[454.43023681640625, 595.1748657226562, 0.6723854541778564]","[456.0281066894531, 511.0912170410156, 0.7318464517593384]","[553.6798095703125, 642.2398071289062, 0.5876711010932922]","[553.608642578125, 455.02960205078125, 0.5714810490608215]","[686.6402587890625, 682.2432250976562, 0.940022885799408]","[686.0775146484375, 432.51165771484375, 0.6998559832572937]","[727.5698852539062, 794.8104858398438, 0.874682605266571]","[730.8988037109375, 321.6849060058594, 0.8586562275886536]","[794.3032836914062, 616.3709716796875, 0.8038150072097778]","[803.695556640625, 478.7034912109375, 0.851555347442627]","[836.6303100585938, 714.342041015625, 0.11264351010322571]","[836.9569091796875, 407.50091552734375, 0.09068650752305984]","[823.5330200195312, 710.7510986328125, 0.01801321841776371]","[833.1358032226562, 436.7213439941406, 0.02242167666554451]","[-0.19621156280737848, -0.02001375155221263, 0.8315406809838538]","[3.781020294026507, 0.5578730350440342, 0.8049246733256297]"
4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000004_RGB.png,"[460.1728820800781, 552.9563598632812, 0.7497487664222717]","[442.697998046875, 569.0929565429688, 0.5531538724899292]","[443.5099792480469, 532.7633056640625, 0.8263428211212158]","[454.3458251953125, 594.7106323242188, 0.6580020785331726]","[456.04290771484375, 510.77642822265625, 0.7227733731269836]","[554.4375610351562, 641.8461303710938, 0.5942413210868835]","[553.5715942382812, 455.17950439453125, 0.5689429044723511]","[686.5147094726562, 682.6709594726562, 0.9427911639213562]","[685.4701538085938, 430.2920227050781, 0.9098100066184998]","[727.2763061523438, 793.8856811523438, 0.8608624935150146]","[730.977294921875, 321.62237548828125, 0.8413432836532593]","[794.4180908203125, 616.7435913085938, 0.8004961609840393]","[803.65625, 478.96746826171875, 0.8469977378845215]","[836.659912109375, 714.2546997070312, 0.11622366309165955]","[837.6160888671875, 406.9726257324219, 0.08400692045688629]","[823.5599365234375, 710.7203979492188, 0.017762815579771996]","[832.8980102539062, 436.88800048828125, 0.021674929186701775]","[-0.16901300181712572, 0.04408296778089804, 0.8200966369223373]","[3.795096000459778, 0.5136962687143279, 0.8052015120786989]"
5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000005_RGB.png,"[460.15399169921875, 552.7600708007812, 0.7747430801391602]","[443.9440002441406, 569.23095703125, 0.7867817878723145]","[443.6806640625, 532.249267578125, 0.8274763822555542]","[455.078369140625, 594.8171997070312, 0.6781857013702393]","[455.918701171875, 510.7880859375, 0.7246807813644409]","[554.35498046875, 641.6032104492188, 0.587787389755249]","[554.2020263671875, 455.1178894042969, 0.5734752416610718]","[686.513671875, 682.6085205078125, 0.9412044286727905]","[685.451416015625, 430.0881042480469, 0.9088594913482666]","[727.2362670898438, 793.9908447265625, 0.8663625121116638]","[730.8650512695312, 320.786376953125, 0.8444095253944397]","[794.3875732421875, 617.1876220703125, 0.797150731086731]","[804.3954467773438, 478.7715148925781, 0.8508265018463135]","[836.1054077148438, 714.1472778320312, 0.11071792989969254]","[837.739990234375, 406.900634765625, 0.08112943917512894]","[823.69921875, 710.8733520507812, 0.017177868634462357]","[833.2222900390625, 437.2611389160156, 0.021428143605589867]","[-0.2526518643318129, 0.08436165379607966, 0.8394292568095554]","[3.8628598504592317, 0.5278565348180247, 0.7493270113460566]"
6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000006_RGB.png,"[459.9207458496094, 552.4891967773438, 0.7731892466545105]","[443.7590026855469, 569.0385131835938, 0.7860143184661865]","[443.4295654296875, 532.1236572265625, 0.8233306407928467]","[454.8559265136719, 594.7276000976562, 0.6755964159965515]","[455.3328857421875, 510.5295104980469, 0.7156656384468079]","[554.1573486328125, 641.7113037109375, 0.5818167328834534]","[553.9006958007812, 454.955810546875, 0.5705908536911011]","[686.3230590820312, 682.8328247070312, 0.9407534599304199]","[685.38037109375, 430.20281982421875, 0.9080179929733276]","[726.3768310546875, 793.3201904296875, 0.8624533414840698]","[730.8223266601562, 320.8523254394531, 0.846802830696106]","[794.9375, 617.2311401367188, 0.8035494089126587]","[803.9217529296875, 478.90753173828125, 0.8491128087043762]","[836.7188110351562, 714.3972778320312, 0.11614962667226791]","[837.1300048828125, 406.4687805175781, 0.08618815988302231]","[823.5311889648438, 710.4375, 0.016908006742596626]","[832.9379272460938, 437.4018859863281, 0.02215450257062912]","[-0.3290589833954801, 0.1302183223579033, 0.8799391764802134]","[3.9323190298733457, 0.5253024006907094, 0.7057191832012124]"
7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000007_RGB.png,"[459.759033203125, 552.4410400390625, 0.7737916707992554]","[443.7677307128906, 569.0159912109375, 0.791796088218689]","[443.453857421875, 532.0552978515625, 0.8207287192344666]","[455.14019775390625, 594.7344360351562, 0.6790028214454651]","[455.59698486328125, 510.7696533203125, 0.7280906438827515]","[553.9039916992188, 641.2702026367188, 0.5615736842155457]","[554.2261962890625, 455.0409240722656, 0.5785568952560425]","[686.1835327148438, 682.5560913085938, 0.937354564666748]","[685.9874267578125, 430.33984375, 0.9089495539665222]","[726.5304565429688, 794.627685546875, 0.8648288249969482]","[731.2177734375, 317.6428527832031, 0.831455647945404]","[795.3878173828125, 617.6889038085938, 0.8120607137680054]","[804.601806640625, 479.21881103515625, 0.8500553965568542]","[836.4849243164062, 714.4586181640625, 0.09288323670625687]","[836.836669921875, 406.1204833984375, 0.08712747693061829]","[823.6996459960938, 711.373291015625, 0.01672080159187317]","[830.2788696289062, 425.1059875488281, 0.022952301427721977]","[-0.4171626523420616, 0.1612142203499615, 0.8745065718031992]","[3.8910818855502924, 0.48450650758064534, 0.7269450199373001]"
8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000008_RGB.png,"[459.9127197265625, 552.3640747070312, 0.784912645816803]","[444.04217529296875, 568.75, 0.7988832592964172]","[443.73095703125, 531.679931640625, 0.8234077095985413]","[455.67645263671875, 594.6318359375, 0.6875274181365967]","[456.0670166015625, 510.58599853515625, 0.7274487018585205]","[554.6741943359375, 641.249267578125, 0.5768926739692688]","[554.029052734375, 454.7633361816406, 0.5706666111946106]","[686.3626708984375, 682.6502075195312, 0.9354733824729919]","[685.6229858398438, 430.15771484375, 0.9079678654670715]","[726.444091796875, 794.0014038085938, 0.8571621179580688]","[731.1202392578125, 319.4410400390625, 0.8412874341011047]","[793.6092529296875, 616.538818359375, 0.7914965748786926]","[802.9344482421875, 478.6667785644531, 0.8477839231491089]","[836.428466796875, 713.7254638671875, 0.11962568759918213]","[837.0891723632812, 406.77252197265625, 0.0816873088479042]","[823.5877075195312, 710.3504028320312, 0.017981838434934616]","[832.7263793945312, 437.04278564453125, 0.020040351897478104]","[-0.48832164744652173, 0.20400006689309946, 0.8516335174175049]","[3.869069999701485, 0.45452222988389474, 0.7360280378245616]"
9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/10/free_1_ID10/RGB/000009_RGB.png,"[459.5166320800781, 552.1983032226562, 0.7743291258811951]","[443.8145446777344, 568.8787841796875, 0.7961300015449524]","[443.3185729980469, 531.9689331054688, 0.8186210989952087]","[455.5601806640625, 594.3960571289062, 0.6786578297615051]","[455.4447326660156, 510.8100891113281, 0.7238500118255615]","[553.7528076171875, 641.3419189453125, 0.5665580034255981]","[553.8472900390625, 454.91107177734375, 0.5719709992408752]","[686.222412109375, 682.5053100585938, 0.9405195713043213]","[685.7661743164062, 430.391357421875, 0.9113575220108032]","[726.5889892578125, 794.9091796875, 0.8644625544548035]","[730.9522094726562, 319.6806945800781, 0.8464961051940918]","[793.6099853515625, 616.6907348632812, 0.791754961013794]","[802.971923828125, 478.8882141113281, 0.8467947840690613]","[836.483642578125, 714.10595703125, 0.12969863414764404]","[835.92041015625, 407.37811279296875, 0.09895450621843338]","[823.76171875, 710.8758544921875, 0.01852363720536232]","[832.7442016601562, 437.3369445800781, 0.02408077009022236]","[-0.5596302056208926, 0.2402482174332919, 0.8214224372144368]","[3.858611431626578, 0.3951163268447843, 0.738990158934913]"
