,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000000_RGB.png,"[519.6637573242188, 537.411865234375, 0.593623697757721]","[508.68896484375, 549.6425170898438, 0.5511329770088196]","[507.97674560546875, 522.7703247070312, 0.29302817583084106]","[518.5960693359375, 567.496337890625, 0.7052187919616699]","[520.5950317382812, 504.28021240234375, 0.5728358626365662]","[592.5038452148438, 602.2959594726562, 0.7138633131980896]","[599.9464111328125, 470.0780029296875, 0.6751949787139893]","[707.7034301757812, 645.7115478515625, 0.5623816251754761]","[710.5374755859375, 427.607666015625, 0.7042240500450134]","[781.732177734375, 615.0445556640625, 0.5083304643630981]","[783.4228515625, 457.7143859863281, 0.49923962354660034]","[804.9737548828125, 582.283203125, 0.6715303063392639]","[808.5518798828125, 489.0088806152344, 0.6231290102005005]","[825.6390380859375, 595.1156005859375, 0.10770798474550247]","[827.0324096679688, 470.16973876953125, 0.1612228900194168]","[820.8548583984375, 597.3849487304688, 0.07581008225679398]","[832.0390625, 464.7859802246094, 0.13255195319652557]","[-8.480187667722985, -0.8617671285410118, 1.1374750378257679]","[1.3682724581380528, -14.071257180620403, 0.11195340708372165]"
1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000001_RGB.png,"[518.5665893554688, 536.88671875, 0.6358751654624939]","[507.6289978027344, 549.4194946289062, 0.5201729536056519]","[507.0702209472656, 522.0468139648438, 0.27637457847595215]","[518.0556640625, 567.0363159179688, 0.7117947936058044]","[520.1572265625, 503.93426513671875, 0.5943435430526733]","[593.5250854492188, 602.680908203125, 0.7416173815727234]","[600.27783203125, 470.2395935058594, 0.6732503175735474]","[709.7981567382812, 645.948974609375, 0.5455875992774963]","[709.679443359375, 427.74066162109375, 0.7289098501205444]","[781.1837768554688, 618.1826782226562, 0.5264828205108643]","[783.9278564453125, 457.95550537109375, 0.507744550704956]","[804.7428588867188, 581.7456665039062, 0.6765244603157043]","[807.9141845703125, 487.97265625, 0.6092473268508911]","[825.399169921875, 594.967041015625, 0.12783382833003998]","[826.1549072265625, 471.6425476074219, 0.17771929502487183]","[820.670166015625, 596.8623046875, 0.09083045274019241]","[827.7295532226562, 467.5966491699219, 0.1566605269908905]","[-8.758265971903533, -0.8603552662040759, 1.11199479692778]","[1.1270778312989524, -14.160028666562756, 0.22386632660213954]"
2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000002_RGB.png,"[517.86962890625, 536.8109130859375, 0.6603050827980042]","[507.1291809082031, 549.36083984375, 0.4943326711654663]","[506.77972412109375, 521.9009399414062, 0.2843734622001648]","[517.900634765625, 566.7161254882812, 0.7070451378822327]","[520.5169677734375, 503.9481506347656, 0.5844293236732483]","[593.5932006835938, 603.0108642578125, 0.7441225647926331]","[600.9693603515625, 469.97003173828125, 0.6800726652145386]","[709.0510864257812, 645.5916748046875, 0.558477520942688]","[710.0073852539062, 427.6125793457031, 0.7295571565628052]","[781.4122314453125, 619.4085083007812, 0.5195066332817078]","[783.52294921875, 457.3890075683594, 0.4981706142425537]","[805.8838500976562, 581.0445556640625, 0.6710249781608582]","[809.427978515625, 486.6317443847656, 0.5886206030845642]","[824.2022094726562, 595.3624877929688, 0.12406686693429947]","[825.9443359375, 470.0228271484375, 0.1536960005760193]","[820.3860473632812, 598.0278930664062, 0.09553888440132141]","[827.5234375, 466.6014404296875, 0.1645684540271759]","[-8.818850513644051, -0.8924383935805442, 1.1032662725603088]","[1.1045801781070135, -14.133825128934495, 0.15216551907734588]"
3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000003_RGB.png,"[519.1829833984375, 537.7775268554688, 0.6004375219345093]","[508.470947265625, 549.8649291992188, 0.5609593391418457]","[507.9786682128906, 523.0936279296875, 0.29798561334609985]","[518.1515502929688, 567.0401611328125, 0.7058357000350952]","[520.7116088867188, 504.57916259765625, 0.5739772319793701]","[593.1465454101562, 602.9838256835938, 0.7419252395629883]","[601.102294921875, 469.8610534667969, 0.6812880039215088]","[708.650146484375, 646.184814453125, 0.5655868053436279]","[709.28857421875, 427.1798400878906, 0.7600982785224915]","[781.10888671875, 619.2262573242188, 0.5048643946647644]","[782.7233276367188, 458.1638488769531, 0.5223477482795715]","[809.12353515625, 582.5015869140625, 0.649606466293335]","[812.2850952148438, 488.4486083984375, 0.5968233346939087]","[826.683837890625, 595.1614990234375, 0.09961669892072678]","[827.3316040039062, 470.09344482421875, 0.16032515466213226]","[821.6441040039062, 597.7985229492188, 0.08148429542779922]","[831.528076171875, 465.1830139160156, 0.1313549429178238]","[-8.729298157906605, -0.9379454896621984, 1.1466145021386513]","[1.0676992613073208, -14.129158949078423, 0.09932831030753533]"
4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000004_RGB.png,"[521.0789794921875, 537.2429809570312, 0.5436118841171265]","[509.8848876953125, 549.3005981445312, 0.601742148399353]","[510.1001892089844, 522.0408325195312, 0.41488590836524963]","[519.2276611328125, 566.8402099609375, 0.6864935159683228]","[521.091796875, 506.3283996582031, 0.47614991664886475]","[593.0283203125, 602.9163818359375, 0.7398598194122314]","[600.8900756835938, 469.686279296875, 0.6664362549781799]","[707.9105224609375, 646.304931640625, 0.557934582233429]","[708.9805297851562, 426.9821472167969, 0.769767165184021]","[781.6044311523438, 614.28173828125, 0.49536338448524475]","[780.4114990234375, 457.08648681640625, 0.49940359592437744]","[810.7030639648438, 583.2210693359375, 0.6422404646873474]","[813.6649780273438, 487.3993225097656, 0.565319299697876]","[827.8578491210938, 595.5042114257812, 0.08637682348489761]","[827.3831787109375, 470.7442626953125, 0.14098212122917175]","[822.3665771484375, 596.70068359375, 0.07425349205732346]","[831.243896484375, 465.2894592285156, 0.1140972301363945]","[-8.490853947079955, -0.9622638103470346, 1.2709043039401233]","[0.9946071128721742, -14.151190465245067, 0.18347184532173652]"
5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000005_RGB.png,"[520.7257690429688, 537.6853637695312, 0.5633369088172913]","[509.6353759765625, 549.6962280273438, 0.620782732963562]","[509.0552978515625, 522.6245727539062, 0.32116109132766724]","[520.9346923828125, 566.3236083984375, 0.582373857498169]","[521.8828125, 505.98919677734375, 0.49935436248779297]","[592.551025390625, 602.2079467773438, 0.7440415620803833]","[601.04345703125, 469.57177734375, 0.6594306230545044]","[709.3079833984375, 646.3458251953125, 0.5620254278182983]","[709.46533203125, 426.3385925292969, 0.7397737503051758]","[783.7057495117188, 618.9313354492188, 0.5097740888595581]","[780.2081909179688, 458.14752197265625, 0.4549369513988495]","[806.3933715820312, 582.997802734375, 0.6611772775650024]","[810.8382568359375, 488.346923828125, 0.6051135063171387]","[823.5115966796875, 595.5680541992188, 0.1145959198474884]","[824.6309814453125, 472.9033203125, 0.16402903199195862]","[820.1768188476562, 597.8710327148438, 0.09746182709932327]","[825.8998413085938, 469.45361328125, 0.15158189833164215]","[-8.291723319908465, -0.9550344190889062, 1.3766976054150295]","[0.9435743612816115, -14.062280633986509, 0.16637940071020554]"
6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000006_RGB.png,"[521.8687744140625, 538.9596557617188, 0.5040765404701233]","[510.3197937011719, 550.5099487304688, 0.6471083760261536]","[509.9537658691406, 523.6065673828125, 0.3743964731693268]","[520.5723876953125, 565.9578857421875, 0.5750471353530884]","[522.706298828125, 506.0359191894531, 0.5169504880905151]","[590.57666015625, 601.6087036132812, 0.6783553957939148]","[599.0676879882812, 469.81195068359375, 0.6296193599700928]","[708.5358276367188, 646.721923828125, 0.577045738697052]","[708.253173828125, 425.86077880859375, 0.7283873558044434]","[779.3486938476562, 621.3549194335938, 0.504391074180603]","[777.0697631835938, 453.23980712890625, 0.425479531288147]","[802.9735107421875, 584.32958984375, 0.6305930018424988]","[807.408447265625, 492.45257568359375, 0.691169023513794]","[825.53173828125, 598.3460083007812, 0.07145484536886215]","[825.104248046875, 475.3255920410156, 0.1474316418170929]","[818.5064697265625, 606.8961181640625, 0.07545828074216843]","[827.4995727539062, 467.9579162597656, 0.13564197719097137]","[-8.181192717422674, -0.9529012161726629, 1.4297075854783516]","[1.062884807555434, -13.962165766587862, 0.1323151062260685]"
7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000007_RGB.png,"[521.674072265625, 538.608642578125, 0.5096508264541626]","[510.2122497558594, 550.3465576171875, 0.6360071897506714]","[509.6665954589844, 523.478759765625, 0.3643396496772766]","[518.8363037109375, 566.334716796875, 0.693172812461853]","[521.1951293945312, 506.4566345214844, 0.4789588153362274]","[589.8987426757812, 599.6288452148438, 0.6565622091293335]","[600.4714965820312, 469.50482177734375, 0.6243631839752197]","[708.226318359375, 646.779541015625, 0.5553058981895447]","[707.9044189453125, 425.699462890625, 0.7401187419891357]","[776.2740478515625, 623.0316162109375, 0.4921295642852783]","[775.7755737304688, 452.2936096191406, 0.3895229995250702]","[802.4888305664062, 586.0966796875, 0.6851378083229065]","[807.6867065429688, 489.36981201171875, 0.6259637475013733]","[827.1683349609375, 598.3167114257812, 0.07100711762905121]","[826.0408935546875, 475.1397399902344, 0.11650321632623672]","[819.138671875, 606.6074829101562, 0.07085169851779938]","[828.0332641601562, 466.71478271484375, 0.11864063143730164]","[-8.054309275199925, -0.9379857364846691, 1.4764331425623214]","[1.0849427036207413, -13.739000639002944, 0.020862104233921406]"
8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000008_RGB.png,"[520.3543701171875, 538.3314208984375, 0.565633237361908]","[509.8219909667969, 550.3088989257812, 0.6166423559188843]","[508.38214111328125, 523.3651733398438, 0.34842538833618164]","[519.4574584960938, 566.4483032226562, 0.6710084676742554]","[520.4694213867188, 503.2781677246094, 0.6042276620864868]","[590.8812866210938, 599.0067138671875, 0.6650246977806091]","[599.3147583007812, 466.7655029296875, 0.7219385504722595]","[707.598876953125, 648.3069458007812, 0.5804987549781799]","[709.6744384765625, 422.9427795410156, 0.6112847924232483]","[779.368408203125, 616.3101196289062, 0.38969025015830994]","[777.4168701171875, 451.95660400390625, 0.43791770935058594]","[799.446044921875, 587.67333984375, 0.6908538937568665]","[804.335205078125, 489.0856018066406, 0.5858427882194519]","[822.8313598632812, 606.4353637695312, 0.07482105493545532]","[824.8807983398438, 467.1070251464844, 0.15692096948623657]","[817.4147338867188, 608.2138061523438, 0.08611047267913818]","[826.0991821289062, 464.8863830566406, 0.13065952062606812]","[-7.985419647330471, -0.9361178016749163, 1.4849209503142777]","[1.201242440117655, -13.177897997250447, -0.21345721946497162]"
9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000009_RGB.png,"[520.0247802734375, 537.9251708984375, 0.5726033449172974]","[509.1878662109375, 549.8357543945312, 0.5948303937911987]","[508.4084167480469, 523.2109985351562, 0.3634413480758667]","[518.3195190429688, 566.4813232421875, 0.7070138454437256]","[520.66357421875, 504.2502136230469, 0.5797439217567444]","[590.62939453125, 599.6764526367188, 0.6321732401847839]","[602.2567749023438, 469.13726806640625, 0.6348146200180054]","[709.3665161132812, 648.2437133789062, 0.5798028707504272]","[709.3358764648438, 422.1805114746094, 0.597871720790863]","[779.0454711914062, 623.5438842773438, 0.38611993193626404]","[779.0279541015625, 451.61285400390625, 0.38696524500846863]","[796.7508544921875, 585.7870483398438, 0.6973344683647156]","[798.080078125, 490.5600280761719, 0.497236043214798]","[825.905517578125, 606.83203125, 0.06320220977067947]","[824.7311401367188, 476.7142028808594, 0.08712638169527054]","[821.193115234375, 611.3401489257812, 0.08036547899246216]","[833.2730102539062, 466.2266540527344, 0.09826422482728958]","[-7.281575762689138, -0.9629775624640927, 1.6676940429128073]","[1.4369457297859236, -12.769569619333362, -0.4345508377697992]"
