,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000000_RGB.png,"[512.5576782226562, 549.6339721679688, 0.6052125692367554]","[498.5694885253906, 565.5442504882812, 0.7283283472061157]","[497.7366638183594, 536.8721313476562, 0.6544061303138733]","[511.7474060058594, 584.2964477539062, 0.7498829960823059]","[511.4129943847656, 519.2428588867188, 0.6492669582366943]","[572.5230102539062, 612.031494140625, 0.6813444495201111]","[571.7081298828125, 480.13116455078125, 0.7628251910209656]","[664.052001953125, 630.4981689453125, 0.5618690848350525]","[653.5695190429688, 459.6912536621094, 0.5010772943496704]","[722.012451171875, 609.15625, 0.3635469079017639]","[717.5977783203125, 477.7140197753906, 0.55878084897995]","[795.0564575195312, 593.7498168945312, 0.47814688086509705]","[794.5111694335938, 498.1587829589844, 0.4737277925014496]","[831.0850219726562, 627.0045776367188, 0.2595849931240082]","[828.9059448242188, 477.7516784667969, 0.24467436969280243]","[813.041259765625, 626.885009765625, 0.23016120493412018]","[812.0370483398438, 479.57598876953125, 0.13729505240917206]","[0.2678188281388879, -0.4084110871607994, -0.09532660203755196]","[-1.1377583972881067, -22.534763595889526, 2.0424794013271543]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000001_RGB.png,"[512.4141235351562, 549.6358642578125, 0.6037870645523071]","[498.2139587402344, 565.5692749023438, 0.731583297252655]","[497.525146484375, 537.0071411132812, 0.6496403217315674]","[511.6423645019531, 584.0340576171875, 0.7448320984840393]","[511.34033203125, 519.0310668945312, 0.6433495879173279]","[572.4859619140625, 611.8939208984375, 0.6726956367492676]","[571.6758422851562, 480.5206604003906, 0.7607685327529907]","[665.5031127929688, 629.7821044921875, 0.5466523170471191]","[654.5040283203125, 459.11065673828125, 0.4925873279571533]","[722.2109985351562, 609.287841796875, 0.37637394666671753]","[717.0552368164062, 477.5782470703125, 0.5632117390632629]","[794.3528442382812, 593.9423217773438, 0.47838151454925537]","[794.416259765625, 498.0539245605469, 0.46935415267944336]","[830.989990234375, 626.1585693359375, 0.2726563811302185]","[829.9290771484375, 477.99755859375, 0.25744038820266724]","[814.5597534179688, 625.8739624023438, 0.23123618960380554]","[812.98388671875, 480.240478515625, 0.15474453568458557]","[0.24626187616853368, -0.40659073564750786, -0.1376537289532134]","[-1.1507310620298121, -22.55114544800691, 2.0712969351471244]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000002_RGB.png,"[512.0615844726562, 549.5820922851562, 0.5968993902206421]","[498.0427551269531, 565.5819091796875, 0.7486647367477417]","[496.97747802734375, 537.0318603515625, 0.6540558338165283]","[511.7743835449219, 583.7631225585938, 0.7487108111381531]","[510.7445068359375, 518.7337036132812, 0.6350380182266235]","[572.25439453125, 611.8316650390625, 0.6667022109031677]","[571.6250610351562, 479.8653564453125, 0.7733793258666992]","[662.7974853515625, 630.711669921875, 0.5398914813995361]","[652.0567016601562, 459.8197021484375, 0.5057181715965271]","[722.0430908203125, 610.0382080078125, 0.3752451241016388]","[717.1671752929688, 477.4337158203125, 0.5757644176483154]","[794.8156127929688, 593.762939453125, 0.47876647114753723]","[794.8009033203125, 497.6300964355469, 0.47395434975624084]","[832.4154052734375, 627.4240112304688, 0.30392688512802124]","[831.6097412109375, 477.35711669921875, 0.2362004518508911]","[813.5302734375, 626.725830078125, 0.23169437050819397]","[812.6325073242188, 480.3370666503906, 0.14751601219177246]","[0.2178713781640412, -0.43503803360081295, -0.19757881584277542]","[-1.1389085795150125, -22.54848566632059, 2.0532401314902966]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000003_RGB.png,"[511.57525634765625, 549.4305419921875, 0.5879363417625427]","[497.75164794921875, 565.4942626953125, 0.7530761361122131]","[496.39739990234375, 536.9710693359375, 0.644699215888977]","[512.01806640625, 583.9385375976562, 0.7489698529243469]","[510.7336730957031, 518.7918090820312, 0.633439302444458]","[572.263671875, 612.4095458984375, 0.6869769096374512]","[571.2913818359375, 480.0139465332031, 0.7792824506759644]","[664.9027709960938, 630.604248046875, 0.5321528911590576]","[653.3271484375, 459.2003173828125, 0.47615739703178406]","[721.3864135742188, 609.55859375, 0.3742138743400574]","[717.3857421875, 477.88397216796875, 0.5743947625160217]","[794.9332885742188, 594.3735961914062, 0.47703540325164795]","[794.98046875, 497.7736511230469, 0.47255831956863403]","[830.7610473632812, 627.60400390625, 0.3025919198989868]","[830.6045532226562, 477.1501159667969, 0.22773823142051697]","[813.3031616210938, 625.9042358398438, 0.22686712443828583]","[813.0302124023438, 479.9732360839844, 0.1463203877210617]","[0.22073819521283414, -0.44040062640673533, -0.21450883158649856]","[-1.1883535037491733, -22.576226371110117, 2.0701695027592244]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000004_RGB.png,"[511.8874816894531, 549.5318603515625, 0.5943009257316589]","[497.92584228515625, 565.5765991210938, 0.7521401047706604]","[496.87786865234375, 537.1433715820312, 0.6545882821083069]","[511.7784423828125, 583.8050537109375, 0.744772732257843]","[510.9407958984375, 518.9605102539062, 0.6425774097442627]","[572.1807861328125, 611.6257934570312, 0.6622403264045715]","[571.8707885742188, 480.166748046875, 0.7718833088874817]","[664.9118041992188, 630.3074340820312, 0.5566844940185547]","[652.663330078125, 459.9595947265625, 0.5045952796936035]","[721.39892578125, 609.1473999023438, 0.36591288447380066]","[716.8252563476562, 477.7276611328125, 0.5706580877304077]","[793.6743774414062, 594.093017578125, 0.49868178367614746]","[794.0009765625, 498.3723449707031, 0.48145702481269836]","[832.3733520507812, 626.8900756835938, 0.27457112073898315]","[828.9403686523438, 477.64105224609375, 0.2432757467031479]","[813.3757934570312, 625.2366333007812, 0.22471719980239868]","[813.0069580078125, 480.3817443847656, 0.15884417295455933]","[0.24586432304799477, -0.43302225832934527, -0.18387925986233966]","[-1.1757405488677133, -22.578607461207955, 2.0638044215261893]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000005_RGB.png,"[511.8905029296875, 549.4755249023438, 0.5926333665847778]","[497.9219665527344, 565.4271850585938, 0.7501566410064697]","[496.8763427734375, 537.0879516601562, 0.6544267535209656]","[511.5733642578125, 583.7224731445312, 0.7429003119468689]","[510.8565368652344, 518.9837646484375, 0.6398093104362488]","[572.3735961914062, 611.5776977539062, 0.6584476232528687]","[571.9190673828125, 480.0821838378906, 0.7717185020446777]","[663.077392578125, 630.7469482421875, 0.5353715419769287]","[652.9417724609375, 459.93450927734375, 0.4953087568283081]","[721.7274169921875, 611.5741577148438, 0.3850958049297333]","[716.8265380859375, 477.7188720703125, 0.5756545662879944]","[791.8114624023438, 594.0741577148438, 0.5149582624435425]","[792.6446533203125, 498.1097717285156, 0.4942372441291809]","[831.3190307617188, 627.1846923828125, 0.3167495131492615]","[833.9586181640625, 469.51495361328125, 0.32229942083358765]","[813.6603393554688, 626.4609375, 0.23277181386947632]","[812.8509521484375, 479.58868408203125, 0.15385495126247406]","[0.29200876353397154, -0.4457190391129069, -0.20748614554866265]","[-1.1626339932144232, -22.577347357640132, 2.049794830042946]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000006_RGB.png,"[511.9648132324219, 549.2444458007812, 0.5925070643424988]","[497.95892333984375, 565.2177734375, 0.74876469373703]","[496.9447326660156, 536.9922485351562, 0.6519094705581665]","[511.7669677734375, 583.7073364257812, 0.7443625926971436]","[511.0161437988281, 519.115478515625, 0.6441286206245422]","[572.35302734375, 611.8574829101562, 0.6720765233039856]","[571.9126586914062, 479.96441650390625, 0.7689396142959595]","[663.5471801757812, 631.2791137695312, 0.5510312914848328]","[651.877197265625, 459.94622802734375, 0.5127903819084167]","[721.113037109375, 609.1494140625, 0.3798515200614929]","[716.87939453125, 477.6927795410156, 0.5845561027526855]","[794.697998046875, 592.737548828125, 0.4945231080055237]","[794.5322875976562, 496.59405517578125, 0.48375988006591797]","[832.3544921875, 626.1641845703125, 0.2909914553165436]","[836.1749877929688, 469.14898681640625, 0.3075476288795471]","[812.4432373046875, 625.1304931640625, 0.23385941982269287]","[812.864013671875, 480.0683288574219, 0.15387073159217834]","[0.2665997137056222, -0.4567448853466232, -0.20940608740233269]","[-1.1676438795274593, -22.583496160323246, 2.022962949798943]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000007_RGB.png,"[510.86932373046875, 549.4487915039062, 0.5820644497871399]","[497.3461608886719, 565.3775634765625, 0.7551059722900391]","[495.89453125, 536.8344116210938, 0.6418607234954834]","[511.8251647949219, 583.4297485351562, 0.7480901479721069]","[510.3681335449219, 519.0260620117188, 0.6312340497970581]","[572.1759033203125, 611.8995361328125, 0.6681942939758301]","[571.7340087890625, 479.8832702636719, 0.7743541598320007]","[665.0230102539062, 630.4468994140625, 0.5582224130630493]","[652.8134765625, 459.476318359375, 0.502785325050354]","[722.1390991210938, 609.26220703125, 0.38895535469055176]","[716.8789672851562, 477.35760498046875, 0.5663526058197021]","[795.7650756835938, 593.0264282226562, 0.48161160945892334]","[796.1649169921875, 497.20477294921875, 0.4666142165660858]","[831.6343994140625, 626.5239868164062, 0.3021782338619232]","[834.69140625, 469.77655029296875, 0.312075138092041]","[813.46044921875, 624.6300659179688, 0.23769868910312653]","[813.4454345703125, 480.32330322265625, 0.17279183864593506]","[0.18318021809591142, -0.45232109322716535, -0.1600921406470511]","[-1.1512243161824443, -22.567340582401158, 2.0113314360789607]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000008_RGB.png,"[512.5069580078125, 549.0147705078125, 0.6056109070777893]","[498.3712463378906, 564.98388671875, 0.7427570223808289]","[497.36761474609375, 536.6676635742188, 0.6609789133071899]","[511.85888671875, 583.3450927734375, 0.7474355101585388]","[511.0992126464844, 519.0475463867188, 0.6412569284439087]","[572.3482055664062, 611.5304565429688, 0.6708644032478333]","[571.6721801757812, 480.3461608886719, 0.7647674679756165]","[662.4540405273438, 630.74658203125, 0.5558005571365356]","[651.7591552734375, 459.9215087890625, 0.5127303004264832]","[722.7056274414062, 609.2299194335938, 0.3936030864715576]","[716.631103515625, 477.2533874511719, 0.5795363187789917]","[793.693359375, 592.9808959960938, 0.5069481134414673]","[794.3328247070312, 496.4639892578125, 0.4924458861351013]","[833.2877807617188, 625.9461059570312, 0.3264268934726715]","[836.3200073242188, 469.1669921875, 0.31596675515174866]","[812.5602416992188, 626.2564697265625, 0.25382912158966064]","[812.3584594726562, 480.4399108886719, 0.15669392049312592]","[0.13111027973092967, -0.47698983689738833, -0.15342726504535864]","[-1.1501819050572744, -22.567054267476156, 2.0138393398762706]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000009_RGB.png,"[511.3805236816406, 549.2262573242188, 0.5826117396354675]","[497.4335021972656, 565.1749877929688, 0.7566711902618408]","[496.3958435058594, 536.7767333984375, 0.6581975817680359]","[511.4914855957031, 583.187255859375, 0.7391964197158813]","[510.99566650390625, 518.8040771484375, 0.6427185535430908]","[571.6951904296875, 612.06103515625, 0.667029082775116]","[571.8121337890625, 479.93719482421875, 0.7703429460525513]","[663.5075073242188, 630.8119506835938, 0.5622888207435608]","[652.4632568359375, 459.8125, 0.5157442092895508]","[721.4744873046875, 610.0299682617188, 0.3821622133255005]","[716.2756958007812, 477.380615234375, 0.5652777552604675]","[795.4346313476562, 592.9896240234375, 0.4964141845703125]","[795.107177734375, 497.213134765625, 0.47874313592910767]","[831.92333984375, 625.5252685546875, 0.2723727524280548]","[831.0181884765625, 477.41375732421875, 0.24019023776054382]","[812.4203491210938, 624.9654541015625, 0.24376118183135986]","[812.9357299804688, 480.435791015625, 0.17346015572547913]","[0.12029556922586716, -0.4887057101903255, -0.1625311056263487]","[-1.1475534612452443, -22.56859844629169, 2.0222986390205473]"
10,10,10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000010_RGB.png,"[512.2724609375, 549.198974609375, 0.6016924977302551]","[498.1703186035156, 565.0770263671875, 0.7443420886993408]","[497.26519775390625, 537.0079345703125, 0.6632109880447388]","[511.41094970703125, 583.4562377929688, 0.7425290942192078]","[510.7630615234375, 519.275634765625, 0.636966347694397]","[571.9212646484375, 611.935302734375, 0.6610164046287537]","[571.6603393554688, 480.5367126464844, 0.7653745412826538]","[663.5564575195312, 631.1429443359375, 0.5508597493171692]","[652.0657348632812, 460.3136291503906, 0.5130933523178101]","[721.9146728515625, 608.9737548828125, 0.3528979420661926]","[716.4921264648438, 477.7196350097656, 0.5727647542953491]","[792.1953125, 593.0556640625, 0.5228767395019531]","[784.40625, 498.8581237792969, 0.42315158247947693]","[833.21142578125, 626.4859008789062, 0.2727032005786896]","[834.2463989257812, 471.9931640625, 0.2574007511138916]","[812.2522583007812, 624.3951416015625, 0.23983773589134216]","[813.11328125, 479.7652282714844, 0.16602365672588348]","[0.06589944406001465, -0.4533594929722455, -0.24716169181234462]","[-1.154138924864793, -22.568075765378094, 2.016979697523419]"
11,11,11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000011_RGB.png,"[511.7084045410156, 549.3419189453125, 0.5865735411643982]","[497.7832336425781, 565.1767578125, 0.7493828535079956]","[496.83428955078125, 537.14111328125, 0.6592638492584229]","[511.585205078125, 583.30810546875, 0.7402127981185913]","[510.805419921875, 519.3872680664062, 0.6351528167724609]","[572.1556396484375, 611.6256713867188, 0.658754289150238]","[573.1892700195312, 482.1662902832031, 0.659885823726654]","[664.8018798828125, 631.0439453125, 0.5534349679946899]","[649.9113159179688, 459.9396667480469, 0.527508020401001]","[721.0429077148438, 609.40625, 0.36832737922668457]","[716.26318359375, 476.608154296875, 0.5627650618553162]","[792.8550415039062, 593.9382934570312, 0.513385534286499]","[793.459228515625, 497.2597961425781, 0.47933101654052734]","[831.3770141601562, 626.8460083007812, 0.2814292907714844]","[829.4988403320312, 477.3854675292969, 0.24520692229270935]","[812.7257690429688, 625.5267333984375, 0.23802323639392853]","[811.5866088867188, 479.5794372558594, 0.1476239264011383]","[-0.13982034524007464, -0.4467859539786113, -0.3520045920762847]","[-1.1505541157484445, -22.56431447921725, 2.0274512141385714]"
12,12,12,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000012_RGB.png,"[510.4322814941406, 549.0969848632812, 0.5565780401229858]","[496.5713806152344, 565.2532348632812, 0.7744670510292053]","[495.3374938964844, 536.5512084960938, 0.6581749320030212]","[511.31488037109375, 583.1650390625, 0.7342049479484558]","[510.2772521972656, 519.0997924804688, 0.6250356435775757]","[572.0222778320312, 611.5679321289062, 0.6495556235313416]","[572.57470703125, 483.0290832519531, 0.6650756001472473]","[662.5200805664062, 631.7335815429688, 0.546128511428833]","[650.68212890625, 460.2279052734375, 0.5232235193252563]","[721.501708984375, 607.8153686523438, 0.3487842381000519]","[716.4342651367188, 477.2146301269531, 0.5515704154968262]","[795.2825927734375, 592.908203125, 0.49778303503990173]","[795.0797119140625, 497.15106201171875, 0.4748770296573639]","[831.7297973632812, 626.4677734375, 0.2685169279575348]","[831.4727783203125, 472.7920837402344, 0.2399294078350067]","[811.6482543945312, 624.9219970703125, 0.22320492565631866]","[812.4071655273438, 479.7618103027344, 0.15895597636699677]","[-0.8789257723098971, -0.5611541804450633, -0.6475161809612189]","[-1.1327317744690066, -22.57594934222425, 1.9917195977817546]"
13,13,13,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000013_RGB.png,"[511.2200622558594, 549.3954467773438, 0.5504371523857117]","[496.99383544921875, 565.5071411132812, 0.7711449265480042]","[495.97821044921875, 537.0503540039062, 0.6576119065284729]","[511.2423400878906, 583.0921630859375, 0.731489896774292]","[510.7392272949219, 518.9443359375, 0.6383237838745117]","[571.8396606445312, 611.20751953125, 0.6421080231666565]","[573.0134887695312, 482.2066345214844, 0.6620737910270691]","[661.7932739257812, 631.8360595703125, 0.539044201374054]","[650.8682250976562, 459.7182312011719, 0.5164968967437744]","[720.9246215820312, 608.1068725585938, 0.34502077102661133]","[715.9828491210938, 477.4173889160156, 0.5549947619438171]","[793.0687255859375, 593.3440551757812, 0.5092950463294983]","[784.815185546875, 499.8052673339844, 0.4146057665348053]","[832.8826904296875, 626.8326416015625, 0.275275856256485]","[832.3677978515625, 473.082763671875, 0.2521110773086548]","[812.386474609375, 624.6697998046875, 0.24279050529003143]","[812.9624633789062, 479.6338806152344, 0.16626912355422974]","[-1.5799357548544741, -0.6627189395291481, -0.8927840718686253]","[-1.1385692648109054, -22.56940977931669, 2.002781287061102]"
14,14,14,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000014_RGB.png,"[512.2027587890625, 549.5347900390625, 0.5558428168296814]","[497.699462890625, 565.5150146484375, 0.7587931752204895]","[497.4912109375, 537.6113891601562, 0.6590176224708557]","[510.7135009765625, 583.0889892578125, 0.7299475073814392]","[511.0745544433594, 519.7030639648438, 0.6320593357086182]","[571.9171752929688, 611.4136352539062, 0.6457219123840332]","[573.186279296875, 482.712158203125, 0.684520959854126]","[661.2147216796875, 631.7241821289062, 0.5315383672714233]","[651.3969116210938, 458.9272766113281, 0.5355993509292603]","[722.2353515625, 608.895751953125, 0.3425624966621399]","[716.3362426757812, 477.6184997558594, 0.5388057231903076]","[783.79296875, 591.4335327148438, 0.4168468713760376]","[782.5693359375, 500.28375244140625, 0.4351687431335449]","[830.14599609375, 626.4134521484375, 0.26574841141700745]","[829.7905883789062, 473.0466003417969, 0.23845413327217102]","[811.9265747070312, 624.5419311523438, 0.22330178320407867]","[812.08251953125, 480.4510192871094, 0.15304161608219147]","[-1.8068712521264712, -0.693986019897631, -0.9797208372423195]","[-1.145685654625799, -22.551367681467944, 2.009775353040551]"
15,15,15,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/free_1_ID05/RGB/000015_RGB.png,"[512.696044921875, 548.93603515625, 0.5476411581039429]","[497.8421325683594, 565.3148803710938, 0.7479846477508545]","[497.3658447265625, 537.2457275390625, 0.6787728071212769]","[510.4662170410156, 583.2412719726562, 0.7262779474258423]","[510.1784362792969, 519.8084716796875, 0.6222400069236755]","[571.8128662109375, 611.4559326171875, 0.6315810680389404]","[572.88623046875, 482.17626953125, 0.6644084453582764]","[659.8768920898438, 632.0906982421875, 0.5200089812278748]","[652.6570434570312, 459.0127258300781, 0.5159673690795898]","[722.173828125, 610.0425415039062, 0.35613322257995605]","[716.5516357421875, 478.5234680175781, 0.5434761643409729]","[792.3978881835938, 593.770751953125, 0.5151032209396362]","[792.5415649414062, 498.9559020996094, 0.4915214478969574]","[833.0543823242188, 626.4238891601562, 0.2567256987094879]","[835.2291870117188, 470.07476806640625, 0.28525227308273315]","[810.30908203125, 625.204345703125, 0.21447287499904633]","[812.1215209960938, 479.3341064453125, 0.1447891741991043]","[-3.397779755269334, -0.9550006095445525, -2.2189698272615095]","[-1.1527421966911389, -22.54965940241847, 2.032166045552971]"
