,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000000_RGB.png,"[528.4356079101562, 544.1437377929688, 0.5692014694213867]","[515.767822265625, 558.2637329101562, 0.5837769508361816]","[514.9606323242188, 529.6323852539062, 0.6758596301078796]","[529.507080078125, 571.6336669921875, 0.6950314044952393]","[530.2675170898438, 506.138916015625, 0.5520591735839844]","[600.0820922851562, 603.8372802734375, 0.7464138269424438]","[609.4741821289062, 470.2640686035156, 0.612985372543335]","[712.16015625, 599.147705078125, 0.5734754204750061]","[710.8531494140625, 466.8989562988281, 0.7877993583679199]","[760.7763061523438, 571.10009765625, 0.3466567397117615]","[782.4384765625, 497.3106689453125, 0.45568138360977173]","[772.4711303710938, 568.9863891601562, 0.47008466720581055]","[776.6282348632812, 493.2145080566406, 0.4806596040725708]","[812.799072265625, 594.0940551757812, 0.513525664806366]","[828.141357421875, 488.47369384765625, 0.43794187903404236]","[821.786865234375, 556.3574829101562, 0.16887620091438293]","[832.0081787109375, 499.4190673828125, 0.2204722762107849]","[2.3641388015738185, 0.37377039322847866, 3.0787142687277895]","[-0.23321785690314828, 1.6779712807626326, 0.3440142678685369]"
1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000001_RGB.png,"[528.5408325195312, 544.3796997070312, 0.5698519945144653]","[515.7963256835938, 558.3571166992188, 0.5838814377784729]","[514.9417114257812, 529.8916625976562, 0.6805391311645508]","[529.3529052734375, 571.4678344726562, 0.6975577473640442]","[529.6510009765625, 506.4899597167969, 0.5567278861999512]","[599.2116088867188, 603.8056030273438, 0.7529506683349609]","[608.5972900390625, 469.82275390625, 0.6381504535675049]","[711.1206665039062, 599.266357421875, 0.5396885871887207]","[710.10791015625, 466.75537109375, 0.7907500267028809]","[757.6181030273438, 579.4256591796875, 0.3770228922367096]","[781.723876953125, 497.78375244140625, 0.48526373505592346]","[772.9854125976562, 568.655029296875, 0.46741119027137756]","[777.3031005859375, 491.7559509277344, 0.468678742647171]","[812.6612548828125, 595.8263549804688, 0.537132203578949]","[827.9633178710938, 488.8561096191406, 0.42765679955482483]","[820.9832763671875, 557.382568359375, 0.163026824593544]","[831.2393188476562, 500.0842590332031, 0.21902881562709808]","[2.383868117640396, 0.26167454577949634, 3.0104570516741718]","[-0.21165788835587235, 1.6796566685210457, 0.35407388415317237]"
2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000002_RGB.png,"[528.138916015625, 544.2720336914062, 0.5779617428779602]","[515.6370239257812, 558.3910522460938, 0.5872485637664795]","[514.78369140625, 529.65234375, 0.683469295501709]","[528.8824462890625, 571.55419921875, 0.6750397086143494]","[529.0593872070312, 506.3956298828125, 0.5472747683525085]","[598.7023315429688, 604.5518798828125, 0.7203415036201477]","[607.2595825195312, 469.1504211425781, 0.6679327487945557]","[705.8077392578125, 601.23681640625, 0.5185735821723938]","[705.542724609375, 463.3713684082031, 0.74003005027771]","[752.0460205078125, 585.9351196289062, 0.4134618639945984]","[780.6508178710938, 493.9334411621094, 0.4444279074668884]","[770.722412109375, 569.61669921875, 0.4757339060306549]","[776.6910400390625, 491.8044128417969, 0.47934967279434204]","[812.8385009765625, 596.3795166015625, 0.49785542488098145]","[828.0835571289062, 487.721923828125, 0.34717845916748047]","[820.835205078125, 557.4273681640625, 0.13522739708423615]","[831.8666381835938, 499.8172302246094, 0.18655554950237274]","[2.2955967820051306, 0.1621342738203673, 3.070127203458151]","[-0.17975749204904976, 1.7333094375541152, 0.3815552909546688]"
3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000003_RGB.png,"[527.78759765625, 543.6901245117188, 0.5482006669044495]","[514.9302368164062, 557.6887817382812, 0.5606257319450378]","[514.3338623046875, 529.1272583007812, 0.6704571843147278]","[528.2838745117188, 571.3397216796875, 0.6747074723243713]","[528.934814453125, 506.5511474609375, 0.5480294227600098]","[599.3773193359375, 605.310546875, 0.7133681774139404]","[608.0813598632812, 469.9754638671875, 0.6594158411026001]","[708.8695678710938, 604.5382080078125, 0.6427755951881409]","[706.5869140625, 463.5596008300781, 0.7700662612915039]","[751.3220825195312, 585.406494140625, 0.39835992455482483]","[782.0428466796875, 497.2435302734375, 0.4714478850364685]","[771.674560546875, 568.7487182617188, 0.4379282295703888]","[777.781494140625, 490.45318603515625, 0.4345305860042572]","[816.0255126953125, 592.292236328125, 0.4947558343410492]","[828.0462036132812, 488.6734313964844, 0.36711591482162476]","[820.4113159179688, 555.5374145507812, 0.13842031359672546]","[830.7731323242188, 502.0820617675781, 0.19839781522750854]","[2.04651025530426, 0.09419348268401538, 3.2858915296871407]","[-0.16591978106972266, 1.7274048537643725, 0.3896158005824637]"
4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000004_RGB.png,"[527.9246215820312, 545.140869140625, 0.6004029512405396]","[514.9308471679688, 558.6981201171875, 0.6045793294906616]","[514.8186645507812, 530.370849609375, 0.7020823955535889]","[527.8229370117188, 571.3511352539062, 0.6641307473182678]","[529.3475952148438, 506.95159912109375, 0.565803587436676]","[597.7100830078125, 604.1016235351562, 0.7299742102622986]","[607.1248779296875, 469.68072509765625, 0.670655369758606]","[704.3912353515625, 604.0014038085938, 0.6675394773483276]","[705.0730590820312, 462.78692626953125, 0.74222731590271]","[752.628662109375, 585.5829467773438, 0.39269495010375977]","[781.2348022460938, 495.7879333496094, 0.4580320119857788]","[771.9192504882812, 569.5272827148438, 0.4626176357269287]","[778.82568359375, 490.1214294433594, 0.4229506850242615]","[813.7415771484375, 595.1773681640625, 0.5028364658355713]","[827.2625732421875, 488.0523681640625, 0.31836336851119995]","[820.513671875, 557.0890502929688, 0.1486695259809494]","[830.6397705078125, 502.10150146484375, 0.20854543149471283]","[1.7625964333510247, 0.15613381600166717, 3.4381853485559963]","[-0.15929695205936975, 1.7086687300829224, 0.40803600116889094]"
5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000005_RGB.png,"[527.543701171875, 545.0195922851562, 0.5941972136497498]","[515.0886840820312, 558.3237915039062, 0.601011335849762]","[514.6783447265625, 530.15869140625, 0.7061058878898621]","[527.7372436523438, 570.8632202148438, 0.692723274230957]","[529.2324829101562, 506.4561462402344, 0.5551202297210693]","[597.6563720703125, 603.5220336914062, 0.7662816047668457]","[607.2483520507812, 469.28082275390625, 0.6574012637138367]","[708.7391357421875, 607.646728515625, 0.7081515789031982]","[706.1704711914062, 463.3572998046875, 0.7242994904518127]","[754.3370971679688, 581.9845581054688, 0.393758624792099]","[779.6490478515625, 496.0018310546875, 0.42858806252479553]","[775.7105712890625, 570.982421875, 0.45342710614204407]","[780.70166015625, 491.5991516113281, 0.43908530473709106]","[816.8657836914062, 588.6278686523438, 0.5240032076835632]","[825.675048828125, 486.84423828125, 0.3333926200866699]","[821.2440185546875, 556.442138671875, 0.1399679183959961]","[831.1211547851562, 500.9856262207031, 0.18462532758712769]","[1.6059282700202684, 0.21756794198009302, 3.498028116217606]","[-0.15689994642124624, 1.8946367439035083, 0.4200377495516795]"
6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000006_RGB.png,"[528.5028076171875, 545.3148803710938, 0.6384317874908447]","[515.6577758789062, 558.6944580078125, 0.5940507054328918]","[515.528564453125, 530.5455932617188, 0.7035577893257141]","[527.8014526367188, 571.044677734375, 0.6945947408676147]","[529.6690063476562, 506.3925476074219, 0.5609208345413208]","[596.986083984375, 605.2216796875, 0.7471563816070557]","[606.8102416992188, 468.92474365234375, 0.6660050749778748]","[709.541748046875, 610.4319458007812, 0.7074083089828491]","[704.8964233398438, 462.355224609375, 0.706356942653656]","[752.3246459960938, 582.382568359375, 0.40396660566329956]","[778.6242065429688, 496.1090087890625, 0.43560492992401123]","[773.826416015625, 569.1768188476562, 0.4632780849933624]","[779.0560302734375, 489.78900146484375, 0.44901204109191895]","[816.8075561523438, 590.900634765625, 0.5258012413978577]","[826.3048706054688, 488.43756103515625, 0.38064664602279663]","[820.4808349609375, 557.9490356445312, 0.14143827557563782]","[829.9677124023438, 501.69677734375, 0.21151632070541382]","[1.4792944388431233, 0.09562417820969979, 3.5437359400088755]","[-0.15945058147539679, 1.9081620037064027, 0.41989474379325137]"
7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000007_RGB.png,"[528.4038696289062, 547.440185546875, 0.654658317565918]","[515.9625854492188, 560.0946655273438, 0.6563831567764282]","[515.7725830078125, 532.6017456054688, 0.730582594871521]","[527.1966552734375, 571.114501953125, 0.682183027267456]","[529.45458984375, 507.0854187011719, 0.573844850063324]","[596.51953125, 603.6685791015625, 0.7442491054534912]","[607.970703125, 470.4485778808594, 0.6521714925765991]","[704.2218017578125, 611.498779296875, 0.6903716921806335]","[705.6082153320312, 462.3462829589844, 0.708103597164154]","[748.302734375, 587.7478637695312, 0.4067825376987457]","[776.6055908203125, 496.35296630859375, 0.4039742648601532]","[771.4823608398438, 569.314208984375, 0.45360901951789856]","[777.5198974609375, 492.0815734863281, 0.46024104952812195]","[814.31494140625, 593.1052856445312, 0.5229926705360413]","[826.1444091796875, 488.4586486816406, 0.3885873854160309]","[819.9287719726562, 560.0496215820312, 0.1370597779750824]","[829.4027709960938, 500.2682800292969, 0.20268750190734863]","[1.6144806607108722, -0.12212451419213038, 3.8467807109990964]","[-0.17303369602777754, 1.9237870238538612, 0.4134900899550727]"
8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000008_RGB.png,"[528.111083984375, 547.5778198242188, 0.641470730304718]","[515.7318725585938, 560.4544677734375, 0.6627753973007202]","[515.2457885742188, 532.8511962890625, 0.7304144501686096]","[526.7509155273438, 571.0283203125, 0.6787528991699219]","[528.7965087890625, 506.6563720703125, 0.5612441301345825]","[596.3883666992188, 602.676025390625, 0.7516768574714661]","[608.2915649414062, 470.0055236816406, 0.6499378681182861]","[706.3539428710938, 612.31201171875, 0.6968345046043396]","[707.148193359375, 463.0047912597656, 0.7132909297943115]","[747.8757934570312, 585.765380859375, 0.43469658493995667]","[773.9113159179688, 497.6214904785156, 0.3811275064945221]","[771.7970581054688, 569.5927734375, 0.4453778862953186]","[777.475830078125, 491.56390380859375, 0.44022464752197266]","[811.3397827148438, 593.6504516601562, 0.516717255115509]","[825.33740234375, 488.3655700683594, 0.4011874198913574]","[818.36181640625, 559.7052612304688, 0.12627340853214264]","[828.4303588867188, 500.6023254394531, 0.20062291622161865]","[1.651504941967349, -0.21432479961531228, 4.043888535680694]","[-0.19348926246383133, 1.930653942932356, 0.40745051057823256]"
9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000009_RGB.png,"[527.67138671875, 547.7308959960938, 0.6278107166290283]","[515.5867309570312, 560.5697021484375, 0.6718379259109497]","[515.0093994140625, 533.0865478515625, 0.7385018467903137]","[526.8927612304688, 571.1687622070312, 0.6725167632102966]","[528.7203979492188, 507.0108642578125, 0.5684375166893005]","[595.6749267578125, 602.9163818359375, 0.7324747443199158]","[609.11474609375, 470.5484924316406, 0.6307359933853149]","[705.911865234375, 613.946533203125, 0.6826947927474976]","[709.1195068359375, 462.8600158691406, 0.7202268242835999]","[747.5388793945312, 586.2758178710938, 0.4454340636730194]","[773.0320434570312, 501.1380310058594, 0.38997623324394226]","[771.4521484375, 570.7354736328125, 0.47725263237953186]","[776.8704833984375, 492.1797790527344, 0.4529358446598053]","[813.18310546875, 594.4842529296875, 0.5029290318489075]","[826.0081176757812, 489.6287841796875, 0.39820268750190735]","[818.616455078125, 558.7486572265625, 0.12855350971221924]","[828.583740234375, 502.45068359375, 0.1974472850561142]","[1.839336558105381, -0.7611279928809179, 5.432455773661911]","[-0.19982508984688344, 1.9218902284884103, 0.3824188939112537]"
