,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000000_RGB.png,"[511.2575378417969, 552.7774658203125, 0.5345847606658936]","[499.10333251953125, 567.9003295898438, 0.6515411734580994]","[497.6560363769531, 538.9610595703125, 0.5668249726295471]","[515.129638671875, 586.7817993164062, 0.7332040071487427]","[514.37939453125, 519.677734375, 0.6705501675605774]","[571.3008422851562, 615.694580078125, 0.7613637447357178]","[573.0606079101562, 479.46453857421875, 0.7406290173530579]","[676.541748046875, 633.5275268554688, 0.5319216251373291]","[655.8408813476562, 463.7821960449219, 0.5136846899986267]","[723.5099487304688, 609.1289672851562, 0.43151530623435974]","[720.1785278320312, 482.36895751953125, 0.5291683673858643]","[802.4916381835938, 597.6333618164062, 0.416406512260437]","[799.8981323242188, 498.5193176269531, 0.44474461674690247]","[826.5086669921875, 618.8348388671875, 0.26055148243904114]","[834.0240478515625, 472.8206787109375, 0.292208194732666]","[816.9150390625, 613.5357666015625, 0.19738687574863434]","[820.2200317382812, 479.0577697753906, 0.20953844487667084]","[0.6163600782391565, 0.19850653349369773, 0.0791859045545837]","[1.9534706430768307, -23.094142115501416, -0.07705362840896826]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000001_RGB.png,"[508.55487060546875, 553.2177124023438, 0.4728444516658783]","[496.3044738769531, 568.5565795898438, 0.657863974571228]","[494.3824768066406, 538.898681640625, 0.5053492188453674]","[514.2640991210938, 587.4321899414062, 0.7167721390724182]","[512.5858764648438, 519.827880859375, 0.6334375143051147]","[571.9796142578125, 615.9134521484375, 0.7767270803451538]","[572.6693115234375, 479.1346740722656, 0.736499547958374]","[679.9483032226562, 633.040771484375, 0.48220664262771606]","[659.2615966796875, 463.86029052734375, 0.4796864092350006]","[723.5665283203125, 608.0376586914062, 0.430022269487381]","[721.450927734375, 482.9864807128906, 0.5392256379127502]","[803.7570190429688, 599.1826782226562, 0.3798075318336487]","[801.3560180664062, 498.2491149902344, 0.41905441880226135]","[822.5635986328125, 623.80224609375, 0.2716214656829834]","[832.8739624023438, 471.45147705078125, 0.2893866002559662]","[817.3479614257812, 613.7089233398438, 0.1793147325515747]","[822.3855590820312, 478.1674499511719, 0.2053624540567398]","[0.7220887806772344, 0.16086880528101238, 0.11046505754925995]","[1.8897842405244205, -23.07362613270287, -0.02850598641378303]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000002_RGB.png,"[509.5677795410156, 553.4251708984375, 0.49309760332107544]","[497.2237854003906, 568.708740234375, 0.6406152248382568]","[495.3137512207031, 539.1478881835938, 0.5053756237030029]","[514.7874145507812, 587.4076538085938, 0.7117043137550354]","[513.2705688476562, 520.03076171875, 0.6401403546333313]","[571.5078735351562, 615.9271850585938, 0.7711716294288635]","[572.6321411132812, 479.1204833984375, 0.7425915002822876]","[678.5601196289062, 632.8671264648438, 0.5096539258956909]","[653.7505493164062, 464.7952575683594, 0.5664493441581726]","[722.8618774414062, 607.2184448242188, 0.43139851093292236]","[721.1636352539062, 483.1483154296875, 0.5442264676094055]","[804.3428955078125, 598.5458374023438, 0.36546269059181213]","[801.661865234375, 497.9781494140625, 0.41424325108528137]","[825.5120849609375, 618.6118774414062, 0.24387264251708984]","[834.6146240234375, 469.9407653808594, 0.2790904641151428]","[816.6007080078125, 612.3922119140625, 0.18913257122039795]","[821.4697875976562, 478.0411376953125, 0.21422724425792694]","[0.7683110735627215, 0.12174106431019274, 0.09635695721821368]","[1.9043295766377117, -23.089622785277417, -0.03982576835377533]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000003_RGB.png,"[508.9736633300781, 553.8519897460938, 0.4614839255809784]","[496.7164611816406, 569.1719360351562, 0.6377696394920349]","[494.8348388671875, 539.4464721679688, 0.5285203456878662]","[514.5950317382812, 587.6583862304688, 0.7131978273391724]","[513.0418090820312, 519.7841186523438, 0.639193058013916]","[571.9674682617188, 615.588134765625, 0.7745376825332642]","[572.5775146484375, 478.83758544921875, 0.7374089956283569]","[678.6358032226562, 632.3720092773438, 0.5120635628700256]","[659.363037109375, 464.1034240722656, 0.46759092807769775]","[723.78466796875, 608.70654296875, 0.4233585000038147]","[721.4627685546875, 482.89495849609375, 0.5231562256813049]","[802.5528564453125, 597.9827880859375, 0.3952142298221588]","[799.7681274414062, 498.0519104003906, 0.4349295496940613]","[809.4774780273438, 618.4722900390625, 0.23853185772895813]","[833.30859375, 470.6982727050781, 0.29289939999580383]","[816.6246337890625, 613.84619140625, 0.1955472230911255]","[821.6812133789062, 478.1816711425781, 0.20433409512043]","[0.7264666300805669, 0.08499789629100775, 0.08568461209813358]","[1.8923768426214727, -23.118236644184442, -0.04402724313097162]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000004_RGB.png,"[509.2752380371094, 553.970703125, 0.4593530297279358]","[496.9881286621094, 569.0435791015625, 0.6379988789558411]","[495.1014709472656, 539.8086547851562, 0.5362809300422668]","[514.398193359375, 587.2260131835938, 0.728831946849823]","[512.8216552734375, 520.2556762695312, 0.6137382388114929]","[571.8616333007812, 615.4349365234375, 0.7692874073982239]","[574.1492919921875, 482.38336181640625, 0.6562106013298035]","[676.85205078125, 632.6243896484375, 0.5285220742225647]","[656.6016235351562, 464.1217346191406, 0.4932849705219269]","[723.8646850585938, 607.6925659179688, 0.4299868643283844]","[721.0142211914062, 482.26171875, 0.5172321200370789]","[803.5906372070312, 597.25146484375, 0.3958502411842346]","[800.5916748046875, 498.2063293457031, 0.4364590048789978]","[825.5438232421875, 624.6222534179688, 0.2628471255302429]","[833.2664794921875, 472.6255798339844, 0.27311283349990845]","[816.359130859375, 614.3033447265625, 0.19421011209487915]","[819.8676147460938, 479.04327392578125, 0.19495253264904022]","[0.3629783459048454, 0.03836615307492683, 0.01963209136260181]","[1.9447555969722405, -23.138737200771438, -0.08548446897142832]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000005_RGB.png,"[510.99542236328125, 553.679443359375, 0.5048669576644897]","[498.95989990234375, 568.5780029296875, 0.6391113996505737]","[496.9320068359375, 539.6008911132812, 0.5245257616043091]","[515.05078125, 586.843017578125, 0.7308674454689026]","[513.945556640625, 520.0379028320312, 0.6415533423423767]","[571.8573608398438, 615.1333618164062, 0.7672274112701416]","[574.0765991210938, 482.9043884277344, 0.684951663017273]","[673.685546875, 632.8845825195312, 0.5514451861381531]","[657.1223754882812, 463.8589782714844, 0.48828262090682983]","[722.5901489257812, 609.5286865234375, 0.41972050070762634]","[720.678466796875, 482.7499694824219, 0.5042295455932617]","[800.54150390625, 596.923828125, 0.42239683866500854]","[797.4430541992188, 498.9918518066406, 0.46554121375083923]","[813.508544921875, 618.40380859375, 0.2203933149576187]","[832.562744140625, 478.5444641113281, 0.26032912731170654]","[817.382568359375, 614.135009765625, 0.18918301165103912]","[820.5235595703125, 479.5172424316406, 0.19651848077774048]","[0.07223687233936564, 0.002825330968538612, 0.026214030370977796]","[1.960714107946279, -23.14216931512403, -0.10111005120708444]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000006_RGB.png,"[512.0287475585938, 553.5706176757812, 0.5218027234077454]","[500.4342956542969, 568.3845825195312, 0.6208685040473938]","[498.33966064453125, 539.5560913085938, 0.5224157571792603]","[515.7488403320312, 586.8782958984375, 0.7286183834075928]","[515.5945434570312, 519.7369995117188, 0.6671954989433289]","[571.491455078125, 615.353271484375, 0.7632851600646973]","[572.817626953125, 480.2530822753906, 0.7319809198379517]","[674.4762573242188, 632.2763671875, 0.5398270487785339]","[658.96533203125, 463.3504943847656, 0.4696178734302521]","[722.6048583984375, 607.9081420898438, 0.40592288970947266]","[721.277587890625, 482.819580078125, 0.520423412322998]","[800.3663330078125, 597.1837158203125, 0.41346248984336853]","[798.4417114257812, 499.3332824707031, 0.4528317153453827]","[825.9572143554688, 624.573974609375, 0.26665613055229187]","[832.7921142578125, 478.6162414550781, 0.2485969066619873]","[817.1869506835938, 613.9798583984375, 0.18317992985248566]","[822.1967163085938, 479.39617919921875, 0.18838998675346375]","[-0.22558518140448947, -0.02926422277127963, -0.009768595371768607]","[1.9648216494762971, -23.142355097907828, -0.106914686103446]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000007_RGB.png,"[512.0015258789062, 553.5801391601562, 0.5232846736907959]","[500.22314453125, 568.389892578125, 0.6308292150497437]","[498.2375793457031, 539.6781005859375, 0.5241216421127319]","[515.1441040039062, 586.8067016601562, 0.7337509989738464]","[514.9177856445312, 520.0836791992188, 0.6526464223861694]","[571.4520874023438, 615.1921997070312, 0.7646364569664001]","[574.3313598632812, 483.4610900878906, 0.6911239624023438]","[675.503662109375, 632.034912109375, 0.5486754179000854]","[658.1834106445312, 464.6163330078125, 0.47640103101730347]","[723.3739624023438, 608.4141845703125, 0.4200442135334015]","[721.781494140625, 483.0064392089844, 0.5444641709327698]","[800.9141845703125, 596.7258911132812, 0.41647985577583313]","[798.2630004882812, 498.6080017089844, 0.4701107442378998]","[827.5728149414062, 619.5390625, 0.260148823261261]","[833.5147094726562, 473.5310363769531, 0.26776036620140076]","[817.317138671875, 613.7528076171875, 0.18566422164440155]","[822.14794921875, 479.812744140625, 0.1986471563577652]","[-0.674369768971694, -0.07466796293288545, 0.035777020098792404]","[1.9332875071405977, -23.1225749205944, -0.07839838546166261]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000008_RGB.png,"[510.2894287109375, 554.114990234375, 0.466383695602417]","[498.0694274902344, 569.1752319335938, 0.6332082748413086]","[496.375, 539.97998046875, 0.536794900894165]","[514.6052856445312, 587.0830688476562, 0.7260553240776062]","[513.8162231445312, 520.1780395507812, 0.6281113028526306]","[571.5126342773438, 615.6181640625, 0.7617097496986389]","[574.0365600585938, 482.394775390625, 0.6707755327224731]","[676.481201171875, 632.5939331054688, 0.543917715549469]","[657.8656005859375, 464.9118957519531, 0.4628356695175171]","[723.5800170898438, 608.04833984375, 0.4133840501308441]","[721.6486206054688, 483.2564697265625, 0.5295645594596863]","[802.7984619140625, 597.3563232421875, 0.39442363381385803]","[800.1978149414062, 498.2847900390625, 0.4370220899581909]","[811.5, 618.6852416992188, 0.22831249237060547]","[833.2846069335938, 472.88043212890625, 0.2868635356426239]","[816.3726806640625, 614.5645751953125, 0.20242376625537872]","[820.8934326171875, 478.9506530761719, 0.20683634281158447]","[-1.126618765276415, -0.1007661832047358, 0.11102479495739713]","[1.927644266544729, -23.118089331464247, -0.07310652126215737]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_1_ID05/RGB/000009_RGB.png,"[510.35009765625, 554.2047729492188, 0.4629751443862915]","[498.0872802734375, 569.36962890625, 0.6294605731964111]","[496.47259521484375, 540.3616943359375, 0.5526465773582458]","[514.1110229492188, 587.26416015625, 0.7206115126609802]","[513.6201171875, 520.463623046875, 0.6045467853546143]","[571.3947143554688, 615.4432983398438, 0.7612006664276123]","[574.3674926757812, 482.5018005371094, 0.6736826300621033]","[675.3489379882812, 632.8211059570312, 0.5400845408439636]","[658.2797241210938, 464.6369323730469, 0.4937474727630615]","[722.222900390625, 607.766845703125, 0.4101176857948303]","[721.9492797851562, 483.07501220703125, 0.5472596883773804]","[801.3310546875, 598.5266723632812, 0.40279391407966614]","[798.186767578125, 499.0730895996094, 0.4585339426994324]","[826.909423828125, 625.0187377929688, 0.2594900131225586]","[838.6154174804688, 470.3150329589844, 0.34819868206977844]","[817.3960571289062, 613.5790405273438, 0.1823851317167282]","[823.1077270507812, 478.0576477050781, 0.20189891755580902]","[-1.2394520434328589, -0.08662646017111664, 0.1380166555258878]","[1.9341134593342553, -23.12235594654388, -0.08265948256086224]"
