,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000000_RGB.png,"[972.0, 528.0, 1.0]","[996.0000000000001, 510.0, 1.0]","[954.0, 504.0, 1.0]","[1038.0, 510.0, 1.0]","[918.0, 504.0, 1.0]","[1080.0, 606.0, 1.0]","[858.0, 612.0, 1.0]","[1134.0, 774.0, 1.0]","[822.0, 774.0, 1.0]","[1092.0, 876.0, 1.0]","[852.0, 870.0, 1.0]","[1050.0, 918.0, 1.0]","[893.9999999999999, 906.0, 1.0]","[1038.0, 1038.0, 0.0]","[912.0, 1038.0, 0.0]","[1104.0, 900.0, 0.0]","[924.0, 1008.0, 0.0]","[21.730158344172185, 2.5440117911322577, -2.217583272312042]","[4.050683885713763, -7.006463391107303, -1.3412390896994526]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000001_RGB.png,"[978.0, 534.0, 1.0]","[1002.0, 510.0, 1.0]","[954.0, 510.0, 1.0]","[1032.0, 516.0, 1.0]","[918.0, 510.0, 1.0]","[1086.0, 612.0, 1.0]","[852.0, 618.0, 1.0]","[1134.0, 780.0, 1.0]","[810.0, 774.0, 1.0]","[1098.0, 882.0, 1.0]","[852.0, 864.0, 1.0]","[1050.0, 912.0, 1.0]","[888.0, 912.0, 1.0]","[1086.0, 1026.0, 0.0]","[864.0, 1080.0, 0.0]","[1176.0, 1080.0, 0.0]","[900.0, 912.0, 0.0]","[23.725785814382583, 2.651334265178266, -2.431231301881765]","[4.302494479943127, -6.20223023001814, -1.7128450403816398]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000002_RGB.png,"[972.0, 540.0, 1.0]","[996.0000000000001, 516.0, 1.0]","[948.0, 510.0, 1.0]","[1032.0, 510.0, 1.0]","[912.0, 510.0, 1.0]","[1080.0, 612.0, 1.0]","[852.0, 624.0, 1.0]","[1128.0, 780.0, 1.0]","[810.0, 768.0, 1.0]","[1092.0, 882.0, 1.0]","[864.0, 870.0, 1.0]","[1038.0, 924.0, 1.0]","[882.0, 912.0, 1.0]","[1092.0, 1020.0, 0.0]","[906.0, 1038.0, 0.0]","[1098.0, 900.0, 0.0]","[918.0, 1013.9999999999999, 0.0]","[25.83603188161947, 2.71549543515681, -2.6463946512133147]","[3.27153200969756, -5.337692706905229, -1.510747167255886]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000003_RGB.png,"[972.0, 546.0, 1.0]","[1002.0, 516.0, 1.0]","[948.0, 516.0, 1.0]","[1032.0, 516.0, 1.0]","[912.0, 510.0, 1.0]","[1080.0, 612.0, 1.0]","[852.0, 624.0, 1.0]","[1134.0, 774.0, 1.0]","[810.0, 768.0, 1.0]","[1092.0, 876.0, 1.0]","[864.0, 870.0, 1.0]","[1038.0, 930.0, 1.0]","[882.0, 918.0, 1.0]","[1092.0, 1020.0, 0.0]","[900.0, 1032.0, 0.0]","[1026.0, 1008.0, 0.0]","[918.0, 1008.0, 0.0]","[28.46118464233796, 2.863627520309453, -2.96184988692057]","[2.930949010912604, -4.797186879206509, -1.4327925218068005]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000004_RGB.png,"[972.0, 552.0, 1.0]","[996.0000000000001, 528.0, 1.0]","[948.0, 522.0, 1.0]","[1032.0, 516.0, 1.0]","[912.0, 510.0, 1.0]","[1080.0, 618.0, 1.0]","[852.0, 618.0, 1.0]","[1128.0, 780.0, 1.0]","[804.0, 774.0, 1.0]","[1092.0, 882.0, 1.0]","[852.0, 870.0, 1.0]","[1038.0, 930.0, 1.0]","[882.0, 918.0, 1.0]","[1086.0, 1032.0, 0.0]","[900.0, 1038.0, 0.0]","[1146.0, 924.0, 0.0]","[906.0, 1008.0, 0.0]","[29.623038243061007, 3.0273193427905705, -3.1198843369962055]","[1.2568028329151624, -3.4566873167316645, -0.6201600636493619]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000005_RGB.png,"[978.0, 552.0, 1.0]","[1002.0, 528.0, 1.0]","[954.0, 522.0, 1.0]","[1038.0, 528.0, 1.0]","[918.0, 516.0, 1.0]","[1086.0, 618.0, 1.0]","[852.0, 624.0, 1.0]","[1134.0, 780.0, 1.0]","[804.0, 774.0, 1.0]","[1104.0, 882.0, 1.0]","[858.0, 858.0, 1.0]","[1050.0, 912.0, 1.0]","[888.0, 912.0, 1.0]","[1086.0, 1080.0, 0.0]","[864.0, 1080.0, 0.0]","[1086.0, 1080.0, 0.0]","[1092.0, 1080.0, 0.0]","[30.286607383861842, 3.0523317124033285, -3.2673877934777327]","[0.924987007499599, -3.1172874240842585, -0.29657493100878946]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000006_RGB.png,"[978.0, 552.0, 1.0]","[1002.0, 534.0, 1.0]","[948.0, 522.0, 1.0]","[1038.0, 528.0, 1.0]","[912.0, 516.0, 1.0]","[1086.0, 618.0, 1.0]","[852.0, 624.0, 1.0]","[1134.0, 780.0, 1.0]","[804.0, 774.0, 1.0]","[1098.0, 882.0, 1.0]","[858.0, 864.0, 1.0]","[1050.0, 918.0, 1.0]","[888.0, 918.0, 1.0]","[1086.0, 1080.0, 0.0]","[864.0, 1080.0, 0.0]","[1086.0, 1080.0, 0.0]","[1086.0, 1080.0, 0.0]","[30.930685756317313, 3.013916277772294, -3.4209080504892664]","[1.100409459920113, -2.907264887157925, -0.5469326208805962]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000007_RGB.png,"[978.0, 552.0, 1.0]","[1002.0, 534.0, 1.0]","[948.0, 522.0, 1.0]","[1032.0, 528.0, 1.0]","[918.0, 522.0, 1.0]","[1080.0, 618.0, 1.0]","[852.0, 624.0, 1.0]","[1128.0, 774.0, 1.0]","[804.0, 780.0, 1.0]","[1098.0, 882.0, 1.0]","[858.0, 870.0, 1.0]","[1050.0, 918.0, 1.0]","[888.0, 918.0, 1.0]","[1086.0, 1032.0, 0.0]","[912.0, 1038.0, 0.0]","[1146.0, 912.0, 0.0]","[900.0, 912.0, 0.0]","[31.067862268549295, 3.0379736372437427, -3.5804479755162255]","[0.9890160415874063, -2.779215769310833, -0.5777884302259707]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000008_RGB.png,"[972.0, 552.0, 1.0]","[996.0000000000001, 534.0, 1.0]","[948.0, 522.0, 1.0]","[1032.0, 516.0, 1.0]","[912.0, 516.0, 1.0]","[1080.0, 618.0, 1.0]","[852.0, 624.0, 1.0]","[1128.0, 780.0, 1.0]","[804.0, 774.0, 1.0]","[1086.0, 882.0, 1.0]","[852.0, 870.0, 1.0]","[1038.0, 930.0, 1.0]","[888.0, 918.0, 1.0]","[1092.0, 1032.0, 0.0]","[900.0, 1038.0, 0.0]","[1098.0, 906.0, 0.0]","[912.0, 1008.0, 0.0]","[30.827752635985966, 3.0034148142783876, -3.6350653941455016]","[0.9463862044393222, -2.694572260950922, -0.5512817965906156]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000009_RGB.png,"[966.0, 546.0, 1.0]","[990.0, 528.0, 1.0]","[942.0, 522.0, 1.0]","[1032.0, 516.0, 1.0]","[912.0, 510.0, 1.0]","[1080.0, 612.0, 1.0]","[852.0, 618.0, 1.0]","[1128.0, 774.0, 1.0]","[810.0, 774.0, 1.0]","[1098.0, 876.0, 1.0]","[858.0, 870.0, 1.0]","[1038.0, 930.0, 1.0]","[882.0, 918.0, 1.0]","[1092.0, 1020.0, 0.0]","[900.0, 1032.0, 0.0]","[1026.0, 1008.0, 0.0]","[918.0, 1008.0, 0.0]","[30.441439653973905, 2.9914355366525753, -3.574250507071742]","[1.4180350862315574, -2.873280630192043, -0.8030931831737425]"
10,10,10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000010_RGB.png,"[972.0, 546.0, 1.0]","[996.0000000000001, 522.0, 1.0]","[948.0, 516.0, 1.0]","[1038.0, 516.0, 1.0]","[912.0, 510.0, 1.0]","[1080.0, 618.0, 1.0]","[852.0, 618.0, 1.0]","[1134.0, 774.0, 1.0]","[810.0, 768.0, 1.0]","[1086.0, 882.0, 1.0]","[864.0, 870.0, 1.0]","[1038.0, 918.0, 1.0]","[888.0, 912.0, 1.0]","[1092.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[1098.0, 1080.0, 0.0]","[774.0, 1080.0, 0.0]","[28.863637958381336, 3.0265184498185906, -3.4226236285544567]","[1.5270940894152831, -2.914275642748329, -0.8701670813686198]"
11,11,11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000011_RGB.png,"[966.0, 546.0, 1.0]","[996.0000000000001, 516.0, 1.0]","[948.0, 516.0, 1.0]","[1032.0, 516.0, 1.0]","[912.0, 504.0, 1.0]","[1080.0, 618.0, 1.0]","[852.0, 618.0, 1.0]","[1134.0, 774.0, 1.0]","[810.0, 768.0, 1.0]","[1086.0, 882.0, 1.0]","[858.0, 864.0, 1.0]","[1038.0, 918.0, 1.0]","[888.0, 912.0, 1.0]","[1092.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[1098.0, 906.0, 0.0]","[906.0, 912.0, 0.0]","[28.601860495562892, 3.046217002616151, -3.392606754458925]","[2.246189850101164, -3.2190393658509886, -1.2757316577368925]"
12,12,12,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000012_RGB.png,"[978.0, 540.0, 1.0]","[1002.0, 516.0, 1.0]","[954.0, 510.0, 1.0]","[1038.0, 516.0, 1.0]","[912.0, 510.0, 1.0]","[1080.0, 618.0, 1.0]","[852.0, 618.0, 1.0]","[1134.0, 780.0, 1.0]","[804.0, 768.0, 1.0]","[1092.0, 882.0, 1.0]","[852.0, 864.0, 1.0]","[1056.0, 912.0, 1.0]","[888.0, 918.0, 1.0]","[1086.0, 1026.0, 0.0]","[858.0, 1080.0, 0.0]","[1176.0, 1080.0, 0.0]","[1092.0, 1080.0, 0.0]","[26.91032945233191, 3.18544351043629, -3.152282049935531]","[2.5765257506422867, -3.3713816956957707, -1.491970179719754]"
13,13,13,C:/Users/User/Desktop/General_fold/Thesis code/dataset/05/base_2_ID05/RGB/000013_RGB.png,"[972.0, 534.0, 1.0]","[996.0000000000001, 516.0, 1.0]","[954.0, 510.0, 1.0]","[1032.0, 510.0, 1.0]","[918.0, 510.0, 1.0]","[1074.0, 612.0, 1.0]","[858.0, 618.0, 1.0]","[1134.0, 774.0, 1.0]","[810.0, 768.0, 1.0]","[1086.0, 882.0, 1.0]","[852.0, 864.0, 1.0]","[1038.0, 912.0, 1.0]","[893.9999999999999, 912.0, 1.0]","[1092.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[1098.0, 1080.0, 0.0]","[1098.0, 1080.0, 0.0]","[25.41469796236612, 3.321003986656494, -2.9885610863740473]","[2.8586234482461133, -3.4967203445039154, -1.5931909599514755]"
