,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000000_RGB.png,"[978.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1050.0, 420.0, 1.0]","[912.0, 414.0, 1.0]","[1086.0, 564.0, 1.0]","[864.0, 576.0, 1.0]","[1176.0, 780.0, 1.0]","[792.0, 804.0, 1.0]","[1224.0, 1008.0, 0.0]","[738.0, 1013.9999999999999, 0.0]","[1074.0, 942.0, 0.0]","[900.0, 948.0, 1.0]","[1098.0, 1062.0, 0.0]","[774.0, 828.0, 0.0]","[1218.0, 1044.0, 0.0]","[1212.0, 1038.0, 0.0]","[0.38576330176475737, -0.18452458783852918, -0.04356874210566866]","[3.2615081869882037, 6.0525516478353385, -2.1137700989534434]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000001_RGB.png,"[984.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[912.0, 414.0, 1.0]","[1092.0, 570.0, 1.0]","[864.0, 576.0, 1.0]","[1176.0, 780.0, 1.0]","[798.0, 798.0, 1.0]","[1224.0, 1008.0, 0.0]","[732.0, 1013.9999999999999, 0.0]","[1074.0, 942.0, 0.0]","[900.0, 942.0, 1.0]","[1104.0, 1062.0, 0.0]","[774.0, 828.0, 0.0]","[1218.0, 1038.0, 0.0]","[1212.0, 1032.0, 0.0]","[0.49486637108290543, -0.18029543234813114, 0.013276217469376883]","[3.223079747523458, 6.037905197779608, -2.160263163330602]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000002_RGB.png,"[978.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[912.0, 414.0, 1.0]","[1086.0, 564.0, 1.0]","[864.0, 582.0, 1.0]","[1176.0, 786.0, 1.0]","[798.0, 798.0, 1.0]","[1224.0, 1013.9999999999999, 0.0]","[738.0, 1013.9999999999999, 0.0]","[1074.0, 942.0, 1.0]","[900.0, 942.0, 1.0]","[1098.0, 1062.0, 0.0]","[774.0, 834.0, 0.0]","[1224.0, 1032.0, 0.0]","[1212.0, 1032.0, 0.0]","[0.45365857064799514, -0.16704594291746638, 0.051877746144946474]","[3.2159779363766368, 6.035250884773743, -2.1737875218163896]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000003_RGB.png,"[978.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[912.0, 414.0, 1.0]","[1086.0, 564.0, 1.0]","[864.0, 576.0, 1.0]","[1176.0, 786.0, 1.0]","[798.0, 798.0, 1.0]","[1224.0, 1013.9999999999999, 0.0]","[732.0, 1013.9999999999999, 0.0]","[1074.0, 942.0, 1.0]","[900.0, 948.0, 1.0]","[1098.0, 1062.0, 0.0]","[774.0, 834.0, 0.0]","[1218.0, 1044.0, 0.0]","[1212.0, 1038.0, 0.0]","[0.41893802604635966, -0.1761549831633999, 0.07103683248177817]","[3.1989726479859932, 6.039932480336285, -2.1494024349743777]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000004_RGB.png,"[978.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1050.0, 420.0, 1.0]","[912.0, 414.0, 1.0]","[1086.0, 564.0, 1.0]","[864.0, 576.0, 1.0]","[1176.0, 786.0, 1.0]","[798.0, 798.0, 1.0]","[1224.0, 1008.0, 0.0]","[738.0, 1013.9999999999999, 0.0]","[1074.0, 936.0, 0.0]","[900.0, 942.0, 1.0]","[1104.0, 1062.0, 0.0]","[774.0, 828.0, 0.0]","[1218.0, 1044.0, 0.0]","[738.0, 1008.0, 0.0]","[0.4076732715298358, -0.16126298991199484, 0.052671643769505956]","[3.2494906958228973, 6.058613228740775, -2.125415693494709]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000005_RGB.png,"[978.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[912.0, 414.0, 1.0]","[1086.0, 564.0, 1.0]","[864.0, 576.0, 1.0]","[1176.0, 786.0, 1.0]","[792.0, 798.0, 1.0]","[1230.0, 1013.9999999999999, 0.0]","[738.0, 1013.9999999999999, 0.0]","[1074.0, 936.0, 0.0]","[900.0, 942.0, 1.0]","[1098.0, 1062.0, 0.0]","[774.0, 828.0, 0.0]","[1218.0, 1044.0, 0.0]","[738.0, 1008.0, 0.0]","[0.4057732220674741, -0.11933212379742933, 0.018549021503310826]","[3.222169574955007, 6.050537365632993, -2.130209358202787]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000006_RGB.png,"[984.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 396.0, 1.0]","[1050.0, 420.0, 1.0]","[912.0, 414.0, 1.0]","[1086.0, 570.0, 1.0]","[864.0, 576.0, 1.0]","[1176.0, 780.0, 1.0]","[798.0, 798.0, 1.0]","[1236.0, 1008.0, 0.0]","[738.0, 1013.9999999999999, 0.0]","[1074.0, 942.0, 1.0]","[900.0, 942.0, 1.0]","[1104.0, 1062.0, 0.0]","[816.0, 792.0, 0.0]","[738.0, 1008.0, 0.0]","[738.0, 1008.0, 0.0]","[0.22136034450564215, -0.17242035226803998, -0.040031323664323076]","[3.262032877795359, 6.06963171804428, -2.1087603477924555]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000007_RGB.png,"[978.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1050.0, 414.0, 1.0]","[912.0, 414.0, 1.0]","[1092.0, 570.0, 1.0]","[864.0, 582.0, 1.0]","[1176.0, 786.0, 1.0]","[798.0, 804.0, 1.0]","[1247.9999999999998, 1008.0, 0.0]","[738.0, 1008.0, 0.0]","[1074.0, 942.0, 0.0]","[906.0, 942.0, 1.0]","[1104.0, 1062.0, 0.0]","[768.0, 834.0, 0.0]","[738.0, 1002.0, 0.0]","[738.0, 1008.0, 0.0]","[0.057030845037980095, -0.2856712204584288, -0.09093374160139371]","[3.244802406229477, 6.06543522702801, -2.1253068927035743]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000008_RGB.png,"[978.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1050.0, 420.0, 1.0]","[912.0, 414.0, 1.0]","[1086.0, 564.0, 1.0]","[864.0, 576.0, 1.0]","[1176.0, 780.0, 1.0]","[792.0, 804.0, 1.0]","[1230.0, 1013.9999999999999, 0.0]","[738.0, 1008.0, 0.0]","[1074.0, 942.0, 1.0]","[906.0, 942.0, 1.0]","[1098.0, 1062.0, 0.0]","[816.0, 786.0, 0.0]","[738.0, 1002.0, 0.0]","[744.0, 1008.0, 0.0]","[-0.11201568346291747, -0.4025518219815071, -0.23628753550429824]","[3.269961696163881, 6.080008731040962, -2.1053930817182676]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000009_RGB.png,"[984.0, 420.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[918.0, 420.0, 1.0]","[1086.0, 564.0, 1.0]","[870.0, 576.0, 1.0]","[1176.0, 774.0, 1.0]","[798.0, 804.0, 1.0]","[1242.0, 1020.0, 0.0]","[756.0, 996.0000000000001, 0.0]","[1074.0, 936.0, 0.0]","[893.9999999999999, 936.0, 0.0]","[1056.0, 1068.0, 0.0]","[816.0, 840.0, 0.0]","[744.0, 990.0, 0.0]","[750.0, 996.0000000000001, 0.0]","[-0.3828936393917746, -0.6157286181798892, -0.44856269244877]","[3.1713461879099376, 6.104173949922233, -2.1032404144534973]"
10,10,10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000010_RGB.png,"[984.0, 414.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[918.0, 420.0, 1.0]","[1092.0, 570.0, 1.0]","[870.0, 576.0, 1.0]","[1176.0, 774.0, 1.0]","[804.0, 798.0, 1.0]","[1242.0, 1013.9999999999999, 0.0]","[756.0, 1002.0, 0.0]","[1068.0, 906.0, 0.0]","[893.9999999999999, 930.0, 0.0]","[1188.0, 786.0, 0.0]","[810.0, 792.0, 0.0]","[738.0, 996.0000000000001, 0.0]","[744.0, 1002.0, 0.0]","[-0.5433953495603393, -0.7824586811669237, -0.6267822804331988]","[3.078043712294735, 6.123664087944362, -2.0739548469747064]"
11,11,11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000011_RGB.png,"[984.0, 414.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[918.0, 414.0, 1.0]","[1080.0, 564.0, 1.0]","[870.0, 570.0, 1.0]","[1170.0, 774.0, 1.0]","[804.0, 798.0, 1.0]","[1242.0, 1026.0, 0.0]","[750.0, 996.0000000000001, 0.0]","[1068.0, 912.0, 0.0]","[893.9999999999999, 930.0, 0.0]","[1086.0, 1068.0, 0.0]","[918.0, 1068.0, 0.0]","[744.0, 990.0, 0.0]","[744.0, 996.0000000000001, 0.0]","[-0.6181899640481588, -0.7982793597052266, -0.7158874417860082]","[2.9480195740594084, 6.164045885156053, -2.015135400797445]"
12,12,12,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000012_RGB.png,"[978.0, 414.0, 1.0]","[1014.0, 390.0, 1.0]","[960.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[912.0, 420.0, 1.0]","[1080.0, 558.0, 1.0]","[876.0, 570.0, 1.0]","[1170.0, 774.0, 1.0]","[804.0, 798.0, 1.0]","[1242.0, 1020.0, 0.0]","[756.0, 990.0, 1.0]","[1074.0, 942.0, 0.0]","[893.9999999999999, 936.0, 0.0]","[1080.0, 1068.0, 0.0]","[912.0, 1068.0, 0.0]","[744.0, 990.0, 0.0]","[744.0, 996.0000000000001, 0.0]","[-0.7734649216775108, -0.7516649127567936, -0.747203863346012]","[2.936118445645907, 6.157656419709643, -2.033331934066239]"
13,13,13,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000013_RGB.png,"[978.0, 414.0, 1.0]","[1008.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1056.0, 420.0, 1.0]","[912.0, 420.0, 1.0]","[1080.0, 558.0, 1.0]","[870.0, 570.0, 1.0]","[1170.0, 774.0, 1.0]","[804.0, 798.0, 1.0]","[756.0, 983.9999999999999, 0.0]","[756.0, 990.0, 0.0]","[1068.0, 948.0, 0.0]","[893.9999999999999, 942.0, 0.0]","[1044.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[750.0, 996.0000000000001, 0.0]","[744.0, 996.0000000000001, 0.0]","[-1.0494960806050668, -0.65697619363553, -0.7158805817837075]","[2.9012897994671865, 6.1210738131554105, -2.074099136594206]"
14,14,14,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000014_RGB.png,"[984.0, 414.0, 1.0]","[1014.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1056.0, 414.0, 1.0]","[912.0, 420.0, 1.0]","[1086.0, 570.0, 1.0]","[864.0, 570.0, 1.0]","[1170.0, 774.0, 1.0]","[804.0, 792.0, 1.0]","[756.0, 990.0, 0.0]","[756.0, 990.0, 0.0]","[1068.0, 948.0, 1.0]","[893.9999999999999, 948.0, 0.0]","[1044.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[750.0, 996.0000000000001, 0.0]","[750.0, 996.0000000000001, 0.0]","[-1.1867792318894688, -0.6195567903186584, -0.7386015813768256]","[2.8692956243494767, 6.105036134821121, -2.10000814190883]"
15,15,15,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000015_RGB.png,"[978.0, 414.0, 1.0]","[1008.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1056.0, 414.0, 1.0]","[912.0, 420.0, 1.0]","[1086.0, 570.0, 1.0]","[876.0, 564.0, 1.0]","[1170.0, 774.0, 1.0]","[804.0, 798.0, 1.0]","[762.0, 990.0, 0.0]","[756.0, 996.0000000000001, 0.0]","[1062.0, 960.0, 0.0]","[893.9999999999999, 960.0, 1.0]","[1038.0, 1086.0, 0.0]","[906.0, 1086.0, 0.0]","[750.0, 996.0000000000001, 0.0]","[744.0, 1002.0, 0.0]","[-1.6926776658690736, -0.8173706234473442, -0.9909150900823599]","[2.8406062060643023, 6.093388948974452, -2.1363522215378725]"
16,16,16,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000016_RGB.png,"[978.0, 420.0, 1.0]","[1014.0, 396.0, 1.0]","[954.0, 396.0, 1.0]","[1050.0, 414.0, 1.0]","[912.0, 420.0, 1.0]","[1086.0, 576.0, 1.0]","[864.0, 570.0, 1.0]","[1164.0, 780.0, 1.0]","[810.0, 792.0, 1.0]","[744.0, 1008.0, 0.0]","[744.0, 1013.9999999999999, 0.0]","[1062.0, 948.0, 1.0]","[893.9999999999999, 948.0, 1.0]","[1044.0, 1086.0, 0.0]","[912.0, 1086.0, 0.0]","[744.0, 1008.0, 0.0]","[738.0, 1013.9999999999999, 0.0]","[-1.9994027854838838, -0.963213890021544, -1.1383413508015823]","[2.7456877639189314, 6.056329220617422, -2.190590457111496]"
17,17,17,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000017_RGB.png,"[984.0, 420.0, 1.0]","[1008.0, 396.0, 1.0]","[954.0, 390.0, 1.0]","[1050.0, 420.0, 1.0]","[912.0, 420.0, 1.0]","[1092.0, 570.0, 1.0]","[864.0, 570.0, 1.0]","[1164.0, 780.0, 1.0]","[810.0, 798.0, 1.0]","[1260.0, 1026.0, 0.0]","[744.0, 1013.9999999999999, 0.0]","[1062.0, 954.0, 1.0]","[893.9999999999999, 954.0, 1.0]","[1044.0, 1080.0, 0.0]","[906.0, 1080.0, 0.0]","[738.0, 1008.0, 0.0]","[738.0, 1013.9999999999999, 0.0]","[-2.923752882917772, -1.3748933939220103, -1.5385827885170809]","[2.690616266277353, 6.031458657830379, -2.21748504875466]"
18,18,18,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000018_RGB.png,"[978.0, 420.0, 1.0]","[1008.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1044.0, 420.0, 1.0]","[912.0, 420.0, 1.0]","[1086.0, 570.0, 1.0]","[864.0, 570.0, 1.0]","[1170.0, 780.0, 1.0]","[804.0, 798.0, 1.0]","[1254.0, 1020.0, 0.0]","[756.0, 1002.0, 0.0]","[1062.0, 954.0, 1.0]","[888.0, 954.0, 1.0]","[1038.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[744.0, 1002.0, 0.0]","[744.0, 1008.0, 0.0]","[-3.104333356637181, -1.5727337177471576, -1.7103759968588577]","[2.6088964875054788, 6.01099514739413, -2.2757053912399883]"
19,19,19,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000019_RGB.png,"[978.0, 414.0, 1.0]","[1002.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1044.0, 420.0, 1.0]","[906.0, 420.0, 1.0]","[1080.0, 576.0, 1.0]","[864.0, 570.0, 1.0]","[1170.0, 780.0, 1.0]","[810.0, 804.0, 1.0]","[750.0, 972.0, 0.0]","[756.0, 1002.0, 0.0]","[1062.0, 954.0, 1.0]","[893.9999999999999, 954.0, 1.0]","[1044.0, 1080.0, 0.0]","[750.0, 966.0000000000001, 0.0]","[750.0, 1002.0, 0.0]","[750.0, 1008.0, 0.0]","[-3.2213334794533677, -1.736362843944235, -1.866869786806235]","[2.5996532339417984, 6.006905673999865, -2.271930323246172]"
20,20,20,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000020_RGB.png,"[978.0, 420.0, 1.0]","[1008.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1050.0, 414.0, 1.0]","[906.0, 420.0, 1.0]","[1080.0, 570.0, 1.0]","[870.0, 564.0, 1.0]","[1158.0, 780.0, 1.0]","[810.0, 804.0, 1.0]","[756.0, 972.0, 0.0]","[768.0, 1002.0, 0.0]","[1068.0, 954.0, 1.0]","[893.9999999999999, 948.0, 1.0]","[1044.0, 1080.0, 0.0]","[810.0, 798.0, 0.0]","[756.0, 996.0000000000001, 0.0]","[750.0, 1002.0, 0.0]","[-3.2982723850862694, -1.6121794586511538, -1.8541486087051653]","[2.563797966981431, 6.019778452308663, -2.255613207624179]"
21,21,21,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000021_RGB.png,"[978.0, 414.0, 1.0]","[1008.0, 390.0, 1.0]","[954.0, 384.0, 1.0]","[1044.0, 420.0, 1.0]","[906.0, 414.0, 1.0]","[1086.0, 570.0, 1.0]","[864.0, 570.0, 1.0]","[1164.0, 786.0, 1.0]","[810.0, 798.0, 1.0]","[750.0, 972.0, 0.0]","[768.0, 996.0000000000001, 0.0]","[1062.0, 960.0, 1.0]","[888.0, 954.0, 1.0]","[1044.0, 1080.0, 0.0]","[810.0, 792.0, 0.0]","[756.0, 996.0000000000001, 0.0]","[756.0, 1002.0, 0.0]","[-3.294392421256762, -1.4620200444326275, -1.8091801219602477]","[2.4455768245413396, 6.01670447302668, -2.2986596244475894]"
22,22,22,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000022_RGB.png,"[978.0, 420.0, 1.0]","[1008.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1044.0, 414.0, 1.0]","[906.0, 420.0, 1.0]","[1086.0, 576.0, 1.0]","[870.0, 570.0, 1.0]","[1158.0, 780.0, 1.0]","[810.0, 798.0, 1.0]","[762.0, 996.0000000000001, 0.0]","[768.0, 1002.0, 0.0]","[1062.0, 960.0, 1.0]","[888.0, 954.0, 1.0]","[1044.0, 1080.0, 0.0]","[810.0, 792.0, 0.0]","[750.0, 996.0000000000001, 0.0]","[756.0, 1002.0, 0.0]","[-3.2540209802198183, -1.0702699317004907, -1.6645490563830123]","[2.428173907517023, 6.0110086665823745, -2.318734295300889]"
23,23,23,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000023_RGB.png,"[978.0, 414.0, 1.0]","[1002.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1050.0, 414.0, 1.0]","[906.0, 414.0, 1.0]","[1086.0, 576.0, 1.0]","[864.0, 570.0, 1.0]","[1164.0, 780.0, 1.0]","[810.0, 804.0, 1.0]","[750.0, 978.0, 0.0]","[762.0, 1002.0, 0.0]","[1062.0, 954.0, 1.0]","[888.0, 954.0, 1.0]","[1044.0, 1080.0, 0.0]","[810.0, 792.0, 0.0]","[750.0, 996.0000000000001, 0.0]","[750.0, 1002.0, 0.0]","[-3.050378069850004, -0.8441971897328643, -1.331892168993089]","[2.3930982102407192, 6.001189828440628, -2.3497662613616224]"
24,24,24,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000024_RGB.png,"[978.0, 420.0, 1.0]","[1008.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1050.0, 414.0, 1.0]","[906.0, 420.0, 1.0]","[1092.0, 576.0, 1.0]","[876.0, 570.0, 1.0]","[1170.0, 780.0, 1.0]","[804.0, 798.0, 1.0]","[1230.0, 1026.0, 0.0]","[762.0, 996.0000000000001, 0.0]","[1080.0, 978.0, 0.0]","[900.0, 954.0, 1.0]","[1044.0, 1080.0, 0.0]","[822.0, 983.9999999999999, 0.0]","[756.0, 996.0000000000001, 0.0]","[756.0, 1002.0, 0.0]","[-2.831228807897312, -0.6691317861938001, -0.9408034002647544]","[2.3846870407765945, 5.997115695485436, -2.3603990968988082]"
25,25,25,C:/Users/User/Desktop/General_fold/Thesis code/dataset/13/free_3_ID13/RGB/000025_RGB.png,"[978.0, 420.0, 1.0]","[1008.0, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1050.0, 414.0, 1.0]","[912.0, 420.0, 1.0]","[1086.0, 570.0, 1.0]","[876.0, 570.0, 1.0]","[1170.0, 780.0, 1.0]","[810.0, 798.0, 1.0]","[1224.0, 1026.0, 0.0]","[762.0, 1002.0, 0.0]","[1086.0, 972.0, 1.0]","[893.9999999999999, 960.0, 1.0]","[1044.0, 1080.0, 0.0]","[810.0, 858.0, 0.0]","[750.0, 1002.0, 0.0]","[750.0, 1008.0, 0.0]","[-2.512675719221023, -0.46669840271968854, -0.4948115297784257]","[2.3796142627749695, 5.9879252909298275, -2.379910442361218]"
