,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000000_RGB.png,"[960.0, 558.0, 1.0]","[990.0, 534.0, 1.0]","[942.0, 540.0, 1.0]","[1008.0, 558.0, 1.0]","[900.0, 558.0, 1.0]","[1056.0, 672.0, 1.0]","[852.0, 684.0, 1.0]","[1104.0, 834.0, 1.0]","[822.0, 828.0, 1.0]","[1062.0, 954.0, 1.0]","[858.0, 960.0, 1.0]","[1020.0, 936.0, 1.0]","[912.0, 942.0, 1.0]","[1038.0, 996.0000000000001, 0.0]","[900.0, 1008.0, 0.0]","[1014.0, 1068.0, 0.0]","[912.0, 1068.0, 0.0]","[-5.618242389649049, -0.6863109220444948, 2.4228173361622227]","[-4.40289927498716, -12.89937294800711, 0.02522376782944259]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000001_RGB.png,"[960.0, 558.0, 1.0]","[984.0, 540.0, 1.0]","[942.0, 540.0, 1.0]","[1008.0, 558.0, 1.0]","[900.0, 558.0, 1.0]","[1050.0, 672.0, 1.0]","[852.0, 684.0, 1.0]","[1104.0, 834.0, 1.0]","[822.0, 828.0, 1.0]","[1080.0, 960.0, 1.0]","[852.0, 960.0, 1.0]","[1026.0, 936.0, 0.0]","[912.0, 942.0, 1.0]","[1044.0, 996.0000000000001, 0.0]","[870.0, 983.9999999999999, 0.0]","[1014.0, 1074.0, 0.0]","[870.0, 978.0, 0.0]","[-5.548510842438982, -0.5884544919286246, 2.40736504235283]","[-4.397899250823427, -12.881232583182586, 0.002388643248958753]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000002_RGB.png,"[960.0, 558.0, 1.0]","[990.0, 534.0, 1.0]","[936.0, 540.0, 1.0]","[1014.0, 558.0, 1.0]","[900.0, 558.0, 1.0]","[1050.0, 672.0, 1.0]","[852.0, 684.0, 1.0]","[1104.0, 840.0, 1.0]","[822.0, 822.0, 1.0]","[1068.0, 954.0, 1.0]","[852.0, 954.0, 1.0]","[1026.0, 936.0, 1.0]","[924.0, 936.0, 1.0]","[1038.0, 990.0, 0.0]","[870.0, 983.9999999999999, 0.0]","[1014.0, 1074.0, 0.0]","[918.0, 1074.0, 0.0]","[-5.497049967242002, -0.5712345414572176, 2.3673368555898993]","[-4.262298665874631, -12.902983635324924, 0.0734713158908871]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000003_RGB.png,"[966.0, 558.0, 1.0]","[990.0, 534.0, 1.0]","[942.0, 540.0, 1.0]","[1014.0, 558.0, 1.0]","[900.0, 558.0, 1.0]","[1056.0, 672.0, 1.0]","[852.0, 684.0, 1.0]","[1116.0, 834.0, 1.0]","[828.0, 822.0, 1.0]","[1074.0, 960.0, 1.0]","[852.0, 948.0, 1.0]","[1014.0, 924.0, 1.0]","[906.0, 924.0, 1.0]","[1032.0, 990.0, 0.0]","[858.0, 978.0, 0.0]","[1014.0, 1062.0, 0.0]","[864.0, 983.9999999999999, 0.0]","[-5.350905593194386, -0.5866355300235588, 2.0580267741873874]","[-4.247512369636287, -12.82495756299603, 0.030150442809111458]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000004_RGB.png,"[966.0, 558.0, 1.0]","[990.0, 534.0, 1.0]","[942.0, 534.0, 1.0]","[1014.0, 558.0, 1.0]","[900.0, 558.0, 1.0]","[1062.0, 678.0, 1.0]","[852.0, 684.0, 1.0]","[1104.0, 810.0, 1.0]","[822.0, 840.0, 1.0]","[1080.0, 960.0, 1.0]","[852.0, 948.0, 1.0]","[1026.0, 930.0, 1.0]","[906.0, 930.0, 1.0]","[1044.0, 996.0000000000001, 0.0]","[852.0, 983.9999999999999, 0.0]","[1068.0, 996.0000000000001, 0.0]","[858.0, 990.0, 0.0]","[-5.178983286946069, -0.741910703718166, 1.9937938656217085]","[-4.252249301501762, -12.544130416756463, 0.402943421206073]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000005_RGB.png,"[960.0, 564.0, 1.0]","[984.0, 540.0, 1.0]","[936.0, 540.0, 1.0]","[1014.0, 558.0, 1.0]","[900.0, 564.0, 1.0]","[1056.0, 678.0, 1.0]","[852.0, 690.0, 1.0]","[1104.0, 834.0, 1.0]","[816.0, 834.0, 1.0]","[1080.0, 966.0000000000001, 1.0]","[834.0, 960.0, 1.0]","[1026.0, 983.9999999999999, 0.0]","[900.0, 978.0, 1.0]","[1038.0, 996.0000000000001, 0.0]","[858.0, 983.9999999999999, 0.0]","[1020.0, 1074.0, 0.0]","[864.0, 1074.0, 0.0]","[-4.820920101237184, -0.7780985619087941, 1.813805973573856]","[-4.26106514007513, -12.395577658461223, 0.5078873273540702]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000006_RGB.png,"[972.0, 570.0, 1.0]","[990.0, 540.0, 1.0]","[942.0, 540.0, 1.0]","[1014.0, 564.0, 1.0]","[906.0, 564.0, 1.0]","[1056.0, 678.0, 1.0]","[858.0, 690.0, 1.0]","[1116.0, 828.0, 1.0]","[810.0, 822.0, 1.0]","[1068.0, 960.0, 1.0]","[834.0, 942.0, 1.0]","[1014.0, 936.0, 1.0]","[900.0, 930.0, 1.0]","[1020.0, 1008.0, 0.0]","[852.0, 1074.0, 0.0]","[1068.0, 990.0, 0.0]","[846.0, 1074.0, 0.0]","[-4.7091921420126575, -0.8402151109081047, 1.6070268059604396]","[-2.0905994475630743, -11.16509255746515, -0.5503808342819677]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000007_RGB.png,"[972.0, 576.0, 1.0]","[990.0, 552.0, 1.0]","[948.0, 558.0, 1.0]","[1020.0, 564.0, 1.0]","[906.0, 570.0, 1.0]","[1056.0, 684.0, 1.0]","[858.0, 690.0, 1.0]","[1116.0, 834.0, 1.0]","[816.0, 828.0, 1.0]","[1086.0, 960.0, 1.0]","[828.0, 930.0, 1.0]","[1026.0, 930.0, 1.0]","[900.0, 930.0, 1.0]","[1050.0, 996.0000000000001, 0.0]","[840.0, 996.0000000000001, 0.0]","[1068.0, 996.0000000000001, 0.0]","[834.0, 1068.0, 0.0]","[-4.578519844456593, -0.8836246963875553, 1.456620898440725]","[-1.127034103715973, -10.313559338001483, -1.1614659942184815]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000008_RGB.png,"[966.0, 582.0, 1.0]","[990.0, 558.0, 1.0]","[942.0, 558.0, 1.0]","[1014.0, 564.0, 1.0]","[906.0, 564.0, 1.0]","[1056.0, 690.0, 1.0]","[858.0, 690.0, 1.0]","[1116.0, 840.0, 1.0]","[816.0, 822.0, 1.0]","[1080.0, 966.0000000000001, 1.0]","[828.0, 948.0, 1.0]","[1020.0, 930.0, 1.0]","[900.0, 924.0, 1.0]","[1014.0, 1074.0, 0.0]","[1062.0, 1068.0, 0.0]","[1068.0, 996.0000000000001, 0.0]","[1062.0, 1074.0, 0.0]","[-4.295225923240977, -0.913409439937374, 1.271395631449879]","[-1.1664468496887288, -9.834590285225612, -1.2363868746173658]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/21/free_2_ID21/RGB/000009_RGB.png,"[972.0, 582.0, 1.0]","[990.0, 558.0, 1.0]","[948.0, 558.0, 1.0]","[1020.0, 564.0, 1.0]","[906.0, 564.0, 1.0]","[1062.0, 690.0, 1.0]","[858.0, 696.0, 1.0]","[1116.0, 840.0, 1.0]","[816.0, 822.0, 1.0]","[1092.0, 966.0000000000001, 1.0]","[828.0, 936.0, 1.0]","[1032.0, 930.0, 0.0]","[906.0, 930.0, 0.0]","[1122.0, 978.0, 0.0]","[846.0, 1074.0, 0.0]","[1074.0, 990.0, 0.0]","[840.0, 1068.0, 0.0]","[-2.4714753618763905, -1.233402983683589, 0.424744014939853]","[1.2398077598362873, -3.838640922599623, -1.6681407905241128]"
