,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000000_RGB.png,"[978.0, 390.0, 1.0]","[1008.0, 372.0, 1.0]","[954.0, 372.0, 1.0]","[1044.0, 408.0, 1.0]","[912.0, 402.0, 1.0]","[1110.0, 564.0, 1.0]","[846.0, 558.0, 1.0]","[1134.0, 762.0, 1.0]","[786.0, 762.0, 1.0]","[1116.0, 924.0, 1.0]","[816.0, 930.0, 1.0]","[1050.0, 936.0, 1.0]","[893.9999999999999, 918.0, 1.0]","[1122.0, 1092.0, 0.0]","[846.0, 1092.0, 0.0]","[768.0, 1074.0, 0.0]","[774.0, 1074.0, 0.0]","[2.2097249868822595, -2.5493371974130854, -0.43706034762566565]","[4.04777180849798, 5.534906826043708, 0.20305491220007665]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000001_RGB.png,"[978.0, 390.0, 1.0]","[1008.0, 372.0, 1.0]","[948.0, 372.0, 1.0]","[1050.0, 408.0, 1.0]","[912.0, 402.0, 1.0]","[1116.0, 564.0, 1.0]","[846.0, 558.0, 1.0]","[1134.0, 762.0, 1.0]","[786.0, 768.0, 1.0]","[1116.0, 924.0, 1.0]","[810.0, 930.0, 1.0]","[1050.0, 936.0, 1.0]","[893.9999999999999, 918.0, 1.0]","[1098.0, 1092.0, 0.0]","[852.0, 1092.0, 0.0]","[768.0, 1074.0, 0.0]","[774.0, 1074.0, 0.0]","[2.2240191632729234, -2.56671075908123, -0.32843107814439654]","[4.152271163521761, 5.5829406866138065, 0.15357173649216924]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000002_RGB.png,"[978.0, 396.0, 1.0]","[1002.0, 366.0, 1.0]","[948.0, 372.0, 1.0]","[1044.0, 408.0, 1.0]","[912.0, 402.0, 1.0]","[1110.0, 558.0, 1.0]","[852.0, 552.0, 1.0]","[1140.0, 762.0, 1.0]","[786.0, 762.0, 1.0]","[1110.0, 924.0, 0.0]","[816.0, 930.0, 1.0]","[1050.0, 930.0, 1.0]","[900.0, 912.0, 1.0]","[1086.0, 1086.0, 0.0]","[858.0, 1086.0, 0.0]","[768.0, 1080.0, 0.0]","[774.0, 1080.0, 0.0]","[2.226738523114329, -2.573492998854039, -0.2514098883536674]","[4.078561509199763, 5.566114572747591, 0.21785809778190932]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000003_RGB.png,"[978.0, 396.0, 1.0]","[1002.0, 372.0, 1.0]","[948.0, 378.0, 1.0]","[1044.0, 408.0, 1.0]","[906.0, 402.0, 1.0]","[1110.0, 558.0, 1.0]","[852.0, 552.0, 1.0]","[1146.0, 768.0, 1.0]","[786.0, 768.0, 1.0]","[1110.0, 930.0, 0.0]","[822.0, 930.0, 1.0]","[1050.0, 930.0, 1.0]","[900.0, 912.0, 1.0]","[1086.0, 1086.0, 0.0]","[864.0, 1086.0, 0.0]","[774.0, 1068.0, 0.0]","[774.0, 1080.0, 0.0]","[2.230128903787284, -2.5628987029733983, -0.2548987254464297]","[4.036931128610394, 5.561570189670389, 0.2548840128556143]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000004_RGB.png,"[978.0, 396.0, 1.0]","[1002.0, 372.0, 1.0]","[948.0, 378.0, 1.0]","[1044.0, 408.0, 1.0]","[906.0, 402.0, 1.0]","[1116.0, 558.0, 1.0]","[852.0, 552.0, 1.0]","[1140.0, 768.0, 1.0]","[786.0, 756.0, 1.0]","[1110.0, 924.0, 0.0]","[816.0, 930.0, 1.0]","[1050.0, 930.0, 1.0]","[900.0, 912.0, 1.0]","[1086.0, 1086.0, 0.0]","[858.0, 1086.0, 0.0]","[768.0, 1080.0, 0.0]","[774.0, 1080.0, 0.0]","[2.2542127704204042, -2.5876399599265456, -0.2651141072595992]","[4.018127802702473, 5.5622221048120695, 0.27061822303841826]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000005_RGB.png,"[972.0, 390.0, 1.0]","[1002.0, 366.0, 1.0]","[948.0, 372.0, 1.0]","[1044.0, 408.0, 1.0]","[906.0, 408.0, 1.0]","[1110.0, 558.0, 1.0]","[852.0, 558.0, 1.0]","[1140.0, 768.0, 1.0]","[786.0, 774.0, 1.0]","[1110.0, 936.0, 0.0]","[816.0, 942.0, 1.0]","[1044.0, 936.0, 1.0]","[900.0, 924.0, 1.0]","[1086.0, 1092.0, 0.0]","[852.0, 1092.0, 0.0]","[762.0, 1080.0, 0.0]","[774.0, 1086.0, 0.0]","[2.2587768766667264, -2.6119190191582344, -0.2335019865688749]","[3.9618550590754267, 5.558770109782866, 0.3173086531725485]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000006_RGB.png,"[972.0, 390.0, 1.0]","[1002.0, 366.0, 1.0]","[948.0, 372.0, 1.0]","[1044.0, 408.0, 1.0]","[906.0, 402.0, 1.0]","[1116.0, 558.0, 1.0]","[852.0, 558.0, 1.0]","[1140.0, 768.0, 1.0]","[786.0, 774.0, 1.0]","[1110.0, 936.0, 0.0]","[816.0, 942.0, 1.0]","[1050.0, 942.0, 1.0]","[900.0, 930.0, 1.0]","[1086.0, 1092.0, 0.0]","[852.0, 1092.0, 0.0]","[768.0, 1080.0, 0.0]","[780.0, 1086.0, 0.0]","[2.2496505076971367, -2.62238377872329, -0.19507556671351076]","[3.9411146336784526, 5.560251459553102, 0.3301243791697292]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000007_RGB.png,"[978.0, 390.0, 1.0]","[1008.0, 366.0, 1.0]","[954.0, 372.0, 1.0]","[1050.0, 408.0, 1.0]","[912.0, 402.0, 1.0]","[1110.0, 564.0, 1.0]","[846.0, 558.0, 1.0]","[1134.0, 762.0, 1.0]","[786.0, 768.0, 1.0]","[1110.0, 924.0, 1.0]","[810.0, 930.0, 1.0]","[1050.0, 942.0, 1.0]","[893.9999999999999, 918.0, 1.0]","[1122.0, 1092.0, 0.0]","[846.0, 1092.0, 0.0]","[834.0, 990.0, 0.0]","[774.0, 1074.0, 0.0]","[2.2565914740518482, -2.6573902566568917, -0.1949065710666281]","[3.9298796102848064, 5.5652870255594, 0.33956221751971455]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000008_RGB.png,"[978.0, 396.0, 1.0]","[1002.0, 366.0, 1.0]","[948.0, 372.0, 1.0]","[1044.0, 408.0, 1.0]","[906.0, 402.0, 1.0]","[1110.0, 558.0, 1.0]","[852.0, 552.0, 1.0]","[1140.0, 768.0, 1.0]","[786.0, 762.0, 1.0]","[1110.0, 930.0, 0.0]","[816.0, 930.0, 1.0]","[1050.0, 930.0, 1.0]","[900.0, 912.0, 1.0]","[1086.0, 1086.0, 0.0]","[858.0, 1086.0, 0.0]","[768.0, 1074.0, 0.0]","[774.0, 1080.0, 0.0]","[2.2800825030262697, -2.7168990737623826, -0.2189761369969354]","[3.9192785837261344, 5.5634449772365, 0.34758055191544573]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/06/base_2_ID06/RGB/000009_RGB.png,"[978.0, 390.0, 1.0]","[1008.0, 372.0, 1.0]","[954.0, 372.0, 1.0]","[1050.0, 408.0, 1.0]","[912.0, 402.0, 1.0]","[1110.0, 564.0, 1.0]","[846.0, 558.0, 1.0]","[1134.0, 762.0, 1.0]","[786.0, 768.0, 1.0]","[1110.0, 918.0, 1.0]","[816.0, 930.0, 1.0]","[1050.0, 942.0, 1.0]","[893.9999999999999, 918.0, 1.0]","[1098.0, 1092.0, 0.0]","[852.0, 1092.0, 0.0]","[828.0, 996.0000000000001, 0.0]","[780.0, 1074.0, 0.0]","[2.333925575940435, -2.7693001316962698, -0.17972994885140875]","[3.8908686119053493, 5.5681776718603055, 0.3602569227598894]"
