,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000000_RGB.png,"[972.0, 510.0, 1.0]","[990.0, 486.0, 1.0]","[948.0, 486.0, 1.0]","[1032.0, 498.00000000000006, 1.0]","[912.0, 504.0, 1.0]","[1080.0, 636.0, 1.0]","[876.0, 636.0, 1.0]","[1104.0, 798.0, 0.0]","[816.0, 780.0, 1.0]","[1128.0, 954.0, 0.0]","[822.0, 846.0, 0.0]","[1050.0, 942.0, 1.0]","[888.0, 942.0, 1.0]","[1092.0, 1086.0, 0.0]","[846.0, 1086.0, 0.0]","[1158.0, 1068.0, 0.0]","[738.0, 1086.0, 0.0]","[4.783502248922157, 0.19639692806195524, -0.7023708746579356]","[-0.27463009019670087, -1.635233396545273, -0.9220718942373549]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000001_RGB.png,"[978.0, 510.0, 1.0]","[996.0000000000001, 486.0, 1.0]","[948.0, 486.0, 1.0]","[1026.0, 504.0, 0.0]","[918.0, 498.00000000000006, 1.0]","[1080.0, 642.0, 1.0]","[870.0, 636.0, 1.0]","[1110.0, 810.0, 0.0]","[798.0, 786.0, 0.0]","[1122.0, 966.0000000000001, 0.0]","[798.0, 846.0, 0.0]","[1050.0, 948.0, 1.0]","[882.0, 942.0, 1.0]","[1086.0, 1086.0, 0.0]","[840.0, 1086.0, 0.0]","[726.0000000000001, 1056.0, 0.0]","[726.0000000000001, 1062.0, 0.0]","[5.869851888993335, -0.48254974197148287, 0.030010424295429727]","[0.09388801762229232, -1.6783165015654455, -0.8306105571795613]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000002_RGB.png,"[978.0, 510.0, 1.0]","[996.0000000000001, 486.0, 1.0]","[954.0, 486.0, 1.0]","[1026.0, 504.0, 1.0]","[924.0, 498.00000000000006, 1.0]","[1080.0, 636.0, 1.0]","[858.0, 636.0, 1.0]","[1110.0, 804.0, 0.0]","[816.0, 798.0, 0.0]","[1092.0, 822.0, 0.0]","[1434.0, 1020.0, 0.0]","[1044.0, 936.0, 1.0]","[882.0, 930.0, 1.0]","[1080.0, 1080.0, 0.0]","[876.0, 1080.0, 0.0]","[726.0000000000001, 1080.0, 0.0]","[1434.0, 1080.0, 0.0]","[6.755463967567967, -0.7904374447977317, 0.6098707298311806]","[0.5257100157006364, -1.8544313222854252, -0.751630309106924]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000003_RGB.png,"[972.0, 510.0, 1.0]","[996.0000000000001, 480.0, 1.0]","[954.0, 486.0, 1.0]","[1032.0, 504.0, 1.0]","[924.0, 504.0, 1.0]","[1080.0, 642.0, 1.0]","[852.0, 642.0, 1.0]","[1110.0, 804.0, 1.0]","[792.0, 822.0, 0.0]","[1128.0, 936.0, 0.0]","[714.0, 1020.0, 0.0]","[1044.0, 936.0, 1.0]","[888.0, 936.0, 1.0]","[1086.0, 1080.0, 0.0]","[864.0, 1080.0, 0.0]","[702.0, 1080.0, 0.0]","[696.0, 1080.0, 0.0]","[7.935465710669359, -1.071733255073768, 1.0984202112626529]","[1.567462704461524, -2.253048538470394, -0.6169378637938524]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000004_RGB.png,"[972.0, 510.0, 1.0]","[996.0000000000001, 486.0, 1.0]","[954.0, 486.0, 1.0]","[1026.0, 504.0, 1.0]","[918.0, 504.0, 1.0]","[1074.0, 636.0, 1.0]","[852.0, 636.0, 1.0]","[1110.0, 810.0, 1.0]","[792.0, 810.0, 0.0]","[1128.0, 948.0, 0.0]","[702.0, 1020.0, 0.0]","[1050.0, 930.0, 1.0]","[876.0, 930.0, 1.0]","[1074.0, 1080.0, 0.0]","[858.0, 1080.0, 0.0]","[702.0, 1068.0, 0.0]","[696.0, 1074.0, 0.0]","[9.30305383313537, -1.140765129332292, 1.3698394981373208]","[2.125317279025679, -2.481222302941203, -0.6152768882058672]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000005_RGB.png,"[978.0, 510.0, 1.0]","[996.0000000000001, 486.0, 1.0]","[954.0, 491.99999999999994, 1.0]","[1032.0, 504.0, 1.0]","[918.0, 504.0, 1.0]","[1068.0, 642.0, 1.0]","[858.0, 636.0, 1.0]","[1110.0, 804.0, 1.0]","[804.0, 744.0, 0.0]","[696.0, 1002.0, 0.0]","[690.0, 1013.9999999999999, 0.0]","[1050.0, 930.0, 1.0]","[882.0, 930.0, 1.0]","[1068.0, 1080.0, 0.0]","[684.0, 996.0000000000001, 0.0]","[690.0, 1074.0, 0.0]","[684.0, 1080.0, 0.0]","[10.213201156666448, -1.0735974837508615, 1.5307465070382296]","[3.324979104075151, -3.0337105665395105, -0.5305687618604804]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000006_RGB.png,"[978.0, 516.0, 1.0]","[990.0, 491.99999999999994, 1.0]","[954.0, 491.99999999999994, 1.0]","[1026.0, 510.0, 1.0]","[924.0, 504.0, 1.0]","[1080.0, 636.0, 1.0]","[864.0, 630.0, 1.0]","[1104.0, 798.0, 0.0]","[780.0, 792.0, 1.0]","[1104.0, 948.0, 0.0]","[678.0, 996.0000000000001, 0.0]","[1050.0, 942.0, 1.0]","[888.0, 936.0, 1.0]","[1086.0, 1086.0, 0.0]","[852.0, 1086.0, 0.0]","[690.0, 1013.9999999999999, 0.0]","[684.0, 1013.9999999999999, 0.0]","[11.555891056646901, -0.7967469685168007, 1.733609654232656]","[4.003995365171734, -3.1900203188442995, -0.5009333099626356]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000007_RGB.png,"[978.0, 516.0, 1.0]","[990.0, 498.00000000000006, 1.0]","[954.0, 491.99999999999994, 1.0]","[1026.0, 510.0, 1.0]","[924.0, 504.0, 1.0]","[1080.0, 636.0, 1.0]","[852.0, 642.0, 1.0]","[1110.0, 792.0, 0.0]","[774.0, 786.0, 1.0]","[1128.0, 954.0, 0.0]","[672.0, 996.0000000000001, 0.0]","[1050.0, 936.0, 1.0]","[882.0, 936.0, 1.0]","[1098.0, 1086.0, 0.0]","[852.0, 1086.0, 0.0]","[678.0, 1002.0, 0.0]","[678.0, 1008.0, 0.0]","[12.806673703303694, -0.48276972152040537, 1.775170610470944]","[4.5596033871096795, -3.5477640217723314, -0.4042762720492204]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000008_RGB.png,"[978.0, 516.0, 1.0]","[996.0000000000001, 498.00000000000006, 1.0]","[948.0, 498.00000000000006, 1.0]","[1026.0, 510.0, 1.0]","[924.0, 504.0, 1.0]","[1074.0, 636.0, 1.0]","[858.0, 642.0, 1.0]","[1098.0, 816.0, 0.0]","[762.0, 774.0, 0.0]","[666.0, 948.0, 0.0]","[660.0, 972.0, 0.0]","[1044.0, 936.0, 1.0]","[888.0, 942.0, 1.0]","[1092.0, 1080.0, 0.0]","[876.0, 1080.0, 0.0]","[642.0, 1068.0, 0.0]","[636.0, 1074.0, 0.0]","[13.26229217336044, -0.28990396034016785, 1.7133280042035421]","[0.4054371522592089, -6.7846956560327385, -0.07443651247979233]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/16/free_3_ID16/RGB/000009_RGB.png,"[978.0, 528.0, 1.0]","[1002.0, 504.0, 1.0]","[960.0, 498.00000000000006, 1.0]","[1026.0, 516.0, 1.0]","[930.0, 504.0, 1.0]","[1074.0, 636.0, 1.0]","[864.0, 642.0, 1.0]","[1116.0, 804.0, 0.0]","[756.0, 774.0, 1.0]","[660.0, 966.0000000000001, 0.0]","[666.0, 936.0, 1.0]","[1050.0, 948.0, 1.0]","[893.9999999999999, 948.0, 1.0]","[1092.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[623.9999999999999, 1062.0, 0.0]","[623.9999999999999, 1068.0, 0.0]","[14.22626130946629, 0.43407385721904024, 1.0797556513041744]","[1.3224421939414817, -7.463706326871073, -0.06458563678662224]"
