,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000000_RGB.png,"[984.0, 408.0, 1.0]","[1002.0, 384.0, 1.0]","[960.0, 384.0, 1.0]","[1038.0, 414.0, 1.0]","[918.0, 408.0, 1.0]","[1104.0, 570.0, 1.0]","[852.0, 570.0, 1.0]","[1182.0000000000002, 744.0, 1.0]","[780.0, 732.0, 1.0]","[1164.0, 900.0, 1.0]","[810.0, 900.0, 1.0]","[1080.0, 876.0, 1.0]","[906.0, 882.0, 1.0]","[1074.0, 1086.0, 0.0]","[840.0, 1086.0, 0.0]","[816.0, 1056.0, 0.0]","[738.0, 1080.0, 0.0]","[-0.4378721377729575, -2.5997025722715965, 2.6502748084406456]","[0.583672697448929, -6.160389088439552, 2.1260008090603244]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000001_RGB.png,"[984.0, 408.0, 1.0]","[1002.0, 384.0, 1.0]","[966.0, 384.0, 1.0]","[1044.0, 414.0, 1.0]","[918.0, 408.0, 1.0]","[1104.0, 570.0, 1.0]","[852.0, 570.0, 1.0]","[1182.0000000000002, 738.0, 1.0]","[780.0, 726.0, 1.0]","[1164.0, 894.0, 1.0]","[804.0, 894.0, 1.0]","[1080.0, 876.0, 1.0]","[906.0, 882.0, 1.0]","[1074.0, 1086.0, 0.0]","[840.0, 1086.0, 0.0]","[816.0, 1056.0, 0.0]","[828.0, 1068.0, 0.0]","[-0.2992557770964958, -2.7850956764689365, 2.669839005344962]","[0.546538468606109, -6.2411508070094035, 2.1019123525106114]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000002_RGB.png,"[978.0, 402.0, 1.0]","[1002.0, 384.0, 1.0]","[960.0, 384.0, 1.0]","[1044.0, 414.0, 1.0]","[918.0, 402.0, 1.0]","[1104.0, 570.0, 1.0]","[852.0, 570.0, 1.0]","[1182.0000000000002, 744.0, 1.0]","[786.0, 726.0, 1.0]","[1164.0, 900.0, 1.0]","[810.0, 894.0, 1.0]","[1080.0, 876.0, 1.0]","[906.0, 882.0, 1.0]","[1134.0, 1086.0, 0.0]","[840.0, 1086.0, 0.0]","[816.0, 1056.0, 0.0]","[828.0, 1068.0, 0.0]","[-0.28743484043313633, -3.0216254368595807, 2.7568952759043057]","[0.33163565706370335, -6.346042296587418, 2.129378063062622]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000003_RGB.png,"[990.0, 402.0, 1.0]","[1002.0, 384.0, 1.0]","[966.0, 384.0, 1.0]","[1038.0, 414.0, 1.0]","[924.0, 408.0, 1.0]","[1098.0, 570.0, 1.0]","[852.0, 570.0, 1.0]","[1176.0, 738.0, 1.0]","[780.0, 744.0, 1.0]","[1164.0, 888.0, 1.0]","[804.0, 894.0, 1.0]","[1080.0, 882.0, 1.0]","[906.0, 882.0, 1.0]","[1140.0, 1086.0, 0.0]","[846.0, 1086.0, 0.0]","[822.0, 1068.0, 0.0]","[762.0, 983.9999999999999, 0.0]","[-0.3982760046682154, -3.1947534134315485, 2.8867124927727867]","[0.25353150604616853, -6.380349533041557, 2.1449998206031755]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000004_RGB.png,"[984.0, 402.0, 1.0]","[1008.0, 384.0, 1.0]","[966.0, 384.0, 1.0]","[1044.0, 414.0, 1.0]","[924.0, 408.0, 1.0]","[1104.0, 576.0, 1.0]","[852.0, 570.0, 1.0]","[1182.0000000000002, 744.0, 1.0]","[780.0, 732.0, 1.0]","[1158.0, 900.0, 1.0]","[804.0, 894.0, 1.0]","[1080.0, 876.0, 1.0]","[906.0, 882.0, 1.0]","[1080.0, 1086.0, 0.0]","[840.0, 1086.0, 0.0]","[750.0, 1074.0, 0.0]","[750.0, 1080.0, 0.0]","[-0.5242742236245438, -3.260272189588536, 2.9541836729467437]","[0.26171583885486477, -6.411701267436396, 2.1372034818314316]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000005_RGB.png,"[984.0, 402.0, 1.0]","[1008.0, 384.0, 1.0]","[966.0, 384.0, 1.0]","[1044.0, 414.0, 1.0]","[924.0, 408.0, 1.0]","[1104.0, 576.0, 1.0]","[852.0, 576.0, 1.0]","[1182.0000000000002, 744.0, 1.0]","[786.0, 732.0, 1.0]","[1158.0, 900.0, 1.0]","[810.0, 900.0, 1.0]","[1080.0, 876.0, 1.0]","[906.0, 876.0, 1.0]","[1080.0, 1086.0, 0.0]","[834.0, 1086.0, 0.0]","[816.0, 1062.0, 0.0]","[750.0, 1080.0, 0.0]","[-0.6607954006224478, -3.307518010781318, 2.978431137628871]","[0.9610013318740677, -6.156151487232171, 2.680477416278397]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000006_RGB.png,"[990.0, 408.0, 1.0]","[1002.0, 384.0, 1.0]","[966.0, 384.0, 1.0]","[1038.0, 414.0, 1.0]","[924.0, 414.0, 1.0]","[1098.0, 576.0, 1.0]","[852.0, 570.0, 1.0]","[1176.0, 744.0, 1.0]","[786.0, 732.0, 1.0]","[1164.0, 894.0, 1.0]","[804.0, 894.0, 1.0]","[1074.0, 882.0, 1.0]","[906.0, 882.0, 1.0]","[1134.0, 1086.0, 0.0]","[840.0, 1086.0, 0.0]","[822.0, 1062.0, 0.0]","[762.0, 990.0, 0.0]","[-0.708411001405502, -3.3076585847722506, 2.9470250990263693]","[0.8854182444533425, -6.198344880104085, 2.548808449991889]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000007_RGB.png,"[984.0, 402.0, 1.0]","[1008.0, 384.0, 1.0]","[966.0, 384.0, 1.0]","[1044.0, 414.0, 1.0]","[924.0, 408.0, 1.0]","[1104.0, 576.0, 1.0]","[852.0, 570.0, 1.0]","[1182.0000000000002, 744.0, 1.0]","[780.0, 732.0, 1.0]","[1164.0, 900.0, 1.0]","[804.0, 894.0, 1.0]","[1080.0, 876.0, 1.0]","[906.0, 882.0, 1.0]","[1080.0, 1086.0, 0.0]","[834.0, 1086.0, 0.0]","[816.0, 1062.0, 0.0]","[828.0, 1068.0, 0.0]","[-0.6281195572371235, -3.2770439720492495, 2.790508090995603]","[0.6422438339180728, -6.310731705646129, 2.3654898642728863]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000008_RGB.png,"[990.0, 402.0, 1.0]","[1008.0, 384.0, 1.0]","[966.0, 384.0, 1.0]","[1044.0, 408.0, 1.0]","[924.0, 408.0, 1.0]","[1110.0, 576.0, 1.0]","[852.0, 570.0, 1.0]","[1182.0000000000002, 738.0, 1.0]","[780.0, 726.0, 1.0]","[1164.0, 900.0, 1.0]","[804.0, 894.0, 1.0]","[1080.0, 876.0, 1.0]","[906.0, 876.0, 1.0]","[1080.0, 1086.0, 0.0]","[834.0, 1086.0, 0.0]","[816.0, 1062.0, 0.0]","[750.0, 1080.0, 0.0]","[-0.44785192908340266, -3.261934921792462, 2.655399301753357]","[0.512212186947062, -6.353463147547886, 2.3193385627356107]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/03/base_2_ID03/RGB/000009_RGB.png,"[984.0, 402.0, 1.0]","[1008.0, 384.0, 1.0]","[966.0, 384.0, 1.0]","[1044.0, 414.0, 1.0]","[924.0, 408.0, 1.0]","[1110.0, 576.0, 1.0]","[852.0, 570.0, 1.0]","[1182.0000000000002, 744.0, 1.0]","[780.0, 726.0, 1.0]","[1164.0, 900.0, 1.0]","[804.0, 894.0, 1.0]","[1086.0, 876.0, 1.0]","[906.0, 876.0, 1.0]","[1128.0, 1086.0, 0.0]","[840.0, 1086.0, 0.0]","[816.0, 1062.0, 0.0]","[744.0, 1074.0, 0.0]","[-0.229046877369069, -3.30850415243367, 2.5306186536896367]","[0.48592656609991663, -6.357335053951872, 2.2937251822025573]"
