,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000000_RGB.png,"[966.0, 516.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1008.0, 516.0, 1.0]","[906.0, 522.0, 1.0]","[1062.0, 666.0, 1.0]","[846.0, 666.0, 1.0]","[1092.0, 852.0, 1.0]","[822.0, 822.0, 1.0]","[1002.0, 942.0, 0.0]","[858.0, 924.0, 0.0]","[1026.0, 930.0, 0.0]","[893.9999999999999, 924.0, 0.0]","[1104.0, 888.0, 0.0]","[864.0, 816.0, 0.0]","[876.0, 816.0, 0.0]","[912.0, 972.0, 0.0]","[2.3641388015738185, 0.37377039322847866, 3.0787142687277895]","[-0.23321785690314828, 1.6779712807626326, 0.3440142678685369]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000001_RGB.png,"[960.0, 516.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1008.0, 516.0, 1.0]","[906.0, 522.0, 1.0]","[1056.0, 666.0, 1.0]","[846.0, 660.0, 1.0]","[1080.0, 834.0, 1.0]","[810.0, 822.0, 1.0]","[972.0, 936.0, 0.0]","[870.0, 924.0, 0.0]","[1026.0, 930.0, 0.0]","[900.0, 918.0, 0.0]","[1098.0, 888.0, 0.0]","[870.0, 816.0, 0.0]","[876.0, 816.0, 0.0]","[906.0, 978.0, 0.0]","[2.383868117640396, 0.26167454577949634, 3.0104570516741718]","[-0.21165788835587235, 1.6796566685210457, 0.35407388415317237]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000002_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1014.0, 522.0, 1.0]","[906.0, 522.0, 1.0]","[1062.0, 666.0, 1.0]","[852.0, 660.0, 1.0]","[1074.0, 834.0, 1.0]","[816.0, 834.0, 1.0]","[1002.0, 942.0, 0.0]","[882.0, 936.0, 0.0]","[1038.0, 930.0, 0.0]","[900.0, 930.0, 0.0]","[1116.0, 882.0, 0.0]","[870.0, 822.0, 0.0]","[960.0, 1068.0, 0.0]","[948.0, 1068.0, 0.0]","[2.2955967820051306, 0.1621342738203673, 3.070127203458151]","[-0.17975749204904976, 1.7333094375541152, 0.3815552909546688]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000003_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1014.0, 522.0, 1.0]","[906.0, 522.0, 1.0]","[1062.0, 666.0, 1.0]","[852.0, 660.0, 1.0]","[1080.0, 834.0, 1.0]","[816.0, 834.0, 1.0]","[1002.0, 936.0, 0.0]","[882.0, 936.0, 0.0]","[1032.0, 936.0, 0.0]","[900.0, 930.0, 0.0]","[1050.0, 828.0, 0.0]","[870.0, 828.0, 0.0]","[954.0, 1062.0, 0.0]","[942.0, 1068.0, 0.0]","[2.04651025530426, 0.09419348268401538, 3.2858915296871407]","[-0.16591978106972266, 1.7274048537643725, 0.3896158005824637]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000004_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1008.0, 522.0, 1.0]","[906.0, 522.0, 1.0]","[1062.0, 666.0, 1.0]","[852.0, 660.0, 1.0]","[1080.0, 834.0, 1.0]","[816.0, 828.0, 1.0]","[1002.0, 936.0, 1.0]","[954.0, 954.0, 0.0]","[1032.0, 936.0, 0.0]","[900.0, 930.0, 0.0]","[1110.0, 894.0, 0.0]","[876.0, 834.0, 0.0]","[966.0, 1068.0, 0.0]","[948.0, 1068.0, 0.0]","[1.7625964333510247, 0.15613381600166717, 3.4381853485559963]","[-0.15929695205936975, 1.7086687300829224, 0.40803600116889094]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000005_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1014.0, 522.0, 1.0]","[906.0, 522.0, 1.0]","[1062.0, 666.0, 1.0]","[852.0, 654.0, 1.0]","[1080.0, 834.0, 1.0]","[816.0, 822.0, 1.0]","[1002.0, 936.0, 1.0]","[876.0, 924.0, 0.0]","[1032.0, 936.0, 0.0]","[900.0, 930.0, 0.0]","[978.0, 930.0, 0.0]","[870.0, 828.0, 0.0]","[960.0, 1062.0, 0.0]","[882.0, 1068.0, 0.0]","[1.6059282700202684, 0.21756794198009302, 3.498028116217606]","[-0.15689994642124624, 1.8946367439035083, 0.4200377495516795]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000006_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1014.0, 522.0, 1.0]","[906.0, 522.0, 1.0]","[1062.0, 666.0, 1.0]","[852.0, 654.0, 1.0]","[1080.0, 834.0, 1.0]","[816.0, 828.0, 1.0]","[1002.0, 930.0, 1.0]","[882.0, 930.0, 0.0]","[1032.0, 936.0, 0.0]","[906.0, 930.0, 0.0]","[972.0, 1013.9999999999999, 0.0]","[876.0, 828.0, 0.0]","[960.0, 1062.0, 0.0]","[882.0, 1056.0, 0.0]","[1.4792944388431233, 0.09562417820969979, 3.5437359400088755]","[-0.15945058147539679, 1.9081620037064027, 0.41989474379325137]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000007_RGB.png,"[966.0, 516.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1014.0, 516.0, 1.0]","[900.0, 522.0, 1.0]","[1056.0, 666.0, 1.0]","[852.0, 660.0, 1.0]","[1080.0, 834.0, 1.0]","[816.0, 828.0, 1.0]","[1002.0, 930.0, 1.0]","[876.0, 930.0, 0.0]","[1026.0, 942.0, 0.0]","[900.0, 936.0, 0.0]","[1032.0, 1026.0, 0.0]","[870.0, 834.0, 0.0]","[960.0, 1068.0, 0.0]","[900.0, 978.0, 0.0]","[1.6144806607108722, -0.12212451419213038, 3.8467807109990964]","[-0.17303369602777754, 1.9237870238538612, 0.4134900899550727]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000008_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1014.0, 516.0, 1.0]","[900.0, 522.0, 1.0]","[1056.0, 666.0, 1.0]","[852.0, 660.0, 1.0]","[1086.0, 834.0, 1.0]","[816.0, 834.0, 1.0]","[1002.0, 918.0, 1.0]","[882.0, 936.0, 0.0]","[990.0, 983.9999999999999, 1.0]","[900.0, 936.0, 1.0]","[1032.0, 1026.0, 0.0]","[936.0, 1020.0, 0.0]","[960.0, 1062.0, 0.0]","[954.0, 1068.0, 0.0]","[1.651504941967349, -0.21432479961531228, 4.043888535680694]","[-0.19348926246383133, 1.930653942932356, 0.40745051057823256]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000009_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 491.99999999999994, 1.0]","[942.0, 498.00000000000006, 1.0]","[1014.0, 516.0, 0.0]","[906.0, 522.0, 1.0]","[1056.0, 660.0, 1.0]","[852.0, 660.0, 1.0]","[1086.0, 828.0, 1.0]","[816.0, 822.0, 1.0]","[1014.0, 906.0, 1.0]","[948.0, 942.0, 0.0]","[1038.0, 972.0, 0.0]","[893.9999999999999, 942.0, 0.0]","[1032.0, 1013.9999999999999, 0.0]","[1032.0, 1013.9999999999999, 0.0]","[1032.0, 1056.0, 0.0]","[1032.0, 1056.0, 0.0]","[1.839336558105381, -0.7611279928809179, 5.432455773661911]","[-0.19982508984688344, 1.9218902284884103, 0.3824188939112537]"
10,10,10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/17/free_3_ID17/RGB/000010_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 498.00000000000006, 1.0]","[942.0, 498.00000000000006, 1.0]","[1014.0, 516.0, 0.0]","[906.0, 522.0, 1.0]","[1056.0, 660.0, 1.0]","[852.0, 660.0, 1.0]","[1086.0, 828.0, 1.0]","[816.0, 822.0, 1.0]","[1020.0, 906.0, 1.0]","[888.0, 930.0, 0.0]","[1032.0, 966.0000000000001, 0.0]","[888.0, 930.0, 0.0]","[1038.0, 1002.0, 0.0]","[1032.0, 1002.0, 0.0]","[1038.0, 972.0, 0.0]","[888.0, 1044.0, 0.0]","[1.9467489678123135, -1.0582025767257641, 6.5125342743644605]","[-0.09437317358841062, 1.8856487582735932, 0.4398711865070223]"
