,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
0,0,0,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000000_RGB.png,"[972.0, 414.0, 1.0]","[990.0, 396.0, 1.0]","[948.0, 396.0, 1.0]","[1026.0, 420.0, 1.0]","[918.0, 426.0, 1.0]","[1086.0, 552.0, 1.0]","[852.0, 558.0, 1.0]","[1134.0, 732.0, 1.0]","[798.0, 732.0, 1.0]","[1134.0, 876.0, 1.0]","[834.0, 882.0, 1.0]","[1050.0, 900.0, 1.0]","[906.0, 894.0, 1.0]","[1098.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[792.0, 983.9999999999999, 0.0]","[792.0, 983.9999999999999, 0.0]","[-1.948782297787619, -2.3413542780681054, 0.15619028055915438]","[3.6543015308021305, -12.926759902271789, -0.4846245596799876]"
1,1,1,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000001_RGB.png,"[972.0, 408.0, 1.0]","[990.0, 396.0, 1.0]","[948.0, 396.0, 1.0]","[1026.0, 426.0, 0.0]","[918.0, 426.0, 1.0]","[1074.0, 552.0, 1.0]","[852.0, 558.0, 1.0]","[1146.0, 732.0, 1.0]","[792.0, 732.0, 1.0]","[1140.0, 882.0, 1.0]","[834.0, 882.0, 1.0]","[1050.0, 900.0, 1.0]","[893.9999999999999, 894.0, 1.0]","[1098.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[792.0, 983.9999999999999, 0.0]","[792.0, 983.9999999999999, 0.0]","[-3.4254247414786962, -2.8276247554905805, 0.6096379763901218]","[3.695396893711849, -12.91968892752658, -0.48843658341494356]"
2,2,2,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000002_RGB.png,"[972.0, 408.0, 1.0]","[990.0, 396.0, 1.0]","[948.0, 390.0, 1.0]","[1032.0, 426.0, 0.0]","[918.0, 420.0, 0.0]","[1080.0, 546.0, 1.0]","[852.0, 558.0, 1.0]","[1146.0, 732.0, 1.0]","[792.0, 738.0, 1.0]","[1134.0, 882.0, 1.0]","[834.0, 882.0, 1.0]","[1050.0, 894.0, 1.0]","[888.0, 894.0, 1.0]","[1104.0, 1080.0, 0.0]","[864.0, 1080.0, 0.0]","[792.0, 990.0, 0.0]","[798.0, 990.0, 0.0]","[-4.046653994142641, -2.8961768862877393, 0.6244884329146947]","[3.689073115108564, -12.908749109159984, -0.4744581270133405]"
3,3,3,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000003_RGB.png,"[972.0, 408.0, 1.0]","[990.0, 390.0, 1.0]","[942.0, 390.0, 1.0]","[1020.0, 402.0, 1.0]","[924.0, 426.0, 0.0]","[1080.0, 552.0, 1.0]","[852.0, 558.0, 1.0]","[1134.0, 732.0, 1.0]","[1578.0, 738.0, 0.0]","[1140.0, 882.0, 1.0]","[834.0, 882.0, 1.0]","[1050.0, 894.0, 1.0]","[888.0, 888.0, 1.0]","[1092.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[1158.0, 1074.0, 0.0]","[870.0, 888.0, 0.0]","[-4.243484521332874, -2.932613311513598, 0.4805383279950025]","[3.7257321777085, -12.893508658005162, -0.4828827365245188]"
4,4,4,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000004_RGB.png,"[966.0, 408.0, 1.0]","[984.0, 390.0, 1.0]","[942.0, 390.0, 1.0]","[1026.0, 426.0, 0.0]","[912.0, 426.0, 1.0]","[1074.0, 546.0, 1.0]","[852.0, 558.0, 1.0]","[1140.0, 732.0, 1.0]","[792.0, 732.0, 1.0]","[1134.0, 882.0, 1.0]","[834.0, 882.0, 1.0]","[1056.0, 888.0, 1.0]","[893.9999999999999, 888.0, 1.0]","[1092.0, 1080.0, 0.0]","[876.0, 1080.0, 0.0]","[792.0, 983.9999999999999, 0.0]","[792.0, 990.0, 0.0]","[-3.9502607341613083, -2.911161797970689, 0.3351860579409652]","[3.7104544971610682, -12.896745344903108, -0.46721997281775246]"
5,5,5,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000005_RGB.png,"[966.0, 408.0, 1.0]","[990.0, 390.0, 1.0]","[948.0, 390.0, 1.0]","[1014.0, 402.0, 0.0]","[924.0, 426.0, 0.0]","[1086.0, 552.0, 1.0]","[852.0, 558.0, 1.0]","[1134.0, 738.0, 1.0]","[792.0, 738.0, 1.0]","[1134.0, 882.0, 1.0]","[840.0, 882.0, 1.0]","[1050.0, 918.0, 1.0]","[900.0, 900.0, 1.0]","[1110.0, 1074.0, 0.0]","[882.0, 1074.0, 0.0]","[798.0, 978.0, 0.0]","[804.0, 888.0, 0.0]","[-3.1720590848053702, -2.805612469813785, 0.1469529265761543]","[3.8242465071499194, -12.842834040555095, -0.5051131578245441]"
6,6,6,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000006_RGB.png,"[972.0, 408.0, 1.0]","[990.0, 390.0, 1.0]","[948.0, 390.0, 1.0]","[1014.0, 402.0, 0.0]","[924.0, 426.0, 0.0]","[1086.0, 552.0, 1.0]","[858.0, 558.0, 1.0]","[1134.0, 738.0, 1.0]","[792.0, 738.0, 1.0]","[1128.0, 876.0, 1.0]","[840.0, 888.0, 1.0]","[1050.0, 912.0, 1.0]","[900.0, 900.0, 1.0]","[1110.0, 1074.0, 0.0]","[882.0, 1074.0, 0.0]","[798.0, 978.0, 0.0]","[798.0, 894.0, 0.0]","[-2.4089198958392464, -2.8231899854597335, -0.08081743591015503]","[3.8563413593194635, -12.837527591890888, -0.5160900139276553]"
7,7,7,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000007_RGB.png,"[972.0, 408.0, 1.0]","[996.0000000000001, 390.0, 1.0]","[954.0, 390.0, 1.0]","[1020.0, 408.0, 1.0]","[924.0, 432.0, 0.0]","[1080.0, 552.0, 1.0]","[852.0, 558.0, 1.0]","[1134.0, 738.0, 1.0]","[798.0, 738.0, 1.0]","[1134.0, 876.0, 1.0]","[834.0, 882.0, 1.0]","[1044.0, 906.0, 1.0]","[900.0, 894.0, 1.0]","[1110.0, 1080.0, 0.0]","[864.0, 1080.0, 0.0]","[786.0, 983.9999999999999, 0.0]","[792.0, 983.9999999999999, 0.0]","[-2.2478753550367423, -2.8590486693390904, -0.15317268700515232]","[3.8625850005539193, -12.830803092089758, -0.5179203433058133]"
8,8,8,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000008_RGB.png,"[966.0, 414.0, 1.0]","[990.0, 396.0, 1.0]","[942.0, 396.0, 1.0]","[1020.0, 402.0, 0.0]","[912.0, 426.0, 0.0]","[1086.0, 552.0, 1.0]","[858.0, 558.0, 1.0]","[1134.0, 738.0, 1.0]","[798.0, 738.0, 1.0]","[1134.0, 882.0, 1.0]","[840.0, 888.0, 1.0]","[1050.0, 918.0, 1.0]","[906.0, 900.0, 1.0]","[1104.0, 1074.0, 0.0]","[876.0, 1074.0, 0.0]","[798.0, 978.0, 0.0]","[804.0, 894.0, 0.0]","[-2.185961632908399, -2.9962932186060582, -0.24067348104103953]","[3.9172677223761356, -12.830950824824942, -0.5432297331871818]"
9,9,9,C:/Users/User/Desktop/General_fold/Thesis code/dataset/08/base_2_ID08/RGB/000009_RGB.png,"[966.0, 414.0, 1.0]","[990.0, 396.0, 1.0]","[948.0, 396.0, 1.0]","[1026.0, 426.0, 1.0]","[912.0, 420.0, 1.0]","[1080.0, 552.0, 1.0]","[852.0, 558.0, 1.0]","[1140.0, 732.0, 1.0]","[798.0, 732.0, 1.0]","[1140.0, 882.0, 1.0]","[834.0, 882.0, 1.0]","[1050.0, 900.0, 1.0]","[900.0, 894.0, 1.0]","[1098.0, 1080.0, 0.0]","[876.0, 1080.0, 0.0]","[792.0, 990.0, 0.0]","[798.0, 990.0, 0.0]","[-2.2228393270858797, -3.016948792039312, -0.23483242153268316]","[3.8564682271275665, -12.867411747658865, -0.5031028155293058]"
